sample	SRR10727867	SRR10727874	SRR10727875	SRR7296837	SRR7296908	SRR7296922	SRR7296925	SRR7296926	SRR7296936	SRR7296939	SRR7296941	SRR7297019	SRR7297028	SRR7297029	SRR7297030	SRR7297031	SRR7297032	SRR7297033	SRR7297034	SRR7297035	SRR7297062	SRR7297120	SRR7297148	SRR7297180	SRR7297282	SRR7297335	SRR7297404	SRR7297609	SRR7297615	SRR7297630	SRR7297632	SRR7297637	SRR7297639	SRR7297640	SRR7297642	SRR7297643	SRR8201154	SRR8809771	SRR8810286	SRR9647357	SRR9647438	SRR9647439	SRR9647576
SRR7297035	0.00516	0.00623	0.0049	0.00467	0.00446	0.006	0.00382	0.00641	0.00072	0.00559	0.00661	0.00465	0.00229	0.00338	0.00379	0.00517	0.00288	0.00612	0.00246	0.0	0.00525	0.00523	0.00511	0.00585	0.00351	0.00385	0.00529	0.00325	0.00456	0.00614	0.00446	0.00527	0.00243	0.00573	0.00456	0.0042	0.00646	0.00406	0.00441	0.00607	0.00605	0.00523	0.00508
SRR7297062	0.00613	0.00625	0.00509	0.00551	0.00506	0.00683	0.00117	0.00634	0.00508	0.0061	0.00787	0.00507	0.00429	0.00577	0.00616	0.00558	0.00487	0.00623	0.00454	0.00578	0.0	0.00557	0.005	0.00469	0.00461	0.00479	0.00111	0.00358	0.00317	0.00186	0.00344	0.00388	0.00587	0.00414	0.00482	0.00434	0.00363	0.00583	0.00611	0.0072	0.00709	0.00639	0.00489
SRR7297120	0.00587	0.00373	0.00279	0.00207	0.00205	0.00232	0.00462	0.00422	0.00407	0.00213	0.00691	0.0	0.00354	0.00508	0.00549	0.00505	0.004	0.00252	0.00394	0.00461	0.00445	0.0	0.00141	0.00351	0.0	0.0048	0.00589	0.00325	0.00571	0.0062	0.00476	0.0064	0.00525	0.00658	0.0046	0.00417	0.00462	0.00581	0.00614	0.00483	0.00678	0.00604	0.00286
SRR7297148	0.007	0.00316	0.00214	0.00062	0.0	0.00438	0.00523	0.00341	0.00505	0.00147	0.0084	0.00202	0.00433	0.00629	0.00657	0.00615	0.0052	0.0018	0.00518	0.0057	0.00491	0.00257	0.0	0.00313	0.00125	0.00485	0.00517	0.00426	0.00635	0.00589	0.00556	0.0073	0.00652	0.00761	0.00556	0.00519	0.00449	0.00619	0.00649	0.00407	0.00789	0.00702	0.00216
SRR7297180	0.00747	0.00591	0.00471	0.00373	0.00294	0.00502	0.00464	0.00471	0.00559	0.00275	0.00791	0.0037	0.00489	0.00649	0.00681	0.00474	0.00566	0.00472	0.00537	0.00621	0.00423	0.00419	0.0027	0.0	0.00311	0.00241	0.00505	0.0028	0.00519	0.00528	0.00446	0.00602	0.00521	0.00622	0.00413	0.00374	0.00378	0.00706	0.00741	0.00563	0.0085	0.00781	0.00486
SRR7297282	0.00499	0.00303	0.0019	0.00106	0.00095	0.00177	0.00377	0.00326	0.0031	0.00124	0.00588	0.0	0.00255	0.00409	0.00465	0.00422	0.00318	0.0017	0.00298	0.00378	0.0035	0.0	0.00055	0.00262	0.0	0.00376	0.00488	0.00223	0.00465	0.00536	0.00366	0.00544	0.00439	0.00554	0.00363	0.00319	0.00379	0.00483	0.00509	0.00386	0.006	0.0051	0.00196
SRR7297335	0.00674	0.00701	0.00571	0.00545	0.00542	0.00549	0.00332	0.00586	0.00535	0.00417	0.00716	0.00456	0.00454	0.00642	0.00711	0.0015	0.00538	0.00613	0.00522	0.00471	0.00431	0.00531	0.00494	0.00249	0.0043	0.0	0.00564	0.0	0.0023	0.00603	0.00292	0.00313	0.00507	0.00331	0.00085	0.00049	0.00431	0.00652	0.00684	0.00612	0.0078	0.00695	0.00587
SRR7297404	0.00546	0.00589	0.00459	0.00626	0.00544	0.00657	0.0	0.00618	0.0048	0.00613	0.00795	0.00495	0.0037	0.0053	0.00551	0.00503	0.00426	0.00591	0.00392	0.00502	0.0	0.00515	0.00414	0.00405	0.00545	0.00524	0.0	0.00286	0.00271	0.00059	0.00281	0.00339	0.00514	0.00353	0.0042	0.0037	0.00254	0.00622	0.0067	0.00791	0.00658	0.0059	0.00457
SRR7297609	0.00605	0.00644	0.00518	0.00429	0.0042	0.00497	0.00293	0.0065	0.00486	0.00497	0.00623	0.00414	0.00412	0.00584	0.00624	0.0012	0.00498	0.00568	0.00473	0.00421	0.00395	0.0048	0.00462	0.00361	0.00313	0.0	0.00437	0.0	0.00191	0.00537	0.00258	0.00273	0.00604	0.00298	0.00065	0.0004	0.00527	0.00508	0.00548	0.00623	0.00707	0.00621	0.00524
SRR7297615	0.0062	0.00587	0.00456	0.00532	0.00509	0.00565	0.00082	0.00604	0.00495	0.00584	0.00658	0.00506	0.00432	0.00555	0.00608	0.0022	0.00505	0.00659	0.00446	0.00412	0.00185	0.00565	0.00533	0.00434	0.00404	0.00113	0.00258	0.0	0.0	0.00337	0.0	0.0	0.00609	0.00043	0.00145	0.00124	0.00439	0.00524	0.00566	0.00607	0.00719	0.00628	0.00468
SRR7297630	0.006	0.00592	0.00474	0.00617	0.00537	0.00666	0.0	0.00637	0.00504	0.0062	0.00827	0.00537	0.00411	0.00555	0.00571	0.00537	0.00468	0.00627	0.00438	0.00511	0.0	0.00574	0.00442	0.00407	0.00551	0.00524	0.00113	0.00329	0.00289	0.0	0.0032	0.00376	0.00577	0.00381	0.00464	0.0041	0.00316	0.00631	0.00679	0.00817	0.00711	0.0063	0.00489
SRR7297632	0.00655	0.00675	0.00557	0.00585	0.00577	0.00607	0.00274	0.00695	0.00575	0.00645	0.00769	0.00562	0.00455	0.00586	0.00634	0.00435	0.00529	0.00705	0.00462	0.00522	0.00363	0.00608	0.0058	0.00503	0.00465	0.00338	0.00446	0.00238	0.00173	0.00515	0.0	0.00243	0.00626	0.00273	0.00366	0.00333	0.00554	0.00601	0.00637	0.00682	0.00759	0.00686	0.00565
SRR7297637	0.00706	0.00701	0.0056	0.0071	0.0069	0.00646	0.00107	0.00736	0.00595	0.00715	0.00784	0.00603	0.00521	0.00632	0.00688	0.00232	0.00571	0.00765	0.00501	0.00457	0.00224	0.00663	0.00646	0.00522	0.00551	0.00181	0.00381	0.0	0.0	0.00421	0.0	0.0	0.00678	0.0	0.00164	0.00127	0.00516	0.00661	0.00718	0.00768	0.00826	0.00731	0.00578
SRR7297639	0.00621	0.00801	0.00674	0.00651	0.00626	0.00782	0.00593	0.0064	0.00182	0.00536	0.00805	0.00578	0.00253	0.00373	0.00433	0.00731	0.00329	0.00736	0.00282	0.00257	0.00584	0.00642	0.00642	0.0054	0.00494	0.0049	0.00647	0.00548	0.00692	0.00741	0.00594	0.00763	0.0	0.0077	0.00664	0.00618	0.00524	0.00532	0.00582	0.00638	0.00715	0.00636	0.00667
SRR7297640	0.00711	0.00724	0.00579	0.00731	0.00719	0.00642	0.00126	0.00753	0.00596	0.00736	0.00799	0.00619	0.00518	0.00654	0.00705	0.00238	0.0058	0.00766	0.00518	0.00491	0.00244	0.00676	0.00669	0.00532	0.00554	0.00189	0.00397	0.0	0.0	0.00421	0.0	0.0	0.00668	0.0	0.00174	0.0013	0.00517	0.00671	0.00737	0.00784	0.00829	0.00738	0.00585
SRR7297642	0.00583	0.00631	0.00486	0.00377	0.00369	0.00455	0.0023	0.00613	0.00435	0.00445	0.00581	0.00362	0.00373	0.00521	0.00578	0.0	0.00432	0.00493	0.00414	0.00362	0.00341	0.00443	0.00411	0.00298	0.00258	0.0	0.00394	0.0	0.00094	0.00499	0.00188	0.00185	0.00551	0.00214	0.0	0.0	0.00487	0.00487	0.0052	0.00608	0.00681	0.00591	0.00491
SRR7297643	0.00614	0.00661	0.00527	0.00411	0.00401	0.00508	0.00291	0.00647	0.00479	0.00484	0.00617	0.00413	0.00409	0.00571	0.00617	0.00112	0.00481	0.00558	0.00462	0.00418	0.00388	0.0049	0.00461	0.00356	0.00301	0.0	0.00422	0.0	0.00185	0.00535	0.0026	0.00261	0.00589	0.00283	0.0006	0.0	0.00529	0.00496	0.00535	0.00608	0.00713	0.00623	0.00533
SRR8201154	0.00724	0.00701	0.00586	0.00611	0.00537	0.00715	0.00444	0.00554	0.00709	0.0047	0.00971	0.00555	0.00552	0.00722	0.00747	0.0072	0.00606	0.00642	0.00607	0.00742	0.00377	0.00606	0.00486	0.00454	0.00564	0.00535	0.00505	0.00522	0.00597	0.00522	0.00568	0.00665	0.0055	0.00672	0.00651	0.00606	0.0	0.00723	0.00775	0.00672	0.00812	0.00749	0.00571
SRR8809771	0.0	0.00818	0.00694	0.00673	0.00667	0.0084	0.00588	0.0083	0.0055	0.00746	0.00896	0.00651	0.00487	0.00625	0.00667	0.00797	0.00567	0.00812	0.00523	0.00595	0.00633	0.00711	0.00715	0.00791	0.00571	0.00679	0.00674	0.00591	0.00727	0.00772	0.00669	0.00806	0.00653	0.00825	0.00741	0.00685	0.00701	0.0	0.0	0.00776	0.0	0.0	0.00708
SRR8810286	0.0	0.00851	0.00735	0.00797	0.00786	0.00866	0.00633	0.0089	0.00589	0.00813	0.00962	0.00698	0.00518	0.00663	0.00699	0.00828	0.00585	0.00858	0.00539	0.00619	0.00661	0.00745	0.00753	0.00836	0.00683	0.00774	0.00792	0.00625	0.0078	0.00816	0.00701	0.00845	0.00672	0.00864	0.0076	0.00709	0.00741	0.0	0.0	0.00892	0.0	0.0	0.00757
SRR9647357	0.00724	0.00186	0.0005	0.00264	0.00294	0.00656	0.00652	0.0	0.00587	0.00251	0.00803	0.00402	0.00616	0.00781	0.00819	0.00759	0.00701	0.00442	0.00646	0.00655	0.00621	0.00471	0.00354	0.00503	0.00295	0.00462	0.0063	0.00561	0.00652	0.0078	0.006	0.00744	0.00619	0.00773	0.00718	0.00662	0.00498	0.006	0.0063	0.0	0.00821	0.00706	0.00066
SRR9647438	0.0	0.00856	0.00748	0.00779	0.00765	0.00864	0.00633	0.00896	0.00583	0.00816	0.00964	0.00698	0.00511	0.00657	0.0069	0.00841	0.00579	0.00843	0.00545	0.00613	0.0067	0.00747	0.00765	0.00842	0.00667	0.00763	0.00775	0.00636	0.00787	0.0082	0.00703	0.00857	0.00674	0.00869	0.00763	0.00722	0.00735	0.0	0.0	0.00893	0.0	0.0	0.00769
SRR9647439	0.0	0.00851	0.00747	0.00748	0.00777	0.00886	0.00654	0.00888	0.0061	0.00797	0.00962	0.0072	0.00552	0.00702	0.0069	0.00854	0.0063	0.00834	0.00575	0.00644	0.00701	0.00771	0.00778	0.00871	0.00669	0.00771	0.00789	0.00656	0.00802	0.00836	0.00734	0.00873	0.00705	0.00887	0.00784	0.00741	0.00768	0.0	0.0	0.00867	0.00068	0.0	0.00775
SRR9647576	0.0073	0.00094	0.0	0.00164	0.00177	0.00625	0.00594	0.00074	0.00559	0.00315	0.00771	0.00358	0.00574	0.00734	0.00765	0.00729	0.00647	0.00334	0.00632	0.00604	0.00507	0.00422	0.0025	0.00537	0.00255	0.00568	0.00541	0.00524	0.00599	0.00651	0.00571	0.00702	0.00717	0.00723	0.00668	0.00632	0.0055	0.00613	0.00644	0.00128	0.00817	0.00723	0.0
