sample	oyster_0.001_1x_1	oyster_0.001_2x_1	oyster_0.001_4x_1	oyster_0.001_8x_1	oyster_0.002_1x_1	oyster_0.002_2x_1	oyster_0.002_4x_1	oyster_0.002_8x_1	oyster_0.004_1x_1	oyster_0.004_2x_1	oyster_0.004_4x_1	oyster_0.004_8x_1	oyster_0.006_1x_1	oyster_0.006_2x_1	oyster_0.006_4x_1	oyster_0.006_8x_1	oyster_0.008_1x_1	oyster_0.008_2x_1	oyster_0.008_4x_1	oyster_0.008_8x_1	oyster_0.01_1x_1	oyster_0.01_2x_1	oyster_0.01_4x_1	oyster_0.01_8x_1	oyster_0.02_1x_1	oyster_0.02_2x_1	oyster_0.02_4x_1	oyster_0.02_8x_1	oyster_0.0_1x_1	oyster_0.0_2x_1	oyster_0.0_4x_1	oyster_0.0_8x_1	
oyster_0.004_8x_1	0.0182928	0.0129075	0.0121043	0.00622331	0.0193704	0.013852	0.0132321	0.00721493	0.0127905	0.0072286	0.00639056	0.0	0.0231116	0.0178739	0.0172062	0.0113384	0.0251578	0.0197642	0.0191634	0.0133887	0.0268488	0.0217603	0.0211122	0.0153313	0.0366108	0.0314777	0.0308312	0.0253257	0.0173125	0.0119332	0.011163	0.00511893	
oyster_0.006_1x_1	0.0297204	0.0263385	0.0268025	0.020133	0.0306198	0.0272429	0.0279535	0.021166	0.0323341	0.0291063	0.0298143	0.0231116	0.0	0.00743201	0.0137486	0.012888	0.0362878	0.0329616	0.0336332	0.027146	0.0378966	0.0347741	0.0355942	0.0289382	0.047028	0.0441579	0.0448235	0.0385645	0.0286978	0.0253055	0.0259567	0.0190754	
oyster_0.006_2x_1	0.0266212	0.0214186	0.0206885	0.0149778	0.0273934	0.0222203	0.0218054	0.015944	0.0292411	0.0241836	0.0236523	0.0178739	0.00743201	0.0	0.00532538	0.0071946	0.0332454	0.0280716	0.0275938	0.0219072	0.0346361	0.0299694	0.0294784	0.0237698	0.0443129	0.0394804	0.0389064	0.0333862	0.0255657	0.0204329	0.0198689	0.0139289	
oyster_0.006_4x_1	0.0272624	0.0209113	0.0193388	0.0143604	0.028012	0.0217329	0.0204047	0.0153171	0.0300115	0.0236601	0.0222109	0.0172062	0.0137486	0.00532538	0.0	0.0063324	0.0338278	0.0274886	0.0261858	0.021211	0.0352237	0.0294066	0.0280014	0.0230318	0.0448235	0.0389313	0.0373081	0.0326302	0.026273	0.0200197	0.0184936	0.0133069	
oyster_0.006_8x_1	0.0204375	0.0149884	0.0141377	0.00832209	0.0212898	0.0158624	0.0152326	0.00935485	0.0232684	0.0178796	0.0171628	0.0113384	0.012888	0.0071946	0.0063324	0.0	0.027217	0.0217504	0.0211605	0.0154798	0.0286859	0.0236974	0.0230784	0.0173579	0.0385645	0.03346	0.0327147	0.02723	0.0194101	0.0140125	0.0132143	0.00723937	
oyster_0.008_1x_1	0.0314676	0.0282339	0.0289974	0.0222534	0.0327421	0.0294918	0.0301416	0.0233156	0.0342998	0.0311332	0.031814	0.0251578	0.0362878	0.0332454	0.0338278	0.027217	0.0	0.00750335	0.0138642	0.0130134	0.0397533	0.0369353	0.037619	0.0310811	0.0486866	0.0457923	0.0463805	0.0404278	0.0307263	0.0275421	0.0281246	0.021224	
oyster_0.008_2x_1	0.0284112	0.0232168	0.0225759	0.0169326	0.0293349	0.0243395	0.0237674	0.017939	0.0311099	0.0259645	0.0254916	0.0197642	0.0329616	0.0280716	0.0274886	0.0217504	0.00750335	0.0	0.00531503	0.00710405	0.0366207	0.0317797	0.031297	0.0256855	0.045935	0.0409242	0.0404145	0.0350751	0.0275627	0.0224727	0.0217378	0.0159082	
oyster_0.008_4x_1	0.0291498	0.022778	0.0212432	0.0163727	0.0300844	0.0238683	0.0224238	0.0173064	0.0318622	0.025558	0.0241637	0.0191634	0.0336332	0.0275938	0.0261858	0.0211605	0.0138642	0.00531503	0.0	0.00621385	0.0373009	0.031297	0.0297923	0.0249267	0.0464481	0.0405409	0.0388069	0.0344358	0.0281681	0.0219015	0.0203949	0.0153599	
oyster_0.008_8x_1	0.022418	0.0169147	0.0161067	0.0104312	0.0234494	0.018036	0.0172601	0.0114524	0.025303	0.0198295	0.0191285	0.0133887	0.027146	0.0219072	0.021211	0.0154798	0.0130134	0.00710405	0.00621385	0.0	0.0307503	0.0256915	0.0249954	0.0193766	0.0404793	0.0351891	0.034468	0.029075	0.0214124	0.0160526	0.0152257	0.00938968	
oyster_0.01_1x_1	0.0333041	0.0298875	0.0304084	0.0238377	0.0342258	0.0307471	0.0315285	0.024836	0.0360617	0.0328054	0.0334428	0.0268488	0.0378966	0.0346361	0.0352237	0.0286859	0.0397533	0.0366207	0.0373009	0.0307503	0.0	0.007474	0.0138354	0.0129322	0.0503948	0.0472323	0.0480481	0.0417935	0.0324339	0.029078	0.0296219	0.0228531	
oyster_0.01_2x_1	0.030297	0.025081	0.0244724	0.0188068	0.0311621	0.0259515	0.0255069	0.019756	0.0330401	0.0280177	0.0274325	0.0217603	0.0347741	0.0299694	0.0294066	0.0236974	0.0369353	0.0317797	0.031297	0.0256915	0.007474	0.0	0.00536155	0.00709799	0.0474955	0.0427313	0.0422454	0.0368995	0.0292401	0.0242658	0.0236043	0.0177755	
oyster_0.01_4x_1	0.0311966	0.0247818	0.0231804	0.0182805	0.0318289	0.0255555	0.0241621	0.0191855	0.033734	0.0274868	0.0260657	0.0211122	0.0355942	0.0294784	0.0280014	0.0230784	0.037619	0.031297	0.0297923	0.0249954	0.0138354	0.00536155	0.0	0.00613602	0.0480909	0.0421508	0.0405993	0.0360506	0.0299022	0.0238432	0.0223098	0.0172546	
oyster_0.01_8x_1	0.0244328	0.0188898	0.0180423	0.0123851	0.0252954	0.0197705	0.0190821	0.0133331	0.0271607	0.021787	0.0209888	0.0153313	0.0289382	0.0237698	0.0230318	0.0173579	0.0310811	0.0256855	0.0249267	0.0193766	0.0129322	0.00709799	0.00613602	0.0	0.0419538	0.0368638	0.0362683	0.0308104	0.023194	0.0179843	0.0171448	0.0113338	
oyster_0.02_1x_1	0.0429511	0.0397259	0.0403102	0.0340063	0.0437004	0.040591	0.0413584	0.0349182	0.0454097	0.0423961	0.0429291	0.0366108	0.047028	0.0443129	0.0448235	0.0385645	0.0486866	0.045935	0.0464481	0.0404793	0.0503948	0.0474955	0.0480909	0.0419538	0.0	0.00754407	0.0138565	0.0131247	0.0420974	0.0388426	0.0394836	0.0330014	
oyster_0.02_2x_1	0.0397549	0.0348867	0.0341571	0.0288351	0.0406194	0.0355563	0.0351652	0.0296913	0.0423979	0.0374089	0.0369296	0.0314777	0.0441579	0.0394804	0.0389313	0.03346	0.0457923	0.0409242	0.0405409	0.0351891	0.0472323	0.0427313	0.0421508	0.0368638	0.00754407	0.0	0.00530822	0.00708359	0.0390517	0.0339521	0.0333653	0.0278332	
oyster_0.02_4x_1	0.0402458	0.0341914	0.032692	0.0281207	0.0412586	0.0351334	0.0336742	0.0290175	0.0429254	0.0368909	0.0355226	0.0308312	0.0448235	0.0389064	0.0373081	0.0327147	0.0463805	0.0404145	0.0388069	0.034468	0.0480481	0.0422454	0.0405993	0.0362683	0.0138565	0.00530822	0.0	0.00589493	0.03957	0.0334687	0.0319265	0.0271764	
oyster_0.02_8x_1	0.0339332	0.0287355	0.027761	0.0225129	0.0349998	0.0296115	0.0288581	0.0234441	0.0367128	0.0314259	0.0307558	0.0253257	0.0385645	0.0333862	0.0326302	0.02723	0.0404278	0.0350751	0.0344358	0.029075	0.0417935	0.0368995	0.0360506	0.0308104	0.0131247	0.00708359	0.00589493	0.0	0.0331735	0.0278837	0.02699	0.0215031	
oyster_0.0_1x_1	0.0238205	0.0205507	0.0212062	0.0142778	0.0249276	0.0214955	0.0222102	0.0152487	0.026968	0.0234979	0.0242107	0.0173125	0.0286978	0.0255657	0.026273	0.0194101	0.0307263	0.0275627	0.0281681	0.0214124	0.0324339	0.0292401	0.0299022	0.023194	0.0420974	0.0390517	0.03957	0.0331735	0.0	0.00728662	0.0135841	0.0126136	
oyster_0.0_2x_1	0.0206268	0.0155132	0.0149469	0.00893111	0.021641	0.0164215	0.0159685	0.00988961	0.0237176	0.0185048	0.0179975	0.0119332	0.0253055	0.0204329	0.0200197	0.0140125	0.0275421	0.0224727	0.0219015	0.0160526	0.029078	0.0242658	0.0238432	0.0179843	0.0388426	0.0339521	0.0334687	0.0278837	0.00728662	0.0	0.00535724	0.00725773	
oyster_0.0_4x_1	0.021309	0.0149098	0.0134322	0.00820183	0.0222152	0.0158294	0.0144893	0.0091586	0.0241533	0.0178385	0.0164446	0.011163	0.0259567	0.0198689	0.0184936	0.0132143	0.0281246	0.0217378	0.0203949	0.0152257	0.0296219	0.0236043	0.0223098	0.0171448	0.0394836	0.0333653	0.0319265	0.02699	0.0135841	0.00535724	0.0	0.00657655	
oyster_0.0_8x_1	0.0141957	0.00883106	0.00808567	0.00199449	0.01526	0.00980337	0.00919797	0.00302255	0.0171672	0.011847	0.0112351	0.00511893	0.0190754	0.0139289	0.0133069	0.00723937	0.021224	0.0159082	0.0153599	0.00938968	0.0228531	0.0177755	0.0172546	0.0113338	0.0330014	0.0278332	0.0271764	0.0215031	0.0126136	0.00725773	0.00657655	0.0	
