sample	moss_0.001_1x_1	moss_0.001_2x_1	moss_0.001_4x_1	moss_0.001_8x_1	moss_0.002_1x_1	moss_0.002_2x_1	moss_0.002_4x_1	moss_0.002_8x_1	moss_0.004_1x_1	moss_0.004_2x_1	moss_0.004_4x_1	moss_0.004_8x_1	moss_0.006_1x_1	moss_0.006_2x_1	moss_0.006_4x_1	moss_0.006_8x_1	moss_0.008_1x_1	moss_0.008_2x_1	moss_0.008_4x_1	moss_0.008_8x_1	moss_0.01_1x_1	moss_0.01_2x_1	moss_0.01_4x_1	moss_0.01_8x_1	moss_0.02_1x_1	moss_0.02_2x_1	moss_0.02_4x_1	moss_0.02_8x_1	moss_0.0_1x_1	moss_0.0_2x_1	moss_0.0_4x_1	moss_0.0_8x_1	
moss_0.004_4x_1	0.0260622	0.0201007	0.0187846	0.0134665	0.0269315	0.0210707	0.0197458	0.0144724	0.0207698	0.014589	0.0	0.00769158	0.0305982	0.0248377	0.0235079	0.0184005	0.032354	0.0267365	0.0253612	0.0203511	0.0339861	0.0284337	0.0272503	0.0221505	0.0428593	0.0374557	0.0364698	0.0314935	0.0250969	0.0191084	0.0178107	0.0124747	
moss_0.004_8x_1	0.0187762	0.0138196	0.0133909	0.00694693	0.0197004	0.0147806	0.0143618	0.00803534	0.0133436	0.00818095	0.00769158	0.0	0.0235549	0.0189122	0.0184211	0.0122604	0.0253586	0.0208327	0.0204382	0.0143284	0.0271064	0.0226207	0.0224187	0.0162944	0.0363605	0.0321102	0.0318954	0.026184	0.0176399	0.0126475	0.0123083	0.00586201	
moss_0.006_1x_1	0.0295857	0.0264941	0.0275891	0.0203694	0.0303826	0.0275374	0.0285664	0.0214664	0.0321485	0.0295919	0.0305982	0.0235549	0.0	0.0198187	0.0206294	0.0134484	0.035497	0.0334219	0.0342935	0.0274718	0.0374074	0.0351015	0.0361877	0.0293871	0.0460347	0.0439042	0.0450968	0.0386507	0.0286029	0.0254271	0.0266203	0.0193438	
moss_0.006_2x_1	0.0270816	0.022265	0.0220217	0.0158584	0.0278532	0.0232046	0.0229067	0.016843	0.029809	0.0252441	0.0248377	0.0189122	0.0198187	0.0	0.0143093	0.00807269	0.032958	0.0290145	0.0285417	0.0227225	0.0347871	0.0305354	0.0304869	0.0245606	0.0434587	0.039514	0.0394342	0.0338792	0.0260552	0.0212398	0.0209868	0.0147977	
moss_0.006_4x_1	0.0281748	0.0220624	0.0207405	0.0155202	0.0288291	0.0229292	0.0215726	0.0164299	0.0307896	0.0248887	0.0235079	0.0184211	0.0206294	0.0143093	0.0	0.00744205	0.0341355	0.0286859	0.0272457	0.0223185	0.0358774	0.0301596	0.0289703	0.0239957	0.0444025	0.0391098	0.0381866	0.0332564	0.0271948	0.0209861	0.0198371	0.0145461	
moss_0.006_8x_1	0.0209773	0.015803	0.0153871	0.00907387	0.0217041	0.0167979	0.0162808	0.0101154	0.0236935	0.0188531	0.0184005	0.0122604	0.0134484	0.00807269	0.00744205	0.0	0.0271	0.0228508	0.0223257	0.0163121	0.0290538	0.0244715	0.0241668	0.0181237	0.0380449	0.0338453	0.0336208	0.027943	0.0198861	0.0147263	0.0143721	0.00799164	
moss_0.008_1x_1	0.0311454	0.0284308	0.0294076	0.0221886	0.0321172	0.0293227	0.0303291	0.0233202	0.0337515	0.0312344	0.032354	0.0253586	0.035497	0.032958	0.0341355	0.0271	0.0	0.0198956	0.02041	0.0132729	0.0388939	0.0366093	0.0378757	0.0310534	0.0473702	0.0454992	0.0466819	0.0402129	0.0301289	0.027331	0.0283039	0.0210802	
moss_0.008_2x_1	0.0288921	0.0241668	0.0238761	0.0178118	0.0298205	0.0251411	0.0247646	0.0188531	0.0316237	0.0270348	0.0267365	0.0208327	0.0334219	0.0290145	0.0286859	0.0228508	0.0198956	0.0	0.0142063	0.00804089	0.0367853	0.0324398	0.032272	0.0265728	0.0449668	0.0412088	0.041101	0.0356159	0.0278723	0.0231041	0.0228546	0.0167786	
moss_0.008_4x_1	0.0299179	0.0240969	0.0226052	0.0175232	0.0309244	0.0249168	0.023578	0.0185634	0.032692	0.0267998	0.0253612	0.0204382	0.0342935	0.0285417	0.0272457	0.0223257	0.02041	0.0142063	0.0	0.00723966	0.0376515	0.0321846	0.0309442	0.025995	0.0461578	0.0408362	0.0398909	0.0350883	0.0290135	0.0230559	0.0217041	0.0165814	
moss_0.008_8x_1	0.0229613	0.0178476	0.0173601	0.0112114	0.0238997	0.0187786	0.0183419	0.0123152	0.0257104	0.0208931	0.0203511	0.0143284	0.0274718	0.0227225	0.0223185	0.0163121	0.0132729	0.00804089	0.00723966	0.0	0.0310689	0.0264548	0.0261191	0.0202541	0.0397905	0.0355793	0.0354579	0.0298038	0.0218845	0.0168135	0.0163413	0.0101724	
moss_0.01_1x_1	0.0330268	0.0302543	0.0312055	0.024221	0.033784	0.0311966	0.0319541	0.0251712	0.0356375	0.0330316	0.0339861	0.0271064	0.0374074	0.0347871	0.0358774	0.0290538	0.0388939	0.0367853	0.0376515	0.0310689	0.0	0.0199346	0.0204474	0.0134418	0.0492161	0.0472105	0.0484842	0.0420707	0.0320754	0.0292462	0.0301193	0.0231214	
moss_0.01_2x_1	0.0307067	0.0260526	0.0256941	0.0196859	0.0314147	0.026817	0.0265441	0.02064	0.0334219	0.0288891	0.0284337	0.0226207	0.0351015	0.0305354	0.0301596	0.0244715	0.0366093	0.0324398	0.0321846	0.0264548	0.0199346	0.0	0.0140517	0.00790373	0.0468361	0.0428117	0.0427641	0.0373577	0.0295795	0.0250835	0.0246436	0.0186751	
moss_0.01_4x_1	0.0318472	0.0259819	0.0245606	0.019471	0.0327063	0.0267419	0.0253671	0.0204244	0.0345597	0.0287187	0.0272503	0.0224187	0.0361877	0.0304869	0.0289703	0.0241668	0.0378757	0.032272	0.0309442	0.0261191	0.0204474	0.0140517	0.0	0.00720505	0.0478283	0.042535	0.0415211	0.0367369	0.0309112	0.0249954	0.023755	0.0185699	
moss_0.01_8x_1	0.024799	0.0198136	0.0192487	0.0131982	0.0256161	0.0205831	0.0201562	0.0141952	0.0275872	0.0227595	0.0221505	0.0162944	0.0293871	0.0245606	0.0239957	0.0181237	0.0310534	0.0265728	0.025995	0.0202541	0.0134418	0.00790373	0.00720505	0.0	0.0416517	0.0374191	0.0370474	0.0315727	0.0237932	0.0188014	0.0182409	0.0121521	
moss_0.02_1x_1	0.0421739	0.0393642	0.0402047	0.0335539	0.0428263	0.0400865	0.0408734	0.0345312	0.0444631	0.0419061	0.0428593	0.0363605	0.0460347	0.0434587	0.0444025	0.0380449	0.0473702	0.0449668	0.0461578	0.0397905	0.0492161	0.0468361	0.0478283	0.0416517	0.0	0.019888	0.0202378	0.0135663	0.0411301	0.0382592	0.0392059	0.0326361	
moss_0.02_2x_1	0.039995	0.035277	0.0349011	0.0293994	0.040668	0.036117	0.0355536	0.0302138	0.0426839	0.0378697	0.0374557	0.0321102	0.0439042	0.039514	0.0391098	0.0338453	0.0454992	0.0412088	0.0408362	0.0355793	0.0472105	0.0428117	0.042535	0.0374191	0.019888	0.0	0.0134269	0.00769609	0.0393213	0.03436	0.0340152	0.0285496	
moss_0.02_4x_1	0.0413326	0.0354337	0.0339622	0.0292615	0.041945	0.0360479	0.0345972	0.0301119	0.0439329	0.0378191	0.0364698	0.0318954	0.0450968	0.0394342	0.0381866	0.0336208	0.0466819	0.041101	0.0398909	0.0354579	0.0484842	0.0427641	0.0415211	0.0370474	0.0202378	0.0134269	0.0	0.00664525	0.0404344	0.0342896	0.0330497	0.0284249	
moss_0.02_8x_1	0.0346699	0.0295011	0.0288651	0.0233209	0.035241	0.0303237	0.0295289	0.0242426	0.0373855	0.032202	0.0314935	0.026184	0.0386507	0.0338792	0.0332564	0.027943	0.0402129	0.0356159	0.0350883	0.0298038	0.0420707	0.0373577	0.0367369	0.0315727	0.0135663	0.00769609	0.00664525	0.0	0.0337303	0.0285496	0.0279086	0.0224282	
moss_0.0_1x_1	0.0238213	0.0209382	0.0221074	0.0144584	0.0246428	0.0217202	0.0230431	0.0155751	0.026511	0.0238855	0.0250969	0.0176399	0.0286029	0.0260552	0.0271948	0.0198861	0.0301289	0.0278723	0.0290135	0.0218845	0.0320754	0.0295795	0.0309112	0.0237932	0.0411301	0.0393213	0.0404344	0.0337303	0.0	0.0197743	0.0209793	0.0133432	
moss_0.0_2x_1	0.0209045	0.0162293	0.0160516	0.00945245	0.0216873	0.0171787	0.0169927	0.0105507	0.0236873	0.019142	0.0191084	0.0126475	0.0254271	0.0212398	0.0209861	0.0147263	0.027331	0.0231041	0.0230559	0.0168135	0.0292462	0.0250835	0.0249954	0.0188014	0.0382592	0.03436	0.0342896	0.0285496	0.0197743	0.0	0.0149199	0.00837218	
moss_0.0_4x_1	0.0219789	0.0160238	0.0148365	0.00918294	0.0228702	0.0170264	0.0158259	0.0102601	0.0248904	0.0190395	0.0178107	0.0123083	0.0266203	0.0209868	0.0198371	0.0143721	0.0283039	0.0228546	0.0217041	0.0163413	0.0301193	0.0246436	0.023755	0.0182409	0.0392059	0.0340152	0.0330497	0.0279086	0.0209793	0.0149199	0.0	0.00816819	
moss_0.0_8x_1	0.0144247	0.00954898	0.00930226	0.00249868	0.0154277	0.0104981	0.0102845	0.00361976	0.0174222	0.0127412	0.0124747	0.00586201	0.0193438	0.0147977	0.0145461	0.00799164	0.0210802	0.0167786	0.0165814	0.0101724	0.0231214	0.0186751	0.0185699	0.0121521	0.0326361	0.0285496	0.0284249	0.0224282	0.0133432	0.00837218	0.00816819	0.0	
