sample	leech_0.001_1x_1	leech_0.001_2x_1	leech_0.001_4x_1	leech_0.001_8x_1	leech_0.002_1x_1	leech_0.002_2x_1	leech_0.002_4x_1	leech_0.002_8x_1	leech_0.004_1x_1	leech_0.004_2x_1	leech_0.004_4x_1	leech_0.004_8x_1	leech_0.006_1x_1	leech_0.006_2x_1	leech_0.006_4x_1	leech_0.006_8x_1	leech_0.008_1x_1	leech_0.008_2x_1	leech_0.008_4x_1	leech_0.008_8x_1	leech_0.01_1x_1	leech_0.01_2x_1	leech_0.01_4x_1	leech_0.01_8x_1	leech_0.02_1x_1	leech_0.02_2x_1	leech_0.02_4x_1	leech_0.02_8x_1	leech_0.0_1x_1	leech_0.0_2x_1	leech_0.0_4x_1	leech_0.0_8x_1	
leech_0.004_8x_1	0.0189339	0.0125345	0.0111226	0.00578071	0.0201459	0.0135345	0.0121233	0.00681642	0.0139348	0.00753514	0.00609634	0.0	0.0241716	0.0175999	0.0162091	0.0109387	0.0259767	0.0194268	0.0180908	0.0127665	0.0278914	0.0215532	0.0201291	0.0148566	0.0378787	0.0315942	0.0301246	0.0248442	0.0180004	0.0116434	0.0100767	0.00479927	
leech_0.006_1x_1	0.0318209	0.0274915	0.0272661	0.0210945	0.0330268	0.0284083	0.0281487	0.0220067	0.0350077	0.0304934	0.0302405	0.0241716	0.0	0.0205065	0.0201814	0.0140357	0.0387821	0.0343075	0.0342309	0.0279899	0.0406462	0.0363507	0.0359528	0.0298969	0.0508826	0.0461808	0.045964	0.0398244	0.0306709	0.0264878	0.0261928	0.0200518	
leech_0.006_2x_1	0.0274167	0.0212076	0.0200544	0.0145772	0.028472	0.0222311	0.0210165	0.0155791	0.0305884	0.024281	0.0229321	0.0175999	0.0205065	0.0	0.0129156	0.00755777	0.0342871	0.0280543	0.0269452	0.0214608	0.0360286	0.0300369	0.0288002	0.0234218	0.0462416	0.0401291	0.0387371	0.033428	0.0263668	0.0202028	0.0189733	0.0136089	
leech_0.006_4x_1	0.0271672	0.020064	0.0180636	0.0131727	0.0283594	0.0209895	0.0190085	0.0141547	0.030344	0.0230093	0.0209658	0.0162091	0.0201814	0.0129156	0.0	0.00606799	0.0339332	0.0268969	0.0248492	0.0200788	0.0357027	0.0288431	0.0268869	0.0220953	0.0460451	0.0388379	0.0367128	0.0320037	0.0261445	0.0190517	0.0169743	0.0121582	
leech_0.006_8x_1	0.0210091	0.0146527	0.0132355	0.00787262	0.0221404	0.0155736	0.0141658	0.00886074	0.0241525	0.0176185	0.0161909	0.0109387	0.0140357	0.00755777	0.00606799	0.0	0.0279344	0.0214518	0.0201142	0.0147858	0.029832	0.0234879	0.0221125	0.0168242	0.0399104	0.0336171	0.0320905	0.0268388	0.0199435	0.0136454	0.0121509	0.00686819	
leech_0.008_1x_1	0.0339698	0.0292442	0.0292025	0.0229553	0.034795	0.0301607	0.0301204	0.0239327	0.0372311	0.0321729	0.0321067	0.0259767	0.0387821	0.0342871	0.0339332	0.0279344	0.0	0.0205745	0.020372	0.0141414	0.0426821	0.0381156	0.0380704	0.0319115	0.0526274	0.0479245	0.0476458	0.0416081	0.0330522	0.0283546	0.0281371	0.0219711	
leech_0.008_2x_1	0.0292462	0.0230003	0.0219036	0.0164367	0.0301692	0.0239949	0.0228665	0.017395	0.0322604	0.025948	0.02474	0.0194268	0.0343075	0.0280543	0.0268969	0.0214518	0.0205745	0.0	0.0129984	0.0075852	0.0379968	0.0320766	0.0308553	0.0254339	0.0479402	0.041968	0.0403813	0.0351625	0.0282339	0.0220938	0.0208945	0.0154361	
leech_0.008_4x_1	0.0289904	0.0218746	0.0198803	0.0150731	0.0301257	0.0228493	0.0208441	0.0160752	0.0320303	0.0248582	0.0228196	0.0180908	0.0342309	0.0269452	0.0248492	0.0201142	0.020372	0.0129984	0.0	0.00612931	0.03765	0.0306882	0.0287475	0.0240123	0.0479919	0.0407066	0.0384603	0.0337777	0.0279928	0.0209577	0.0188687	0.0140658	
leech_0.008_8x_1	0.0228218	0.0163869	0.015044	0.00975401	0.0239783	0.0173756	0.0160387	0.0107244	0.0258924	0.0193611	0.0180009	0.0127665	0.0279899	0.0214608	0.0200788	0.0147858	0.0141414	0.0075852	0.00612931	0.0	0.0316532	0.025362	0.0240637	0.0187312	0.0417637	0.0354458	0.0338203	0.0286998	0.0217828	0.015457	0.0140312	0.00874271	
leech_0.01_1x_1	0.035685	0.0310756	0.0309464	0.0248039	0.0369525	0.032065	0.0319311	0.0257784	0.0387743	0.0342628	0.0339207	0.0278914	0.0406462	0.0360286	0.0357027	0.029832	0.0426821	0.0379968	0.03765	0.0316532	0.0	0.0203648	0.0202086	0.013992	0.0545527	0.0499184	0.0497038	0.0436397	0.0350473	0.0302767	0.0299295	0.0238424	
leech_0.01_2x_1	0.0312601	0.0251336	0.0238511	0.018519	0.0323025	0.0261673	0.0248434	0.0195028	0.0342768	0.0280283	0.0268533	0.0215532	0.0363507	0.0300369	0.0288431	0.0234879	0.0381156	0.0320766	0.0306882	0.025362	0.0203648	0.0	0.0129642	0.0075864	0.0497807	0.0438411	0.0424664	0.0372848	0.0302927	0.0241963	0.0228062	0.0175276	
leech_0.01_4x_1	0.0310601	0.0239366	0.0219327	0.0171174	0.0322312	0.0249242	0.0229187	0.0181747	0.0342029	0.0268642	0.024869	0.0201291	0.0359528	0.0288002	0.0268869	0.0221125	0.0380704	0.0308553	0.0287475	0.0240637	0.0202086	0.0129642	0.0	0.00613871	0.050047	0.0427751	0.0405076	0.0359542	0.0301193	0.0230033	0.020885	0.0161067	
leech_0.01_8x_1	0.0248278	0.0185095	0.0170492	0.0118212	0.0259523	0.019499	0.018051	0.0128201	0.0280264	0.0214948	0.0200094	0.0148566	0.0298969	0.0234218	0.0220953	0.0168242	0.0319115	0.0254339	0.0240123	0.0187312	0.013992	0.0075864	0.00613871	0.0	0.043744	0.0374689	0.0358774	0.0307405	0.023924	0.0175394	0.0160259	0.0108169	
leech_0.02_1x_1	0.0458129	0.0410618	0.0410874	0.0349761	0.0469999	0.0421668	0.0419626	0.0358199	0.0488767	0.0441463	0.0440153	0.0378787	0.0508826	0.0462416	0.0460451	0.0399104	0.0526274	0.0479402	0.0479919	0.0417637	0.0545527	0.0497807	0.050047	0.043744	0.0	0.0207471	0.0204238	0.0142492	0.044909	0.0403879	0.0401652	0.0340126	
leech_0.02_2x_1	0.0412037	0.0350381	0.0339194	0.0286295	0.0424862	0.0362127	0.0349589	0.029627	0.0444826	0.0381473	0.0368552	0.0315942	0.0461808	0.0401291	0.0388379	0.0336171	0.0479245	0.041968	0.0407066	0.0354458	0.0499184	0.0438411	0.0427751	0.0374689	0.0207471	0.0	0.0130049	0.0076124	0.0404676	0.0342653	0.0329821	0.0276626	
leech_0.02_4x_1	0.0408869	0.0336618	0.0316873	0.0271	0.0422472	0.0347715	0.0326932	0.0280793	0.0440961	0.0368238	0.0346764	0.0301246	0.045964	0.0387371	0.0367128	0.0320905	0.0476458	0.0403813	0.0384603	0.0338203	0.0497038	0.0424664	0.0405076	0.0358774	0.0204238	0.0130049	0.0	0.0060736	0.0401078	0.0329134	0.030782	0.0261313	
leech_0.02_8x_1	0.0346933	0.0283175	0.0270229	0.0218498	0.0361031	0.0294538	0.028061	0.0228203	0.0379579	0.0314811	0.0300305	0.0248442	0.0398244	0.033428	0.0320037	0.0268388	0.0416081	0.0351625	0.0337777	0.0286998	0.0436397	0.0372848	0.0359542	0.0307405	0.0142492	0.0076124	0.0060736	0.0	0.0339874	0.0275243	0.0260823	0.0208696	
leech_0.0_1x_1	0.0258881	0.0214989	0.0211789	0.0149927	0.0271165	0.0223199	0.0220631	0.0159113	0.0289984	0.024293	0.0241883	0.0180004	0.0306709	0.0263668	0.0261445	0.0199435	0.0330522	0.0282339	0.0279928	0.0217828	0.0350473	0.0302927	0.0301193	0.023924	0.044909	0.0404676	0.0401078	0.0339874	0.0	0.0203727	0.0201007	0.0139606	
leech_0.0_2x_1	0.0213345	0.0152497	0.0139838	0.00853852	0.0225561	0.0161868	0.0149686	0.00955069	0.0244772	0.0182421	0.0170269	0.0116434	0.0264878	0.0202028	0.0190517	0.0136454	0.0283546	0.0220938	0.0209577	0.015457	0.0302767	0.0241963	0.0230033	0.0175394	0.0403879	0.0342653	0.0329134	0.0275243	0.0203727	0.0	0.0129143	0.00753128	
leech_0.0_4x_1	0.0211299	0.0139126	0.011914	0.00706863	0.0223221	0.0148887	0.0129007	0.00806249	0.0241168	0.0168926	0.0148897	0.0100767	0.0261928	0.0189733	0.0169743	0.0121509	0.0281371	0.0208945	0.0188687	0.0140312	0.0299295	0.0228062	0.020885	0.0160259	0.0401652	0.0329821	0.030782	0.0260823	0.0201007	0.0129143	0.0	0.00605304	
leech_0.0_8x_1	0.0148566	0.00847798	0.00708244	0.0017392	0.0160588	0.00947218	0.00806867	0.00273874	0.017955	0.0115306	0.0101076	0.00479927	0.0200518	0.0136089	0.0121582	0.00686819	0.0219711	0.0154361	0.0140658	0.00874271	0.0238424	0.0175276	0.0161067	0.0108169	0.0340126	0.0276626	0.0261313	0.0208696	0.0139606	0.00753128	0.00605304	0.0	
