sample	rotifer_0.001_1x_1	rotifer_0.001_2x_1	rotifer_0.001_4x_1	rotifer_0.001_8x_1	rotifer_0.002_1x_1	rotifer_0.002_2x_1	rotifer_0.002_4x_1	rotifer_0.002_8x_1	rotifer_0.004_1x_1	rotifer_0.004_2x_1	rotifer_0.004_4x_1	rotifer_0.004_8x_1	rotifer_0.006_1x_1	rotifer_0.006_2x_1	rotifer_0.006_4x_1	rotifer_0.006_8x_1	rotifer_0.008_1x_1	rotifer_0.008_2x_1	rotifer_0.008_4x_1	rotifer_0.008_8x_1	rotifer_0.01_1x_1	rotifer_0.01_2x_1	rotifer_0.01_4x_1	rotifer_0.01_8x_1	rotifer_0.02_1x_1	rotifer_0.02_2x_1	rotifer_0.02_4x_1	rotifer_0.02_8x_1	rotifer_0.0_1x_1	rotifer_0.0_2x_1	rotifer_0.0_4x_1	rotifer_0.0_8x_1	
rotifer_0.006_2x_1	0.0273701	0.0213868	0.0203029	0.014703	0.0280331	0.022333	0.0213503	0.0157732	0.0301003	0.0243066	0.0232039	0.0177194	0.0193722	0.0	0.0128078	0.00765823	0.0341571	0.0282116	0.0271921	0.0217434	0.0360382	0.0302202	0.0291002	0.0237051	0.0459433	0.0401734	0.038936	0.033744	0.0263314	0.0204677	0.0193388	0.0136708	
rotifer_0.006_4x_1	0.0276145	0.020342	0.0183976	0.0135411	0.0282349	0.0214214	0.0194262	0.0146211	0.0301607	0.02326	0.0212384	0.0165311	0.0199505	0.0128078	0.0	0.00633676	0.0342653	0.0274381	0.0253967	0.0206301	0.0363325	0.0291549	0.0271616	0.0224916	0.0462101	0.0389345	0.0370417	0.032401	0.0264317	0.0195209	0.0174579	0.0125353	
rotifer_0.006_8x_1	0.0210945	0.014703	0.0134819	0.0079291	0.0217638	0.0157949	0.0145456	0.00902557	0.0237028	0.0177381	0.0163968	0.0109594	0.0139017	0.00765823	0.00633676	0.0	0.0279124	0.0217821	0.020599	0.0151139	0.0298028	0.0237573	0.0224042	0.0170509	0.039784	0.0336432	0.0322826	0.0271119	0.0199154	0.0138507	0.0125228	0.00691362	
rotifer_0.008_1x_1	0.0335044	0.029288	0.0292849	0.0229808	0.034337	0.0303055	0.0302405	0.0238777	0.0362906	0.0323951	0.032272	0.0260264	0.0381866	0.0341571	0.0342653	0.0279124	0.0	0.0194076	0.0199672	0.0139438	0.0421526	0.0382532	0.0382183	0.0320257	0.0517535	0.0479964	0.0477971	0.0417988	0.032461	0.0284142	0.0284465	0.022011	
rotifer_0.008_2x_1	0.0295464	0.0234702	0.022341	0.0168033	0.0302341	0.0243531	0.0233034	0.0178078	0.0322978	0.0265012	0.025324	0.0198365	0.0341329	0.0282116	0.0274381	0.0217821	0.0194076	0.0	0.0126832	0.00759446	0.0381217	0.0321997	0.0312144	0.0257611	0.0480481	0.0421615	0.0409174	0.0356932	0.0282446	0.0225612	0.0214165	0.0157808	
rotifer_0.008_4x_1	0.0296156	0.0224034	0.0204211	0.0155631	0.0303483	0.0234111	0.0213903	0.0166392	0.0322931	0.0253148	0.0233897	0.0186572	0.0341596	0.0271921	0.0253967	0.020599	0.0199672	0.0126832	0.0	0.0062371	0.0382926	0.0311221	0.029168	0.0245201	0.0480571	0.0409225	0.0389969	0.0344487	0.0283839	0.0215392	0.0195047	0.0145659	
rotifer_0.008_8x_1	0.0231675	0.0168156	0.0155331	0.0100501	0.0239398	0.0178192	0.0165507	0.0111234	0.0259463	0.0198517	0.0184853	0.0131416	0.0278656	0.0217434	0.0206301	0.0151139	0.0139438	0.00759446	0.0062371	0.0	0.0319587	0.0257224	0.0244869	0.0191408	0.0418128	0.0356986	0.0343921	0.0291853	0.0219313	0.0159251	0.0145795	0.00902623	
rotifer_0.01_1x_1	0.0356579	0.0312177	0.0312545	0.0247719	0.0361988	0.0321474	0.0323833	0.0259037	0.0380885	0.0341698	0.0340822	0.027798	0.0400081	0.0360382	0.0363325	0.0298028	0.0421526	0.0381217	0.0382926	0.0319587	0.0	0.0194697	0.0198339	0.0138782	0.0536172	0.049699	0.0497038	0.0435321	0.0341634	0.0301162	0.0302628	0.0237729	
rotifer_0.01_2x_1	0.0315342	0.0253645	0.0242394	0.0186882	0.0321462	0.0263464	0.0252357	0.0198276	0.0341393	0.0281584	0.0270779	0.0217188	0.0359103	0.0302202	0.0291549	0.0237573	0.0382532	0.0321997	0.0311221	0.0257224	0.0194697	0.0	0.0126304	0.00758699	0.0496127	0.0439252	0.0426184	0.0375188	0.0302479	0.0244732	0.0232654	0.0177319	
rotifer_0.01_4x_1	0.0314789	0.0242011	0.0222628	0.0174222	0.0320893	0.0251904	0.0232502	0.0184729	0.0340759	0.0270486	0.0251169	0.0204447	0.0360561	0.0291002	0.0271616	0.0224042	0.0382183	0.0312144	0.029168	0.0244869	0.0198339	0.0126304	0.0	0.0062017	0.0496726	0.0426821	0.0407486	0.0360755	0.0302043	0.0232966	0.0213221	0.0164515	
rotifer_0.01_8x_1	0.0252022	0.018693	0.0174579	0.0119854	0.0258224	0.0197503	0.0185125	0.0130589	0.0278914	0.0216725	0.0203348	0.0149831	0.0296913	0.0237051	0.0224916	0.0170509	0.0320257	0.0257611	0.0245201	0.0191408	0.0138782	0.00758699	0.0062017	0.0	0.0435152	0.0374894	0.0360976	0.0309398	0.0238573	0.0177772	0.01651	0.01102	
rotifer_0.02_1x_1	0.0452215	0.041038	0.0410499	0.0347911	0.0458253	0.0421152	0.0419644	0.0357885	0.0480819	0.043908	0.0439501	0.0378518	0.0498652	0.0459433	0.0462101	0.039784	0.0517535	0.0480481	0.0480571	0.0418128	0.0536172	0.0496127	0.0496726	0.0435152	0.0	0.0197401	0.0199883	0.0141029	0.0440422	0.0400571	0.040116	0.0337627	
rotifer_0.02_2x_1	0.0410738	0.0349945	0.0340708	0.0287375	0.0420778	0.0363772	0.0350051	0.0298477	0.0441212	0.0381156	0.0369439	0.0317295	0.0457182	0.0401734	0.0389345	0.0336432	0.0479964	0.0421615	0.0409225	0.0356986	0.049699	0.0439252	0.0426821	0.0374894	0.0197401	0.0	0.0124971	0.00764743	0.0399771	0.0342947	0.0331954	0.0278113	
rotifer_0.02_4x_1	0.0411079	0.0338203	0.0321218	0.0273663	0.0420264	0.0349971	0.0331382	0.0284847	0.0440904	0.0369353	0.0350209	0.0303783	0.0458604	0.038936	0.0370417	0.0322826	0.0477971	0.0409174	0.0389969	0.0343921	0.0497038	0.0426184	0.0407486	0.0360976	0.0199883	0.0124971	0.0	0.00607681	0.0398779	0.0331261	0.0312244	0.0264326	
rotifer_0.02_8x_1	0.0349353	0.0285674	0.027385	0.0220881	0.0358418	0.0296799	0.0284044	0.0231622	0.0379414	0.0317215	0.0303408	0.0251804	0.0395908	0.033744	0.032401	0.0271119	0.0417988	0.0356932	0.0344487	0.0291853	0.0435321	0.0375188	0.0360755	0.0309398	0.0141029	0.00764743	0.00607681	0.0	0.0336655	0.0277828	0.0264664	0.0211482	
rotifer_0.0_1x_1	0.025658	0.0212727	0.0212802	0.0148154	0.0264112	0.0223308	0.0223279	0.0158756	0.0284151	0.0242011	0.0241597	0.0177386	0.0306285	0.0263314	0.0264317	0.0199154	0.032461	0.0282446	0.0283839	0.0219313	0.0341634	0.0302479	0.0302043	0.0238573	0.0440422	0.0399771	0.0398779	0.0336655	0.0	0.019345	0.0199122	0.0137455	
rotifer_0.0_2x_1	0.0215038	0.0154143	0.0143274	0.00869938	0.022244	0.016411	0.0154124	0.00975505	0.0241684	0.0184005	0.017307	0.0117222	0.0262898	0.0204677	0.0195209	0.0138507	0.0284142	0.0225612	0.0215392	0.0159251	0.0301162	0.0244732	0.0232966	0.0177772	0.0400571	0.0342947	0.0331261	0.0277828	0.019345	0.0	0.0128142	0.00763095	
rotifer_0.0_4x_1	0.0214955	0.0142598	0.0123937	0.00737838	0.0223468	0.0153239	0.0134643	0.0084748	0.0242674	0.0173191	0.0153664	0.0104512	0.0263146	0.0193388	0.0174579	0.0125228	0.0284465	0.0214165	0.0195047	0.0145795	0.0302628	0.0232654	0.0213221	0.01651	0.040116	0.0331954	0.0312244	0.0264664	0.0199122	0.0128142	0.0	0.00635913	
rotifer_0.0_8x_1	0.0149971	0.00859963	0.00737838	0.00180652	0.015802	0.00971589	0.00843544	0.00287275	0.017729	0.0116701	0.0103591	0.00485663	0.0198016	0.0136708	0.0125353	0.00691362	0.022011	0.0157808	0.0145659	0.00902623	0.0237729	0.0177319	0.0164515	0.01102	0.0337627	0.0278113	0.0264326	0.0211482	0.0137455	0.00763095	0.00635913	0.0	
