sample	club-moss_0.001_1x_1	club-moss_0.001_2x_1	club-moss_0.001_4x_1	club-moss_0.001_8x_1	club-moss_0.002_1x_1	club-moss_0.002_2x_1	club-moss_0.002_4x_1	club-moss_0.002_8x_1	club-moss_0.004_1x_1	club-moss_0.004_2x_1	club-moss_0.004_4x_1	club-moss_0.004_8x_1	club-moss_0.006_1x_1	club-moss_0.006_2x_1	club-moss_0.006_4x_1	club-moss_0.006_8x_1	club-moss_0.008_1x_1	club-moss_0.008_2x_1	club-moss_0.008_4x_1	club-moss_0.008_8x_1	club-moss_0.01_1x_1	club-moss_0.01_2x_1	club-moss_0.01_4x_1	club-moss_0.01_8x_1	club-moss_0.02_1x_1	club-moss_0.02_2x_1	club-moss_0.02_4x_1	club-moss_0.02_8x_1	club-moss_0.0_1x_1	club-moss_0.0_2x_1	club-moss_0.0_4x_1	club-moss_0.0_8x_1	
club-moss_0.006_2x_1	0.0246934	0.0203354	0.0205349	0.0144056	0.0255325	0.0212411	0.0213931	0.0152944	0.0272688	0.022989	0.0231796	0.0172018	0.0182147	0.0	0.0132681	0.00753752	0.0309541	0.0265961	0.0268551	0.02092	0.0325732	0.0283927	0.0285073	0.0226045	0.041509	0.0372064	0.0372907	0.0317283	0.0235958	0.0193828	0.0197155	0.0134793	
club-moss_0.006_4x_1	0.0260464	0.0205454	0.0197857	0.0144663	0.0266725	0.0213193	0.0206553	0.0153609	0.0284749	0.0231418	0.0224376	0.0171743	0.0193363	0.0132681	0.0	0.00707438	0.0321485	0.0266734	0.0259689	0.0208401	0.0337965	0.0284386	0.0276579	0.0224851	0.0425061	0.0370561	0.0361668	0.0313821	0.0249548	0.0196878	0.0188892	0.0135903	
club-moss_0.006_8x_1	0.0190395	0.0144439	0.0144299	0.00821056	0.0197553	0.0153185	0.0153382	0.00914594	0.0216215	0.0172248	0.0172579	0.011115	0.0125262	0.00753752	0.00707438	0.0	0.0253325	0.0208595	0.0209989	0.0149951	0.0271589	0.0227706	0.0226841	0.0167797	0.0363311	0.0317603	0.0317786	0.0261007	0.0179213	0.0135048	0.0135522	0.00723005	
club-moss_0.008_1x_1	0.0288941	0.0262395	0.0276164	0.0204697	0.0297558	0.0272855	0.0285103	0.0214774	0.0314473	0.0290034	0.0302554	0.0233156	0.0334835	0.0309541	0.0321485	0.0253325	0.0	0.0184376	0.0195697	0.0127315	0.0368452	0.0342935	0.0354499	0.0288501	0.0455849	0.0430359	0.0443032	0.0377908	0.0279995	0.0253907	0.0267311	0.0195459	
club-moss_0.008_2x_1	0.0265513	0.0221426	0.022213	0.0162558	0.0273282	0.0230318	0.0231637	0.0171584	0.0290256	0.0247834	0.0248294	0.0189685	0.0309762	0.0265961	0.0266734	0.0208595	0.0184376	0.0	0.0132725	0.00745033	0.0343472	0.0299557	0.0301501	0.0243234	0.0430933	0.0387511	0.0387201	0.0332491	0.0256692	0.0212685	0.0213187	0.0153304	
club-moss_0.008_4x_1	0.0280754	0.0224202	0.0216557	0.0164704	0.0286335	0.0233377	0.0225114	0.0173617	0.0304009	0.02494	0.0241995	0.0190888	0.0324127	0.0268551	0.0259689	0.0209989	0.0195697	0.0132725	0.0	0.00705512	0.0357027	0.0302554	0.0293339	0.0244086	0.0442082	0.0386291	0.0377106	0.0330473	0.0270321	0.0215587	0.0207732	0.0156016	
club-moss_0.008_8x_1	0.0209113	0.0162485	0.0161852	0.0101165	0.0217497	0.0172491	0.0171809	0.0110756	0.0235171	0.018997	0.0189467	0.012986	0.0255078	0.02092	0.0208401	0.0149951	0.0127315	0.00745033	0.00705512	0.0	0.0290417	0.0244538	0.0243853	0.0185557	0.0378474	0.033243	0.0332393	0.0276522	0.0199231	0.0153782	0.0152984	0.00917493	
club-moss_0.01_1x_1	0.0308816	0.0281864	0.0293912	0.0224705	0.0319334	0.0291164	0.030343	0.0234694	0.0334773	0.0308498	0.0319714	0.0252223	0.0350857	0.0325732	0.0337965	0.0271589	0.0368452	0.0343472	0.0357027	0.0290417	0.0	0.0185984	0.0195465	0.0128383	0.0474889	0.0447166	0.0459267	0.0395508	0.0299557	0.0272309	0.0285555	0.0214955	
club-moss_0.01_2x_1	0.0284847	0.0239981	0.0241168	0.0182223	0.0292605	0.0248319	0.0249086	0.0190931	0.0309321	0.0265808	0.0265656	0.0208676	0.0326409	0.0283927	0.0284386	0.0227706	0.0342935	0.0299557	0.0302554	0.0244538	0.0185984	0.0	0.0132712	0.00759536	0.0449469	0.0403085	0.0403763	0.0349919	0.0274372	0.0231176	0.0232084	0.0173059	
club-moss_0.01_4x_1	0.0297548	0.0241668	0.0234418	0.0183355	0.0304417	0.0249988	0.0241605	0.019202	0.0320986	0.026588	0.0258232	0.0208126	0.0339144	0.0285073	0.0276579	0.0226841	0.0354499	0.0301501	0.0293339	0.0243853	0.0195465	0.0132712	0.0	0.00689543	0.0459433	0.0403184	0.0393849	0.0347128	0.0286959	0.0233507	0.0225224	0.0174211	
club-moss_0.01_8x_1	0.0227417	0.0181121	0.0180159	0.0120986	0.0236229	0.0189873	0.0189019	0.013055	0.0253299	0.0207085	0.0206361	0.014825	0.0271395	0.0226045	0.0224851	0.0167797	0.0288501	0.0243234	0.0244086	0.0185557	0.0128383	0.00759536	0.00689543	0.0	0.0396085	0.0350367	0.034884	0.0293635	0.0217624	0.0172193	0.0171738	0.0111238	
club-moss_0.02_1x_1	0.0402557	0.0373256	0.0383626	0.0317386	0.0408903	0.0381277	0.0392154	0.0326682	0.0426221	0.0396808	0.0408548	0.0345403	0.0440981	0.041509	0.0425061	0.0363311	0.0455849	0.0430933	0.0442082	0.0378474	0.0474889	0.0449469	0.0459433	0.0396085	0.0	0.0192014	0.0197977	0.0133541	0.039228	0.0363535	0.0375791	0.0308224	
club-moss_0.02_2x_1	0.0376323	0.0330679	0.0330873	0.0275111	0.0383215	0.033789	0.0339232	0.0283663	0.0399739	0.0353399	0.0354324	0.0300643	0.0414725	0.0372064	0.0370561	0.0317603	0.0430359	0.0387511	0.0386291	0.033243	0.0447166	0.0403085	0.0403184	0.0350367	0.0192014	0.0	0.0129105	0.00749475	0.0365007	0.0321636	0.0323317	0.026722	
club-moss_0.02_4x_1	0.0389813	0.0332454	0.0322639	0.0277534	0.0394804	0.0339181	0.032964	0.0284965	0.0411455	0.035624	0.0346842	0.0302117	0.0429125	0.0372907	0.0361668	0.0317786	0.0443032	0.0387201	0.0377106	0.0332393	0.0459267	0.0403763	0.0393849	0.034884	0.0197977	0.0129105	0.0	0.00648971	0.0378906	0.0325235	0.0316203	0.0269781	
club-moss_0.02_8x_1	0.0322195	0.027412	0.027242	0.0216788	0.032857	0.0281671	0.0280841	0.0225333	0.0345131	0.0298111	0.0297485	0.0243218	0.0364193	0.0317283	0.0313821	0.0261007	0.0377908	0.0332491	0.0330473	0.0276522	0.0395508	0.0349919	0.0347128	0.0293635	0.0133541	0.00749475	0.00648971	0.0	0.0312423	0.0266563	0.0264744	0.0208783	
club-moss_0.0_1x_1	0.0215302	0.0187552	0.020284	0.0129054	0.02257	0.0198555	0.0213359	0.0139135	0.0242554	0.0217216	0.0231857	0.0158853	0.0261313	0.0235958	0.0249548	0.0179213	0.0279995	0.0256692	0.0270321	0.0199231	0.0299557	0.0274372	0.0286959	0.0217624	0.039228	0.0365007	0.0378906	0.0312423	0.0	0.0174412	0.019131	0.0118849	
club-moss_0.0_2x_1	0.0189382	0.014685	0.014985	0.00848911	0.0198963	0.0156392	0.0158711	0.00948921	0.0216809	0.0174941	0.0178272	0.0114389	0.0235433	0.0193828	0.0196878	0.0135048	0.0253907	0.0212685	0.0215587	0.0153782	0.0272309	0.0231176	0.0233507	0.0172193	0.0363535	0.0321636	0.0325235	0.0266563	0.0174412	0.0	0.0137616	0.00748378	
club-moss_0.0_4x_1	0.020431	0.0149368	0.0142783	0.00863655	0.0212473	0.0158975	0.015213	0.00961174	0.0230341	0.0177075	0.0169998	0.0115384	0.0250112	0.0197155	0.0188892	0.0135522	0.0267311	0.0213187	0.0207732	0.0152984	0.0285555	0.0232084	0.0225224	0.0171738	0.0375791	0.0323317	0.0316203	0.0264744	0.019131	0.0137616	0.0	0.00766724	
club-moss_0.0_8x_1	0.0129339	0.00848466	0.00865038	0.00200046	0.0139239	0.00947116	0.00967856	0.00305139	0.0157015	0.011442	0.0116807	0.00507327	0.0177121	0.0134793	0.0135903	0.00723005	0.0195459	0.0153304	0.0156016	0.00917493	0.0214955	0.0173059	0.0174211	0.0111238	0.0308224	0.026722	0.0269781	0.0208783	0.0118849	0.00748378	0.00766724	0.0	
