sample	rotifer_0.001_1x_1	rotifer_0.001_2x_1	rotifer_0.001_4x_1	rotifer_0.001_8x_1	rotifer_0.002_1x_1	rotifer_0.002_2x_1	rotifer_0.002_4x_1	rotifer_0.002_8x_1	rotifer_0.004_1x_1	rotifer_0.004_2x_1	rotifer_0.004_4x_1	rotifer_0.004_8x_1	rotifer_0.006_1x_1	rotifer_0.006_2x_1	rotifer_0.006_4x_1	rotifer_0.006_8x_1	rotifer_0.008_1x_1	rotifer_0.008_2x_1	rotifer_0.008_4x_1	rotifer_0.008_8x_1	rotifer_0.01_1x_1	rotifer_0.01_2x_1	rotifer_0.01_4x_1	rotifer_0.01_8x_1	rotifer_0.02_1x_1	rotifer_0.02_2x_1	rotifer_0.02_4x_1	rotifer_0.02_8x_1	rotifer_0.0_1x_1	rotifer_0.0_2x_1	rotifer_0.0_4x_1	rotifer_0.0_8x_1	
rotifer_0.004_4x_1	0.0253316	0.0182502	0.016431	0.0114668	0.0263863	0.0191059	0.017286	0.0124082	0.0197775	0.0127197	0.0	0.00627367	0.0303366	0.0231902	0.0214892	0.0164236	0.0320777	0.0250013	0.023126	0.0183454	0.0340721	0.0271755	0.0252836	0.0203733	0.0440557	0.037234	0.0353653	0.0304944	0.0243178	0.017291	0.0153481	0.0104062	
rotifer_0.004_8x_1	0.0189213	0.0126065	0.0115295	0.00590865	0.0199078	0.0135619	0.0123843	0.00688181	0.0137545	0.00764024	0.00627367	0.0	0.0239531	0.0176292	0.0165771	0.010896	0.0257276	0.0195378	0.0183401	0.0129135	0.0276739	0.0216901	0.0204067	0.0149199	0.0378936	0.0319288	0.030475	0.0252265	0.017863	0.0116434	0.0104795	0.00487076	
rotifer_0.006_1x_1	0.0314654	0.0271773	0.0275111	0.0209787	0.0323974	0.0283195	0.0283887	0.0219725	0.0342679	0.0301979	0.0303366	0.0239531	0.0	0.019402	0.020064	0.0139861	0.0381579	0.0339748	0.0340518	0.0278666	0.0400636	0.0361156	0.0360962	0.0297986	0.0501055	0.0461097	0.0458873	0.0397695	0.030556	0.0263234	0.0263881	0.0199237	
rotifer_0.006_2x_1	0.0271202	0.0212391	0.0202729	0.0146916	0.028142	0.0221483	0.021153	0.0156276	0.0298875	0.0242099	0.0231902	0.0176292	0.019402	0.0	0.0127155	0.00756432	0.0339912	0.0282078	0.0270669	0.0216648	0.0359542	0.0301756	0.0291053	0.0236345	0.0460097	0.0403863	0.0391397	0.0337652	0.0261445	0.0203009	0.0192057	0.0136112	
rotifer_0.006_4x_1	0.0273264	0.0202846	0.0185509	0.0135903	0.0283966	0.0212754	0.0194144	0.014532	0.0302085	0.0233721	0.0214892	0.0165771	0.020064	0.0127155	0.0	0.00632559	0.034273	0.0270541	0.0253063	0.0204769	0.0361627	0.0291731	0.0273069	0.0223998	0.0463573	0.039369	0.0373782	0.0326254	0.0264006	0.0193852	0.0174896	0.0125469	
rotifer_0.006_8x_1	0.0207932	0.0145376	0.0134973	0.00791809	0.0218788	0.0155991	0.0143544	0.00888558	0.0236291	0.0176101	0.0164236	0.010896	0.0139861	0.00756432	0.00632559	0.0	0.0276919	0.0214601	0.0202983	0.0148906	0.0296685	0.023643	0.0223482	0.0169034	0.0398747	0.0338779	0.0324869	0.0272198	0.0198257	0.0136192	0.0124267	0.00685545	
rotifer_0.008_1x_1	0.0332039	0.029082	0.0292605	0.0227891	0.0342896	0.0300369	0.0300253	0.0236818	0.0360134	0.0320153	0.0320777	0.0257276	0.0381579	0.0339912	0.034273	0.0276919	0.0	0.0194579	0.0199103	0.0139665	0.0421276	0.0379849	0.038096	0.0317204	0.0518915	0.0477614	0.0477815	0.0416255	0.0323177	0.0281092	0.0282	0.0217589	
rotifer_0.008_2x_1	0.029168	0.0230837	0.0222448	0.0166148	0.030217	0.0242154	0.0230792	0.0175349	0.0319576	0.0262898	0.0250013	0.0195378	0.0339748	0.0282078	0.0270541	0.0214601	0.0194579	0.0	0.012602	0.00758879	0.0379295	0.0321718	0.0310104	0.0256135	0.0476569	0.0418903	0.0408582	0.0354539	0.0280273	0.0222549	0.0211632	0.0156001	
rotifer_0.008_4x_1	0.0292127	0.0220481	0.0202853	0.0154297	0.0303387	0.0232205	0.0212042	0.0163649	0.0320372	0.0251302	0.023126	0.0183401	0.0340518	0.0270669	0.0253063	0.0202983	0.0199103	0.012602	0.0	0.00618984	0.0379894	0.0309971	0.0290891	0.0242906	0.0479537	0.0410584	0.0390392	0.0343088	0.0282068	0.0211926	0.0192524	0.0144303	
rotifer_0.008_8x_1	0.0229583	0.0165602	0.0154967	0.0099848	0.023917	0.0176934	0.0163733	0.0109264	0.0257026	0.0197288	0.0183454	0.0129135	0.0278666	0.0216648	0.0204769	0.0148906	0.0139665	0.00758879	0.00618984	0.0	0.0317489	0.0257147	0.0243363	0.0190049	0.0417094	0.0357831	0.0344294	0.0291437	0.0218237	0.0156758	0.0144752	0.00893931	
rotifer_0.01_1x_1	0.0353492	0.0311155	0.0312668	0.0248393	0.0363982	0.0319795	0.03223	0.0258569	0.0381805	0.0339597	0.0340721	0.0276739	0.0400636	0.0359542	0.0361627	0.0296685	0.0421276	0.0379295	0.0379894	0.0317489	0.0	0.0194965	0.0199646	0.0140873	0.0537316	0.0496342	0.0496966	0.0436871	0.0341927	0.0301321	0.030297	0.0238534	
rotifer_0.01_2x_1	0.0311999	0.0251796	0.0243082	0.0187169	0.032265	0.0262978	0.0252416	0.0197206	0.0340025	0.0284044	0.0271755	0.0216901	0.0361156	0.0301756	0.0291731	0.023643	0.0379849	0.0321718	0.0309971	0.0257147	0.0194965	0.0	0.0125723	0.00762287	0.0496223	0.0440269	0.0428795	0.0376042	0.030114	0.024257	0.0233026	0.0177166	
rotifer_0.01_4x_1	0.0312133	0.0241485	0.0223809	0.0175237	0.0322685	0.025101	0.0232745	0.0184782	0.0341202	0.0271727	0.0252836	0.0204067	0.0360962	0.0291053	0.0273069	0.0223482	0.038096	0.0310104	0.0290891	0.0243363	0.0199646	0.0125723	0.0	0.00621412	0.0499402	0.0429199	0.0410176	0.0363269	0.0301448	0.0232547	0.0213455	0.0165131	
rotifer_0.01_8x_1	0.0248673	0.0185722	0.0175047	0.0119661	0.0258422	0.0195784	0.018417	0.0129557	0.0276957	0.0217111	0.0203733	0.0149199	0.0297986	0.0236345	0.0223998	0.0169034	0.0317204	0.0256135	0.0242906	0.0190049	0.0140873	0.00762287	0.00621412	0.0	0.0438106	0.0377106	0.0363549	0.0311643	0.0237378	0.0176697	0.0164868	0.0109324	
rotifer_0.02_1x_1	0.0453468	0.0411626	0.0414223	0.0349945	0.0463194	0.0422704	0.0423565	0.0359955	0.0481022	0.0438984	0.0440557	0.0378936	0.0501055	0.0460097	0.0463573	0.0398747	0.0518915	0.0476569	0.0479537	0.0417094	0.0537316	0.0496223	0.0499402	0.0438106	0.0	0.0195109	0.0198606	0.0140088	0.0443752	0.0402096	0.0404029	0.0339723	
rotifer_0.02_2x_1	0.0412088	0.0353332	0.0345002	0.0290185	0.042133	0.0363786	0.0352624	0.0298707	0.0438831	0.0382532	0.037234	0.0319288	0.0461097	0.0403863	0.039369	0.0338779	0.0477614	0.0418903	0.0410584	0.0357831	0.0496342	0.0440269	0.0429199	0.0377106	0.0195109	0.0	0.0125108	0.00758461	0.040373	0.0345299	0.0335403	0.028035	
rotifer_0.02_4x_1	0.0410414	0.0342436	0.0325922	0.0277203	0.0422919	0.0352051	0.0334022	0.0285979	0.0438545	0.0369669	0.0353653	0.030475	0.0458873	0.0391397	0.0373782	0.0324869	0.0477815	0.0408582	0.0390392	0.0344294	0.0496966	0.0428795	0.0410176	0.0363549	0.0198606	0.0125108	0.0	0.00611161	0.040264	0.0333653	0.0315568	0.0266905	
rotifer_0.02_8x_1	0.0349906	0.0288341	0.0277639	0.0223518	0.0360451	0.0298823	0.0285565	0.0232722	0.0376145	0.0317181	0.0304944	0.0252265	0.0397695	0.0337652	0.0326254	0.0272198	0.0416255	0.0354539	0.0343088	0.0291437	0.0436871	0.0376042	0.0363269	0.0311643	0.0140088	0.00758461	0.00611161	0.0	0.0340468	0.0278856	0.0267645	0.0213434	
rotifer_0.0_1x_1	0.0256332	0.0212781	0.0215142	0.0148993	0.0265781	0.0222744	0.0224042	0.0158965	0.028299	0.0243202	0.0243178	0.017863	0.030556	0.0261445	0.0264006	0.0198257	0.0323177	0.0280273	0.0282068	0.0218237	0.0341927	0.030114	0.0301448	0.0237378	0.0443752	0.040373	0.040264	0.0340468	0.0	0.0193617	0.0199397	0.0138245	
rotifer_0.0_2x_1	0.0212069	0.0153678	0.0144233	0.00872264	0.0222044	0.0163445	0.0152424	0.00966959	0.0240336	0.018437	0.017291	0.0116434	0.0263234	0.0203009	0.0193852	0.0136192	0.0281092	0.0222549	0.0211926	0.0156758	0.0301321	0.024257	0.0232547	0.0176697	0.0402096	0.0345299	0.0333653	0.0278856	0.0193617	0.0	0.01281	0.00761778	
rotifer_0.0_4x_1	0.0214069	0.0143098	0.0125191	0.00750454	0.0224537	0.0153171	0.0134278	0.00844844	0.0241995	0.0173784	0.0153481	0.0104795	0.0263881	0.0192057	0.0174896	0.0124267	0.0282	0.0211632	0.0192524	0.0144752	0.030297	0.0233026	0.0213455	0.0164868	0.0404029	0.0335403	0.0315568	0.0267645	0.0199397	0.01281	0.0	0.00640343	
rotifer_0.0_8x_1	0.0148628	0.00860412	0.00747548	0.00185556	0.0159424	0.0096396	0.00838828	0.0028464	0.0176551	0.0116685	0.0104062	0.00487076	0.0199237	0.0136112	0.0125469	0.00685545	0.0217589	0.0156001	0.0144303	0.00893931	0.0238534	0.0177166	0.0165131	0.0109324	0.0339723	0.028035	0.0266905	0.0213434	0.0138245	0.00761778	0.00640343	0.0	
