sample	oyster_0.001_1x_1	oyster_0.001_2x_1	oyster_0.001_4x_1	oyster_0.001_8x_1	oyster_0.002_1x_1	oyster_0.002_2x_1	oyster_0.002_4x_1	oyster_0.002_8x_1	oyster_0.004_1x_1	oyster_0.004_2x_1	oyster_0.004_4x_1	oyster_0.004_8x_1	oyster_0.006_1x_1	oyster_0.006_2x_1	oyster_0.006_4x_1	oyster_0.006_8x_1	oyster_0.008_1x_1	oyster_0.008_2x_1	oyster_0.008_4x_1	oyster_0.008_8x_1	oyster_0.01_1x_1	oyster_0.01_2x_1	oyster_0.01_4x_1	oyster_0.01_8x_1	oyster_0.02_1x_1	oyster_0.02_2x_1	oyster_0.02_4x_1	oyster_0.02_8x_1	oyster_0.0_1x_1	oyster_0.0_2x_1	oyster_0.0_4x_1	oyster_0.0_8x_1	
oyster_0.01_1x_1	0.0332931	0.0300031	0.0308695	0.0240344	0.034526	0.0311199	0.0316794	0.0249698	0.036153	0.0329954	0.0336096	0.0270834	0.0375159	0.0345998	0.0353412	0.0287584	0.0397937	0.0364389	0.0371354	0.0305722	0.0	0.00744235	0.0137733	0.0129386	0.0507173	0.0473417	0.0479716	0.0419467	0.0322032	0.0291843	0.0298101	0.0230273	
oyster_0.01_2x_1	0.0302043	0.0251002	0.024677	0.0188639	0.0313945	0.0261796	0.0255597	0.0198161	0.0329182	0.0280812	0.0274484	0.0218075	0.0346517	0.0298446	0.0292503	0.0235742	0.0367142	0.0316441	0.0310966	0.0255222	0.00744235	0.0	0.005279	0.00708244	0.0477436	0.042673	0.0419963	0.0368581	0.0292239	0.0242434	0.0236694	0.0178636	
oyster_0.01_4x_1	0.031059	0.024668	0.0232684	0.0182514	0.0320026	0.0256949	0.0241215	0.0192039	0.0335044	0.027544	0.0260054	0.0210965	0.0353412	0.0292676	0.0277847	0.0229344	0.037444	0.0310092	0.0295474	0.0247359	0.0137733	0.005279	0.0	0.00614166	0.0484133	0.0421081	0.0404926	0.0360561	0.0297986	0.0238385	0.0222181	0.0172568	
oyster_0.01_8x_1	0.0243676	0.01882	0.0182118	0.0124069	0.0254933	0.0199505	0.0191365	0.0133865	0.0269973	0.021852	0.0210734	0.0153753	0.0288271	0.0236399	0.0229658	0.0172739	0.0309266	0.025541	0.0248229	0.0192432	0.0129386	0.00708244	0.00614166	0.0	0.0420388	0.0368309	0.036099	0.0308312	0.0231668	0.0179487	0.0171519	0.0113812	
oyster_0.02_1x_1	0.0428574	0.039514	0.0402689	0.0337278	0.0436719	0.0405292	0.0411335	0.0347219	0.0454869	0.0422633	0.0428593	0.0365275	0.047054	0.0439808	0.044774	0.0383809	0.0489559	0.0457511	0.046482	0.0402145	0.0507173	0.0477436	0.0484133	0.0420388	0.0	0.00759924	0.0139438	0.0132421	0.0417391	0.0386029	0.0391901	0.032821	
oyster_0.02_2x_1	0.0396422	0.0345985	0.034152	0.0285083	0.0403946	0.0355739	0.0349761	0.0295062	0.0421722	0.0373796	0.0367682	0.0312724	0.0438468	0.0390549	0.0385461	0.0330897	0.0456997	0.0409615	0.0404244	0.0349945	0.0473417	0.042673	0.0421081	0.0368309	0.00759924	0.0	0.00529486	0.00701524	0.0385353	0.0335836	0.0330861	0.0275365	
oyster_0.02_4x_1	0.0405076	0.0341685	0.0326326	0.0280005	0.0410925	0.0350645	0.0334416	0.0289572	0.0429162	0.0369669	0.0353399	0.0307503	0.04451	0.0384817	0.0369296	0.032374	0.0466947	0.0405176	0.0388441	0.03445	0.0479716	0.0419963	0.0404926	0.036099	0.0139438	0.00529486	0.0	0.00581239	0.0392786	0.0333016	0.0316964	0.0270779	
oyster_0.02_8x_1	0.0339975	0.0285545	0.0278256	0.0223178	0.0348526	0.0294918	0.0287068	0.0233217	0.0366504	0.031444	0.0306101	0.0251946	0.0383139	0.0330836	0.0323142	0.0269288	0.0402656	0.0350804	0.0342577	0.0289301	0.0419467	0.0368581	0.0360561	0.0308312	0.0132421	0.00701524	0.00581239	0.0	0.0329556	0.0276136	0.0268243	0.0213675	
oyster_0.0_1x_1	0.0238166	0.020374	0.0211742	0.0141924	0.0249251	0.0215831	0.0221763	0.0151568	0.0266608	0.0234303	0.0241406	0.0172276	0.0283839	0.0253384	0.0260316	0.0191591	0.0305279	0.0273217	0.0279842	0.0211905	0.0322032	0.0292239	0.0297986	0.0231668	0.0417391	0.0385353	0.0392786	0.0329556	0.0	0.00719953	0.0134502	0.0125295	
oyster_0.0_2x_1	0.0205917	0.015451	0.014944	0.00882585	0.0216082	0.0165581	0.0159348	0.00987771	0.0234035	0.0183794	0.0178893	0.0119172	0.0250885	0.0203126	0.0198606	0.013875	0.0272411	0.0222318	0.0217413	0.0158325	0.0291843	0.0242434	0.0238385	0.0179487	0.0386029	0.0335836	0.0333016	0.0276136	0.00719953	0.0	0.00529965	0.00719547	
oyster_0.0_4x_1	0.02134	0.0148863	0.0134947	0.00813649	0.0222903	0.0159026	0.0144551	0.00914061	0.024055	0.0178004	0.0164052	0.0111333	0.0258959	0.0197117	0.0183284	0.0130628	0.0279162	0.0216376	0.020284	0.0150484	0.0298101	0.0236694	0.0222181	0.0171519	0.0391901	0.0330861	0.0316964	0.0268243	0.0134502	0.00529965	0.0	0.00655493	
oyster_0.0_8x_1	0.0142496	0.00879071	0.0081713	0.00200066	0.0153166	0.00990818	0.00922205	0.00305771	0.0171683	0.0118849	0.0112106	0.00515128	0.0190127	0.0138372	0.0132221	0.00718154	0.0211149	0.0158005	0.0152556	0.00922707	0.0230273	0.0178636	0.0172568	0.0113812	0.032821	0.0275365	0.0270779	0.0213675	0.0125295	0.00719547	0.00655493	0.0	
