sample	SRR10727867	SRR10727874	SRR10727875	SRR7296837	SRR7296908	SRR7296922	SRR7296925	SRR7296926	SRR7296936	SRR7296939	SRR7296941	SRR7297019	SRR7297028	SRR7297029	SRR7297030	SRR7297031	SRR7297032	SRR7297033	SRR7297034	SRR7297035	SRR7297062	SRR7297120	SRR7297148	SRR7297180	SRR7297282	SRR7297335	SRR7297404	SRR7297609	SRR7297615	SRR7297630	SRR7297632	SRR7297637	SRR7297639	SRR7297640	SRR7297642	SRR7297643	SRR8201154	SRR8809771	SRR8810286	SRR9647357	SRR9647438	SRR9647439	SRR9647576
SRR7297180	0.00545	0.00215	0.00286	0.00241	0.0018	0.0015	0.00238	0.00216	0.00295	0.00041	0.00411	0.00117	0.00252	0.00261	0.00283	0.00117	0.00289	0.00103	0.00286	0.0032	0.00209	0.0013	0.00097	0.0	0.00209	0.00138	0.00346	0.00136	0.00205	0.00167	0.00224	0.00209	0.00262	0.00232	0.00102	0.00107	0.00153	0.00588	0.00615	0.00349	0.00471	0.00493	0.00328
SRR7297282	0.00562	0.00175	0.00296	0.00234	0.00235	4e-05	0.00386	0.00315	0.0028	0.00098	0.00461	0	0.00267	0.00277	0.0028	0.00285	0.00297	0.00053	0.0031	0.00336	0.00366	0	0.00146	0.00209	0.0	0.00473	0.00526	0.00349	0.0036	0.00343	0.00398	0.00379	0.00424	0.00401	0.00276	0.00303	0.00337	0.00658	0.00656	0.00452	0.00466	0.00502	0.00357
SRR7297335	0.00631	0.00416	0.00537	0.00535	0.0054	0.00228	0.00267	0.00454	0.0039	0.00275	0.00464	0.00316	0.00352	0.00371	0.00384	0	0.00406	0.00337	0.00416	0.00332	0.00352	0.00325	0.00436	0.00138	0.00473	0.0	0.00507	0.00062	0.00088	0.00306	0.00252	0.00096	0.0039	0.00122	0	0.00012	0.00311	0.00747	0.0074	0.00598	0.00528	0.00574	0.00637
SRR7297404	0.00645	0.00457	0.00561	0.00549	0.00501	0.00439	0.00096	0.00564	0.00431	0.0049	0.00613	0.00422	0.00387	0.00384	0.00369	0.00369	0.00411	0.00416	0.00417	0.0047	0.00021	0.00423	0.00475	0.00346	0.00526	0.00507	0.0	0.0043	0.00204	0	0.00335	0.0023	0.00521	0.00239	0.0035	0.00381	0.0026	0.00696	0.00688	0.00707	0.00563	0.00597	0.00553
SRR7297609	0.00485	0.00297	0.00381	0.00425	0.00429	0.00174	0.00135	0.00431	0.00284	0.00285	0.00345	0.00212	0.00239	0.00258	0.0029	0	0.00279	0.00237	0.00282	0.00203	0.00229	0.00223	0.00298	0.00136	0.00349	0.00062	0.0043	0.0	0	0.00216	0.00113	0	0.00381	0	0	0	0.00319	0.00588	0.00607	0.00558	0.00397	0.0043	0.00485
SRR7297615	0.00482	0.0026	0.00336	0.0044	0.00436	0.00236	0	0.00386	0.00279	0.00334	0.00365	0.0027	0.00257	0.00227	0.00249	0	0.00274	0.00297	0.00245	0.00197	0.00063	0.00292	0.00357	0.00205	0.0036	0.00088	0.00204	0	0.0	0.00044	0	0	0.00373	0	0	0	0.00223	0.0052	0.00536	0.00457	0.00407	0.00433	0.00364
SRR7297630	0.00456	0.00266	0.0033	0.00364	0.00318	0.00295	0	0.00365	0.00259	0.00311	0.0045	0.00261	0.00212	0.00214	0.00215	0.00197	0.00236	0.00263	0.00231	0.00269	0	0.00273	0.00268	0.00167	0.00343	0.00306	0	0.00216	0.00044	0.0	0.00143	0.00057	0.00343	0.00078	0.0018	0.00191	0.00123	0.00473	0.00489	0.00494	0.00392	0.00412	0.00332
SRR7297632	0.00482	0.00285	0.0037	0.00478	0.00471	0.00229	0.00066	0.00417	0.00313	0.00347	0.00426	0.00278	0.00223	0.00213	0.00231	0.00076	0.00262	0.00301	0.00232	0.00248	0.00156	0.00289	0.00357	0.00224	0.00398	0.00252	0.00335	0.00113	0	0.00143	0.0	0	0.00371	0	0.00057	0.00079	0.00282	0.00566	0.00586	0.0052	0.00405	0.00432	0.00448
SRR7297637	0.00468	0.00254	0.00332	0.00462	0.00456	0.00225	0	0.00381	0.00283	0.00353	0.00368	0.00278	0.00254	0.00224	0.00249	0	0.00273	0.00301	0.0024	0.00185	0.0007	0.0029	0.00364	0.00209	0.00379	0.00096	0.0023	0	0	0.00057	0	0.0	0.00357	0	0	0	0.00222	0.00522	0.00545	0.00473	0.00395	0.00421	0.0038
SRR7297639	0.00439	0.00383	0.00457	0.00521	0.00511	0.0036	0.00345	0.00389	0	0.00273	0.00451	0.00304	0.00068	0.00044	0.00079	0.00343	0.00101	0.0034	0.00077	0.00022	0.00352	0.00316	0.00402	0.00262	0.00424	0.0039	0.00521	0.00381	0.00373	0.00343	0.00371	0.00357	0.0	0.00383	0.00319	0.00343	0.00278	0.0051	0.00537	0.00484	0.00353	0.00389	0.00519
SRR7297640	0.00499	0.00282	0.00362	0.00486	0.0048	0.00252	0	0.00407	0.00302	0.00371	0.00393	0.00303	0.0028	0.00243	0.0027	0	0.00298	0.00318	0.00271	0.00217	0.0009	0.00316	0.0039	0.00232	0.00401	0.00122	0.00239	0	0	0.00078	0	0	0.00383	0.0	0	0	0.00254	0.00547	0.00572	0.00497	0.00421	0.00452	0.00407
SRR7297642	0.00453	0.00274	0.00351	0.00353	0.00351	0.00142	0.00097	0.00403	0.00241	0.00234	0.00302	0.00173	0.00203	0.00203	0.0023	0	0.00221	0.00183	0.00217	0.00148	0.00197	0.00188	0.00258	0.00102	0.00276	0	0.0035	0	0	0.0018	0.00057	0	0.00319	0	0.0	0	0.00284	0.00502	0.00529	0.00492	0.00369	0.00398	0.00398
SRR7297643	0.00467	0.00275	0.00363	0.00373	0.00378	0.00149	0.00114	0.0041	0.00259	0.00244	0.00315	0.00183	0.00215	0.00219	0.00244	0	0.00241	0.00191	0.00237	0.00171	0.00211	0.00198	0.00271	0.00107	0.00303	0.00012	0.00381	0	0	0.00191	0.00079	0	0.00343	0	0	0.0	0.00291	0.00538	0.00558	0.00506	0.00387	0.0041	0.00427
SRR8201154	0.00493	0.00287	0.00347	0.00353	0.00304	0.00296	0.00187	0.0026	0.00365	0.00167	0.00518	0.00243	0.0026	0.00289	0.00305	0.00304	0.00301	0.00227	0.00306	0.00394	0.00141	0.00247	0.0024	0.00153	0.00337	0.00311	0.0026	0.00319	0.00223	0.00123	0.00282	0.00222	0.00278	0.00254	0.00284	0.00291	0.0	0.00533	0.00559	0.0039	0.00416	0.00444	0.00376
SRR8809771	0	0.00531	0.00649	0.00726	0.00728	0.00491	0.00476	0.00668	0.00404	0.00564	0.00667	0.0049	0.00369	0.0037	0.00357	0.00518	0.00416	0.00513	0.00408	0.00425	0.00507	0.00477	0.00613	0.00588	0.00658	0.00747	0.00696	0.00588	0.0052	0.00473	0.00566	0.00522	0.0051	0.00547	0.00502	0.00538	0.00533	0.0	0.00074	0.00817	0	0	0.00784
SRR8810286	7e-05	0.0057	0.00678	0.00719	0.00725	0.00516	0.00505	0.00699	0.00426	0.00586	0.00685	0.00512	0.00395	0.00395	0.00383	0.00542	0.00438	0.00538	0.0043	0.00456	0.00529	0.00506	0.00645	0.00615	0.00656	0.0074	0.00688	0.00607	0.00536	0.00489	0.00586	0.00545	0.00537	0.00572	0.00529	0.00558	0.00559	0.00074	0.0	0.00813	0	0	0.00776
SRR9647357	0.00687	0	0.00082	0.00413	0.00452	0.00333	0.00555	0	0.00466	0.00136	0.00588	0.00292	0.00514	0.00519	0.00517	0.00475	0.00555	0.00191	0.0053	0.00499	0.00518	0.0029	0.00305	0.00349	0.00452	0.00598	0.00707	0.00558	0.00457	0.00494	0.0052	0.00473	0.00484	0.00497	0.00492	0.00506	0.0039	0.00817	0.00813	0.0	0.00583	0.00609	0.00214
SRR9647438	0	0.00425	0.00465	0.00549	0.00548	0.00447	0.00332	0.00521	0.00284	0.00449	0.00554	0.00374	0.00236	0.00242	0.00257	0.00394	0.00275	0.00404	0.00252	0.00279	0.00387	0.00373	0.00447	0.00471	0.00466	0.00528	0.00563	0.00397	0.00407	0.00392	0.00405	0.00395	0.00353	0.00421	0.00369	0.00387	0.00416	0	0	0.00583	0.0	0	0.00544
SRR9647439	0	0.00418	0.0047	0.00556	0.00588	0.00467	0.00358	0.00516	0.00314	0.00443	0.0057	0.004	0.00264	0.00272	0.00275	0.00426	0.00308	0.00401	0.00284	0.00314	0.0041	0.004	0.0048	0.00493	0.00502	0.00574	0.00597	0.0043	0.00433	0.00412	0.00432	0.00421	0.00389	0.00452	0.00398	0.0041	0.00444	0	0	0.00609	0	0.0	0.00583
SRR9647576	0.00651	0	0	0.00253	0.00275	0.00248	0.00472	0	0.00381	0.00132	0.0052	0.00193	0.00423	0.00419	0.00423	0.00408	0.00456	0.0003	0.00454	0.00402	0.00379	0.00186	0.00173	0.00328	0.00357	0.00637	0.00553	0.00485	0.00364	0.00332	0.00448	0.0038	0.00519	0.00407	0.00398	0.00427	0.00376	0.00784	0.00776	0.00214	0.00544	0.00583	0.0
