sample	SRR10727867	SRR10727874	SRR10727875	SRR7296837	SRR7296908	SRR7296922	SRR7296925	SRR7296926	SRR7296936	SRR7296939	SRR7296941	SRR7297019	SRR7297028	SRR7297029	SRR7297030	SRR7297031	SRR7297032	SRR7297033	SRR7297034	SRR7297035	SRR7297062	SRR7297120	SRR7297148	SRR7297180	SRR7297282	SRR7297335	SRR7297404	SRR7297609	SRR7297615	SRR7297630	SRR7297632	SRR7297637	SRR7297639	SRR7297640	SRR7297642	SRR7297643	SRR8201154	SRR8809771	SRR8810286	SRR9647357	SRR9647438	SRR9647439	SRR9647576
SRR7297029	0.00557	0.00635	0.00633	0.00562	0.00545	0.00189	0.00483	0.00714	0.00187	0.00512	0.00597	0.00396	0.00076	0.0	0	0.0049	0.0006	0.00176	0.00066	0.00266	0.0046	0.00438	0.00508	0.00512	0.00469	0.00605	0.00506	0.00503	0.00482	0.00467	0.00445	0.00491	0.00062	0.00496	0.00203	0.00467	0.00535	0.00578	0.00584	0.00749	0.00536	0.00532	0.00662
SRR7297030	0.002	0.00292	0.00253	0.00212	0.00223	0.00103	0.00144	0.00365	0	0.00218	0.00303	0.00117	0	0	0.0	0.00211	0	0.00039	0	0	0.00142	0.00143	0.00176	0.00214	0.00145	0.00267	0.00245	0.00172	0.00211	0.00189	0.00136	0.00226	0	0.0022	0.00065	0.00176	0.00234	0.0021	0.00245	0.00371	0.00196	0.0017	0.00292
SRR7297031	0.00714	0.00644	0.00629	0.00549	0.00557	0.00126	0.0039	0.00691	0.00503	0.00505	0.00571	0.00414	0.00486	0.0049	0.00211	0.0	0.0048	0.0016	0.00486	0.00412	0.00462	0.00459	0.00504	0.00389	0.00486	0.00217	0.00509	0.00089	0.00201	0.00462	0.00306	0.00202	0.00373	0.00202	0	0.00061	0.0057	0.00743	0.00749	0.00716	0.00703	0.00697	0.00663
SRR7297032	0.00559	0.00629	0.00621	0.0054	0.00532	0.00189	0.00491	0.00705	0.00218	0.00488	0.00604	0.0038	0.00061	0.0006	0	0.0048	0.0	0.00152	0.00074	0.00284	0.00458	0.00421	0.00485	0.0052	0.00456	0.00598	0.00509	0.00496	0.00504	0.0048	0.00466	0.00519	0.0009	0.00519	0.00191	0.00459	0.00527	0.00584	0.00591	0.00731	0.00545	0.00536	0.00653
SRR7297033	0.00344	0	0	0	0	0	0.00257	0	0.00162	0	0.00368	0	0.00131	0.00176	0.00039	0.0016	0.00152	0.0	0.00144	0.00173	0.00162	0	0	0.00037	0	0.00206	0.00291	0.00124	0.00252	0.00233	0.00197	0.00272	0.00169	0.00272	0.00018	0.00124	0.00156	0.00358	0.00402	0.00037	0.0035	0.00304	0
SRR7297034	0.00547	0.00619	0.00607	0.00536	0.00531	0.00178	0.00478	0.00685	0.00204	0.00492	0.00585	0.00396	0.00083	0.00066	0	0.00486	0.00074	0.00144	0.0	0.00273	0.00444	0.00436	0.00495	0.00511	0.00447	0.00589	0.00486	0.0049	0.00473	0.00472	0.00426	0.00487	0.00057	0.00493	0.00173	0.00453	0.00537	0.00562	0.00564	0.00682	0.00533	0.00518	0.00632
SRR7297035	0.00573	0.00562	0.00555	0.00557	0.00548	0.00176	0.00426	0.00657	0.00109	0.00534	0.00561	0.00437	0.00294	0.00266	0	0.00412	0.00284	0.00173	0.00273	0.0	0.00525	0.0047	0.00517	0.00565	0.00491	0.00511	0.0055	0.00408	0.00416	0.00504	0.00444	0.00431	0.0001	0.00434	0.00103	0.00388	0.00628	0.00597	0.00601	0.00666	0.00566	0.0055	0.00594
SRR7297062	0.00628	0.00547	0.0053	0.00514	0.005	0.00228	0.0016	0.00601	0.00449	0.00538	0.00652	0.00427	0.00415	0.0046	0.00142	0.00462	0.00458	0.00162	0.00444	0.00525	0.0	0.00455	0.00469	0.00417	0.00475	0.00498	0.00072	0.00428	0.00278	0.00081	0.00341	0.00311	0.00308	0.00306	0.00122	0.00425	0.00341	0.00646	0.00644	0.0066	0.00623	0.00614	0.00529
SRR7297120	0.00632	0.00366	0.00367	0.00233	0.00237	0	0.00502	0.00452	0.00396	0.00224	0.00593	0.0003	0.00392	0.00438	0.00143	0.00459	0.00421	0	0.00436	0.0047	0.00455	0.0	0.00194	0.00343	0.00084	0.00518	0.00509	0.00452	0.00526	0.00488	0.00496	0.00566	0.00319	0.00553	0.00165	0.00435	0.00448	0.00658	0.00658	0.00459	0.00622	0.00624	0.00384
SRR7297148	0.00701	0.00275	0.00275	0.00123	0.00082	6e-05	0.00527	0.00358	0.00453	0.00139	0.00698	0.00165	0.00438	0.00508	0.00176	0.00504	0.00485	0	0.00495	0.00517	0.00469	0.00194	0.0	0.00278	0.00215	0.00538	0.00474	0.0048	0.00561	0.00446	0.00531	0.00605	0.00336	0.00608	0.00174	0.0048	0.00421	0.00723	0.00719	0.00413	0.00696	0.00691	0.00291
SRR7297180	0.00752	0.00507	0.00496	0.00379	0.00327	0.00097	0.00476	0.0046	0.00498	0.0026	0.00639	0.00306	0.00485	0.00512	0.00214	0.00389	0.0052	0.00037	0.00511	0.00565	0.00417	0.00343	0.00278	0.0	0.00362	0.00327	0.00434	0.00369	0.00454	0.00389	0.00442	0.00486	0.00256	0.00488	0.00074	0.00364	0.00367	0.00778	0.00775	0.00531	0.00745	0.00739	0.00521
SRR7297282	0.00649	0.00387	0.0037	0.00246	0.00253	0	0.00511	0.00463	0.00407	0.00254	0.00614	0.0006	0.00402	0.00469	0.00145	0.00486	0.00456	0	0.00447	0.00491	0.00475	0.00084	0.00215	0.00362	0.0	0.0051	0.0053	0.00448	0.00536	0.00531	0.005	0.00583	0.00306	0.00581	0.0016	0.00457	0.0049	0.00664	0.00658	0.00469	0.00651	0.00633	0.00392
SRR7297335	0.00759	0.00682	0.00651	0.00564	0.00576	0.00157	0.00434	0.00638	0.00556	0.00466	0.00652	0.00477	0.00524	0.00605	0.00267	0.00217	0.00598	0.00206	0.00589	0.00511	0.00498	0.00518	0.00538	0.00327	0.0051	0.0	0.0054	0.00186	0.00299	0.00533	0.00394	0.00335	0.00297	0.00336	0	0.00204	0.00495	0.00767	0.00762	0.00626	0.00755	0.00743	0.00674
SRR7297404	0.00658	0.00595	0.00571	0.00549	0.00507	0.00356	0.00165	0.00642	0.00493	0.0059	0.00705	0.00488	0.0045	0.00506	0.00245	0.00509	0.00509	0.00291	0.00486	0.0055	0.00072	0.00509	0.00474	0.00434	0.0053	0.0054	0.0	0.00468	0.00324	0.00094	0.00383	0.00357	0.00416	0.00358	0.00246	0.00467	0.0035	0.00682	0.00677	0.00696	0.00654	0.00642	0.00576
SRR7297609	0.00678	0.00616	0.00583	0.00511	0.00519	0.00083	0.00362	0.00687	0.00486	0.00509	0.00562	0.00406	0.00466	0.00503	0.00172	0.00089	0.00496	0.00124	0.0049	0.00408	0.00428	0.00452	0.0048	0.00369	0.00448	0.00186	0.00468	0.0	0.00197	0.00447	0.00293	0.00223	0.00314	0.00228	0	0.00075	0.00539	0.00695	0.00693	0.00677	0.00672	0.00658	0.00611
SRR7297615	0.00687	0.00563	0.00549	0.00604	0.00605	0.00212	0.00216	0.00645	0.00499	0.00577	0.0059	0.00481	0.00491	0.00482	0.00211	0.00201	0.00504	0.00252	0.00473	0.00416	0.00278	0.00526	0.00561	0.00454	0.00536	0.00299	0.00324	0.00197	0.0	0.0029	0.00115	0.00033	0.00395	0.00036	0	0.00181	0.00461	0.00703	0.00708	0.00662	0.00674	0.00658	0.00578
SRR7297630	0.00654	0.00542	0.00541	0.0054	0.00497	0.00291	0.00134	0.00618	0.00473	0.00542	0.00682	0.00459	0.00447	0.00467	0.00189	0.00462	0.0048	0.00233	0.00472	0.00504	0.00081	0.00488	0.00446	0.00389	0.00531	0.00533	0.00094	0.00447	0.0029	0.0	0.00365	0.00322	0.00384	0.00315	0.00193	0.0044	0.00341	0.00684	0.00684	0.00712	0.00643	0.00637	0.00567
SRR7297632	0.00666	0.00573	0.00558	0.00565	0.00564	0.00148	0.00281	0.00649	0.00501	0.00552	0.00617	0.00459	0.00439	0.00445	0.00136	0.00306	0.00466	0.00197	0.00426	0.00444	0.00341	0.00496	0.00531	0.00442	0.005	0.00394	0.00383	0.00293	0.00115	0.00365	0.0	0.00136	0.0032	0.00142	0	0.00284	0.00494	0.00686	0.00688	0.00653	0.00662	0.00644	0.00588
SRR7297637	0.00719	0.0061	0.00593	0.00655	0.00655	0.00225	0.00249	0.00679	0.00527	0.00612	0.00613	0.00521	0.00527	0.00491	0.00226	0.00202	0.00519	0.00272	0.00487	0.00431	0.00311	0.00566	0.00605	0.00486	0.00583	0.00335	0.00357	0.00223	0.00033	0.00322	0.00136	0.0	0.00399	0.00029	0	0.00189	0.00488	0.00738	0.00747	0.00702	0.00699	0.00688	0.00623
SRR7297639	0.00368	0.00445	0.00396	0.00395	0.00395	0.00232	0.00331	0.00389	0	0.00278	0.00446	0.00284	0.00049	0.00062	0	0.00373	0.0009	0.00169	0.00057	0.0001	0.00308	0.00319	0.00336	0.00256	0.00306	0.00297	0.00416	0.00314	0.00395	0.00384	0.0032	0.00399	0.0	0.00396	0.00163	0.00325	0.00274	0.00376	0.00409	0.00359	0.00373	0.0036	0.00416
SRR7297640	0.00725	0.00613	0.00597	0.00656	0.00654	0.00209	0.00239	0.00685	0.00528	0.00607	0.00621	0.00513	0.00527	0.00496	0.0022	0.00202	0.00519	0.00272	0.00493	0.00434	0.00306	0.00553	0.00608	0.00488	0.00581	0.00336	0.00358	0.00228	0.00036	0.00315	0.00142	0.00029	0.00396	0.0	0	0.00197	0.00489	0.00751	0.00755	0.00705	0.00704	0.007	0.00626
SRR7297642	0.00361	0.00309	0.00254	0.00219	0.00232	9e-05	0.00056	0.00376	0.00197	0.0022	0.00283	0.00131	0.00163	0.00203	0.00065	0	0.00191	0.00018	0.00173	0.00103	0.00122	0.00165	0.00174	0.00074	0.0016	0	0.00246	0	0	0.00193	0	0	0.00163	0	0.0	0	0.00249	0.00364	0.00407	0.00353	0.00362	0.00348	0.00284
SRR7297643	0.00683	0.00608	0.00586	0.00513	0.00523	0.00097	0.00372	0.0068	0.00482	0.00481	0.00536	0.00393	0.00464	0.00467	0.00176	0.00061	0.00459	0.00124	0.00453	0.00388	0.00425	0.00435	0.0048	0.00364	0.00457	0.00204	0.00467	0.00075	0.00181	0.0044	0.00284	0.00189	0.00325	0.00197	0	0.0	0.00537	0.007	0.00706	0.0068	0.00674	0.00658	0.00617
SRR8201154	0.00688	0.00571	0.00562	0.00488	0.00442	0.00229	0.00423	0.00502	0.00573	0.00371	0.0073	0.00423	0.0049	0.00535	0.00234	0.0057	0.00527	0.00156	0.00537	0.00628	0.00341	0.00448	0.00421	0.00367	0.0049	0.00495	0.0035	0.00539	0.00461	0.00341	0.00494	0.00488	0.00274	0.00489	0.00249	0.00537	0.0	0.00715	0.00709	0.0056	0.00675	0.00671	0.00568
SRR8809771	0.00113	0.00788	0.00763	0.00726	0.00734	0.00393	0.00642	0.00855	0.00561	0.00738	0.00829	0.00632	0.00543	0.00578	0.0021	0.00743	0.00584	0.00358	0.00562	0.00597	0.00646	0.00658	0.00723	0.00778	0.00664	0.00767	0.00682	0.00695	0.00703	0.00684	0.00686	0.00738	0.00376	0.00751	0.00364	0.007	0.00715	0.0	0.00073	0.00825	0.00089	0.00084	0.00791
SRR8810286	0.001	0.00789	0.00756	0.0072	0.00725	0.00424	0.00637	0.00852	0.00557	0.00737	0.00833	0.00631	0.00538	0.00584	0.00245	0.00749	0.00591	0.00402	0.00564	0.00601	0.00644	0.00658	0.00719	0.00775	0.00658	0.00762	0.00677	0.00693	0.00708	0.00684	0.00688	0.00747	0.00409	0.00755	0.00407	0.00706	0.00709	0.00073	0.0	0.00819	0.00081	0.00084	0.00786
SRR9647357	0.00814	0.00239	0.00209	0.00418	0.00452	0.00234	0.00721	0.00165	0.00619	0.00314	0.00761	0.0043	0.00688	0.00749	0.00371	0.00716	0.00731	0.00037	0.00682	0.00666	0.0066	0.00459	0.00413	0.00531	0.00469	0.00626	0.00696	0.00677	0.00662	0.00712	0.00653	0.00702	0.00359	0.00705	0.00353	0.0068	0.0056	0.00825	0.00819	0.0	0.00818	0.00784	0.00235
SRR9647438	0.00061	0.00753	0.00747	0.00714	0.00719	0.0038	0.00614	0.00832	0.00529	0.00703	0.00797	0.00594	0.00515	0.00536	0.00196	0.00703	0.00545	0.0035	0.00533	0.00566	0.00623	0.00622	0.00696	0.00745	0.00651	0.00755	0.00654	0.00672	0.00674	0.00643	0.00662	0.00699	0.00373	0.00704	0.00362	0.00674	0.00675	0.00089	0.00081	0.00818	0.0	0.00037	0.00778
SRR9647439	0.00066	0.00717	0.007	0.00666	0.00705	0.00365	0.00601	0.00784	0.0052	0.00662	0.00774	0.00593	0.00505	0.00532	0.0017	0.00697	0.00536	0.00304	0.00518	0.0055	0.00614	0.00624	0.00691	0.00739	0.00633	0.00743	0.00642	0.00658	0.00658	0.00637	0.00644	0.00688	0.0036	0.007	0.00348	0.00658	0.00671	0.00084	0.00084	0.00784	0.00037	0.0	0.00761
SRR9647576	0.00779	0.00112	0.001	0.0028	0.003	0.00181	0.00637	0.00167	0.00554	0.00331	0.00705	0.00354	0.00608	0.00662	0.00292	0.00663	0.00653	0	0.00632	0.00594	0.00529	0.00384	0.00291	0.00521	0.00392	0.00674	0.00576	0.00611	0.00578	0.00567	0.00588	0.00623	0.00416	0.00626	0.00284	0.00617	0.00568	0.00791	0.00786	0.00235	0.00778	0.00761	0.0
