sample	SRR10727867	SRR10727874	SRR10727875	SRR7296837	SRR7296908	SRR7296922	SRR7296925	SRR7296926	SRR7296936	SRR7296939	SRR7296941	SRR7297019	SRR7297028	SRR7297029	SRR7297030	SRR7297031	SRR7297032	SRR7297033	SRR7297034	SRR7297035	SRR7297062	SRR7297120	SRR7297148	SRR7297180	SRR7297282	SRR7297335	SRR7297404	SRR7297609	SRR7297615	SRR7297630	SRR7297632	SRR7297637	SRR7297639	SRR7297640	SRR7297642	SRR7297643	SRR8201154	SRR8809771	SRR8810286	SRR9647357	SRR9647438	SRR9647439	SRR9647576
SRR7296941	0.00745	0.00698	0.00618	0.00624	0.00655	0.00601	0.0064	0.00771	0.00582	0.00682	0.0	0.00531	0.00593	0.00558	0.00583	0.00578	0.00553	0.00641	0.00568	0.0054	0.00661	0.00556	0.00714	0.00626	0.00544	0.0056	0.00636	0.00481	0.00578	0.00652	0.00587	0.00562	0.00653	0.00589	0.00503	0.00473	0.00781	0.00801	0.00785	0.00721	0.00769	0.00749	0.00641
SRR7297019	0.00549	0.0033	0.00255	0.00112	0.00124	0.00051	0.00443	0.00392	0.0037	0.0017	0.00531	0.0	0.00322	0.00366	0.00421	0.00403	0.00337	0.00136	0.00398	0.0042	0.00378	0	0.00137	0.00304	0	0.00384	0.00407	0.0034	0.00479	0.00416	0.00425	0.00483	0.00506	0.0049	0.00365	0.00316	0.00439	0.00583	0.00557	0.00389	0.00538	0.00548	0.00277
SRR7297028	0.00471	0.00555	0.00499	0.00355	0.00369	0.00354	0.00383	0.00606	0.00129	0.00451	0.00593	0.00322	0.0	0	0.00054	0.00462	0	0.00414	3e-05	0.00218	0.00385	0.00341	0.00393	0.00449	0.00297	0.00402	0.00348	0.00374	0.00462	0.00358	0.00379	0.00461	0.00248	0.00464	0.00406	0.00377	0.00511	0.00467	0.0045	0.00622	0.00452	0.00457	0.00506
SRR7297029	0.00486	0.00576	0.00547	0.00419	0.00405	0.00399	0.00397	0.00644	0.00119	0.00437	0.00558	0.00366	0	0.0	0	0.00421	0	0.00432	0	0.00157	0.00388	0.00389	0.00453	0.00449	0.00367	0.00446	0.00398	0.00377	0.0041	0.00368	0.00366	0.00373	0.00198	0.00412	0.00384	0.00355	0.00515	0.00517	0.00502	0.00665	0.00484	0.00469	0.00568
SRR7297030	0.00512	0.00614	0.00591	0.00444	0.00453	0.00419	0.00421	0.00663	0.00183	0.0049	0.00583	0.00421	0.00054	0	0.0	0.00457	4e-05	0.00432	0.00024	0.00201	0.00477	0.00409	0.00506	0.00501	0.00423	0.0053	0.0043	0.00463	0.00457	0.00409	0.0041	0.00448	0.00279	0.00439	0.00411	0.00424	0.00553	0.00562	0.00527	0.00712	0.0048	0.00474	0.00627
SRR7297031	0.00657	0.00638	0.0058	0.00453	0.00463	0.00329	0.00305	0.0067	0.00505	0.00461	0.00578	0.00403	0.00462	0.00421	0.00457	0.0	0.00402	0.00439	0.00455	0.00356	0.00478	0.00435	0.00479	0.00384	0.00409	0.00067	0.00425	7e-05	0.00146	0.00435	0.00245	0.00128	0.00577	0.00137	0	0	0.00603	0.007	0.00687	0.00693	0.00652	0.00668	0.00606
SRR7297032	0.00478	0.00558	0.00529	0.00404	0.00382	0.00347	0.00384	0.00637	0.00142	0.00409	0.00553	0.00337	0	0	4e-05	0.00402	0.0	0.00383	0	0.00182	0.00404	0.00323	0.00417	0.00449	0.00315	0.00437	0.00371	0.00354	0.00433	0.00361	0.0037	0.00395	0.00222	0.00431	0.0036	0.00316	0.00493	0.00511	0.00498	0.00638	0.00458	0.0047	0.00539
SRR7297033	0.00638	0.00218	0.00223	0	0.0002	0.00211	0.00555	0.00246	0.00481	0.00045	0.00641	0.00136	0.00414	0.00432	0.00432	0.00439	0.00383	0.0	0.00438	0.00474	0.00472	0.00146	0.00051	0.00317	0.00149	0.00452	0.00462	0.00435	0.00537	0.00458	0.00487	0.00521	0.00566	0.00537	0.00377	0.00351	0.0047	0.00682	0.00662	0.00353	0.00626	0.00607	0.002
SRR7297034	0.00516	0.00596	0.00555	0.00433	0.00452	0.00416	0.00434	0.00666	0.00174	0.00489	0.00568	0.00398	3e-05	0	0.00024	0.00455	0	0.00438	0.0	0.00219	0.00438	0.00403	0.00473	0.0048	0.00374	0.00457	0.00403	0.00384	0.00442	0.00425	0.0038	0.00404	0.00252	0.00423	0.00397	0.0038	0.00547	0.00514	0.00491	0.00626	0.00482	0.0051	0.00578
SRR7297035	0.00481	0.0053	0.00494	0.00438	0.00437	0.00394	0.00331	0.00627	0.0009	0.0051	0.0054	0.0042	0.00218	0.00157	0.00201	0.00356	0.00182	0.00474	0.00219	0.0	0.005	0.00408	0.005	0.00548	0.00393	0.00395	0.0045	0.00322	0.00376	0.0043	0.00398	0.00345	0.00199	0.00345	0.00317	0.00295	0.00645	0.00558	0.00526	0.00616	0.00477	0.00522	0.00519
SRR7297062	0.0059	0.00533	0.00469	0.00411	0.00402	0.00445	0.00099	0.00567	0.00441	0.00501	0.00661	0.00378	0.00385	0.00388	0.00477	0.00478	0.00404	0.00472	0.00438	0.005	0.0	0.00402	0.00424	0.00404	0.00379	0.00407	0	0.00346	0.00249	0.0002	0.00284	0.00253	0.00545	0.00255	0.00405	0.00355	0.00356	0.00588	0.00562	0.00608	0.00582	0.00595	0.00434
SRR7297120	0.00556	0.00339	0.00283	0.0011	0.00121	0.00049	0.0041	0.00391	0.00399	0.00193	0.00556	0	0.00341	0.00389	0.00409	0.00435	0.00323	0.00146	0.00403	0.00408	0.00402	0.0	0.00128	0.00308	0	0.00423	0.00407	0.00364	0.00485	0.00419	0.00443	0.00516	0.00517	0.00499	0.00393	0.00346	0.00434	0.00596	0.00562	0.00408	0.00544	0.00558	0.00292
SRR7297148	0.00657	0.00209	0.00194	0.00014	0	0.00206	0.00449	0.00308	0.00447	0.00123	0.00714	0.00137	0.00393	0.00453	0.00506	0.00479	0.00417	0.00051	0.00473	0.005	0.00424	0.00128	0.0	0.0023	0.00126	0.00422	0.00363	0.00414	0.00534	0.00361	0.00489	0.00531	0.00595	0.00551	0.00449	0.00384	0.00405	0.00665	0.00641	0.00351	0.00644	0.00649	0.00206
SRR7297180	0.0072	0.00476	0.00459	0.00285	0.00213	0.00309	0.00391	0.00384	0.00498	0.00207	0.00626	0.00304	0.00449	0.00449	0.00501	0.00384	0.00449	0.00317	0.0048	0.00548	0.00404	0.00308	0.0023	0.0	0.00293	0.0018	0.00326	0.00301	0.00421	0.00285	0.00381	0.00425	0.00439	0.00441	0.00326	0.00277	0.00286	0.00732	0.00711	0.00464	0.00709	0.00716	0.00475
SRR7297282	0.00537	0.00318	0.00241	0.00099	0.00122	0.00091	0.00395	0.00382	0.00351	0.00177	0.00544	0	0.00297	0.00367	0.00423	0.00409	0.00315	0.00149	0.00374	0.00393	0.00379	0	0.00126	0.00293	0.0	0.00373	0.00415	0.00309	0.00452	0.00425	0.00386	0.00484	0.00497	0.00489	0.00369	0.00313	0.0046	0.00561	0.00542	0.00365	0.0056	0.00526	0.00262
SRR7297335	0.00633	0.0058	0.00508	0.00415	0.00425	0.00388	0.00283	0.00484	0.00455	0.00319	0.0056	0.00384	0.00402	0.00446	0.0053	0.00067	0.00437	0.00452	0.00457	0.00395	0.00407	0.00423	0.00422	0.0018	0.00373	0.0	0.00421	6e-05	0.0017	0.00405	0.0024	0.00175	0.00424	0.00205	0.0005	0.0001	0.00371	0.00643	0.00623	0.00492	0.00652	0.00618	0.00524
SRR7297404	0.00557	0.00539	0.00445	0.00409	0.00355	0.00484	0.00014	0.00554	0.00427	0.00521	0.00636	0.00407	0.00348	0.00398	0.0043	0.00425	0.00371	0.00462	0.00403	0.0045	0	0.00407	0.00363	0.00326	0.00415	0.00421	0.0	0.00313	0.00223	0	0.0026	0.00242	0.00527	0.00247	0.00388	0.00322	0.00261	0.00601	0.00563	0.00617	0.00577	0.00557	0.00436
SRR7297609	0.00576	0.00548	0.0047	0.00372	0.00369	0.00273	0.00248	0.00592	0.00423	0.00442	0.00481	0.0034	0.00374	0.00377	0.00463	7e-05	0.00354	0.00435	0.00384	0.00322	0.00346	0.00364	0.00414	0.00301	0.00309	6e-05	0.00313	0.0	0.00113	0.0032	0.00198	0.00104	0.00539	0.00115	0	0	0.00523	0.00593	0.0057	0.0057	0.00545	0.00592	0.00489
SRR7297615	0.00639	0.00541	0.00481	0.00495	0.00501	0.00405	0.00149	0.00626	0.005	0.0055	0.00578	0.00479	0.00462	0.0041	0.00457	0.00146	0.00433	0.00537	0.00442	0.00376	0.00249	0.00485	0.00534	0.00421	0.00452	0.0017	0.00223	0.00113	0.0	0.00255	0.00053	0	0.0058	0	0.00108	0.00101	0.00509	0.00654	0.00635	0.00613	0.00612	0.00633	0.00517
SRR7297630	0.00571	0.00513	0.00453	0.00424	0.00365	0.00419	7e-05	0.00555	0.0042	0.00498	0.00652	0.00416	0.00358	0.00368	0.00409	0.00435	0.00361	0.00458	0.00425	0.0043	0.0002	0.00419	0.00361	0.00285	0.00425	0.00405	0	0.0032	0.00255	0.0	0.00269	0.0023	0.00513	0.00224	0.00371	0.00342	0.00303	0.00634	0.00559	0.00675	0.00552	0.0057	0.0047
SRR7297632	0.006	0.00545	0.00474	0.00437	0.00436	0.00371	0.00207	0.00605	0.00468	0.0052	0.00587	0.00425	0.00379	0.00366	0.0041	0.00245	0.0037	0.00487	0.0038	0.00398	0.00284	0.00443	0.00489	0.00381	0.00386	0.0024	0.0026	0.00198	0.00053	0.00269	0.0	0.00023	0.0054	0.00053	0.00224	0.00165	0.00497	0.0062	0.00605	0.00568	0.00603	0.00591	0.00508
SRR7297637	0.00634	0.00563	0.00531	0.00531	0.00511	0.00393	0.00139	0.00604	0.00465	0.00561	0.00562	0.00483	0.00461	0.00373	0.00448	0.00128	0.00395	0.00521	0.00404	0.00345	0.00253	0.00516	0.00531	0.00425	0.00484	0.00175	0.00242	0.00104	0	0.0023	0.00023	0.0	0.00549	0	0.0007	0.00068	0.00486	0.00654	0.00643	0.0063	0.00606	0.00609	0.00518
SRR7297639	0.00614	0.00703	0.00668	0.00579	0.00569	0.00545	0.00569	0.00583	0.0018	0.00429	0.00653	0.00506	0.00248	0.00198	0.00279	0.00577	0.00222	0.00566	0.00252	0.00199	0.00545	0.00517	0.00595	0.00439	0.00497	0.00424	0.00527	0.00539	0.0058	0.00513	0.0054	0.00549	0.0	0.00582	0.00516	0.00493	0.00466	0.00643	0.00617	0.00553	0.00596	0.00611	0.00661
SRR7297640	0.00666	0.0058	0.00492	0.00534	0.00541	0.00419	0.00149	0.00635	0.00495	0.00576	0.00589	0.0049	0.00464	0.00412	0.00439	0.00137	0.00431	0.00537	0.00423	0.00345	0.00255	0.00499	0.00551	0.00441	0.00489	0.00205	0.00247	0.00115	0	0.00224	0.00053	0	0.00582	0.0	0.00102	0.00065	0.00503	0.0071	0.00671	0.0065	0.00654	0.00665	0.00529
SRR7297642	0.00615	0.0056	0.00512	0.00403	0.00413	0.00295	0.00277	0.00637	0.00461	0.00439	0.00503	0.00365	0.00406	0.00384	0.00411	0	0.0036	0.00377	0.00397	0.00317	0.00405	0.00393	0.00449	0.00326	0.00369	0.0005	0.00388	0	0.00108	0.00371	0.00224	0.0007	0.00516	0.00102	0.0	0	0.00551	0.00664	0.00645	0.00645	0.00588	0.00614	0.00538
SRR7297643	0.0056	0.00532	0.00483	0.00354	0.00357	0.00285	0.00283	0.00583	0.00432	0.00406	0.00473	0.00316	0.00377	0.00355	0.00424	0	0.00316	0.00351	0.0038	0.00295	0.00355	0.00346	0.00384	0.00277	0.00313	0.0001	0.00322	0	0.00101	0.00342	0.00165	0.00068	0.00493	0.00065	0	0.0	0.00503	0.00593	0.00583	0.00562	0.0058	0.00553	0.00501
SRR8201154	0.00676	0.006	0.00536	0.00423	0.00364	0.00472	0.00381	0.00428	0.00597	0.00339	0.00781	0.00439	0.00511	0.00515	0.00553	0.00603	0.00493	0.0047	0.00547	0.00645	0.00356	0.00434	0.00405	0.00286	0.0046	0.00371	0.00261	0.00523	0.00509	0.00303	0.00497	0.00486	0.00466	0.00503	0.00551	0.00503	0.0	0.00702	0.00662	0.00499	0.0068	0.00669	0.0055
SRR8809771	1e-05	0.00755	0.00662	0.00608	0.00619	0.00705	0.00548	0.00808	0.00537	0.00717	0.00801	0.00583	0.00467	0.00517	0.00562	0.007	0.00511	0.00682	0.00514	0.00558	0.00588	0.00596	0.00665	0.00732	0.00561	0.00643	0.00601	0.00593	0.00654	0.00634	0.0062	0.00654	0.00643	0.0071	0.00664	0.00593	0.00702	0.0	0	0.00732	0	0	0.00694
SRR8810286	0	0.00728	0.00666	0.00579	0.00592	0.00636	0.00526	0.00772	0.00498	0.00678	0.00785	0.00557	0.0045	0.00502	0.00527	0.00687	0.00498	0.00662	0.00491	0.00526	0.00562	0.00562	0.00641	0.00711	0.00542	0.00623	0.00563	0.0057	0.00635	0.00559	0.00605	0.00643	0.00617	0.00671	0.00645	0.00583	0.00662	0	0.0	0.00735	0	0	0.00677
SRR9647357	0.00728	0.00197	0.00097	0.00311	0.0035	0.00526	0.00646	0.00084	0.00571	0.00253	0.00721	0.00389	0.00622	0.00665	0.00712	0.00693	0.00638	0.00353	0.00626	0.00616	0.00608	0.00408	0.00351	0.00464	0.00365	0.00492	0.00617	0.0057	0.00613	0.00675	0.00568	0.0063	0.00553	0.0065	0.00645	0.00562	0.00499	0.00732	0.00735	0.0	0.00758	0.00724	0.0013
SRR9647438	0	0.007	0.00638	0.00585	0.00584	0.00616	0.00514	0.00775	0.00519	0.00661	0.00769	0.00538	0.00452	0.00484	0.0048	0.00652	0.00458	0.00626	0.00482	0.00477	0.00582	0.00544	0.00644	0.00709	0.0056	0.00652	0.00577	0.00545	0.00612	0.00552	0.00603	0.00606	0.00596	0.00654	0.00588	0.0058	0.0068	0	0	0.00758	0.0	0	0.00671
SRR9647439	0	0.00685	0.00652	0.0054	0.00584	0.00602	0.00506	0.00748	0.00493	0.0064	0.00749	0.00548	0.00457	0.00469	0.00474	0.00668	0.0047	0.00607	0.0051	0.00522	0.00595	0.00558	0.00649	0.00716	0.00526	0.00618	0.00557	0.00592	0.00633	0.0057	0.00591	0.00609	0.00611	0.00665	0.00614	0.00553	0.00669	0	0	0.00724	0	0.0	0.00693
SRR9647576	0.00681	0.00026	0	0.00119	0.00165	0.00395	0.00525	0.00079	0.00508	0.00291	0.00641	0.00277	0.00506	0.00568	0.00627	0.00606	0.00539	0.002	0.00578	0.00519	0.00434	0.00292	0.00206	0.00475	0.00262	0.00524	0.00436	0.00489	0.00517	0.0047	0.00508	0.00518	0.00661	0.00529	0.00538	0.00501	0.0055	0.00694	0.00677	0.0013	0.00671	0.00693	0.0
