sample	SRR10727867	SRR10727874	SRR10727875	SRR7296837	SRR7296908	SRR7296922	SRR7296925	SRR7296926	SRR7296936	SRR7296939	SRR7296941	SRR7297019	SRR7297028	SRR7297029	SRR7297030	SRR7297031	SRR7297032	SRR7297033	SRR7297034	SRR7297035	SRR7297062	SRR7297120	SRR7297148	SRR7297180	SRR7297282	SRR7297335	SRR7297404	SRR7297609	SRR7297615	SRR7297630	SRR7297632	SRR7297637	SRR7297639	SRR7297640	SRR7297642	SRR7297643	SRR8201154	SRR8809771	SRR8810286	SRR9647357	SRR9647438	SRR9647439	SRR9647576
SRR7297028	0.00529	0.00575	0.00465	0.00414	0.0041	0.00361	0.00467	0.00725	0.00131	0.00483	0.00562	0.00332	0.0	0.00021	0.00115	0.00488	0	0.00494	0.00021	0.00275	0.00371	0.00309	0.00391	0.0049	0.00311	0.00453	0.00359	0.00409	0.00447	0.00479	0.00409	0.00502	0.00286	0.00516	0.00495	0.00391	0.00539	0.00524	0.00496	0.00722	0.00495	0.00505	0.00488
SRR7297029	0.00557	0.00636	0.00576	0.00512	0.00515	0.00439	0.00512	0.00783	0.00177	0.0051	0.00577	0.00425	0.00021	0.0	0	0.00522	0.0001	0.00465	0.00017	0.00264	0.00464	0.00416	0.00496	0.00532	0.00448	0.00577	0.00461	0.00524	0.00461	0.00479	0.00417	0.00492	0.0026	0.00448	0.00467	0.00429	0.00592	0.00583	0.0056	0.0081	0.00508	0.0049	0.006
SRR7297030	0.00623	0.00693	0.00601	0.00617	0.00534	0.00504	0.00532	0.00758	0.00219	0.00536	0.00682	0.00482	0.00115	0	0.0	0.00509	0.00058	0.00468	0.00043	0.00231	0.00547	0.00498	0.00549	0.00563	0.00484	0.00686	0.00492	0.00609	0.00506	0.00492	0.00445	0.00532	0.00335	0.00533	0.00451	0.00468	0.00682	0.00666	0.00602	0.00886	0.00504	0.00508	0.00666
SRR7297031	0.00821	0.00733	0.0066	0.00579	0.00611	0.00486	0.00462	0.0077	0.0059	0.00539	0.00637	0.00516	0.00488	0.00522	0.00509	0.0	0.00493	0.00539	0.00491	0.00404	0.00561	0.00522	0.00527	0.00481	0.00502	0.00153	0.00547	0.00047	0.00177	0.00573	0.00259	0.00226	0.00657	0.00147	0.0003	0.00026	0.00692	0.0082	0.00847	0.00929	0.0073	0.00725	0.00658
SRR7297032	0.00603	0.00634	0.00547	0.00477	0.00462	0.00361	0.00426	0.00759	0.00161	0.00481	0.00588	0.00392	0	0.0001	0.00058	0.00493	0.0	0.0039	0	0.00219	0.00362	0.00353	0.00408	0.00566	0.00351	0.00548	0.00403	0.00438	0.00484	0.00427	0.00425	0.00478	0.00277	0.00446	0.00396	0.00386	0.00543	0.00558	0.00589	0.00767	0.00551	0.00489	0.00538
SRR7297033	0.00689	0.0029	0.00273	0.00033	0.00146	0.00233	0.00653	0.00336	0.00566	0.0014	0.00677	0.00198	0.00494	0.00465	0.00468	0.00539	0.0039	0.0	0.00431	0.00579	0.00517	0.00169	0.00071	0.00405	0.00202	0.00571	0.00489	0.00524	0.00579	0.00567	0.00573	0.00602	0.00618	0.00573	0.00467	0.00392	0.00562	0.00754	0.00768	0.00518	0.00647	0.00653	0.00278
SRR7297034	0.00544	0.00693	0.0058	0.00522	0.00472	0.0045	0.0052	0.00776	0.00206	0.00513	0.00572	0.00434	0.00021	0.00017	0.00043	0.00491	0	0.00431	0.0	0.00261	0.00417	0.00419	0.00455	0.00568	0.00383	0.0057	0.00424	0.00453	0.0049	0.00475	0.00374	0.00467	0.00304	0.00507	0.00425	0.00368	0.00705	0.00553	0.00515	0.00716	0.00528	0.00541	0.00559
SRR7297035	0.00608	0.00641	0.00549	0.00576	0.00523	0.00462	0.00409	0.0074	0.00083	0.00595	0.00592	0.00488	0.00275	0.00264	0.00231	0.00404	0.00219	0.00579	0.00261	0.0	0.00526	0.00515	0.00539	0.00623	0.005	0.00491	0.00488	0.00379	0.00405	0.00505	0.00419	0.00328	0.00196	0.00426	0.00357	0.00386	0.00758	0.00616	0.00625	0.0073	0.00526	0.00562	0.00592
SRR7297062	0.00579	0.00608	0.00445	0.00477	0.00444	0.00409	0.00131	0.00631	0.00447	0.00618	0.00625	0.004	0.00371	0.00464	0.00547	0.00561	0.00362	0.00517	0.00417	0.00526	0.0	0.00345	0.00407	0.00439	0.00365	0.00458	0	0.00386	0.00236	0.0011	0.00313	0.00299	0.00555	0.00281	0.00422	0.00378	0.00468	0.00593	0.00589	0.00668	0.00583	0.00602	0.00426
SRR7297120	0.00584	0.00359	0.00296	0.00194	0.00181	0.00039	0.00493	0.00474	0.0046	0.00262	0.00515	0	0.00309	0.00416	0.00498	0.00522	0.00353	0.00169	0.00419	0.00515	0.00345	0.0	0.00135	0.00392	0	0.00517	0.00454	0.0047	0.00575	0.00517	0.00467	0.00587	0.00597	0.00563	0.00439	0.00393	0.00539	0.00613	0.00637	0.00468	0.00558	0.00614	0.00285
SRR7297148	0.00659	0.00192	0.00141	0.00053	0	0.00263	0.00484	0.00339	0.00501	0.00179	0.007	0.00166	0.00391	0.00496	0.00549	0.00527	0.00408	0.00071	0.00455	0.00539	0.00407	0.00135	0.0	0.00241	0.00141	0.00494	0.00333	0.00477	0.00502	0.00344	0.00462	0.00597	0.00657	0.0061	0.00486	0.00482	0.00509	0.00671	0.00657	0.00449	0.0064	0.00687	0.00151
SRR7297180	0.00768	0.00606	0.005	0.00419	0.0031	0.00435	0.00505	0.00362	0.00561	0.00241	0.00731	0.00388	0.0049	0.00532	0.00563	0.00481	0.00566	0.00405	0.00568	0.00623	0.00439	0.00392	0.00241	0.0	0.00326	0.00271	0.00372	0.004	0.00464	0.00359	0.00466	0.00536	0.00479	0.00503	0.00452	0.00346	0.00273	0.00831	0.00791	0.00578	0.00773	0.00776	0.00545
SRR7297282	0.00569	0.00404	0.00252	0.00174	0.00164	0.00131	0.00503	0.00443	0.00462	0.00244	0.00539	0	0.00311	0.00448	0.00484	0.00502	0.00351	0.00202	0.00383	0.005	0.00365	0	0.00141	0.00326	0.0	0.00467	0.00414	0.00389	0.00484	0.00535	0.0042	0.00542	0.00564	0.00586	0.00453	0.00393	0.00566	0.00526	0.00536	0.00423	0.00612	0.0063	0.00248
SRR7297335	0.00715	0.00701	0.00555	0.00535	0.00557	0.00525	0.00436	0.00509	0.00585	0.00385	0.00649	0.00531	0.00453	0.00577	0.00686	0.00153	0.00548	0.00571	0.0057	0.00491	0.00458	0.00517	0.00494	0.00271	0.00467	0.0	0.00544	0.00133	0.00276	0.00587	0.00309	0.00274	0.00495	0.00309	0.00124	0.00171	0.00423	0.00712	0.00754	0.00628	0.0074	0.00696	0.00606
SRR7297404	0.0059	0.0058	0.0042	0.00478	0.00334	0.00546	0	0.00586	0.00457	0.00619	0.00654	0.00482	0.00359	0.00461	0.00492	0.00547	0.00403	0.00489	0.00424	0.00488	0	0.00454	0.00333	0.00372	0.00414	0.00544	0.0	0.00388	0.00243	0	0.00255	0.00301	0.00598	0.00337	0.0045	0.00406	0.00323	0.0059	0.00589	0.00663	0.00633	0.00548	0.00456
SRR7297609	0.00672	0.00635	0.00538	0.00482	0.00495	0.0037	0.00348	0.00747	0.00521	0.00566	0.00564	0.00429	0.00409	0.00524	0.00609	0.00047	0.00438	0.00524	0.00453	0.00379	0.00386	0.0047	0.00477	0.004	0.00389	0.00133	0.00388	0.0	0.00208	0.00462	0.00195	0.00176	0.00575	0.00235	0.00045	0.00045	0.00614	0.00663	0.00666	0.00696	0.00624	0.00682	0.00559
SRR7297615	0.00669	0.00601	0.0053	0.00587	0.00559	0.00472	0.00195	0.00686	0.00535	0.00597	0.00579	0.00482	0.00447	0.00461	0.00506	0.00177	0.00484	0.00579	0.0049	0.00405	0.00236	0.00575	0.00502	0.00464	0.00484	0.00276	0.00243	0.00208	0.0	0.00329	0.0006	0	0.0069	0	0.00158	0.00147	0.00577	0.00747	0.00697	0.00748	0.00669	0.00677	0.00516
SRR7297630	0.00635	0.00639	0.005	0.00524	0.00409	0.00542	0.0005	0.00647	0.00428	0.00688	0.00778	0.00543	0.00479	0.00479	0.00492	0.00573	0.00427	0.00567	0.00475	0.00505	0.0011	0.00517	0.00344	0.00359	0.00535	0.00587	0	0.00462	0.00329	0.0	0.00335	0.00363	0.00585	0.00311	0.00495	0.00465	0.00271	0.0066	0.00653	0.00846	0.00645	0.00663	0.00567
SRR7297632	0.00627	0.00599	0.00496	0.00543	0.00511	0.00439	0.00243	0.00673	0.00519	0.00579	0.00603	0.00537	0.00409	0.00417	0.00445	0.00259	0.00425	0.00573	0.00374	0.00419	0.00313	0.00467	0.00462	0.00466	0.0042	0.00309	0.00255	0.00195	0.0006	0.00335	0.0	0.00094	0.00592	0.00092	0.00241	0.00249	0.00556	0.00668	0.00621	0.00689	0.00593	0.00645	0.00535
SRR7297637	0.00759	0.00661	0.00539	0.00628	0.00637	0.00516	0.00251	0.00723	0.00558	0.00643	0.00624	0.00578	0.00502	0.00492	0.00532	0.00226	0.00478	0.00602	0.00467	0.00328	0.00299	0.00587	0.00597	0.00536	0.00542	0.00274	0.00301	0.00176	0	0.00363	0.00094	0.0	0.00624	0	0.00152	0.00164	0.00618	0.00795	0.0077	0.00801	0.00747	0.00734	0.00612
SRR7297639	0.00701	0.00774	0.00702	0.00686	0.00696	0.00644	0.00685	0.00569	0.00221	0.0046	0.00721	0.00639	0.00286	0.0026	0.00335	0.00657	0.00277	0.00618	0.00304	0.00196	0.00555	0.00597	0.00657	0.00479	0.00564	0.00495	0.00598	0.00575	0.0069	0.00585	0.00592	0.00624	0.0	0.00646	0.00644	0.00559	0.00501	0.00735	0.00696	0.00662	0.00716	0.00691	0.00711
SRR7297640	0.00759	0.00646	0.00599	0.00681	0.00688	0.00554	0.00259	0.00714	0.00566	0.00684	0.00609	0.00608	0.00516	0.00448	0.00533	0.00147	0.00446	0.00573	0.00507	0.00426	0.00281	0.00563	0.0061	0.00503	0.00586	0.00309	0.00337	0.00235	0	0.00311	0.00092	0	0.00646	0.0	0.00133	0.00134	0.00586	0.00763	0.00787	0.00845	0.00708	0.00708	0.00591
SRR7297642	0.0074	0.00673	0.00592	0.00513	0.00533	0.00396	0.00396	0.00779	0.00522	0.00521	0.00563	0.0045	0.00495	0.00467	0.00451	0.0003	0.00396	0.00467	0.00425	0.00357	0.00422	0.00439	0.00486	0.00452	0.00453	0.00124	0.0045	0.00045	0.00158	0.00495	0.00241	0.00152	0.00644	0.00133	0.0	9e-05	0.00642	0.00729	0.00759	0.00826	0.00624	0.00719	0.00593
SRR7297643	0.00681	0.00679	0.00581	0.00483	0.00491	0.00388	0.00439	0.00722	0.00511	0.00491	0.0053	0.00386	0.00391	0.00429	0.00468	0.00026	0.00386	0.00392	0.00368	0.00386	0.00378	0.00393	0.00482	0.00346	0.00393	0.00171	0.00406	0.00045	0.00147	0.00465	0.00249	0.00164	0.00559	0.00134	9e-05	0.0	0.00594	0.00646	0.00653	0.0072	0.00649	0.00651	0.00571
SRR8201154	0.00732	0.00698	0.00627	0.00583	0.0046	0.00624	0.00478	0.00408	0.00746	0.00356	0.00805	0.00548	0.00539	0.00592	0.00682	0.00692	0.00543	0.00562	0.00705	0.00758	0.00468	0.00539	0.00509	0.00273	0.00566	0.00423	0.00323	0.00614	0.00577	0.00271	0.00556	0.00618	0.00501	0.00586	0.00642	0.00594	0.0	0.00836	0.00767	0.00611	0.00715	0.00751	0.00635
SRR8809771	6e-05	0.00833	0.00672	0.0067	0.00646	0.00741	0.00668	0.00871	0.00556	0.00775	0.00833	0.00596	0.00524	0.00583	0.00666	0.0082	0.00558	0.00754	0.00553	0.00616	0.00593	0.00613	0.00671	0.00831	0.00526	0.00712	0.0059	0.00663	0.00747	0.0066	0.00668	0.00795	0.00735	0.00763	0.00729	0.00646	0.00836	0.0	0	0.00813	0	0	0.00654
SRR8810286	0	0.00838	0.00695	0.00671	0.00658	0.00746	0.00635	0.00902	0.00583	0.00736	0.00844	0.00619	0.00496	0.0056	0.00602	0.00847	0.00589	0.00768	0.00515	0.00625	0.00589	0.00637	0.00657	0.00791	0.00536	0.00754	0.00589	0.00666	0.00697	0.00653	0.00621	0.0077	0.00696	0.00787	0.00759	0.00653	0.00767	0	0.0	0.00838	0	0	0.00697
SRR9647357	0.00816	0.00344	0.00173	0.00464	0.00479	0.00676	0.00829	0.00158	0.00757	0.00371	0.00817	0.00519	0.00722	0.0081	0.00886	0.00929	0.00767	0.00518	0.00716	0.0073	0.00668	0.00468	0.00449	0.00578	0.00423	0.00628	0.00663	0.00696	0.00748	0.00846	0.00689	0.00801	0.00662	0.00845	0.00826	0.0072	0.00611	0.00813	0.00838	0.0	0.00898	0.00862	0.00171
SRR9647438	0	0.00718	0.00708	0.00671	0.00666	0.00666	0.00622	0.00849	0.00587	0.00703	0.00778	0.00575	0.00495	0.00508	0.00504	0.0073	0.00551	0.00647	0.00528	0.00526	0.00583	0.00558	0.0064	0.00773	0.00612	0.0074	0.00633	0.00624	0.00669	0.00645	0.00593	0.00747	0.00716	0.00708	0.00624	0.00649	0.00715	0	0	0.00898	0.0	0	0.00679
SRR9647439	0	0.00761	0.0071	0.0065	0.00665	0.00676	0.00619	0.00848	0.00598	0.00709	0.00761	0.00643	0.00505	0.0049	0.00508	0.00725	0.00489	0.00653	0.00541	0.00562	0.00602	0.00614	0.00687	0.00776	0.0063	0.00696	0.00548	0.00682	0.00677	0.00663	0.00645	0.00734	0.00691	0.00708	0.00719	0.00651	0.00751	0	0	0.00862	0	0.0	0.00738
SRR9647576	0.00678	0.00045	0	0.00199	0.00192	0.00445	0.00651	0.00132	0.00584	0.00332	0.00657	0.00264	0.00488	0.006	0.00666	0.00658	0.00538	0.00278	0.00559	0.00592	0.00426	0.00285	0.00151	0.00545	0.00248	0.00606	0.00456	0.00559	0.00516	0.00567	0.00535	0.00612	0.00711	0.00591	0.00593	0.00571	0.00635	0.00654	0.00697	0.00171	0.00679	0.00738	0.0
