sample	moss_0.05_1x_1	moss_0.05_2x_1	moss_0.05_4x_1	moss_0.05_8x_1	moss_0.0_1x_1	moss_0.0_2x_1	moss_0.0_4x_1	moss_0.0_8x_1	moss_0.15_1x_1	moss_0.15_2x_1	moss_0.15_4x_1	moss_0.15_8x_1	moss_0.1_1x_1	moss_0.1_2x_1	moss_0.1_4x_1	moss_0.1_8x_1	moss_0.2_1x_1	moss_0.2_2x_1	moss_0.2_4x_1	moss_0.2_8x_1
moss_0.15_4x_1	0.14385890583429897	0.14961431822558918	0.15280921628874275	0.15086733570462382	0.13229880823271234	0.13604916264430994	0.1393274719145603	0.1369351981452599	0.0	0.0	0.0	0.0	0.16485989542043944	0.17018208035124027	0.17157280357856472	0.1702663842162517	0.22793139853737418	0.23669722567125007	0.23053773699163646	0.2286225636276202
moss_0.15_8x_1	0.14522103180747586	0.15116579706131503	0.15201703667288388	0.1513021148787092	0.1326556817077697	0.13614762389506682	0.1389088444066018	0.1364623865279495	0.0	0.0	0.0	0.0	0.1659517105740556	0.17117567830963795	0.1705746570877415	0.17050454726336484	0.22838967722754833	0.23483968002872538	0.23147426705862703	0.22994020144679572
moss_0.1_1x_1	0.10265354492459296	0.10718188062910704	0.10961528535454168	0.10933428741617862	0.08544553245676006	0.09039721227646486	0.09273557740919129	0.09258115656771754	0.1673109617808565	0.16698913412365496	0.16487907253738887	0.165570011402811	0.0	0.0	0.0	0.0	0.2047318503719741	0.20490128292899865	0.2089824060664626	0.20726612759615737
moss_0.1_2x_1	0.10542440110480818	0.1104051134306166	0.11127245925433585	0.1105815235677749	0.08606600528056839	0.09098843339406724	0.0934659129907045	0.09275134653609556	0.16875673786865242	0.16883618045416138	0.17013422547680326	0.17077156814487474	0.0	0.0	0.0	0.0	0.21298709699930632	0.21659022200298192	0.21777994506739046	0.21535904877869028
moss_0.1_4x_1	0.10632095192825375	0.11141860372794284	0.11265401198415093	0.11137226542964282	0.08680145230681652	0.09200388752098441	0.09410558708676406	0.09301586870879036	0.1711805453745283	0.1706913465983699	0.17157335259997455	0.17023317940034882	0.0	0.0	0.0	0.0	0.21692404089614575	0.21137121892416663	0.20987458333609502	0.21235148530153655
moss_0.1_8x_1	0.10674729591371777	0.11097725280364823	0.11153713889062877	0.11006740370143091	0.0867989422342928	0.09159791877762624	0.09347358491722314	0.0924649522747804	0.17228242047027198	0.17181203211942928	0.17065061996740516	0.17055590648834756	0.0	0.0	0.0	0.0	0.21832036480465797	0.21187023800413865	0.21411228848947958	0.21668385999285764
moss_0.2_1x_1	0.18071922154238956	0.1839687161560354	0.1860770058640547	0.18916794122660532	0.1730783945789719	0.17559110142672493	0.17605106402467632	0.17589247958055376	0.2263622927414258	0.2271901758473518	0.2275281750869931	0.2274203519063835	0.20445661053856945	0.21279562442232905	0.21649965304637755	0.21732386699255782	0.0	0.0	0.0	0.0
moss_0.2_2x_1	0.18258121240910624	0.187664057063514	0.19218534664927198	0.19026473600689675	0.17226958591554406	0.17795492298598403	0.18229507610050844	0.1806488347735141	0.23358179108641444	0.23230790935056453	0.23640292632896376	0.23401440709930244	0.20468139890291204	0.21645160242009112	0.21108042008656727	0.21106275379816128	0.0	0.0	0.0	0.0
moss_0.2_4x_1	0.1863119608949592	0.19051097966975808	0.19356056389654613	0.19104431768979993	0.17187912002707245	0.17652076613279136	0.17931523499120192	0.17875353603544586	0.23419984131688207	0.2287250586593325	0.2304934312930763	0.2309298755975557	0.2090324452685811	0.2178595834315285	0.20981965841996367	0.2135453064913593	0.0	0.0	0.0	0.0
moss_0.2_8x_1	0.18534340693545762	0.18636781499970076	0.19140576295632158	0.19038586685264663	0.17071601111847057	0.17627609120309934	0.17799031105775104	0.17675128761709527	0.23182068025821304	0.22691621397811315	0.22915665810035632	0.22999052207672	0.20787471935313248	0.2159801980740872	0.21283992042877561	0.21666546208798337	0.0	0.0	0.0	0.0
