sample	moss_0.001_1x_1	moss_0.001_2x_1	moss_0.001_4x_1	moss_0.001_8x_1	moss_0.002_1x_1	moss_0.002_2x_1	moss_0.002_4x_1	moss_0.002_8x_1	moss_0.004_1x_1	moss_0.004_2x_1	moss_0.004_4x_1	moss_0.004_8x_1	moss_0.006_1x_1	moss_0.006_2x_1	moss_0.006_4x_1	moss_0.006_8x_1	moss_0.008_1x_1	moss_0.008_2x_1	moss_0.008_4x_1	moss_0.008_8x_1	moss_0.01_1x_1	moss_0.01_2x_1	moss_0.01_4x_1	moss_0.01_8x_1	moss_0.02_1x_1	moss_0.02_2x_1	moss_0.02_4x_1	moss_0.02_8x_1	moss_0.0_1x_1	moss_0.0_2x_1	moss_0.0_4x_1	moss_0.0_8x_1	
moss_0.004_4x_1	0.0260613	0.0200345	0.0187014	0.0134881	0.0271064	0.0209308	0.0196865	0.0144458	0.0208636	0.0145522	0.0	0.00770813	0.0305581	0.0248929	0.0236531	0.0184146	0.0321497	0.0265531	0.0253814	0.0202242	0.0339534	0.0283097	0.0273106	0.0221799	0.042918	0.0375247	0.0365543	0.0315681	0.0251286	0.019109	0.0178613	0.0124371	
moss_0.004_8x_1	0.0186209	0.0136731	0.0132164	0.00693041	0.0197711	0.0146173	0.0142968	0.0079769	0.0133979	0.00817161	0.00770813	0.0	0.0235056	0.0188212	0.0184753	0.0121935	0.0251277	0.0205283	0.0202911	0.0141952	0.0271276	0.0224216	0.0223591	0.0162205	0.0363157	0.0321846	0.0319541	0.0261726	0.0176692	0.012679	0.0122653	0.00577993	
moss_0.006_1x_1	0.0294877	0.0265934	0.0276296	0.0204493	0.0303537	0.0275599	0.0287197	0.021565	0.0320743	0.0294271	0.0305581	0.0235056	0.0	0.0198174	0.0207165	0.0133589	0.0355699	0.033148	0.0343741	0.0275552	0.0374147	0.0350381	0.036387	0.0294455	0.0462605	0.0442527	0.0452094	0.038731	0.0285624	0.0257121	0.0268025	0.0194542	
moss_0.006_2x_1	0.0270678	0.0222376	0.021954	0.0158716	0.0280062	0.0232183	0.0230243	0.0168926	0.0295753	0.0250528	0.0248929	0.0188212	0.0198174	0.0	0.0143511	0.00806311	0.0330437	0.0287664	0.0285792	0.0226922	0.0350592	0.0305408	0.0305214	0.024695	0.0438411	0.0397226	0.0395796	0.0339219	0.0260692	0.0213496	0.0210646	0.0148035	
moss_0.006_4x_1	0.0282981	0.0221003	0.020816	0.0156311	0.0290709	0.0230063	0.0217631	0.0165952	0.0306491	0.0248327	0.0236531	0.0184753	0.0207165	0.0143511	0.0	0.00747311	0.0341533	0.0285073	0.027318	0.0222744	0.0360134	0.0302831	0.0292035	0.0241724	0.0448255	0.0393229	0.0383261	0.0333604	0.0271875	0.0212035	0.019932	0.0146239	
moss_0.006_8x_1	0.0208495	0.0157853	0.01532	0.0090911	0.0218061	0.0167556	0.016432	0.0101343	0.0235842	0.0187522	0.0184146	0.0121935	0.0133589	0.00806311	0.00747311	0.0	0.0272725	0.0225854	0.0223026	0.0163084	0.0292615	0.0244497	0.0243218	0.0183197	0.0383352	0.0340164	0.033764	0.0280206	0.0198517	0.0148542	0.0143874	0.00801686	
moss_0.008_1x_1	0.0310225	0.0283575	0.0291113	0.0221677	0.0321997	0.0292432	0.0302351	0.0232198	0.0338253	0.0311354	0.0321497	0.0251277	0.0355699	0.0330437	0.0341533	0.0272725	0.0	0.0198066	0.0205692	0.0133926	0.0390627	0.0364684	0.0375791	0.0309629	0.0476126	0.0453002	0.0462206	0.0398374	0.0301575	0.0273412	0.0282689	0.0210762	
moss_0.008_2x_1	0.028678	0.0240241	0.0235896	0.0176534	0.0296146	0.024897	0.0245193	0.0186186	0.0314631	0.0268379	0.0265531	0.0205283	0.033148	0.0287664	0.0285073	0.0225854	0.0198066	0.0	0.0141957	0.00794103	0.036574	0.0320824	0.0320234	0.0262863	0.0451008	0.0409887	0.0409394	0.0354526	0.0278361	0.0230018	0.022758	0.0166339	
moss_0.008_4x_1	0.0299978	0.0239421	0.0225407	0.0174969	0.0308893	0.0248319	0.0234326	0.0184187	0.0325212	0.026571	0.0253814	0.0202911	0.0343741	0.0285792	0.027318	0.0223026	0.0205692	0.0141957	0.0	0.0073027	0.0375159	0.0318507	0.0308038	0.0258492	0.0461056	0.0407368	0.0396197	0.0349011	0.0290457	0.0229696	0.0216866	0.0165353	
moss_0.008_8x_1	0.0227973	0.0177437	0.0171678	0.0111493	0.0237963	0.0187241	0.0181642	0.0121903	0.0255981	0.0206487	0.0202242	0.0141952	0.0275552	0.0226922	0.0222744	0.0163084	0.0133926	0.00794103	0.0073027	0.0	0.0310059	0.0262615	0.0260176	0.0201059	0.0398277	0.0353894	0.0351639	0.0295114	0.0218209	0.0167176	0.0162876	0.0100817	
moss_0.01_1x_1	0.0331966	0.0303944	0.0311155	0.0242202	0.0340923	0.0309839	0.0320696	0.0251419	0.0355158	0.0330195	0.0339534	0.0271276	0.0374147	0.0350592	0.0360134	0.0292615	0.0390627	0.036574	0.0375159	0.0310059	0.0	0.0196682	0.0204106	0.013358	0.049339	0.0471757	0.0481429	0.0420157	0.0322943	0.029426	0.0303098	0.0232008	
moss_0.01_2x_1	0.0306318	0.0259315	0.025406	0.019569	0.0314969	0.0267563	0.0264709	0.020527	0.0331334	0.0286157	0.0283097	0.0224216	0.0350381	0.0305408	0.0302831	0.0244497	0.0364684	0.0320824	0.0318507	0.0262615	0.0196682	0.0	0.0138696	0.00779089	0.0466499	0.042642	0.04247	0.03701	0.0296592	0.0250378	0.0245988	0.0185853	
moss_0.01_4x_1	0.031991	0.0260709	0.0245809	0.0195766	0.0328726	0.0268351	0.0254712	0.0205105	0.0344384	0.0286167	0.0273106	0.0223591	0.036387	0.0305214	0.0292035	0.0243218	0.0375791	0.0320234	0.0308038	0.0260176	0.0204106	0.0138696	0.0	0.00719547	0.0478797	0.0424591	0.0415298	0.0367355	0.0312166	0.0251854	0.0237308	0.018662	
moss_0.01_8x_1	0.0249615	0.0199052	0.0192328	0.0132882	0.0257671	0.0206852	0.0202723	0.0142487	0.0274568	0.022617	0.0221799	0.0162205	0.0294455	0.024695	0.0241724	0.0183197	0.0309629	0.0262863	0.0258492	0.0201059	0.013358	0.00779089	0.00719547	0.0	0.0417304	0.0373329	0.0369597	0.031506	0.0239327	0.0189358	0.0183941	0.0122057	
moss_0.02_1x_1	0.0421401	0.0390753	0.0400228	0.0335786	0.0427057	0.0400669	0.0410414	0.0344951	0.0444259	0.0418885	0.042918	0.0363157	0.0462605	0.0438411	0.0448255	0.0383352	0.0476126	0.0451008	0.0461056	0.0398277	0.049339	0.0466499	0.0478797	0.0417304	0.0	0.0200415	0.0203218	0.013553	0.0412775	0.0382244	0.0392881	0.032673	
moss_0.02_2x_1	0.0401062	0.0353158	0.0348107	0.0294455	0.0407738	0.0361433	0.0356579	0.0303194	0.0424411	0.0378772	0.0375247	0.0321846	0.0442527	0.0397226	0.0393229	0.0340164	0.0453002	0.0409887	0.0407368	0.0353894	0.0471757	0.042642	0.0424591	0.0373329	0.0200415	0.0	0.0135566	0.00776426	0.0390439	0.0345338	0.0339521	0.0285299	
moss_0.02_4x_1	0.041528	0.035372	0.0338591	0.0293114	0.0419786	0.0360051	0.0346725	0.0301543	0.0435793	0.037773	0.0365543	0.0319541	0.0452094	0.0395796	0.0383261	0.033764	0.0462206	0.0409394	0.0396197	0.0351639	0.0481429	0.04247	0.0415298	0.0369597	0.0203218	0.0135566	0.0	0.00666842	0.0403598	0.0345067	0.0330352	0.0284455	
moss_0.02_8x_1	0.0346192	0.029426	0.0286959	0.0233232	0.0353867	0.0303055	0.0295898	0.0242154	0.0369325	0.0321079	0.0315681	0.0261726	0.038731	0.0339219	0.0333604	0.0280206	0.0398374	0.0354526	0.0349011	0.0295114	0.0420157	0.03701	0.0367355	0.031506	0.013553	0.00776426	0.00666842	0.0	0.0335725	0.0285516	0.0277658	0.0223685	
moss_0.0_1x_1	0.0235194	0.0208669	0.0219996	0.0144261	0.0246322	0.0217469	0.0230266	0.0155356	0.0263686	0.0239099	0.0251286	0.0176692	0.0285624	0.0260692	0.0271875	0.0198517	0.0301575	0.0278361	0.0290457	0.0218209	0.0322943	0.0296592	0.0312166	0.0239327	0.0412775	0.0390439	0.0403598	0.0335725	0.0	0.0197673	0.0210138	0.0132803	
moss_0.0_2x_1	0.0208079	0.016247	0.0159516	0.00952299	0.021852	0.0171738	0.0170258	0.0105903	0.0237339	0.0192598	0.019109	0.012679	0.0257121	0.0213496	0.0212035	0.0148542	0.0273412	0.0230018	0.0229696	0.0167176	0.029426	0.0250378	0.0251854	0.0189358	0.0382244	0.0345338	0.0345067	0.0285516	0.0197673	0.0	0.0150392	0.00838418	
moss_0.0_4x_1	0.0220888	0.0160984	0.014859	0.00927335	0.0230063	0.0169672	0.0158538	0.0102993	0.0247032	0.01898	0.0178613	0.0122653	0.0268025	0.0210646	0.019932	0.0143874	0.0282689	0.022758	0.0216866	0.0162876	0.0303098	0.0245988	0.0237308	0.0183941	0.0392881	0.0339521	0.0330352	0.0277658	0.0210138	0.0150392	0.0	0.00819622	
moss_0.0_8x_1	0.0143632	0.00947218	0.00918628	0.00249224	0.0154292	0.0104577	0.0102931	0.00359858	0.0173092	0.0126425	0.0124371	0.00577993	0.0194542	0.0148035	0.0146239	0.00801686	0.0210762	0.0166339	0.0165353	0.0100817	0.0232008	0.0185853	0.018662	0.0122057	0.032673	0.0285299	0.0284455	0.0223685	0.0132803	0.00838418	0.00819622	0.0	
