sample	oyster_0.001_1x_1	oyster_0.001_2x_1	oyster_0.001_4x_1	oyster_0.001_8x_1	oyster_0.002_1x_1	oyster_0.002_2x_1	oyster_0.002_4x_1	oyster_0.002_8x_1	oyster_0.004_1x_1	oyster_0.004_2x_1	oyster_0.004_4x_1	oyster_0.004_8x_1	oyster_0.006_1x_1	oyster_0.006_2x_1	oyster_0.006_4x_1	oyster_0.006_8x_1	oyster_0.008_1x_1	oyster_0.008_2x_1	oyster_0.008_4x_1	oyster_0.008_8x_1	oyster_0.01_1x_1	oyster_0.01_2x_1	oyster_0.01_4x_1	oyster_0.01_8x_1	oyster_0.02_1x_1	oyster_0.02_2x_1	oyster_0.02_4x_1	oyster_0.02_8x_1	oyster_0.0_1x_1	oyster_0.0_2x_1	oyster_0.0_4x_1	oyster_0.0_8x_1	
oyster_0.008_4x_1	0.0291457	0.0227284	0.0213634	0.0162626	0.0301511	0.0237051	0.0223142	0.0172199	0.0318289	0.0257121	0.0241764	0.0191567	0.0337066	0.0275421	0.0261831	0.021068	0.0137352	0.0053542	0.0	0.00620899	0.0372878	0.0312032	0.0298697	0.025027	0.0467033	0.0406848	0.0393039	0.0344487	0.0280197	0.0218329	0.0203616	0.0152866	
oyster_0.008_8x_1	0.0223504	0.0168883	0.016192	0.0103065	0.0233148	0.0178095	0.0171354	0.0113111	0.0251779	0.0198816	0.0190998	0.0133283	0.0272207	0.0217821	0.0210809	0.0153185	0.0128057	0.00709425	0.00620899	0.0	0.0308904	0.0256092	0.0250203	0.0193623	0.0401209	0.0352237	0.0346712	0.0289894	0.0212679	0.0158863	0.0151373	0.00928511	
oyster_0.01_1x_1	0.0335291	0.0301437	0.0307525	0.0240573	0.0343985	0.0311443	0.0316998	0.025012	0.0361017	0.0330086	0.0337815	0.0271211	0.0380915	0.0349853	0.0356131	0.0290669	0.0396953	0.0365204	0.0372878	0.0308904	0.0	0.00752711	0.0139008	0.0130623	0.0505705	0.0476015	0.0484385	0.0420814	0.0323963	0.02923	0.029809	0.0231169	
oyster_0.01_2x_1	0.0304718	0.0252794	0.0246811	0.0189092	0.0312925	0.026221	0.02564	0.0198498	0.0330546	0.0280716	0.0276635	0.0218704	0.0349405	0.0299778	0.0294486	0.0238041	0.0367	0.0317786	0.0312032	0.0256092	0.00752711	0.0	0.00533144	0.00715981	0.0474625	0.0428831	0.0425133	0.0369669	0.0293595	0.024281	0.0237106	0.0179562	
oyster_0.01_4x_1	0.0312211	0.0248755	0.0234241	0.0183589	0.0321032	0.0257129	0.0242554	0.0193209	0.0338892	0.0277525	0.0262774	0.0212754	0.0355726	0.0294784	0.0280494	0.023086	0.037463	0.0312824	0.0298697	0.0250203	0.0139008	0.00533144	0.0	0.00619523	0.048354	0.0424339	0.0410227	0.036373	0.0300643	0.0239028	0.0224034	0.0173995	
oyster_0.01_8x_1	0.0245549	0.0189721	0.0182322	0.0124267	0.0253578	0.019902	0.0191261	0.0133878	0.027267	0.0219704	0.0211974	0.0154485	0.0290709	0.0238033	0.0230544	0.0173767	0.0309707	0.0256692	0.025027	0.0193623	0.0130623	0.00715981	0.00619523	0.0	0.0420903	0.0371239	0.0366108	0.0309585	0.0233034	0.018013	0.0172259	0.0114218	
oyster_0.02_1x_1	0.0427733	0.0396406	0.0402294	0.0337203	0.0438373	0.0404543	0.041178	0.0346153	0.0452578	0.0421276	0.0429511	0.0364417	0.0470822	0.0437478	0.0446082	0.0382274	0.0489745	0.0455767	0.0467033	0.0401209	0.0505705	0.0474625	0.048354	0.0420903	0.0	0.00752503	0.0138155	0.013164	0.0417426	0.0386722	0.039239	0.032667	
oyster_0.02_2x_1	0.0397937	0.0349524	0.0343062	0.0288661	0.0406563	0.0357912	0.0351718	0.0297663	0.0423278	0.0374806	0.0370071	0.0315647	0.0439501	0.0391602	0.0386429	0.0332821	0.0459578	0.0410278	0.0406848	0.0352237	0.0476015	0.0428831	0.0424339	0.0371239	0.00752503	0.0	0.00528856	0.00709684	0.0387294	0.0339521	0.0333862	0.0278466	
oyster_0.02_4x_1	0.0405109	0.0345067	0.0329519	0.0282854	0.0413757	0.0353064	0.0337852	0.029231	0.0430267	0.0371224	0.0357054	0.0310722	0.044774	0.0388255	0.0372688	0.0327469	0.0467161	0.0406529	0.0393039	0.0346712	0.0484385	0.0425133	0.0410227	0.0366108	0.0138155	0.00528856	0.0	0.00597269	0.039482	0.0336879	0.0321009	0.0273636	
oyster_0.02_8x_1	0.0339232	0.0286642	0.0279391	0.0223845	0.0348539	0.0295567	0.0288341	0.0233774	0.0365275	0.0313945	0.0307405	0.025292	0.0383154	0.0331467	0.0324092	0.0270724	0.0402409	0.0350011	0.0344487	0.0289894	0.0420814	0.0369669	0.036373	0.0309585	0.013164	0.00709684	0.00597269	0.0	0.0329327	0.0278199	0.0269872	0.0214048	
oyster_0.0_1x_1	0.0237316	0.0205092	0.0211312	0.0141515	0.0247859	0.0214608	0.0221017	0.015188	0.0265862	0.0234448	0.0240938	0.0172524	0.0287753	0.0254678	0.0261068	0.0192826	0.0305863	0.0273143	0.0280197	0.0212679	0.0323963	0.0293595	0.0300643	0.0233034	0.0417426	0.0387294	0.039482	0.0329327	0.0	0.00727231	0.0135473	0.0125253	
oyster_0.0_2x_1	0.0205626	0.0154659	0.0148906	0.00883986	0.0215559	0.0163597	0.015865	0.00984171	0.0233698	0.0183882	0.0178813	0.0119296	0.0254339	0.0203982	0.0199033	0.0139216	0.0273394	0.0223286	0.0218329	0.0158863	0.02923	0.024281	0.0239028	0.018013	0.0386722	0.0339521	0.0336879	0.0278199	0.00727231	0.0	0.00535319	0.00721755	
oyster_0.0_4x_1	0.0212083	0.0148969	0.013485	0.00810858	0.0222001	0.015803	0.0144383	0.00912531	0.0241017	0.0178551	0.0164509	0.0111664	0.0260578	0.0198066	0.0184317	0.0131558	0.0278876	0.0217343	0.0203616	0.0151373	0.029809	0.0237106	0.0224034	0.0172259	0.039239	0.0333862	0.0321009	0.0269872	0.0135473	0.00535319	0.0	0.00655382	
oyster_0.0_8x_1	0.0142118	0.00883562	0.00817286	0.00198004	0.0152841	0.00981486	0.0091526	0.00301309	0.0171371	0.0118801	0.0112099	0.00515851	0.0192611	0.0139094	0.0132721	0.00723209	0.0210429	0.0158533	0.0152866	0.00928511	0.0231169	0.0179562	0.0173995	0.0114218	0.032667	0.0278466	0.0273636	0.0214048	0.0125253	0.00721755	0.00655382	0.0	
