sample	club-moss_0.001_1x_1	club-moss_0.001_2x_1	club-moss_0.001_4x_1	club-moss_0.001_8x_1	club-moss_0.002_1x_1	club-moss_0.002_2x_1	club-moss_0.002_4x_1	club-moss_0.002_8x_1	club-moss_0.004_1x_1	club-moss_0.004_2x_1	club-moss_0.004_4x_1	club-moss_0.004_8x_1	club-moss_0.006_1x_1	club-moss_0.006_2x_1	club-moss_0.006_4x_1	club-moss_0.006_8x_1	club-moss_0.008_1x_1	club-moss_0.008_2x_1	club-moss_0.008_4x_1	club-moss_0.008_8x_1	club-moss_0.01_1x_1	club-moss_0.01_2x_1	club-moss_0.01_4x_1	club-moss_0.01_8x_1	club-moss_0.02_1x_1	club-moss_0.02_2x_1	club-moss_0.02_4x_1	club-moss_0.02_8x_1	club-moss_0.0_1x_1	club-moss_0.0_2x_1	club-moss_0.0_4x_1	club-moss_0.0_8x_1	
club-moss_0.01_2x_1	0.0281101	0.0239831	0.023976	0.0181387	0.0290135	0.0248311	0.0248442	0.0190571	0.030886	0.0264851	0.0265486	0.0208314	0.0323282	0.028199	0.0282961	0.0225268	0.03425	0.0298802	0.0299642	0.0242714	0.0186799	0.0	0.0131969	0.00749742	0.0444103	0.040157	0.0403797	0.0348068	0.0274456	0.0230318	0.0231395	0.0172073	
club-moss_0.01_4x_1	0.0295299	0.0241525	0.0233278	0.0182922	0.0302596	0.0249938	0.0241955	0.0191775	0.0321218	0.026659	0.0259463	0.0209214	0.033749	0.0284465	0.0275684	0.0225957	0.0354055	0.0300844	0.0291954	0.0242554	0.0195546	0.0131969	0.0	0.00687783	0.0456095	0.0400767	0.0391964	0.0345403	0.0287674	0.023324	0.0225377	0.0174295	
club-moss_0.01_8x_1	0.0225766	0.0181127	0.0179958	0.0120356	0.0234487	0.0189697	0.0189146	0.0129659	0.0253316	0.0207545	0.0207111	0.0148302	0.0269726	0.022548	0.0224661	0.0166957	0.0287306	0.0243058	0.0241891	0.0184723	0.0128502	0.00749742	0.00687783	0.0	0.0392075	0.0347454	0.0347649	0.029235	0.0217399	0.017227	0.0171234	0.011076	
club-moss_0.02_1x_1	0.0396325	0.0368509	0.0380284	0.0314068	0.0403499	0.0377611	0.0390016	0.0323728	0.0421419	0.0394549	0.0404743	0.0340253	0.0435623	0.0410057	0.0421936	0.0357844	0.0451893	0.0428245	0.0438583	0.0375144	0.0470086	0.0444103	0.0456095	0.0392075	0.0	0.0192432	0.0199294	0.0134475	0.0389002	0.036246	0.0373504	0.0305646	
club-moss_0.02_2x_1	0.0372616	0.0328006	0.0327875	0.0273013	0.0378712	0.0336543	0.0336867	0.0281536	0.0397517	0.0351865	0.0352464	0.0297746	0.0410431	0.0368438	0.0367639	0.0313788	0.0427094	0.0383276	0.0383824	0.033011	0.0442217	0.040157	0.0400767	0.0347454	0.0192432	0.0	0.0130036	0.00749949	0.0365416	0.0321056	0.032109	0.0265387	
club-moss_0.02_4x_1	0.0384587	0.0331212	0.0320419	0.0275505	0.0390423	0.0338315	0.0328726	0.0283243	0.0409242	0.0354593	0.0343985	0.0298749	0.0422579	0.0369081	0.0358801	0.0314507	0.0438354	0.0385491	0.0374938	0.0330606	0.045489	0.0403797	0.0391964	0.0347649	0.0199294	0.0130036	0.0	0.00656407	0.0377938	0.0323845	0.0313619	0.0267329	
club-moss_0.02_8x_1	0.0318736	0.027254	0.0270009	0.0215267	0.0324976	0.0280225	0.0279057	0.0223787	0.0344165	0.0297788	0.0294969	0.0241199	0.0357871	0.0312981	0.0311121	0.0258016	0.0374337	0.0330026	0.03276	0.0274288	0.0391303	0.0348068	0.0345403	0.029235	0.0134475	0.00749949	0.00656407	0.0	0.0311665	0.026495	0.026258	0.0206839	
club-moss_0.0_1x_1	0.0215226	0.0190109	0.0204507	0.013007	0.0224413	0.0198371	0.0214076	0.0139915	0.0244199	0.0218654	0.0233164	0.016029	0.0259811	0.0236469	0.0251169	0.0179487	0.0280053	0.0256769	0.0270577	0.0198733	0.0299095	0.0274456	0.0287674	0.0217399	0.0389002	0.0365416	0.0377938	0.0311665	0.0	0.017503	0.0192604	0.0119874	
club-moss_0.0_2x_1	0.0188062	0.014648	0.014957	0.00849421	0.0196739	0.0156392	0.0159598	0.00945109	0.021804	0.017531	0.0178135	0.0114645	0.0233148	0.0193667	0.0196255	0.0133545	0.0251854	0.0211769	0.0215573	0.0152434	0.0270156	0.0230318	0.023324	0.017227	0.036246	0.0321056	0.0323845	0.026495	0.017503	0.0	0.0136713	0.00748941	
club-moss_0.0_4x_1	0.0203407	0.0150038	0.0142496	0.0086755	0.0212343	0.0158685	0.0153052	0.00967407	0.0231358	0.0177709	0.0171141	0.0116147	0.0247744	0.0196029	0.0188935	0.0134713	0.0266212	0.0213958	0.0207485	0.0153476	0.0283312	0.0231395	0.0225377	0.0171234	0.0373504	0.032109	0.0313619	0.026258	0.0192604	0.0136713	0.0	0.00770271	
club-moss_0.0_8x_1	0.0128684	0.00853213	0.00866036	0.00201281	0.0138245	0.00947694	0.00971797	0.00305076	0.0158706	0.0114536	0.0117001	0.00514007	0.0175556	0.0133712	0.0136169	0.00714274	0.0194567	0.0153018	0.0155861	0.00912232	0.0213455	0.0172073	0.0174295	0.011076	0.0305646	0.0265387	0.0267329	0.0206839	0.0119874	0.00748941	0.00770271	0.0	
