sample	rotifer_0.001_1x_1	rotifer_0.001_2x_1	rotifer_0.001_4x_1	rotifer_0.001_8x_1	rotifer_0.002_1x_1	rotifer_0.002_2x_1	rotifer_0.002_4x_1	rotifer_0.002_8x_1	rotifer_0.004_1x_1	rotifer_0.004_2x_1	rotifer_0.004_4x_1	rotifer_0.004_8x_1	rotifer_0.006_1x_1	rotifer_0.006_2x_1	rotifer_0.006_4x_1	rotifer_0.006_8x_1	rotifer_0.008_1x_1	rotifer_0.008_2x_1	rotifer_0.008_4x_1	rotifer_0.008_8x_1	rotifer_0.01_1x_1	rotifer_0.01_2x_1	rotifer_0.01_4x_1	rotifer_0.01_8x_1	rotifer_0.02_1x_1	rotifer_0.02_2x_1	rotifer_0.02_4x_1	rotifer_0.02_8x_1	rotifer_0.0_1x_1	rotifer_0.0_2x_1	rotifer_0.0_4x_1	rotifer_0.0_8x_1	
rotifer_0.004_4x_1	0.0253552	0.018238	0.016333	0.0114172	0.0261533	0.0191677	0.0173092	0.01244	0.0200486	0.0127985	0.0	0.00637087	0.0302447	0.0230958	0.0212535	0.0164089	0.0321927	0.0252777	0.0233522	0.0184894	0.0340316	0.0270193	0.0250686	0.020297	0.0436719	0.0365289	0.0349063	0.0301077	0.0243604	0.0173114	0.0152974	0.0104268	
rotifer_0.004_8x_1	0.0189092	0.0126195	0.0113967	0.0058444	0.0197161	0.0135805	0.0123797	0.00687075	0.0140043	0.00763664	0.00637087	0.0	0.0237877	0.0176219	0.0163267	0.010962	0.0257542	0.0197433	0.018427	0.0129869	0.0277487	0.0215552	0.0202339	0.0149349	0.0373315	0.03108	0.0300295	0.0247154	0.0178294	0.0116678	0.0103616	0.00484981	
rotifer_0.006_1x_1	0.0314676	0.0272605	0.0273971	0.020885	0.0322055	0.0281246	0.0281739	0.0218237	0.0343203	0.030233	0.0302447	0.0237877	0.0	0.0194884	0.0200981	0.0139747	0.0383595	0.0342679	0.0342424	0.0279277	0.0399608	0.0359831	0.0359625	0.029683	0.049639	0.0456177	0.0455645	0.0394804	0.0304912	0.0262651	0.0262677	0.0198161	
rotifer_0.006_2x_1	0.0270321	0.0213193	0.0202723	0.0147068	0.0282563	0.0223084	0.0211408	0.0156909	0.0301268	0.024285	0.0230958	0.0176219	0.0194884	0.0	0.0126689	0.00756015	0.0342513	0.028301	0.0272189	0.0217518	0.035809	0.0300411	0.0288941	0.0235287	0.0460014	0.0397581	0.0388115	0.0334798	0.0262298	0.0203231	0.0191389	0.0136517	
rotifer_0.006_4x_1	0.0272809	0.0202658	0.0183296	0.0134137	0.0281507	0.0211367	0.0192709	0.0144005	0.0302554	0.0231902	0.0212535	0.0163267	0.0200981	0.0126689	0.0	0.00624657	0.0341876	0.0271285	0.0252164	0.0203917	0.0357749	0.0288791	0.0268687	0.0221807	0.0458894	0.0386491	0.0368538	0.0321485	0.0263393	0.0191855	0.0172915	0.0124065	
rotifer_0.006_8x_1	0.0208193	0.0147068	0.0134634	0.00794563	0.0218449	0.0156909	0.0143748	0.00895902	0.0238824	0.0177154	0.0164089	0.010962	0.0139747	0.00756015	0.00624657	0.0	0.0279602	0.0217434	0.0204336	0.0150935	0.0296167	0.0235502	0.0221512	0.0169029	0.0397098	0.0332906	0.0321369	0.0268951	0.0198995	0.0136994	0.0124045	0.00691789	
rotifer_0.008_1x_1	0.0335898	0.0292218	0.0293278	0.0228754	0.0343152	0.0301437	0.0303023	0.0238934	0.0363255	0.0322195	0.0321927	0.0257542	0.0383595	0.0342513	0.0341876	0.0279602	0.0	0.0195559	0.0199601	0.0139266	0.0419609	0.0378981	0.0379459	0.0318026	0.0518576	0.0475993	0.0475728	0.0415907	0.0325295	0.028201	0.0282271	0.0218597	
rotifer_0.008_2x_1	0.0293646	0.0234686	0.0223903	0.0168506	0.0303762	0.0244199	0.0234096	0.0179053	0.0321834	0.0264059	0.0252777	0.0197433	0.0342679	0.028301	0.0271285	0.0217434	0.0195559	0.0	0.0126718	0.00764803	0.0377982	0.0320095	0.0309508	0.0256024	0.0477102	0.0415385	0.040757	0.0354431	0.0284445	0.0224822	0.0213152	0.0158162	
rotifer_0.008_4x_1	0.0294312	0.0223084	0.0203609	0.0155336	0.0303923	0.0232608	0.0214027	0.0165739	0.0323939	0.0252189	0.0233522	0.018427	0.0342424	0.0272189	0.0252164	0.0204336	0.0199601	0.0126718	0.0	0.00625768	0.0377774	0.030897	0.0289472	0.0242594	0.0479021	0.0405042	0.0387945	0.0340746	0.028336	0.0213744	0.019402	0.0145395	
rotifer_0.008_8x_1	0.0229366	0.0167491	0.0155037	0.0100106	0.02395	0.0177381	0.0164999	0.0110416	0.025889	0.0197579	0.0184894	0.0129869	0.0279277	0.0217518	0.0203917	0.0150935	0.0139266	0.00764803	0.00625768	0.0	0.0315896	0.0255563	0.0241987	0.0189485	0.0416029	0.0351758	0.0340911	0.0288771	0.022006	0.0157666	0.0144575	0.00899424	
rotifer_0.01_1x_1	0.0353332	0.0309795	0.0309541	0.0247032	0.0361488	0.0319518	0.0320557	0.0257061	0.0381141	0.0342245	0.0340316	0.0277487	0.0399608	0.035809	0.0357749	0.0296167	0.0419609	0.0377982	0.0377774	0.0315896	0.0	0.0194729	0.0197908	0.013923	0.0536534	0.0491385	0.0491573	0.0432492	0.0343357	0.0301066	0.0299431	0.0236888	
rotifer_0.01_2x_1	0.0312847	0.0251069	0.0240486	0.0185717	0.0320338	0.0260893	0.0249971	0.019544	0.0341507	0.0282048	0.0270193	0.0215552	0.0359831	0.0300411	0.0288791	0.0235502	0.0378981	0.0320095	0.030897	0.0255563	0.0194729	0.0	0.0125582	0.0076106	0.0491573	0.0431062	0.042335	0.036987	0.0300179	0.024305	0.023004	0.0176084	
rotifer_0.01_4x_1	0.03122	0.0240993	0.0220931	0.0173612	0.0319783	0.0249921	0.0230664	0.0182945	0.0341545	0.0271018	0.0250686	0.0202339	0.0359625	0.0288941	0.0268687	0.0221512	0.0379459	0.0309508	0.0289472	0.0241987	0.0197908	0.0125582	0.0	0.00617152	0.0494814	0.0423529	0.04072	0.0359803	0.0300516	0.0231652	0.0211265	0.0163387	
rotifer_0.01_8x_1	0.0249019	0.0186287	0.0173407	0.0119168	0.0257155	0.0196098	0.0183273	0.0128995	0.0279086	0.0216634	0.020297	0.0149349	0.029683	0.0235287	0.0221807	0.0169029	0.0318026	0.0256024	0.0242594	0.0189485	0.013923	0.0076106	0.00617152	0.0	0.0432679	0.0369683	0.0359281	0.0306741	0.0237893	0.0176861	0.01631	0.0109091	
rotifer_0.02_1x_1	0.0448374	0.0409428	0.0407738	0.0346764	0.0458832	0.0416203	0.0417041	0.0355793	0.0476503	0.0433463	0.0436719	0.0373315	0.049639	0.0460014	0.0458894	0.0397098	0.0518576	0.0477102	0.0479021	0.0416029	0.0536534	0.0491573	0.0494814	0.0432679	0.0	0.0195672	0.0200396	0.0141556	0.0438908	0.0399397	0.0398617	0.0336568	
rotifer_0.02_2x_1	0.0403515	0.0347649	0.0337029	0.0284337	0.0414189	0.0357599	0.0347284	0.0293482	0.0433987	0.0374968	0.0365289	0.03108	0.0456177	0.0397581	0.0386491	0.0332906	0.0475993	0.0415385	0.0405042	0.0351758	0.0491385	0.0431062	0.0423529	0.0369683	0.0195672	0.0	0.0124416	0.00752236	0.0396277	0.0340164	0.0327099	0.0274008	
rotifer_0.02_4x_1	0.0407066	0.0339282	0.0320338	0.0273375	0.0416029	0.0348801	0.0330727	0.0282737	0.0436265	0.0367156	0.0349063	0.0300295	0.0455645	0.0388115	0.0368538	0.0321369	0.0475728	0.040757	0.0387945	0.0340911	0.0491573	0.042335	0.04072	0.0359281	0.0200396	0.0124416	0.0	0.00614435	0.0398682	0.0330026	0.0310479	0.0263429	
rotifer_0.02_8x_1	0.0344848	0.028468	0.0272152	0.0219498	0.0355685	0.0295186	0.0282844	0.0229396	0.0374792	0.0312534	0.0301077	0.0247154	0.0394804	0.0334798	0.0321485	0.0268951	0.0415907	0.0354431	0.0340746	0.0288771	0.0432492	0.036987	0.0359803	0.0306741	0.0141556	0.00752236	0.00614435	0.0	0.0336867	0.0276201	0.0262386	0.0209503	
rotifer_0.0_1x_1	0.0254959	0.0213855	0.0214456	0.0149402	0.0264014	0.0222664	0.0223149	0.0158645	0.0284054	0.0241995	0.0243604	0.0178294	0.0304912	0.0262298	0.0263393	0.0198995	0.0325295	0.0284445	0.028336	0.022006	0.0343357	0.0300179	0.0300516	0.0237893	0.0438908	0.0396277	0.0398682	0.0336867	0.0	0.0194014	0.0199167	0.0138394	
rotifer_0.0_2x_1	0.0212541	0.0153466	0.0143688	0.00869195	0.0221958	0.0163597	0.015358	0.00972212	0.0242994	0.018506	0.0173114	0.0116678	0.0262651	0.0203231	0.0191855	0.0136994	0.028201	0.0224822	0.0213744	0.0157666	0.0301066	0.024305	0.0231652	0.0176861	0.0399397	0.0340164	0.0330026	0.0276201	0.0194014	0.0	0.0127252	0.00764024	
rotifer_0.0_4x_1	0.0212706	0.0142774	0.0123888	0.00739604	0.0221965	0.0151661	0.013334	0.00838828	0.0243242	0.0172535	0.0152974	0.0103616	0.0262677	0.0191389	0.0172915	0.0124045	0.0282271	0.0213152	0.019402	0.0144575	0.0299431	0.023004	0.0211265	0.01631	0.0398617	0.0327099	0.0310479	0.0262386	0.0199167	0.0127252	0.0	0.00631742	
rotifer_0.0_8x_1	0.014813	0.00865939	0.0074391	0.00184757	0.0157676	0.00959834	0.00842498	0.00284868	0.0178773	0.0116934	0.0104268	0.00484981	0.0198161	0.0136517	0.0124065	0.00691789	0.0218597	0.0158162	0.0145395	0.00899424	0.0236888	0.0176084	0.0163387	0.0109091	0.0336568	0.0274008	0.0263429	0.0209503	0.0138394	0.00764024	0.00631742	0.0	
