sample	leech_0.001_1x_1	leech_0.001_2x_1	leech_0.001_4x_1	leech_0.001_8x_1	leech_0.002_1x_1	leech_0.002_2x_1	leech_0.002_4x_1	leech_0.002_8x_1	leech_0.004_1x_1	leech_0.004_2x_1	leech_0.004_4x_1	leech_0.004_8x_1	leech_0.006_1x_1	leech_0.006_2x_1	leech_0.006_4x_1	leech_0.006_8x_1	leech_0.008_1x_1	leech_0.008_2x_1	leech_0.008_4x_1	leech_0.008_8x_1	leech_0.01_1x_1	leech_0.01_2x_1	leech_0.01_4x_1	leech_0.01_8x_1	leech_0.02_1x_1	leech_0.02_2x_1	leech_0.02_4x_1	leech_0.02_8x_1	leech_0.0_1x_1	leech_0.0_2x_1	leech_0.0_4x_1	leech_0.0_8x_1	
leech_0.004_4x_1	0.0249615	0.0178687	0.0159011	0.011059	0.0259497	0.0188965	0.0168393	0.0120683	0.0201666	0.0128417	0.0	0.0060453	0.0302011	0.022758	0.0207538	0.0160321	0.0321648	0.024978	0.0229127	0.0180734	0.034086	0.0268551	0.0246004	0.0199665	0.0439904	0.0364895	0.0344474	0.0298393	0.0240898	0.0170008	0.0148623	0.0100717	
leech_0.004_8x_1	0.0188651	0.0125494	0.0111238	0.00580557	0.0197313	0.0136103	0.0120885	0.00681558	0.0140649	0.00747904	0.0060453	0.0	0.0239405	0.0174863	0.0160675	0.0107934	0.0261129	0.0195803	0.0181312	0.0128354	0.0279516	0.021542	0.0199524	0.0147315	0.0379624	0.0314271	0.029982	0.0248089	0.0180383	0.0116973	0.0101044	0.00482622	
leech_0.006_1x_1	0.0321299	0.0271727	0.0272753	0.0209402	0.0327947	0.0282582	0.0281661	0.0218612	0.0350777	0.0303751	0.0302011	0.0239405	0.0	0.0204618	0.0202515	0.0140207	0.0390455	0.0342156	0.0340936	0.0278675	0.0406127	0.0363842	0.036117	0.0299022	0.0505879	0.0460638	0.0460305	0.0398325	0.0307449	0.0265075	0.0262219	0.0199116	
leech_0.006_2x_1	0.0273013	0.0211598	0.0198689	0.0144827	0.028201	0.0220717	0.0209335	0.0155561	0.0303269	0.024085	0.022758	0.0174863	0.0204618	0.0	0.0129041	0.00753693	0.0343934	0.0281594	0.0268433	0.0214657	0.036221	0.0302383	0.0288241	0.0235966	0.0461473	0.0399088	0.03868	0.0334157	0.0263101	0.0202495	0.0188808	0.013504	
leech_0.006_4x_1	0.027033	0.0198428	0.0178551	0.0130615	0.027988	0.0208113	0.018814	0.0141111	0.0300833	0.0229254	0.0207538	0.0160675	0.0202515	0.0129041	0.0	0.0060736	0.0342347	0.0268933	0.0248484	0.0200428	0.0361308	0.0288251	0.0266707	0.0220217	0.0459889	0.0384434	0.0365952	0.0318782	0.0260928	0.0189782	0.0168554	0.0120998	
leech_0.006_8x_1	0.0208615	0.0144401	0.0131053	0.00777787	0.0217322	0.0154883	0.0141176	0.00880177	0.0238761	0.0175472	0.0160321	0.0107934	0.0140207	0.00753693	0.0060736	0.0	0.0280245	0.0215657	0.0200524	0.0147472	0.029831	0.0235425	0.0219647	0.0167813	0.0398115	0.0333004	0.0319035	0.0267808	0.0199556	0.0136138	0.0120844	0.0067626	
leech_0.008_1x_1	0.0338365	0.0295237	0.0293349	0.0231093	0.0349734	0.0305419	0.0302511	0.0240629	0.0371008	0.0322872	0.0321648	0.0261129	0.0390455	0.0343934	0.0342347	0.0280245	0.0	0.020589	0.0202976	0.0141162	0.0429309	0.0385906	0.0382123	0.0320719	0.0528132	0.0481519	0.0481384	0.0419238	0.0330159	0.0287157	0.0282621	0.0220552	
leech_0.008_2x_1	0.0292646	0.0232092	0.022086	0.0166222	0.0301851	0.024273	0.0231026	0.0176477	0.0323704	0.0263013	0.024978	0.0195803	0.0342156	0.0281594	0.0268933	0.0215657	0.020589	0.0	0.0130241	0.00761449	0.0383169	0.0322604	0.0307405	0.0254993	0.0480481	0.0419185	0.0407789	0.0355158	0.0284543	0.0224442	0.0211081	0.0156407	
leech_0.008_4x_1	0.0290155	0.0219285	0.0200814	0.0151983	0.0300295	0.0229853	0.0210809	0.0162511	0.0321694	0.0249383	0.0229127	0.0181312	0.0340936	0.0268433	0.0248484	0.0200524	0.0202976	0.0130241	0.0	0.00610947	0.0381654	0.0309839	0.0288172	0.0241319	0.0479627	0.0406613	0.0387449	0.0340354	0.0281516	0.0211933	0.019087	0.0142187	
leech_0.008_8x_1	0.0228077	0.0164957	0.0152066	0.00983299	0.0237776	0.0175663	0.0161982	0.0108773	0.0260011	0.019529	0.0180734	0.0128354	0.0278675	0.0214657	0.0200428	0.0147472	0.0141162	0.00761449	0.00610947	0.0	0.0319599	0.0256666	0.0240866	0.0188398	0.0418674	0.0354109	0.0340139	0.0288681	0.0219789	0.0157398	0.0141823	0.00885682	
leech_0.01_1x_1	0.0358596	0.0311788	0.0312233	0.0250013	0.0368652	0.0323575	0.0321846	0.0259732	0.0392912	0.0342449	0.034086	0.0279516	0.0406127	0.036221	0.0361308	0.029831	0.0429309	0.0383169	0.0381654	0.0319599	0.0	0.0206719	0.0202469	0.0141796	0.0548719	0.0500982	0.0499499	0.0437345	0.0348539	0.0304535	0.0302032	0.0239815	
leech_0.01_2x_1	0.0310933	0.0251453	0.0239429	0.0185622	0.0322114	0.0262501	0.0248747	0.0196173	0.0344307	0.0281207	0.0268551	0.021542	0.0363842	0.0302383	0.0288251	0.0235425	0.0385906	0.0322604	0.0309839	0.0256666	0.0206719	0.0	0.0129344	0.00762466	0.0501445	0.0439367	0.0425767	0.0374513	0.0303751	0.0243122	0.0229688	0.0175517	
leech_0.01_4x_1	0.0306535	0.0237028	0.0217385	0.0170095	0.0318427	0.0247867	0.0227232	0.0180354	0.0338892	0.0267022	0.0246004	0.0199524	0.036117	0.0288241	0.0266707	0.0219647	0.0382123	0.0307405	0.0288172	0.0240866	0.0202469	0.0129344	0.0	0.00601281	0.049979	0.0424411	0.0404078	0.035809	0.0300242	0.0229292	0.0207305	0.01599	
leech_0.01_8x_1	0.0247687	0.0184258	0.0170623	0.0117534	0.0257508	0.0195128	0.0180354	0.0128265	0.0278895	0.02136	0.0199665	0.0147315	0.0299022	0.0235966	0.0220217	0.0167813	0.0320719	0.0254993	0.0241319	0.0188398	0.0141796	0.00762466	0.00601281	0.0	0.0438583	0.0373431	0.0358609	0.0307318	0.0238981	0.0176011	0.0160464	0.0107596	
leech_0.02_1x_1	0.0454829	0.041178	0.0411831	0.034884	0.0466456	0.0423457	0.0420459	0.0360396	0.0487305	0.0443285	0.0439904	0.0379624	0.0505879	0.0461473	0.0459889	0.0398115	0.0528132	0.0480481	0.0479627	0.0418674	0.0548719	0.0501445	0.049979	0.0438583	0.0	0.0207105	0.0203263	0.0141368	0.0448434	0.040441	0.0401866	0.0340126	
leech_0.02_2x_1	0.040931	0.034888	0.0337715	0.0285329	0.0420175	0.036196	0.0347519	0.0296447	0.043975	0.0379564	0.0364895	0.0314271	0.0460638	0.0399088	0.0384434	0.0333004	0.0481519	0.0419185	0.0406613	0.0354109	0.0500982	0.0439367	0.0424411	0.0373431	0.0207105	0.0	0.0130417	0.00766604	0.0402047	0.0341583	0.0327947	0.0275853	
leech_0.02_4x_1	0.0407873	0.0336258	0.031782	0.0270559	0.041892	0.0348238	0.0327421	0.0281661	0.0438182	0.0366844	0.0344474	0.029982	0.0460305	0.03868	0.0365952	0.0319035	0.0481384	0.0407789	0.0387449	0.0340139	0.0499499	0.0425767	0.0404078	0.0358609	0.0203263	0.0130417	0.0	0.00608537	0.0401767	0.0328918	0.030746	0.0261331	
leech_0.02_8x_1	0.0346946	0.0283429	0.0270605	0.0218407	0.0357544	0.0295939	0.0280408	0.0229875	0.0377062	0.0314023	0.0298393	0.0248089	0.0398325	0.0334157	0.0318782	0.0267808	0.0419238	0.0355158	0.0340354	0.0288681	0.0437345	0.0374513	0.035809	0.0307318	0.0141368	0.00766604	0.00608537	0.0	0.0339106	0.0276362	0.0260333	0.0209261	
leech_0.0_1x_1	0.0258717	0.0212124	0.0213022	0.0149681	0.026896	0.0223685	0.0222534	0.0159716	0.02908	0.0244126	0.0240898	0.0180383	0.0307449	0.0263101	0.0260928	0.0199556	0.0330159	0.0284543	0.0281516	0.0219789	0.0348539	0.0303751	0.0300242	0.0238981	0.0448434	0.0402047	0.0401767	0.0339106	0.0	0.0205309	0.0201788	0.0139325	
leech_0.0_2x_1	0.0215754	0.0152576	0.0141203	0.00868066	0.0224369	0.0164236	0.0150862	0.00971312	0.024611	0.0182753	0.0170008	0.0116973	0.0265075	0.0202495	0.0189782	0.0136138	0.0287157	0.0224442	0.0211933	0.0157398	0.0304535	0.0243122	0.0229292	0.0176011	0.040441	0.0341583	0.0328918	0.0276362	0.0205309	0.0	0.0130404	0.00767625	
leech_0.0_4x_1	0.0210897	0.0138656	0.0119436	0.00708532	0.0219498	0.0149831	0.0129263	0.00810796	0.0241979	0.0168834	0.0148623	0.0101044	0.0262219	0.0188808	0.0168554	0.0120844	0.0282621	0.0211081	0.019087	0.0141823	0.0302032	0.0229688	0.0207305	0.0160464	0.0401866	0.0327947	0.030746	0.0260333	0.0201788	0.0130404	0.0	0.00608671	
leech_0.0_8x_1	0.0148974	0.00847989	0.00714361	0.00176506	0.0157919	0.0095637	0.00812439	0.00278915	0.0180423	0.0115752	0.0100717	0.00482622	0.0199116	0.013504	0.0120998	0.0067626	0.0220552	0.0156407	0.0142187	0.00885682	0.0239815	0.0175517	0.01599	0.0107596	0.0340126	0.0275853	0.0261331	0.0209261	0.0139325	0.00767625	0.00608671	0.0	
