sample	SRR10727867	SRR10727874	SRR10727875	SRR7296837	SRR7296908	SRR7296922	SRR7296925	SRR7296926	SRR7296936	SRR7296939	SRR7296941	SRR7297019	SRR7297028	SRR7297029	SRR7297030	SRR7297031	SRR7297032	SRR7297033	SRR7297034	SRR7297035	SRR7297062	SRR7297120	SRR7297148	SRR7297180	SRR7297282	SRR7297335	SRR7297404	SRR7297609	SRR7297615	SRR7297630	SRR7297632	SRR7297637	SRR7297639	SRR7297640	SRR7297642	SRR7297643	SRR8201154	SRR8809771	SRR8810286	SRR9647357	SRR9647438	SRR9647439	SRR9647576
SRR7297030	0.0142445	0.01513	0.0137737	0.0117811	0.0118638	0.0188392	0.0124909	0.0146812	0.0104945	0.0135561	0.0144243	0.0126149	0.0091973	0.010366	0.0	0.0149233	0.0106351	0.0172805	0.0099975	0.0120885	0.0131991	0.0133471	0.0133209	0.0136143	0.011059	0.0127964	0.0118029	0.0131848	0.0135088	0.0136931	0.0131312	0.0147134	0.0155971	0.0149123	0.0173258	0.014407	0.0142718	0.0128939	0.0121346	0.0144308	0.0143446	0.0135402	0.0139298
SRR7297031	0.0116784	0.0108994	0.00977797	0.00822118	0.00833593	0.0163623	0.00757565	0.0104938	0.00912232	0.00922305	0.00976929	0.00842403	0.00894851	0.00971589	0.0149233	0.0	0.00964408	0.0148456	0.00935823	0.00869227	0.00889866	0.00910537	0.00906426	0.00800394	0.00762556	0.00507476	0.00821837	0.00449994	0.00605624	0.00928981	0.00720476	0.00662464	0.0161	0.00678709	0.0105507	0.00524306	0.0103043	0.010683	0.0104051	0.0101293	0.0117569	0.011255	0.00989871
SRR7297032	0.0100795	0.0107063	0.00964614	0.00807269	0.00802271	0.0168516	0.00853501	0.0105819	0.0062152	0.00899852	0.0100558	0.00803503	0.00463807	0.00537041	0.0106351	0.00964408	0.0	0.0146187	0.00518647	0.00736985	0.00881152	0.00867357	0.00882585	0.00926965	0.00726298	0.00883823	0.00815047	0.00852799	0.00905433	0.00943342	0.00876864	0.00976442	0.0131265	0.00992466	0.0144589	0.0091943	0.0098295	0.00903185	0.00875469	0.0102228	0.0101186	0.00959834	0.00975262
SRR7297033	0.0161118	0.0118303	0.0106447	0.00756909	0.00818126	0.0174891	0.0140503	0.0110748	0.0134348	0.00968339	0.0154878	0.0106204	0.0132203	0.0148049	0.0172805	0.0148456	0.0146187	0.0	0.0142367	0.0146154	0.0138187	0.0113384	0.0096004	0.012262	0.00916526	0.0126203	0.0126408	0.0131606	0.0143311	0.0145184	0.0141768	0.0156061	0.0185829	0.0158731	0.0172628	0.0143279	0.0138954	0.0148274	0.0141231	0.0115533	0.0163006	0.0153008	0.0105058
SRR7297034	0.00961483	0.0102658	0.00918662	0.007697	0.00767445	0.0164052	0.00807052	0.0100512	0.00571889	0.00868582	0.00950831	0.00783549	0.00451653	0.00508343	0.0099975	0.00935823	0.00518647	0.0142367	0.0	0.00691419	0.00832209	0.0084694	0.00858681	0.00882911	0.00683309	0.00842752	0.00755717	0.00814798	0.00839239	0.00897711	0.00803072	0.00910471	0.0125004	0.00933089	0.0139938	0.00879916	0.00956987	0.00848657	0.00813649	0.00942561	0.00965372	0.00907353	0.00922774
SRR7297035	0.00995769	0.0097672	0.00874206	0.00798519	0.00793216	0.0164767	0.00762945	0.0098452	0.00484689	0.00919263	0.00935317	0.00832618	0.00671094	0.00716242	0.0120885	0.00869227	0.00736985	0.0146154	0.00691419	0.0	0.00921101	0.0089003	0.00888819	0.00945789	0.00735105	0.00771958	0.00828597	0.0074034	0.00789762	0.00938224	0.00828189	0.00861631	0.0121176	0.00880599	0.0133712	0.00822118	0.0105654	0.00891668	0.00859707	0.0093373	0.0100604	0.00947422	0.00891307
SRR7297062	0.0101956	0.00930697	0.00814549	0.00715837	0.00705023	0.0162881	0.00460937	0.00893242	0.00792053	0.00888296	0.00992501	0.00788816	0.00758401	0.00880534	0.0131991	0.00889866	0.00881152	0.0138187	0.00832209	0.00921101	0.0	0.00841738	0.00807516	0.00763005	0.00679357	0.0072097	0.00307797	0.00727056	0.00617771	0.00480534	0.00692073	0.00711097	0.0144425	0.00722947	0.0128867	0.00829067	0.00734988	0.00905698	0.0086282	0.00892094	0.0103216	0.00978945	0.00791503
SRR7297120	0.0104679	0.00771808	0.00672328	0.00455144	0.00461917	0.0132373	0.00826183	0.00764743	0.00762227	0.00597641	0.00955925	0.00415022	0.00758162	0.00882585	0.0133471	0.00910537	0.00867357	0.0113384	0.0084694	0.0089003	0.00841738	0.0	0.00553618	0.0071153	0.00309234	0.00762077	0.0076988	0.00771627	0.00889997	0.00914561	0.00870777	0.00990011	0.0146826	0.00994047	0.0134383	0.00862113	0.00867454	0.00938325	0.00898468	0.00709396	0.0105537	0.0101165	0.00666535
SRR7297148	0.0106775	0.00632831	0.00535471	0.00299924	0.00261719	0.0138268	0.00804891	0.00624468	0.00770211	0.00462658	0.0101385	0.00499376	0.00756045	0.00903846	0.0133209	0.00906426	0.00882585	0.0096004	0.00858681	0.00888819	0.00807516	0.00553618	0.0	0.00597375	0.00394094	0.00737544	0.00684554	0.00755836	0.00876637	0.00819715	0.00857944	0.00981695	0.0145142	0.0100109	0.0132069	0.00859514	0.00789305	0.00960109	0.00913728	0.00621277	0.0108079	0.0103083	0.00529587
SRR7297180	0.0112776	0.00873396	0.00763485	0.00560747	0.00511594	0.0146509	0.00759207	0.00733198	0.0082268	0.00591499	0.00961827	0.00649551	0.00811075	0.0091686	0.0136143	0.00800394	0.00926965	0.012262	0.00882911	0.00945789	0.00763005	0.0071153	0.00597375	0.0	0.00546043	0.00529914	0.0065013	0.00650599	0.00775821	0.00771898	0.00775821	0.00870002	0.0136258	0.00888885	0.0121038	0.00751523	0.00744176	0.0102028	0.00974811	0.00744471	0.0113816	0.0108672	0.00765943
SRR7297282	0.00885715	0.00615349	0.00501667	0.00279988	0.00288874	0.0108027	0.00652947	0.00595334	0.00588123	0.00438698	0.00792145	0.00255819	0.00585307	0.00736192	0.011059	0.00762556	0.00726298	0.00916526	0.00683309	0.00735105	0.00679357	0.00309234	0.00394094	0.00546043	0.0	0.00571005	0.00586333	0.00595705	0.00714708	0.00765463	0.00695977	0.00831171	0.0123181	0.00848021	0.0111451	0.00711645	0.0072254	0.00767715	0.00707093	0.00548955	0.00904738	0.00840599	0.00501248
SRR7297335	0.0101328	0.00929015	0.00803812	0.00623629	0.00637853	0.0137908	0.00595652	0.00791839	0.0075682	0.00671122	0.00850758	0.0069324	0.00726473	0.00888558	0.0127964	0.00507476	0.00883823	0.0126203	0.00842752	0.00771958	0.0072097	0.00762077	0.00737544	0.00529914	0.00571005	0.0	0.00622007	0.00352431	0.00496646	0.00786013	0.00607093	0.00598862	0.0127441	0.00617313	0.0087787	0.00473904	0.00745477	0.00891865	0.00835767	0.00727436	0.0102551	0.00969203	0.00805601
SRR7297404	0.00928511	0.008574	0.00728691	0.0060461	0.00563717	0.014943	0.00333173	0.00801809	0.00704851	0.00808567	0.00914794	0.00717922	0.00663996	0.00809495	0.0118029	0.00821837	0.00815047	0.0126408	0.00755717	0.00828597	0.00307797	0.0076988	0.00684554	0.0065013	0.00586333	0.00622007	0.0	0.00642152	0.00532766	0.00363854	0.00609286	0.00638345	0.0131545	0.0065871	0.0117139	0.00756164	0.00616802	0.00809526	0.00747311	0.00797874	0.00943546	0.00881413	0.00710434
SRR7297609	0.0100526	0.00936195	0.00811137	0.00657766	0.00667065	0.014493	0.00602478	0.00919764	0.00764743	0.00793858	0.00838639	0.0070138	0.00746394	0.00857464	0.0131848	0.00449994	0.00852799	0.0131606	0.00814798	0.0074034	0.00727056	0.00771627	0.00755836	0.00650599	0.00595705	0.00352431	0.00642152	0.0	0.00472215	0.00778241	0.00581737	0.00557834	0.0142256	0.00579379	0.00890554	0.00414723	0.00866197	0.00898798	0.00854618	0.00856696	0.0101524	0.00958701	0.00819216
SRR7297615	0.0105602	0.0092408	0.00810796	0.00780726	0.00784492	0.0157126	0.00493236	0.00912863	0.00818282	0.00903879	0.00906227	0.00818562	0.00811385	0.00880599	0.0135088	0.00605624	0.00905433	0.0143311	0.00839239	0.00789762	0.00617771	0.00889997	0.00876637	0.00775821	0.00714708	0.00496646	0.00532766	0.00472215	0.0	0.00666004	0.00442437	0.00409849	0.0149406	0.00430695	0.010542	0.00563226	0.00831957	0.00938968	0.00901336	0.00870777	0.0106153	0.00999503	0.00817379
SRR7297630	0.0108426	0.00963512	0.00857592	0.00771687	0.00731675	0.0169466	0.00469086	0.00943342	0.00852767	0.00930327	0.0105969	0.00860476	0.00827844	0.00927402	0.0136931	0.00928981	0.00943342	0.0145184	0.00897711	0.00938224	0.00480534	0.00914561	0.00819715	0.00771898	0.00765463	0.00786013	0.00363854	0.00778241	0.00666004	0.0	0.00752503	0.00760103	0.0152086	0.00770783	0.0135796	0.00882487	0.00775701	0.00974603	0.00934574	0.00972905	0.0109271	0.0103978	0.00859771
SRR7297632	0.0104584	0.00945041	0.00833058	0.00758491	0.00760253	0.0154724	0.00571395	0.00930293	0.00832366	0.00891111	0.00945857	0.00809248	0.00771084	0.00852862	0.0131312	0.00720476	0.00876864	0.0141768	0.00803072	0.00828189	0.00692073	0.00870777	0.00857944	0.00775821	0.00695977	0.00607093	0.00609286	0.00581737	0.00442437	0.00752503	0.0	0.00523378	0.0145612	0.00545916	0.0115799	0.00676063	0.00876053	0.00935756	0.00898106	0.00876247	0.010591	0.00997283	0.00841675
SRR7297637	0.0114641	0.0102917	0.0091536	0.00900808	0.00903978	0.0169743	0.00588228	0.0100987	0.00908746	0.0100144	0.00991484	0.00921636	0.00908978	0.00946911	0.0147134	0.00662464	0.00976442	0.0156061	0.00910471	0.00861631	0.00711097	0.00990011	0.00981695	0.00870002	0.00831171	0.00598862	0.00638345	0.00557834	0.00409849	0.00760103	0.00523378	0.0	0.0160167	0.00479079	0.0116705	0.0062696	0.00919497	0.0103685	0.0100937	0.00972558	0.0114431	0.0109035	0.00923846
SRR7297639	0.0154972	0.0162459	0.0148346	0.0132677	0.013239	0.020153	0.0139743	0.0145433	0.010561	0.0137343	0.0154466	0.0138674	0.0115666	0.0127935	0.0155971	0.0161	0.0131265	0.0185829	0.0125004	0.0121176	0.0144425	0.0146826	0.0145142	0.0136258	0.0123181	0.0127441	0.0131545	0.0142256	0.0149406	0.0152086	0.0145612	0.0160167	0.0	0.0162366	0.0182998	0.0154684	0.0142395	0.0141915	0.0134278	0.0139565	0.0156758	0.0150213	0.0148102
SRR7297640	0.0116886	0.0104839	0.00935891	0.009207	0.00921268	0.0170956	0.00596129	0.010332	0.00926462	0.0101375	0.0101663	0.00931674	0.00925858	0.00967304	0.0149123	0.00678709	0.00992466	0.0158731	0.00933089	0.00880599	0.00722947	0.00994047	0.0100109	0.00888885	0.00848021	0.00617313	0.0065871	0.00579379	0.00430695	0.00770783	0.00545916	0.00479079	0.0162366	0.0	0.0118323	0.00650102	0.00937818	0.0106727	0.0103671	0.00993028	0.0116571	0.0111862	0.00944157
SRR7297642	0.0157403	0.0152037	0.0137423	0.0118025	0.0118973	0.0180654	0.0115221	0.0147272	0.0132634	0.0134541	0.0141198	0.0126287	0.0130177	0.0145245	0.0173258	0.0105507	0.0144589	0.0172628	0.0139938	0.0133712	0.0128867	0.0134383	0.0132069	0.0121038	0.0111451	0.0087787	0.0117139	0.00890554	0.010542	0.0135796	0.0115799	0.0116705	0.0182998	0.0118323	0.0	0.0101667	0.0142829	0.0143935	0.0136963	0.0142265	0.0158772	0.0152096	0.0138101
SRR7297643	0.0111356	0.0103126	0.00913562	0.00765283	0.00778362	0.0159016	0.00717488	0.0101638	0.00867292	0.0087385	0.00917927	0.00797414	0.00849675	0.00925589	0.014407	0.00524306	0.0091943	0.0143279	0.00879916	0.00822118	0.00829067	0.00862113	0.00859514	0.00751523	0.00711645	0.00473904	0.00756164	0.00414723	0.00563226	0.00882487	0.00676063	0.0062696	0.0154684	0.00650102	0.0101667	0.0	0.00972801	0.0100445	0.00974777	0.00956507	0.0112282	0.0106348	0.00923812
SRR8201154	0.0111139	0.00985323	0.00874854	0.00716995	0.00674545	0.0164562	0.0075399	0.00822274	0.00947524	0.00752414	0.0110242	0.0081713	0.00864781	0.00988505	0.0142718	0.0103043	0.0098295	0.0138954	0.00956987	0.0105654	0.00734988	0.00867454	0.00789305	0.00744176	0.0072254	0.00745477	0.00616802	0.00866197	0.00831957	0.00775701	0.00876053	0.00919497	0.0142395	0.00937818	0.0142829	0.00972801	0.0	0.0100247	0.00956473	0.00816974	0.0111744	0.0106668	0.00857464
SRR8809771	0.00397792	0.0107	0.0095288	0.00828628	0.00838386	0.0168807	0.00842372	0.0104726	0.00798151	0.00982218	0.0106565	0.00885846	0.00782274	0.00894358	0.0128939	0.010683	0.00903185	0.0148274	0.00848657	0.00891668	0.00905698	0.00938325	0.00960109	0.0102028	0.00767715	0.00891865	0.00809526	0.00898798	0.00938968	0.00974603	0.00935756	0.0103685	0.0141915	0.0106727	0.0143935	0.0100445	0.0100247	0.0	0.00185804	0.00965062	0.003907	0.00342699	0.00959216
SRR8810286	0.00347926	0.010332	0.00902194	0.00768136	0.00774583	0.0160002	0.00791962	0.00999221	0.00751196	0.00938122	0.0102597	0.00841897	0.00734225	0.00865328	0.0121346	0.0104051	0.00875469	0.0141231	0.00813649	0.00859707	0.0086282	0.00898468	0.00913728	0.00974811	0.00707093	0.00835767	0.00747311	0.00854618	0.00901336	0.00934574	0.00898106	0.0100937	0.0134278	0.0103671	0.0136963	0.00974777	0.00956473	0.00185804	0.0	0.00912232	0.00346051	0.00301898	0.00909873
SRR9647357	0.010747	0.00490886	0.00372174	0.00496155	0.00531856	0.0152149	0.00896132	0.00329684	0.00829444	0.00528554	0.00970447	0.00655133	0.00901138	0.0103747	0.0144308	0.0101293	0.0102228	0.0115533	0.00942561	0.0093373	0.00892094	0.00709396	0.00621277	0.00744471	0.00548955	0.00727436	0.00797874	0.00856696	0.00870777	0.00972905	0.00876247	0.00972558	0.0139565	0.00993028	0.0142265	0.00956507	0.00816974	0.00965062	0.00912232	0.0	0.0109436	0.0101795	0.00378132
SRR9647438	0.00494437	0.0118172	0.0107633	0.00965166	0.00972974	0.0184511	0.0096248	0.0117091	0.00918394	0.0110174	0.011847	0.0100406	0.00904242	0.010013	0.0143446	0.0117569	0.0101186	0.0163006	0.00965372	0.0100604	0.0103216	0.0105537	0.0108079	0.0113816	0.00904738	0.0102551	0.00943546	0.0101524	0.0106153	0.0109271	0.010591	0.0114431	0.0156758	0.0116571	0.0158772	0.0112282	0.0111744	0.003907	0.00346051	0.0109436	0.0	0.00444911	0.0108542
SRR9647439	0.00455715	0.0110204	0.00986931	0.00870971	0.00912897	0.017716	0.00904044	0.0107838	0.00864105	0.0101425	0.0111614	0.00955617	0.00849357	0.00953153	0.0135402	0.011255	0.00959834	0.0153008	0.00907353	0.00947422	0.00978945	0.0101165	0.0103083	0.0108672	0.00840599	0.00969203	0.00881413	0.00958701	0.00999503	0.0103978	0.00997283	0.0109035	0.0150213	0.0111862	0.0152096	0.0106348	0.0106668	0.00342699	0.00301898	0.0101795	0.00444911	0.0	0.0102604
SRR9647576	0.0107011	0.00393867	0.00292018	0.00387766	0.00409666	0.0149865	0.00842403	0.00361071	0.00795696	0.00577444	0.00944429	0.00610866	0.00852192	0.00981381	0.0139298	0.00989871	0.00975262	0.0105058	0.00922774	0.00891307	0.00791503	0.00666535	0.00529587	0.00765943	0.00501248	0.00805601	0.00710434	0.00819216	0.00817379	0.00859771	0.00841675	0.00923846	0.0148102	0.00944157	0.0138101	0.00923812	0.00857464	0.00959216	0.00909873	0.00378132	0.0108542	0.0102604	0.0
