sample	rotifer_0.001_1x_1	rotifer_0.001_2x_1	rotifer_0.001_4x_1	rotifer_0.001_8x_1	rotifer_0.002_1x_1	rotifer_0.002_2x_1	rotifer_0.002_4x_1	rotifer_0.002_8x_1	rotifer_0.004_1x_1	rotifer_0.004_2x_1	rotifer_0.004_4x_1	rotifer_0.004_8x_1	rotifer_0.006_1x_1	rotifer_0.006_2x_1	rotifer_0.006_4x_1	rotifer_0.006_8x_1	rotifer_0.008_1x_1	rotifer_0.008_2x_1	rotifer_0.008_4x_1	rotifer_0.008_8x_1	rotifer_0.01_1x_1	rotifer_0.01_2x_1	rotifer_0.01_4x_1	rotifer_0.01_8x_1	rotifer_0.02_1x_1	rotifer_0.02_2x_1	rotifer_0.02_4x_1	rotifer_0.02_8x_1	rotifer_0.0_1x_1	rotifer_0.0_2x_1	rotifer_0.0_4x_1	rotifer_0.0_8x_1	
rotifer_0.004_4x_1	0.0254415	0.0183911	0.0162756	0.0113936	0.0263048	0.0191744	0.0172502	0.0124032	0.0199103	0.0126932	0.0	0.0062886	0.0300295	0.0230499	0.0210768	0.0162642	0.0322253	0.0250835	0.0231577	0.0183062	0.0342029	0.0272004	0.0251587	0.0204875	0.0436057	0.0368195	0.0349774	0.0300749	0.0243419	0.0172193	0.0152866	0.0103714	
rotifer_0.004_8x_1	0.0189672	0.0128489	0.0114497	0.00593349	0.0199505	0.0136628	0.0124065	0.0069418	0.013885	0.00767114	0.0062886	0.0	0.0237028	0.0176945	0.0163654	0.0109459	0.025818	0.0196934	0.0184052	0.0129437	0.0278504	0.0218329	0.0204566	0.0151392	0.0376588	0.0316487	0.0302277	0.0249681	0.017875	0.0116654	0.0104366	0.00488516	
rotifer_0.006_1x_1	0.0315071	0.0273319	0.0271672	0.0207859	0.0327123	0.0280341	0.0281449	0.0218167	0.0340784	0.0301193	0.0300295	0.0237028	0.0	0.0194847	0.019971	0.013899	0.0378846	0.0339912	0.0339925	0.0275806	0.0399934	0.0357503	0.0359748	0.0296612	0.0497422	0.0455379	0.0455257	0.0393864	0.0303537	0.0260989	0.0261823	0.019761	
rotifer_0.006_2x_1	0.0272161	0.021542	0.0202197	0.0147068	0.0284054	0.0223076	0.021274	0.0157232	0.0301596	0.024403	0.0230499	0.0176945	0.0194847	0.0	0.0127243	0.00760372	0.0339672	0.0283068	0.027022	0.0215957	0.0361336	0.030265	0.0291002	0.0237893	0.0456976	0.0399088	0.0386692	0.0333985	0.0261972	0.0202352	0.0192691	0.0136797	
rotifer_0.006_4x_1	0.0273691	0.0204395	0.0182397	0.0134322	0.0282553	0.0211469	0.0193271	0.0144532	0.0300992	0.0232334	0.0210768	0.0163654	0.019971	0.0127243	0.0	0.00624982	0.0341152	0.0271082	0.0251536	0.020282	0.0360865	0.0290457	0.0271884	0.0224588	0.0456033	0.0386954	0.0369052	0.0320812	0.0262907	0.01921	0.0172987	0.012442	
rotifer_0.006_8x_1	0.0208193	0.0148355	0.013344	0.00790434	0.0220153	0.0156011	0.0143921	0.0089098	0.0238127	0.0177698	0.0162642	0.0109459	0.013899	0.00760372	0.00624982	0.0	0.0276928	0.0216578	0.0203133	0.01487	0.0298143	0.0236927	0.022304	0.0170188	0.0396534	0.0335143	0.0321904	0.0269215	0.0198174	0.0135916	0.0123662	0.00688862	
rotifer_0.008_1x_1	0.0334798	0.0292554	0.0292228	0.0228315	0.0343331	0.0299505	0.0301183	0.02373	0.0361488	0.0323728	0.0322253	0.025818	0.0378846	0.0339672	0.0341152	0.0276928	0.0	0.0195816	0.0199352	0.013972	0.0418445	0.0378712	0.03777	0.0315999	0.0517432	0.0475463	0.0475551	0.0413636	0.0324304	0.0281063	0.0282368	0.0218301	
rotifer_0.008_2x_1	0.0290649	0.0233652	0.0221785	0.0166584	0.0303569	0.0242626	0.0231887	0.017703	0.0319461	0.0263917	0.0250835	0.0196934	0.0339912	0.0283068	0.0271082	0.0216578	0.0195816	0.0	0.0126463	0.00764863	0.0379699	0.0322978	0.0309795	0.0256349	0.0475021	0.0416954	0.040606	0.0351891	0.0281014	0.0222484	0.0212227	0.0156738	
rotifer_0.008_4x_1	0.0294435	0.022426	0.0202658	0.0154958	0.0302767	0.023241	0.0212926	0.0164947	0.0321218	0.0252567	0.0231577	0.0184052	0.0339925	0.027022	0.0251536	0.0203133	0.0199352	0.0126463	0.0	0.00625172	0.0381096	0.0311576	0.0291478	0.024453	0.0475529	0.0406328	0.0387078	0.0339584	0.0282388	0.021209	0.0193271	0.0144973	
rotifer_0.008_8x_1	0.0228665	0.0168333	0.015397	0.00994363	0.0240067	0.0176523	0.0163293	0.0109496	0.0257921	0.0198422	0.0183062	0.0129437	0.0275806	0.0215957	0.020282	0.01487	0.013972	0.00764863	0.00625172	0.0	0.031685	0.0257448	0.0242666	0.0190006	0.0414864	0.0353251	0.0340442	0.0287028	0.0218124	0.0155836	0.0144056	0.00891832	
rotifer_0.01_1x_1	0.0354243	0.0312847	0.0313205	0.0248821	0.0363227	0.0321648	0.0322802	0.0259098	0.0382123	0.0341571	0.0342029	0.0278504	0.0399934	0.0361336	0.0360865	0.0298143	0.0418445	0.0379699	0.0381096	0.031685	0.0	0.0193797	0.0198689	0.0139031	0.0538045	0.049899	0.0498579	0.0436227	0.0343459	0.0301087	0.0302959	0.0238722	
rotifer_0.01_2x_1	0.0313305	0.0256144	0.0243644	0.0187918	0.0324033	0.0264112	0.0253156	0.0198314	0.0341761	0.0284847	0.0272004	0.0218329	0.0357503	0.030265	0.0290457	0.0236927	0.0378712	0.0322978	0.0311576	0.0257448	0.0193797	0.0	0.0124917	0.00755955	0.049916	0.0439827	0.0429291	0.0375497	0.0303248	0.0244837	0.023382	0.0178061	
rotifer_0.01_4x_1	0.031444	0.024436	0.0223562	0.0175036	0.0322475	0.0251227	0.023337	0.0185024	0.0340392	0.027181	0.0251587	0.0204566	0.0359748	0.0291002	0.0271884	0.022304	0.03777	0.0309795	0.0291478	0.0242666	0.0198689	0.0124917	0.0	0.00612019	0.0497182	0.0426984	0.0408548	0.0361267	0.0304159	0.0232828	0.0213008	0.0164931	
rotifer_0.01_8x_1	0.0251044	0.0189521	0.0176011	0.0120743	0.0260543	0.0197168	0.0185557	0.0130967	0.0279659	0.0218966	0.0204875	0.0151392	0.0296612	0.0237893	0.0224588	0.0170188	0.0315999	0.0256349	0.024453	0.0190006	0.0139031	0.00755955	0.00612019	0.0	0.0436133	0.0375968	0.0362739	0.0309883	0.0240289	0.0177432	0.0165628	0.0110491	
rotifer_0.02_1x_1	0.0455216	0.0411318	0.0410193	0.0348499	0.0460305	0.0421936	0.0419874	0.0357653	0.047586	0.0440557	0.0436057	0.0376588	0.0497422	0.0456976	0.0456033	0.0396534	0.0517432	0.0475021	0.0475529	0.0414864	0.0538045	0.049916	0.0497182	0.0436133	0.0	0.0197079	0.0198746	0.0141451	0.0441096	0.0400751	0.0400211	0.0337815	
rotifer_0.02_2x_1	0.0412191	0.0353519	0.0339988	0.0287485	0.041975	0.0361142	0.0349721	0.0297048	0.043887	0.0382501	0.0368195	0.0316487	0.0455379	0.0399088	0.0386954	0.0335143	0.0475463	0.0416954	0.0406328	0.0353251	0.049899	0.0439827	0.0426984	0.0375968	0.0197079	0.0	0.0125707	0.00764953	0.0401685	0.0342539	0.0330921	0.02778	
rotifer_0.02_4x_1	0.0411181	0.0342768	0.032123	0.0273533	0.041915	0.0350486	0.0331857	0.0283458	0.0436738	0.0369583	0.0349774	0.0302277	0.0455257	0.0386692	0.0369052	0.0321904	0.0475551	0.040606	0.0387078	0.0340442	0.0498579	0.0429291	0.0408548	0.0362739	0.0198746	0.0125707	0.0	0.00611858	0.0400522	0.0330824	0.0312434	0.0264183	
rotifer_0.02_8x_1	0.0349195	0.0287634	0.0272438	0.0219711	0.0357109	0.0296146	0.0282893	0.0229845	0.0374572	0.0315659	0.0300749	0.0249681	0.0393864	0.0333985	0.0320812	0.0269215	0.0413636	0.0351891	0.0339584	0.0287028	0.0436227	0.0375497	0.0361267	0.0309883	0.0141451	0.00764953	0.00611858	0.0	0.033789	0.0276192	0.0263464	0.0210402	
rotifer_0.0_1x_1	0.0256752	0.0213455	0.02136	0.01487	0.0266572	0.0223228	0.0224654	0.0159736	0.0283302	0.0242402	0.0243419	0.017875	0.0303537	0.0261972	0.0262907	0.0198174	0.0324304	0.0281014	0.0282388	0.0218124	0.0343459	0.0303248	0.0304159	0.0240289	0.0441096	0.0401685	0.0400522	0.033789	0.0	0.0193586	0.0200037	0.0138511	
rotifer_0.0_2x_1	0.0212494	0.0154272	0.0142496	0.00859098	0.0221742	0.0163393	0.0152797	0.00965648	0.0242762	0.0184818	0.0172193	0.0116654	0.0260989	0.0202352	0.01921	0.0135916	0.0281063	0.0222484	0.021209	0.0155836	0.0301087	0.0244837	0.0232828	0.0177432	0.0400751	0.0342539	0.0330824	0.0276192	0.0193586	0.0	0.012679	0.00753484	
rotifer_0.0_4x_1	0.0214684	0.0144645	0.0123834	0.00740016	0.0224398	0.0152728	0.0133523	0.00842847	0.024245	0.0173945	0.0152866	0.0104366	0.0261823	0.0192691	0.0172987	0.0123662	0.0282368	0.0212227	0.0193271	0.0144056	0.0302959	0.023382	0.0213008	0.0165628	0.0400211	0.0330921	0.0312434	0.0263464	0.0200037	0.012679	0.0	0.00635585	
rotifer_0.0_8x_1	0.014958	0.0087534	0.00740163	0.00184319	0.0159338	0.00965097	0.0084003	0.00286922	0.0178328	0.0117577	0.0103714	0.00488516	0.019761	0.0136797	0.012442	0.00688862	0.0218301	0.0156738	0.0144973	0.00891832	0.0238722	0.0178061	0.0164931	0.0110491	0.0337815	0.02778	0.0264183	0.0210402	0.0138511	0.00753484	0.00635585	0.0	
