sample	moss_0.001_1x_1	moss_0.001_2x_1	moss_0.001_4x_1	moss_0.001_8x_1	moss_0.002_1x_1	moss_0.002_2x_1	moss_0.002_4x_1	moss_0.002_8x_1	moss_0.004_1x_1	moss_0.004_2x_1	moss_0.004_4x_1	moss_0.004_8x_1	moss_0.006_1x_1	moss_0.006_2x_1	moss_0.006_4x_1	moss_0.006_8x_1	moss_0.008_1x_1	moss_0.008_2x_1	moss_0.008_4x_1	moss_0.008_8x_1	moss_0.01_1x_1	moss_0.01_2x_1	moss_0.01_4x_1	moss_0.01_8x_1	moss_0.02_1x_1	moss_0.02_2x_1	moss_0.02_4x_1	moss_0.02_8x_1	moss_0.0_1x_1	moss_0.0_2x_1	moss_0.0_4x_1	moss_0.0_8x_1	
moss_0.004_4x_1	0.0259932	0.020113	0.0187936	0.0134308	0.027077	0.0211578	0.0197901	0.0144907	0.0206327	0.0146769	0.0	0.00770994	0.0306774	0.0248113	0.023688	0.0184146	0.0320049	0.0264522	0.0252988	0.0202138	0.0340152	0.0284877	0.0272809	0.0221835	0.0425531	0.0371905	0.0363577	0.0314575	0.025101	0.0190949	0.0178164	0.0124553	
moss_0.004_8x_1	0.0186459	0.013724	0.0132925	0.00690282	0.0197598	0.0148207	0.0143888	0.00802517	0.0132908	0.00821306	0.00770994	0.0	0.0236345	0.0188254	0.0184782	0.0122902	0.0251069	0.0205725	0.0203094	0.0141842	0.0271395	0.0226097	0.0223142	0.0163225	0.0361128	0.0317101	0.0316964	0.0259011	0.017707	0.0126551	0.0123189	0.00585097	
moss_0.006_1x_1	0.0293646	0.0266401	0.0275355	0.020448	0.0304535	0.0276447	0.0285723	0.0214767	0.0320234	0.0295991	0.0306774	0.0236345	0.0	0.0198244	0.0207325	0.0133305	0.035685	0.0332686	0.0342003	0.0274027	0.0375939	0.0350724	0.0362224	0.0294322	0.0460097	0.0436473	0.0450467	0.0384587	0.0282165	0.02564	0.0265988	0.0193382	
moss_0.006_2x_1	0.0268252	0.0222347	0.0217659	0.0157828	0.0278466	0.0232114	0.0228241	0.0168049	0.0296343	0.0251653	0.0248113	0.0188254	0.0198244	0.0	0.0144799	0.0080931	0.0330376	0.028595	0.0284044	0.0225077	0.0348814	0.0305982	0.0304912	0.0246265	0.0431025	0.0393134	0.0391964	0.0336158	0.0258587	0.0212727	0.0209079	0.0147206	
moss_0.006_4x_1	0.0281574	0.0221871	0.0207879	0.0155926	0.0290921	0.0231169	0.0218061	0.0165628	0.0307242	0.0250029	0.023688	0.0184782	0.0207325	0.0144799	0.0	0.00756045	0.0339748	0.0283839	0.0271368	0.0221476	0.0359638	0.0305106	0.0293135	0.0242778	0.0442916	0.0390141	0.038099	0.0331978	0.0271598	0.0211967	0.019839	0.0146126	
moss_0.006_8x_1	0.0208233	0.015893	0.0153062	0.00912032	0.0218527	0.016911	0.0164052	0.0102063	0.0236221	0.0189582	0.0184146	0.0122902	0.0133305	0.0080931	0.00756045	0.0	0.0271635	0.0225048	0.0221361	0.0161604	0.0292107	0.0246468	0.0243692	0.0183712	0.0378936	0.0335576	0.0334563	0.0277458	0.01982	0.014869	0.0143372	0.00804737	
moss_0.008_1x_1	0.0309927	0.0281545	0.0290689	0.0219412	0.0321195	0.0290891	0.0299852	0.0230378	0.0337353	0.0310966	0.0320049	0.0251069	0.035685	0.0330376	0.0339748	0.0271635	0.0	0.019768	0.0202898	0.0132351	0.0387449	0.0365924	0.0376796	0.0308849	0.047368	0.044915	0.0464101	0.0398893	0.0302096	0.0270779	0.0280677	0.0209571	
moss_0.008_2x_1	0.0286503	0.024017	0.0236252	0.0176359	0.0297204	0.0249872	0.0246061	0.0186233	0.0313205	0.0269188	0.0264522	0.0205725	0.0332686	0.028595	0.0283839	0.0225048	0.019768	0.0	0.0140942	0.00800517	0.036615	0.0323916	0.0321927	0.0264397	0.0447285	0.0411369	0.0410516	0.0355644	0.0276418	0.022912	0.022704	0.0165899	
moss_0.008_4x_1	0.0298603	0.0239193	0.0224909	0.0173789	0.0308224	0.0249127	0.0234425	0.0183653	0.0324116	0.0267554	0.0252988	0.0203094	0.0342003	0.0284044	0.0271368	0.0221361	0.0202898	0.0140942	0.0	0.00723617	0.0376337	0.032223	0.0310225	0.0259645	0.045815	0.0405743	0.0397243	0.0348893	0.0287972	0.0228568	0.0215782	0.0163675	
moss_0.008_8x_1	0.0226796	0.0177245	0.0171562	0.0110257	0.0237581	0.0187612	0.0181892	0.0121354	0.0253772	0.0207999	0.0202138	0.0141842	0.0274027	0.0225077	0.0221476	0.0161604	0.0132351	0.00800517	0.00723617	0.0	0.0309607	0.026511	0.026098	0.0202443	0.0394406	0.0352797	0.0350751	0.0295196	0.0216571	0.0166477	0.0161863	0.00996649	
moss_0.01_1x_1	0.0327528	0.0300738	0.0311266	0.0241525	0.0338052	0.031059	0.0321439	0.0250361	0.0355807	0.0331711	0.0340152	0.0271395	0.0375939	0.0348814	0.0359638	0.0292107	0.0387449	0.036615	0.0376337	0.0309607	0.0	0.0196708	0.020469	0.0132938	0.0489815	0.0466222	0.0478618	0.0416639	0.0319806	0.0291144	0.0301501	0.0230777	
moss_0.01_2x_1	0.0305657	0.026141	0.0257198	0.019737	0.0316907	0.0271561	0.0267067	0.0207912	0.0332869	0.0288341	0.0284877	0.0226097	0.0350724	0.0305982	0.0305106	0.0246468	0.0365924	0.0323916	0.032223	0.026511	0.0196708	0.0	0.0140654	0.00790862	0.0468426	0.0427623	0.0426184	0.0373329	0.0298049	0.0249963	0.0248179	0.0187283	
moss_0.01_4x_1	0.0318392	0.0260552	0.0246086	0.0196198	0.0330123	0.0269918	0.0255998	0.0205547	0.0344422	0.0287038	0.0272809	0.0223142	0.0362224	0.0304912	0.0293135	0.0243692	0.0376796	0.0321927	0.0310225	0.026098	0.020469	0.0140654	0.0	0.00724286	0.0477325	0.0424609	0.0413429	0.0367085	0.0310711	0.0249416	0.023702	0.0186459	
moss_0.01_8x_1	0.0247687	0.0199282	0.0192832	0.0132886	0.0258786	0.0208945	0.0203877	0.0143474	0.0275797	0.0228278	0.0221835	0.0163225	0.0294322	0.0246265	0.0242778	0.0183712	0.0308849	0.0264397	0.0259645	0.0202443	0.0132938	0.00790862	0.00724286	0.0	0.0414933	0.0372238	0.0369052	0.0314226	0.0239516	0.0187792	0.0183665	0.0122567	
moss_0.02_1x_1	0.0417584	0.039388	0.0399055	0.0335427	0.0428098	0.0401242	0.0410193	0.0344487	0.0439923	0.0415663	0.0425531	0.0361128	0.0460097	0.0431025	0.0442916	0.0378936	0.047368	0.0447285	0.045815	0.0394406	0.0489815	0.0468426	0.0477325	0.0414933	0.0	0.020012	0.0201007	0.0135331	0.0411677	0.0382805	0.0390048	0.0325153	
moss_0.02_2x_1	0.0395348	0.0351758	0.0346102	0.0291245	0.0404593	0.0360203	0.0356023	0.0299884	0.0419097	0.0375071	0.0371905	0.0317101	0.0436473	0.0393134	0.0390141	0.0335576	0.044915	0.0411369	0.0405743	0.0352797	0.0466222	0.0427623	0.0424609	0.0372238	0.020012	0.0	0.0134076	0.00772109	0.0389064	0.0341634	0.0337777	0.028265	
moss_0.02_4x_1	0.0408514	0.0352904	0.0336904	0.0291772	0.0419874	0.0361364	0.0346816	0.0300379	0.043097	0.0377151	0.0363577	0.0316964	0.0450467	0.0391964	0.038099	0.0334563	0.0464101	0.0410516	0.0397243	0.0350751	0.0478618	0.0426184	0.0413429	0.0369052	0.0201007	0.0134076	0.0	0.00665697	0.0403003	0.034273	0.0329375	0.0283019	
moss_0.02_8x_1	0.0342016	0.0294568	0.0287048	0.0231986	0.035273	0.0303366	0.0297361	0.0241207	0.0366277	0.0320037	0.0314575	0.0259011	0.0384587	0.0336158	0.0331978	0.0277458	0.0398893	0.0355644	0.0348893	0.0295196	0.0416639	0.0373329	0.0367085	0.0314226	0.0135331	0.00772109	0.00665697	0.0	0.0335415	0.0284103	0.0278199	0.0222397	
moss_0.0_1x_1	0.0235757	0.0207852	0.0219469	0.0144009	0.0245915	0.0219249	0.0230408	0.0155341	0.0265003	0.0240249	0.025101	0.017707	0.0282165	0.0258587	0.0271598	0.01982	0.0302096	0.0276418	0.0287972	0.0216571	0.0319806	0.0298049	0.0310711	0.0239516	0.0411677	0.0389064	0.0403003	0.0335415	0.0	0.019761	0.0209861	0.0132999	
moss_0.0_2x_1	0.0207685	0.0161423	0.015967	0.00947252	0.0218392	0.017243	0.0169802	0.0105441	0.0235464	0.0192328	0.0190949	0.0126551	0.02564	0.0212727	0.0211967	0.014869	0.0270779	0.022912	0.0228568	0.0166477	0.0291144	0.0249963	0.0249416	0.0187792	0.0382805	0.0341634	0.034273	0.0284103	0.019761	0.0	0.0149643	0.00837186	
moss_0.0_4x_1	0.0219526	0.0160727	0.014804	0.00919497	0.0229853	0.0170966	0.0158853	0.0103111	0.0246795	0.0190986	0.0178164	0.0123189	0.0265988	0.0209079	0.019839	0.0143372	0.0280677	0.022704	0.0215782	0.0161863	0.0301501	0.0248179	0.023702	0.0183665	0.0390048	0.0337777	0.0329375	0.0278199	0.0209861	0.0149643	0.0	0.00817752	
moss_0.0_8x_1	0.0142741	0.00946537	0.00917727	0.00245991	0.0154312	0.0105654	0.0103147	0.00361424	0.0172678	0.0127168	0.0124553	0.00585097	0.0193382	0.0147206	0.0146126	0.00804737	0.0209571	0.0165899	0.0163675	0.00996649	0.0230777	0.0187283	0.0186459	0.0122567	0.0325153	0.028265	0.0283019	0.0222397	0.0132999	0.00837186	0.00817752	0.0	
