sample	leech_0.001_1x_1	leech_0.001_2x_1	leech_0.001_4x_1	leech_0.001_8x_1	leech_0.002_1x_1	leech_0.002_2x_1	leech_0.002_4x_1	leech_0.002_8x_1	leech_0.004_1x_1	leech_0.004_2x_1	leech_0.004_4x_1	leech_0.004_8x_1	leech_0.006_1x_1	leech_0.006_2x_1	leech_0.006_4x_1	leech_0.006_8x_1	leech_0.008_1x_1	leech_0.008_2x_1	leech_0.008_4x_1	leech_0.008_8x_1	leech_0.01_1x_1	leech_0.01_2x_1	leech_0.01_4x_1	leech_0.01_8x_1	leech_0.02_1x_1	leech_0.02_2x_1	leech_0.02_4x_1	leech_0.02_8x_1	leech_0.0_1x_1	leech_0.0_2x_1	leech_0.0_4x_1	leech_0.0_8x_1	
leech_0.004_4x_1	0.0253814	0.0179791	0.0159475	0.0111416	0.0261199	0.0190919	0.0170307	0.0121923	0.020325	0.0129672	0.0	0.00609929	0.0302778	0.0229075	0.0209214	0.0161304	0.0323716	0.0249648	0.0227906	0.018155	0.0339244	0.0267898	0.0247662	0.0200011	0.0439712	0.0367497	0.0346283	0.0300158	0.0244094	0.0170786	0.0149947	0.0101631	
leech_0.004_8x_1	0.01912	0.0126082	0.0111135	0.00583731	0.0199697	0.013661	0.0122412	0.00689401	0.0140928	0.0075685	0.00609929	0.0	0.0239847	0.017483	0.0161196	0.0108415	0.0260823	0.0195503	0.0180573	0.0128566	0.0277364	0.0214221	0.0201336	0.0147486	0.0376648	0.0315026	0.0299148	0.0247744	0.0181561	0.0116116	0.010187	0.00485249	
leech_0.006_1x_1	0.0320153	0.0273236	0.0271276	0.0210104	0.0331103	0.0283975	0.028169	0.0219697	0.0350804	0.0305009	0.0302778	0.0239847	0.0	0.0206381	0.0202768	0.0142058	0.0389157	0.0341266	0.033942	0.0278256	0.0408244	0.0361087	0.0360893	0.0298508	0.0502596	0.0459869	0.0456115	0.0394868	0.0311365	0.0263128	0.0262122	0.0200312	
leech_0.006_2x_1	0.0274297	0.0211094	0.0198886	0.0144617	0.0282854	0.0221857	0.020916	0.0154704	0.03025	0.0241223	0.0229075	0.017483	0.0206381	0.0	0.012888	0.00755092	0.0344538	0.0281371	0.0267238	0.0214677	0.0360907	0.0300231	0.0286978	0.0233606	0.0456381	0.0399023	0.0383428	0.0330982	0.0265674	0.0199972	0.0188965	0.0134405	
leech_0.006_4x_1	0.0271976	0.0198663	0.0177908	0.0130567	0.028142	0.0209261	0.0188597	0.0140928	0.0301703	0.0228933	0.0209214	0.0161196	0.0202768	0.012888	0.0	0.00605144	0.0342679	0.0268233	0.0246811	0.0200589	0.0357354	0.0286345	0.026588	0.0218725	0.0457223	0.0385276	0.0362711	0.0317969	0.0262792	0.0189618	0.0168484	0.0120647	
leech_0.006_8x_1	0.0210172	0.0145118	0.0130344	0.00776214	0.0219569	0.0155291	0.014085	0.00879104	0.0239673	0.0174969	0.0161304	0.0108415	0.0142058	0.00755092	0.00605144	0.0	0.0280005	0.02144	0.0199301	0.014752	0.029681	0.0233423	0.0219441	0.0166446	0.0395796	0.0334317	0.0317671	0.0266635	0.0201168	0.0134894	0.0120634	0.00677667	
leech_0.008_1x_1	0.0338453	0.0294199	0.029232	0.0229262	0.0347885	0.0301958	0.0302959	0.0239193	0.036931	0.0324492	0.0323716	0.0260823	0.0389157	0.0344538	0.0342679	0.0280005	0.0	0.0206759	0.020342	0.0141515	0.0426075	0.0380629	0.0381111	0.0317443	0.052088	0.0482494	0.0479627	0.0417619	0.0329218	0.0284612	0.0283029	0.0219157	
leech_0.008_2x_1	0.0293902	0.023013	0.0218682	0.0164799	0.0302011	0.0241501	0.022989	0.0174506	0.0324151	0.0261182	0.0249648	0.0195503	0.0341266	0.0281371	0.0268233	0.02144	0.0206759	0.0	0.0129399	0.0075867	0.0379579	0.0319818	0.0307896	0.0252576	0.0475683	0.0419733	0.0403168	0.0352184	0.0283253	0.0222498	0.0209281	0.0154898	
leech_0.008_4x_1	0.0290639	0.0217547	0.0196871	0.0149865	0.0299557	0.0227847	0.0208126	0.0159654	0.0321799	0.02479	0.0227906	0.0180573	0.033942	0.0267238	0.0246811	0.0199301	0.020342	0.0129399	0.0	0.00604904	0.037773	0.0306448	0.0286117	0.0238307	0.0474867	0.0405559	0.0383413	0.0337727	0.0281729	0.0208911	0.018772	0.0139752	
leech_0.008_8x_1	0.0229598	0.0164163	0.0150324	0.00971866	0.0238761	0.017503	0.0161201	0.0107682	0.0260762	0.0195065	0.018155	0.0128566	0.0278256	0.0214677	0.0200589	0.014752	0.0141515	0.0075867	0.00604904	0.0	0.0316668	0.0253865	0.0240368	0.0186578	0.0413636	0.0355037	0.033779	0.0287296	0.0220438	0.0155261	0.0140585	0.00874011	
leech_0.01_1x_1	0.0358336	0.0310148	0.0309508	0.0247441	0.0366164	0.0320511	0.0319	0.0257413	0.0386614	0.0342539	0.0339244	0.0277364	0.0408244	0.0360907	0.0357354	0.029681	0.0426075	0.0379579	0.037773	0.0316668	0.0	0.0204461	0.020412	0.0140837	0.0541404	0.0498797	0.0495434	0.0436	0.0348028	0.0302011	0.0300601	0.0237627	
leech_0.01_2x_1	0.0312188	0.0250777	0.0238252	0.0184005	0.0320372	0.0260316	0.0248442	0.0194542	0.0342398	0.0279468	0.0267898	0.0214221	0.0361087	0.0300231	0.0286345	0.0233423	0.0380629	0.0319818	0.0306448	0.0253865	0.0204461	0.0	0.0130186	0.00754556	0.0496342	0.044	0.0423871	0.0371948	0.0304009	0.0241422	0.0228695	0.0174601	
leech_0.01_4x_1	0.0311099	0.023808	0.0217673	0.0170601	0.0319887	0.0249491	0.0228099	0.0180977	0.0341126	0.026827	0.0247662	0.0201336	0.0360893	0.0286978	0.026588	0.0219441	0.0381111	0.0307896	0.0286117	0.0240368	0.020412	0.0130186	0.0	0.00613334	0.0495506	0.0425894	0.0404394	0.0357694	0.0303055	0.022974	0.0208595	0.0160629	
leech_0.01_8x_1	0.0249052	0.0183138	0.0169932	0.0117111	0.0257112	0.0194324	0.0180297	0.0127504	0.0277828	0.0214193	0.0200011	0.0147486	0.0298508	0.0233606	0.0218725	0.0166446	0.0317443	0.0252576	0.0238307	0.0186578	0.0140837	0.00754556	0.00613334	0.0	0.0433369	0.0373285	0.0356497	0.0305744	0.0240312	0.0175204	0.0160516	0.0107133	
leech_0.02_1x_1	0.0456484	0.0410601	0.04087	0.034705	0.0466841	0.0417917	0.0419538	0.0356932	0.0485531	0.0439252	0.0439712	0.0376648	0.0502596	0.0456381	0.0457223	0.0395796	0.052088	0.0475683	0.0474867	0.0413636	0.0541404	0.0496342	0.0495506	0.0433369	0.0	0.0205303	0.0202177	0.0141442	0.0446515	0.0402524	0.0399999	0.0337952	
leech_0.02_2x_1	0.0410618	0.0351586	0.0336991	0.0285181	0.0422525	0.0360148	0.0349129	0.029532	0.0442508	0.0379983	0.0367497	0.0315026	0.0459869	0.0399023	0.0385276	0.0334317	0.0482494	0.0419733	0.0405559	0.0355037	0.0498797	0.044	0.0425894	0.0373285	0.0205303	0.0	0.012919	0.00760791	0.0402376	0.034319	0.0328546	0.0276362	
leech_0.02_4x_1	0.0407318	0.0336568	0.0314789	0.0268897	0.0417865	0.0344938	0.0326207	0.0279066	0.0436795	0.0365345	0.0346283	0.0299148	0.0456115	0.0383428	0.0362711	0.0317671	0.0479627	0.0403168	0.0383413	0.033779	0.0495434	0.0423871	0.0404394	0.0356497	0.0202177	0.012919	0.0	0.00607441	0.0398374	0.0328426	0.0305798	0.025975	
leech_0.02_8x_1	0.0346089	0.0284651	0.0268915	0.0217518	0.035749	0.0292758	0.0280293	0.0227773	0.0377759	0.0312936	0.0300158	0.0247744	0.0394868	0.0330982	0.0317969	0.0266635	0.0417619	0.0352184	0.0337727	0.0287296	0.0436	0.0371948	0.0357694	0.0305744	0.0141442	0.00760791	0.00607441	0.0	0.0337515	0.0275928	0.0260176	0.0207685	
leech_0.0_1x_1	0.026281	0.0214844	0.02132	0.0150445	0.0271533	0.0224603	0.0223758	0.0160711	0.029337	0.0245549	0.0244094	0.0181561	0.0311365	0.0265674	0.0262792	0.0201168	0.0329218	0.0283253	0.0281729	0.0220438	0.0348028	0.0304009	0.0303055	0.0240312	0.0446515	0.0402376	0.0398374	0.0337515	0.0	0.0204257	0.0203055	0.0140161	
leech_0.0_2x_1	0.0215629	0.0152301	0.014002	0.00856664	0.0223991	0.0163874	0.0150867	0.00958736	0.0243194	0.0182578	0.0170786	0.0116116	0.0263128	0.0199972	0.0189618	0.0134894	0.0284612	0.0222498	0.0208911	0.0155261	0.0302011	0.0241422	0.022974	0.0175204	0.0402524	0.034319	0.0328426	0.0275928	0.0204257	0.0	0.0130301	0.00754794	
leech_0.0_4x_1	0.0213228	0.0139157	0.0119021	0.00710405	0.0222455	0.0150319	0.0130044	0.00814922	0.024329	0.0169715	0.0149947	0.010187	0.0262122	0.0188965	0.0168484	0.0120634	0.0283029	0.0209281	0.018772	0.0140585	0.0300601	0.0228695	0.0208595	0.0160516	0.0399999	0.0328546	0.0305798	0.0260176	0.0203055	0.0130301	0.0	0.00614462	
leech_0.0_8x_1	0.0150639	0.00852161	0.00706144	0.00175052	0.0159424	0.00955651	0.00816725	0.00279245	0.0180573	0.0115674	0.0101631	0.00485249	0.0200312	0.0134405	0.0120647	0.00677667	0.0219157	0.0154898	0.0139752	0.00874011	0.0237627	0.0174601	0.0160629	0.0107133	0.0337952	0.0276362	0.025975	0.0207685	0.0140161	0.00754794	0.00614462	0.0	
