sample	leech_0.001_1x_1	leech_0.001_2x_1	leech_0.001_4x_1	leech_0.001_8x_1	leech_0.002_1x_1	leech_0.002_2x_1	leech_0.002_4x_1	leech_0.002_8x_1	leech_0.004_1x_1	leech_0.004_2x_1	leech_0.004_4x_1	leech_0.004_8x_1	leech_0.006_1x_1	leech_0.006_2x_1	leech_0.006_4x_1	leech_0.006_8x_1	leech_0.008_1x_1	leech_0.008_2x_1	leech_0.008_4x_1	leech_0.008_8x_1	leech_0.01_1x_1	leech_0.01_2x_1	leech_0.01_4x_1	leech_0.01_8x_1	leech_0.02_1x_1	leech_0.02_2x_1	leech_0.02_4x_1	leech_0.02_8x_1	leech_0.0_1x_1	leech_0.0_2x_1	leech_0.0_4x_1	leech_0.0_8x_1	
leech_0.004_4x_1	0.0252307	0.0180308	0.0158838	0.0111093	0.026134	0.0189763	0.0168135	0.0120618	0.0204362	0.0129561	0.0	0.00609072	0.0301331	0.022856	0.0207966	0.016047	0.0321706	0.0247752	0.0227625	0.018009	0.0342067	0.0269188	0.0248846	0.020102	0.0440981	0.0369927	0.0349155	0.030183	0.0243186	0.0168737	0.0149416	0.0101193	
leech_0.004_8x_1	0.0190571	0.0126279	0.0110911	0.00583468	0.0199492	0.0135681	0.0120638	0.00678737	0.0141327	0.00759237	0.00609072	0.0	0.0239791	0.0174924	0.0161356	0.0108336	0.0260264	0.0195672	0.0180521	0.0128112	0.0280331	0.0215566	0.0201297	0.014858	0.0380314	0.0316759	0.0302831	0.0249317	0.0180631	0.0114843	0.0101143	0.00480873	
leech_0.006_1x_1	0.032021	0.0275055	0.0272605	0.0209868	0.0328726	0.028379	0.0281478	0.0219412	0.0348958	0.030282	0.0301331	0.0239791	0.0	0.020342	0.0203309	0.0141038	0.038986	0.0342998	0.0341177	0.0279057	0.0409734	0.0360686	0.0361447	0.0298477	0.0505134	0.0462815	0.045935	0.0399137	0.0310413	0.0263553	0.026221	0.0199832	
leech_0.006_2x_1	0.0271331	0.0212357	0.0199441	0.014471	0.0282825	0.0222166	0.0207966	0.0154456	0.0304073	0.0241184	0.022856	0.0174924	0.020342	0.0	0.0129455	0.00750068	0.034441	0.0279909	0.0267971	0.0214532	0.0361267	0.0301024	0.0288751	0.023366	0.0462962	0.0402524	0.0388939	0.0335811	0.0262607	0.0200923	0.0189285	0.0134731	
leech_0.006_4x_1	0.0272605	0.0200724	0.0178647	0.0131325	0.0282087	0.0210328	0.0187283	0.0140773	0.0304363	0.0228821	0.0207966	0.0161356	0.0203309	0.0129455	0.0	0.00603757	0.0342143	0.0268451	0.0248056	0.0200788	0.0359254	0.0288621	0.0267085	0.0219853	0.0460056	0.0391366	0.0368538	0.0321962	0.0262236	0.0188627	0.0169196	0.0121472	
leech_0.006_8x_1	0.0209807	0.0146315	0.0130821	0.00780029	0.0219122	0.0156026	0.0139993	0.00876474	0.0240811	0.0175232	0.016047	0.0108336	0.0141038	0.00750068	0.00603757	0.0	0.0280716	0.0214837	0.0200184	0.0147853	0.0298174	0.0234948	0.0220345	0.0167358	0.0399918	0.0337278	0.0322207	0.0269589	0.0199294	0.0134093	0.0121026	0.00676935	
leech_0.008_1x_1	0.0340936	0.0294589	0.0291447	0.02298	0.0349761	0.030556	0.0301257	0.0239894	0.0370762	0.032591	0.0321706	0.0260264	0.038986	0.034441	0.0342143	0.0280716	0.0	0.0204251	0.0202158	0.0140029	0.042662	0.0381624	0.0380509	0.0319599	0.0522304	0.0480887	0.0480594	0.0418832	0.0330752	0.0283663	0.0281632	0.0219917	
leech_0.008_2x_1	0.0294692	0.0232958	0.0218605	0.0165962	0.0302671	0.0242938	0.0227469	0.0174267	0.0323681	0.0261858	0.0247752	0.0195672	0.0342998	0.0279909	0.0268451	0.0214837	0.0204251	0.0	0.0129553	0.00754615	0.0380629	0.0321206	0.0307962	0.0253831	0.0479402	0.0421722	0.0408903	0.0355536	0.028378	0.0221046	0.0208924	0.0155331	
leech_0.008_4x_1	0.0292442	0.0219619	0.0197686	0.0151076	0.0301087	0.0229988	0.0207211	0.016012	0.0322557	0.0248138	0.0227625	0.0180521	0.0341177	0.0267971	0.0248056	0.0200184	0.0202158	0.0129553	0.0	0.00605037	0.0379055	0.0309079	0.0288261	0.0240257	0.047844	0.0410142	0.0388519	0.0341367	0.0282	0.0208307	0.018844	0.0140965	
leech_0.008_8x_1	0.0230882	0.0166222	0.0150542	0.00986057	0.0238573	0.0176337	0.0159987	0.01078	0.0260203	0.0194691	0.018009	0.0128112	0.0279057	0.0214532	0.0200788	0.0147853	0.0140029	0.00754615	0.00605037	0.0	0.0317843	0.0255384	0.0240692	0.0187762	0.0418234	0.0356213	0.0342436	0.0289542	0.0219668	0.0154624	0.0140677	0.00880339	
leech_0.01_1x_1	0.035876	0.0313776	0.0310745	0.0249971	0.0369282	0.0324186	0.0320106	0.0259906	0.0388955	0.0344835	0.0342067	0.0280331	0.0409734	0.0361267	0.0359254	0.0298174	0.042662	0.0380629	0.0379055	0.0317843	0.0	0.0206135	0.0203505	0.0141745	0.0545556	0.0501372	0.0499111	0.0438678	0.0351745	0.0303333	0.0301204	0.0239563	
leech_0.01_2x_1	0.0315026	0.0251871	0.0238926	0.0185717	0.0321415	0.0261656	0.0247572	0.0195059	0.0345855	0.0281603	0.0269188	0.0215566	0.0360686	0.0301024	0.0288621	0.0234948	0.0381624	0.0321206	0.0309079	0.0255384	0.0206135	0.0	0.0130044	0.00764803	0.0502424	0.0441019	0.0428098	0.0375276	0.0303462	0.0241025	0.022986	0.0175545	
leech_0.01_4x_1	0.0312066	0.0240028	0.0218145	0.0171327	0.031853	0.0249731	0.0227854	0.0180636	0.0342858	0.0269033	0.0248846	0.0201297	0.0361447	0.0288751	0.0267085	0.0220345	0.0380509	0.0307962	0.0288261	0.0240692	0.0203505	0.0130044	0.0	0.0060859	0.0498169	0.0429475	0.040752	0.0360824	0.0301469	0.0228963	0.0209072	0.0161258	
leech_0.01_8x_1	0.0250386	0.0185889	0.0170188	0.0118379	0.025768	0.0195772	0.017974	0.0127703	0.0281169	0.0215226	0.020102	0.014858	0.0298477	0.023366	0.0219853	0.0167358	0.0319599	0.0253831	0.0240257	0.0187762	0.0141745	0.00764803	0.0060859	0.0	0.0438106	0.0376781	0.0361114	0.0309123	0.0239225	0.0174178	0.0160788	0.0108128	
leech_0.02_1x_1	0.045542	0.0413843	0.0409259	0.035013	0.0466584	0.0422508	0.0420033	0.0359391	0.0488604	0.0442838	0.0440981	0.0380314	0.0505134	0.0462962	0.0460056	0.0399918	0.0522304	0.0479402	0.047844	0.0418234	0.0545556	0.0502424	0.0498169	0.0438106	0.0	0.0206633	0.0202911	0.0141543	0.0449728	0.0403515	0.0401095	0.0340759	
leech_0.02_2x_1	0.0416046	0.0354687	0.0341139	0.0288152	0.0423691	0.0363493	0.0350328	0.0296436	0.0442159	0.0381111	0.0369927	0.0316759	0.0462815	0.0402524	0.0391366	0.0337278	0.0480887	0.0421722	0.0410142	0.0356213	0.0501372	0.0441019	0.0429475	0.0376781	0.0206633	0.0	0.0130353	0.00763185	0.0405977	0.0343921	0.0332649	0.0278075	
leech_0.02_4x_1	0.0412655	0.0343126	0.0319714	0.0273822	0.042149	0.0351201	0.032893	0.0282155	0.0440923	0.0369353	0.0349155	0.0302831	0.045935	0.0388939	0.0368538	0.0322207	0.0480594	0.0408903	0.0388519	0.0342436	0.0499111	0.0428098	0.040752	0.0361114	0.0202911	0.0130353	0.0	0.00609929	0.0404543	0.0331455	0.0310889	0.0264504	
leech_0.02_8x_1	0.0351798	0.0288012	0.02723	0.0220274	0.0359638	0.0297558	0.028141	0.0229336	0.0380359	0.0314687	0.030183	0.0249317	0.0399137	0.0335811	0.0321962	0.0269589	0.0418832	0.0355536	0.0341367	0.0289542	0.0438678	0.0375276	0.0360824	0.0309123	0.0141543	0.00763185	0.00609929	0.0	0.0342679	0.0276475	0.0263606	0.0210606	
leech_0.0_1x_1	0.0258725	0.0215253	0.0211851	0.0149932	0.0268669	0.0225216	0.0222664	0.0159675	0.0292544	0.0244869	0.0243186	0.0180631	0.0310413	0.0262607	0.0262236	0.0199294	0.0330752	0.028378	0.0282	0.0219668	0.0351745	0.0303462	0.0301469	0.0239225	0.0449728	0.0405977	0.0404543	0.0342679	0.0	0.0203107	0.0202989	0.0140143	
leech_0.0_2x_1	0.02142	0.0152301	0.0138408	0.00850312	0.0222368	0.0162179	0.0148231	0.00943749	0.0244409	0.0181828	0.0168737	0.0114843	0.0263553	0.0200923	0.0188627	0.0134093	0.0283663	0.0221046	0.0208307	0.0154624	0.0303333	0.0241025	0.0228963	0.0174178	0.0403515	0.0343921	0.0331455	0.0276475	0.0203107	0.0	0.0128765	0.00745802	
leech_0.0_4x_1	0.0212994	0.0140901	0.0119392	0.00712887	0.0220138	0.0150324	0.0128604	0.00805292	0.0242874	0.0169277	0.0149416	0.0101143	0.026221	0.0189285	0.0169196	0.0121026	0.0281632	0.0208924	0.018844	0.0140677	0.0301204	0.022986	0.0209072	0.0160788	0.0401095	0.0332649	0.0310889	0.0263606	0.0202989	0.0128765	0.0	0.00610545	
leech_0.0_8x_1	0.0149604	0.00862691	0.00709627	0.00179269	0.0158502	0.00957535	0.00804953	0.00276053	0.0180642	0.0115588	0.0101193	0.00480873	0.0199832	0.0134731	0.0121472	0.00676935	0.0219917	0.0155331	0.0140965	0.00880339	0.0239563	0.0175545	0.0161258	0.0108128	0.0340759	0.0278075	0.0264504	0.0210606	0.0140143	0.00745802	0.00610545	0.0	
