sample	moss_0.001_1x_1	moss_0.001_2x_1	moss_0.001_4x_1	moss_0.001_8x_1	moss_0.002_1x_1	moss_0.002_2x_1	moss_0.002_4x_1	moss_0.002_8x_1	moss_0.004_1x_1	moss_0.004_2x_1	moss_0.004_4x_1	moss_0.004_8x_1	moss_0.006_1x_1	moss_0.006_2x_1	moss_0.006_4x_1	moss_0.006_8x_1	moss_0.008_1x_1	moss_0.008_2x_1	moss_0.008_4x_1	moss_0.008_8x_1	moss_0.01_1x_1	moss_0.01_2x_1	moss_0.01_4x_1	moss_0.01_8x_1	moss_0.02_1x_1	moss_0.02_2x_1	moss_0.02_4x_1	moss_0.02_8x_1	moss_0.0_1x_1	moss_0.0_2x_1	moss_0.0_4x_1	moss_0.0_8x_1	
moss_0.004_4x_1	0.0261208	0.020162	0.018829	0.0134881	0.0271156	0.021028	0.0197895	0.0144809	0.0206182	0.014407	0.0	0.00768948	0.0306763	0.0248764	0.0237596	0.0184918	0.0323998	0.0266221	0.0253789	0.0202762	0.0344217	0.0286305	0.0275844	0.0224763	0.0429659	0.0373169	0.0367113	0.0315308	0.0251963	0.0190681	0.0178938	0.0124532	
moss_0.004_8x_1	0.0187073	0.0137177	0.0133694	0.0069085	0.0198263	0.014684	0.0143702	0.00798796	0.0133231	0.00808753	0.00768948	0.0	0.0235495	0.018775	0.0185337	0.0122559	0.0253561	0.0207151	0.0203544	0.0142252	0.0275957	0.0227587	0.0225773	0.0164646	0.0365106	0.0319645	0.0320685	0.0261603	0.0178078	0.0125586	0.0123251	0.00581029	
moss_0.006_1x_1	0.0296654	0.026623	0.0278151	0.0204598	0.0304331	0.0276164	0.0288541	0.0215824	0.0321253	0.0293584	0.0306763	0.0235495	0.0	0.0198142	0.0208113	0.0134058	0.0355766	0.0333298	0.0343818	0.0274858	0.037822	0.035253	0.0364614	0.0296467	0.0460201	0.0438125	0.04528	0.0388084	0.0285152	0.0256838	0.0267491	0.0193871	
moss_0.006_2x_1	0.0270449	0.0223207	0.0219555	0.0157934	0.0278513	0.0230913	0.022971	0.0167668	0.0296509	0.0249515	0.0248764	0.018775	0.0198142	0.0	0.0143544	0.00802086	0.0332613	0.0287733	0.0284749	0.02267	0.0352624	0.0307263	0.0306404	0.0248007	0.0437821	0.0394326	0.0394884	0.0338553	0.0261375	0.0212309	0.0209503	0.0147215	
moss_0.006_4x_1	0.0282971	0.0222239	0.0209348	0.0156542	0.0290417	0.0230544	0.0218301	0.0166462	0.0308016	0.0248632	0.0237596	0.0185337	0.0208113	0.0143544	0.0	0.00752147	0.0345454	0.0286612	0.027331	0.0223315	0.0364909	0.0305171	0.0294414	0.0244215	0.0447621	0.0391208	0.0383595	0.0334133	0.0272457	0.0211851	0.019925	0.014657	
moss_0.006_8x_1	0.0210084	0.0159532	0.0155276	0.00916293	0.0218966	0.0168425	0.0164894	0.0102328	0.0237184	0.0187606	0.0184918	0.0122559	0.0134058	0.00802086	0.00752147	0.0	0.0275383	0.0227988	0.0223265	0.0163853	0.0296094	0.0247187	0.0244812	0.0185136	0.0383063	0.0338478	0.0337977	0.0280947	0.020003	0.0148259	0.0144846	0.00808072	
moss_0.008_1x_1	0.0313194	0.028525	0.0294867	0.022402	0.0322592	0.0292788	0.0303526	0.0233461	0.034019	0.0312144	0.0323998	0.0253561	0.0355766	0.0332613	0.0345454	0.0275383	0.0	0.0198035	0.0205679	0.0134322	0.039315	0.0367284	0.0378981	0.0312378	0.047637	0.0453731	0.0468598	0.040231	0.030529	0.0273254	0.0285201	0.0213138	
moss_0.008_2x_1	0.0288062	0.0240866	0.0237285	0.0178448	0.0299673	0.0250569	0.0246664	0.0188224	0.0314755	0.0267265	0.0266221	0.0207151	0.0333298	0.0287733	0.0286612	0.0227988	0.0198035	0.0	0.0142021	0.00806743	0.0368881	0.0322943	0.0322044	0.0264834	0.0454158	0.0412826	0.0414137	0.0357817	0.0281111	0.0230386	0.0227469	0.0167705	
moss_0.008_4x_1	0.0299894	0.0238957	0.022656	0.0175455	0.0309519	0.0247916	0.0234909	0.0184334	0.0324799	0.0264611	0.0253789	0.0203544	0.0343818	0.0284749	0.027331	0.0223265	0.0205679	0.0142021	0.0	0.0072799	0.0381126	0.0320361	0.0309486	0.026141	0.0463236	0.0407738	0.0400538	0.0350962	0.0291964	0.0229187	0.0216452	0.0164899	
moss_0.008_8x_1	0.0228211	0.0177931	0.0173418	0.011219	0.0239044	0.018787	0.0182584	0.0122298	0.0256366	0.0205415	0.0202762	0.0142252	0.0274858	0.02267	0.0223315	0.0163853	0.0134322	0.00806743	0.0072799	0.0	0.0313754	0.0263677	0.0261462	0.0202872	0.0400816	0.0355915	0.0356389	0.0298467	0.0220567	0.0167058	0.0163178	0.010119	
moss_0.01_1x_1	0.0334145	0.0307155	0.0315523	0.0245347	0.0343818	0.0315421	0.0325709	0.0255103	0.0360561	0.0333494	0.0344217	0.0275957	0.037822	0.0352624	0.0364909	0.0296094	0.039315	0.0368881	0.0381126	0.0313754	0.0	0.0199365	0.0205065	0.0134784	0.049169	0.0470822	0.0486659	0.0421971	0.0325768	0.0293676	0.0305106	0.0234763	
moss_0.01_2x_1	0.0308893	0.0261103	0.0257499	0.0198225	0.0317889	0.0270651	0.0266509	0.0207698	0.0334133	0.0288361	0.0286305	0.0227587	0.035253	0.0307263	0.0305171	0.0247187	0.0367284	0.0322943	0.0320361	0.0263677	0.0199365	0.0	0.0140572	0.0079346	0.0471648	0.0430119	0.0430747	0.0375571	0.0300474	0.0250528	0.0247351	0.01879	
moss_0.01_4x_1	0.0319853	0.0261015	0.0246819	0.0196878	0.0328894	0.026958	0.0256075	0.0206102	0.0344822	0.0286879	0.0275844	0.0225773	0.0364614	0.0306404	0.0294414	0.0244812	0.0378981	0.0322044	0.0309486	0.0261462	0.0205065	0.0140572	0.0	0.00723267	0.0481768	0.0426948	0.0419273	0.0369899	0.0312456	0.025096	0.0237051	0.0187205	
moss_0.01_8x_1	0.0250162	0.0199659	0.0194641	0.0134172	0.0259523	0.0209409	0.0204375	0.0144224	0.0277392	0.0227314	0.0224763	0.0164646	0.0296467	0.0248007	0.0244215	0.0185136	0.0312378	0.0264834	0.026141	0.0202872	0.0134784	0.0079346	0.00723267	0.0	0.0420087	0.037444	0.0373723	0.0317569	0.0242418	0.0188645	0.0183911	0.0123542	
moss_0.02_1x_1	0.0421615	0.0394613	0.0403383	0.0336407	0.043084	0.0403962	0.0413257	0.0346907	0.0442916	0.0419238	0.0429659	0.0365106	0.0460201	0.0437821	0.0447621	0.0383063	0.047637	0.0454158	0.0463236	0.0400816	0.049169	0.0471648	0.0481768	0.0420087	0.0	0.0200293	0.0205224	0.0136632	0.0411523	0.0382881	0.0394294	0.0326623	
moss_0.02_2x_1	0.0399445	0.0353841	0.0349261	0.0294127	0.0409089	0.0362057	0.0356104	0.0303013	0.042149	0.037687	0.0373169	0.0319645	0.0438125	0.0394326	0.0391208	0.0338478	0.0453731	0.0412826	0.0407738	0.0355915	0.0470822	0.0430119	0.0426948	0.037444	0.0200293	0.0	0.0136049	0.00771597	0.039091	0.0342105	0.0339282	0.028424	
moss_0.02_4x_1	0.041293	0.0355536	0.0340632	0.0294692	0.0421437	0.0364165	0.0348853	0.0303869	0.0435547	0.0379729	0.0367113	0.0320685	0.04528	0.0394884	0.0383595	0.0337977	0.0468598	0.0414137	0.0400538	0.0356389	0.0486659	0.0430747	0.0419273	0.0373723	0.0205224	0.0136049	0.0	0.00676428	0.0406177	0.0344564	0.0331942	0.0286068	
moss_0.02_8x_1	0.0344487	0.0296105	0.0289251	0.023337	0.0352797	0.030475	0.0297756	0.0242882	0.0368752	0.0321021	0.0315308	0.0261603	0.0388084	0.0338553	0.0334133	0.0280947	0.040231	0.0357817	0.0350962	0.0298467	0.0421971	0.0375571	0.0369899	0.0317569	0.0136632	0.00771597	0.00676428	0.0	0.0337166	0.0284112	0.0278914	0.022341	
moss_0.0_1x_1	0.0237877	0.0209847	0.0221634	0.0145235	0.024668	0.0219484	0.0231615	0.0156618	0.026722	0.0239831	0.0251963	0.0178078	0.0285152	0.0261375	0.0272457	0.020003	0.030529	0.0281111	0.0291964	0.0220567	0.0325768	0.0300474	0.0312456	0.0242418	0.0411523	0.039091	0.0406177	0.0337166	0.0	0.0198212	0.0211557	0.013426	
moss_0.0_2x_1	0.0207738	0.0161108	0.0159941	0.00940865	0.0218484	0.0170672	0.0169938	0.0105069	0.0235402	0.0190468	0.0190681	0.0125586	0.0256838	0.0212309	0.0211851	0.0148259	0.0273254	0.0230386	0.0229187	0.0167058	0.0293676	0.0250528	0.025096	0.0188645	0.0382881	0.0342105	0.0344564	0.0284112	0.0198212	0.0	0.0148585	0.00834412	
moss_0.0_4x_1	0.0220409	0.0160331	0.0148518	0.00924449	0.0230514	0.0169916	0.0158548	0.0102561	0.0248451	0.0188874	0.0178938	0.0123251	0.0267491	0.0209503	0.019925	0.0144846	0.0285201	0.0227469	0.0216452	0.0163178	0.0305106	0.0247351	0.0237051	0.0183911	0.0394294	0.0339282	0.0331942	0.0278914	0.0211557	0.0148585	0.0	0.00819061	
moss_0.0_8x_1	0.0144579	0.00947865	0.00925824	0.00249345	0.0155112	0.010516	0.0103356	0.00364097	0.0173103	0.0125187	0.0124532	0.00581029	0.0193871	0.0147215	0.014657	0.00808072	0.0213138	0.0167705	0.0164899	0.010119	0.0234763	0.01879	0.0187205	0.0123542	0.0326623	0.028424	0.0286068	0.022341	0.013426	0.00834412	0.00819061	0.0	
