sample	rotifer_0.001_1x_1	rotifer_0.001_2x_1	rotifer_0.001_4x_1	rotifer_0.001_8x_1	rotifer_0.002_1x_1	rotifer_0.002_2x_1	rotifer_0.002_4x_1	rotifer_0.002_8x_1	rotifer_0.004_1x_1	rotifer_0.004_2x_1	rotifer_0.004_4x_1	rotifer_0.004_8x_1	rotifer_0.006_1x_1	rotifer_0.006_2x_1	rotifer_0.006_4x_1	rotifer_0.006_8x_1	rotifer_0.008_1x_1	rotifer_0.008_2x_1	rotifer_0.008_4x_1	rotifer_0.008_8x_1	rotifer_0.01_1x_1	rotifer_0.01_2x_1	rotifer_0.01_4x_1	rotifer_0.01_8x_1	rotifer_0.02_1x_1	rotifer_0.02_2x_1	rotifer_0.02_4x_1	rotifer_0.02_8x_1	rotifer_0.0_1x_1	rotifer_0.0_2x_1	rotifer_0.0_4x_1	rotifer_0.0_8x_1	
rotifer_0.004_4x_1	0.0253266	0.0183923	0.0163649	0.011475	0.0262157	0.0191873	0.0173534	0.0124292	0.0197851	0.0126157	0.0	0.00626364	0.0303708	0.0232205	0.0212411	0.0164367	0.0321648	0.0251695	0.0232388	0.0184517	0.0341863	0.0271506	0.0252668	0.0204756	0.0438812	0.0370777	0.0350658	0.0302596	0.0243933	0.017302	0.0153767	0.0104022	
rotifer_0.004_8x_1	0.0188724	0.0128667	0.0114746	0.0059544	0.0197863	0.0136374	0.0124809	0.00691476	0.0138079	0.00756402	0.00626364	0.0	0.0240747	0.0176878	0.0164431	0.0110276	0.0258994	0.019756	0.0184706	0.0130473	0.0279066	0.0217294	0.0204875	0.0150208	0.0377908	0.0317512	0.0303248	0.0250719	0.0180187	0.0117064	0.010437	0.00489541	
rotifer_0.006_1x_1	0.0316169	0.0273971	0.0274971	0.0211067	0.0326884	0.0284337	0.0284798	0.0220317	0.0347806	0.0303526	0.0303708	0.0240747	0.0	0.019504	0.0200428	0.0139861	0.0384389	0.034194	0.0343434	0.02806	0.0402211	0.0363591	0.0363982	0.030149	0.0499499	0.0460513	0.0457573	0.0398552	0.0308301	0.0266032	0.0265209	0.0200364	
rotifer_0.006_2x_1	0.0271875	0.0214795	0.0202749	0.0147344	0.0281864	0.0222412	0.0211701	0.0156377	0.0299694	0.0242554	0.0232205	0.0176878	0.019504	0.0	0.01265	0.00760283	0.0339786	0.0283234	0.0272059	0.0217336	0.0361419	0.0302532	0.0291326	0.023744	0.045815	0.0401685	0.0388815	0.0335094	0.0263748	0.0204467	0.0193079	0.0137235	
rotifer_0.006_4x_1	0.0272948	0.0203877	0.0183694	0.0134978	0.0282301	0.0212302	0.0192802	0.0144126	0.0301363	0.0231539	0.0212411	0.0164431	0.0200428	0.01265	0.0	0.00629974	0.034024	0.0270972	0.0252256	0.0204323	0.0361461	0.0290861	0.0272364	0.0224624	0.0457779	0.0389391	0.036911	0.032152	0.026381	0.0193345	0.0173723	0.0124644	
rotifer_0.006_8x_1	0.0208468	0.0148734	0.0135053	0.0080024	0.0219051	0.0156839	0.0144902	0.00893308	0.0237542	0.0176613	0.0164367	0.0110276	0.0139861	0.00760283	0.00629974	0.0	0.0278151	0.0216915	0.0204533	0.0150566	0.0298948	0.0236935	0.0224588	0.0170901	0.0397162	0.0337004	0.0322872	0.0269945	0.0199524	0.0137975	0.0124954	0.00696633	
rotifer_0.008_1x_1	0.0332625	0.0293012	0.0293176	0.0229344	0.034236	0.0301968	0.0303665	0.0238487	0.0363227	0.0321718	0.0321648	0.0258994	0.0384389	0.0339786	0.034024	0.0278151	0.0	0.019402	0.0198886	0.0138976	0.0418111	0.0381021	0.0380674	0.0318771	0.0516758	0.0480301	0.0477124	0.0417321	0.0325709	0.028265	0.0283117	0.0218294	
rotifer_0.008_2x_1	0.0293268	0.0234825	0.0222614	0.0167379	0.0300453	0.0244393	0.0233141	0.0177211	0.0320234	0.0263066	0.0251695	0.019756	0.034194	0.0283234	0.0270972	0.0216915	0.019402	0.0	0.0125682	0.00757655	0.0380179	0.0321172	0.030996	0.0256623	0.0477926	0.0421526	0.0408092	0.0354943	0.0283058	0.0223925	0.0212562	0.0157146	
rotifer_0.008_4x_1	0.0294959	0.0224223	0.0203779	0.0155491	0.030281	0.0232699	0.0213944	0.016482	0.0322195	0.0251904	0.0232388	0.0184706	0.0343434	0.0272059	0.0252256	0.0204533	0.0198886	0.0125682	0.0	0.00617367	0.0380494	0.031111	0.0292839	0.0244732	0.0476104	0.0409768	0.0389563	0.0341558	0.0284377	0.0213634	0.0193983	0.0144893	
rotifer_0.008_8x_1	0.0229785	0.0168845	0.0155501	0.0100321	0.023794	0.0177619	0.0165697	0.010979	0.0257973	0.0197042	0.0184517	0.0130473	0.02806	0.0217336	0.0204323	0.0150566	0.0138976	0.00757655	0.00617367	0.0	0.031845	0.0257172	0.024403	0.0190663	0.0416639	0.0356647	0.0342194	0.0290185	0.0220024	0.0158706	0.0145024	0.00899028	
rotifer_0.01_1x_1	0.0351121	0.0314057	0.0312133	0.024935	0.0361988	0.0321172	0.0322125	0.0258942	0.0381941	0.0341914	0.0341863	0.0279066	0.0402211	0.0361419	0.0361461	0.0298948	0.0418111	0.0380179	0.0380494	0.031845	0.0	0.0195684	0.0201491	0.0140786	0.0532767	0.0497494	0.0494648	0.0435057	0.0343934	0.0302628	0.0302319	0.0238346	
rotifer_0.01_2x_1	0.0312489	0.025428	0.0242698	0.0187312	0.032123	0.0262721	0.0251879	0.0197281	0.0341228	0.02817	0.0271506	0.0217294	0.0363591	0.0302532	0.0290861	0.0236935	0.0381021	0.0321172	0.031111	0.0257172	0.0195684	0.0	0.0125407	0.00757267	0.0493698	0.0439539	0.0425658	0.037234	0.0303848	0.0244546	0.0232737	0.0176731	
rotifer_0.01_4x_1	0.0312813	0.0244191	0.0224005	0.0175265	0.0321822	0.0251486	0.0233179	0.0184635	0.0340645	0.0271478	0.0252668	0.0204875	0.0363982	0.0291326	0.0272364	0.0224588	0.0380674	0.030996	0.0292839	0.024403	0.0201491	0.0125407	0.0	0.00621709	0.0495005	0.0426584	0.0407486	0.0359817	0.0302596	0.0232973	0.0213214	0.0164699	
rotifer_0.01_8x_1	0.0248896	0.0189436	0.0175137	0.0120982	0.0258691	0.0196664	0.0184688	0.0130499	0.0277629	0.0216599	0.0204756	0.0150208	0.030149	0.023744	0.0224624	0.0170901	0.0318771	0.0256623	0.0244732	0.0190663	0.0140786	0.00757267	0.00621709	0.0	0.0435001	0.0375512	0.0360644	0.0308323	0.0239398	0.0177914	0.0164746	0.0110465	
rotifer_0.02_1x_1	0.0450187	0.0411574	0.0410057	0.0347845	0.0461369	0.0419768	0.0420157	0.035809	0.047575	0.0439961	0.0438812	0.0377908	0.0499499	0.045815	0.0457779	0.0397162	0.0516758	0.0477926	0.0476104	0.0416639	0.0532767	0.0493698	0.0495005	0.0435001	0.0	0.0196016	0.0200293	0.0140832	0.0444357	0.0399543	0.0398601	0.0338604	
rotifer_0.02_2x_1	0.0410193	0.0353372	0.0342411	0.0288162	0.0421686	0.0363143	0.0351931	0.029808	0.0436246	0.0381503	0.0370777	0.0317512	0.0460513	0.0401685	0.0389391	0.0337004	0.0480301	0.0421526	0.0409768	0.0356647	0.0497494	0.0439539	0.0426584	0.0375512	0.0196016	0.0	0.0124528	0.00758282	0.04033	0.0341914	0.0331067	0.0278323	
rotifer_0.02_4x_1	0.0408802	0.0341609	0.032216	0.0274344	0.0418427	0.0350156	0.0331492	0.0284396	0.0435189	0.0368338	0.0350658	0.0303248	0.0457573	0.0388815	0.036911	0.0322872	0.0477124	0.0408092	0.0389563	0.0342194	0.0494648	0.0425658	0.0407486	0.0360644	0.0200293	0.0124528	0.0	0.00610813	0.0402392	0.0330401	0.0311465	0.0264539	
rotifer_0.02_8x_1	0.0347376	0.0287564	0.0274111	0.0221046	0.0358541	0.0296125	0.0283429	0.0230649	0.0374411	0.0315964	0.0302596	0.0250719	0.0398552	0.0335094	0.032152	0.0269945	0.0417321	0.0354943	0.0341558	0.0290185	0.0435057	0.037234	0.0359817	0.0308323	0.0140832	0.00758282	0.00610813	0.0	0.0340455	0.0276399	0.026334	0.0211271	
rotifer_0.0_1x_1	0.025664	0.0214809	0.0213696	0.014985	0.0265307	0.0222859	0.0223794	0.0159021	0.0285654	0.0243379	0.0243933	0.0180187	0.0308301	0.0263748	0.026381	0.0199524	0.0325709	0.0283058	0.0284377	0.0220024	0.0343934	0.0303848	0.0302596	0.0239398	0.0444357	0.04033	0.0402392	0.0340455	0.0	0.019415	0.0199314	0.0138796	
rotifer_0.0_2x_1	0.0213427	0.0155676	0.0143679	0.00871036	0.0222578	0.0163953	0.0153906	0.00969549	0.0239941	0.0183138	0.017302	0.0117064	0.0266032	0.0204467	0.0193345	0.0137975	0.028265	0.0223925	0.0213634	0.0158706	0.0302628	0.0244546	0.0232973	0.0177914	0.0399543	0.0341914	0.0330401	0.0276399	0.019415	0.0	0.0128024	0.00760701	
rotifer_0.0_4x_1	0.0213786	0.014464	0.012459	0.00744265	0.0223388	0.0153102	0.0134264	0.00842277	0.0242306	0.0172744	0.0153767	0.010437	0.0265209	0.0193079	0.0173723	0.0124954	0.0283117	0.0212562	0.0193983	0.0145024	0.0302319	0.0232737	0.0213214	0.0164746	0.0398601	0.0331067	0.0311465	0.026334	0.0199314	0.0128024	0.0	0.00636213	
rotifer_0.0_8x_1	0.0148571	0.00876247	0.00741136	0.00186128	0.0157717	0.00963512	0.00847385	0.00283729	0.0177268	0.0116438	0.0104022	0.00489541	0.0200364	0.0137235	0.0124644	0.00696633	0.0218294	0.0157146	0.0144893	0.00899028	0.0238346	0.0176731	0.0164699	0.0110465	0.0338604	0.0278323	0.0264539	0.0211271	0.0138796	0.00760701	0.00636213	0.0	
