sample	SRR10727867	SRR10727874	SRR10727875	SRR7296837	SRR7296908	SRR7296922	SRR7296925	SRR7296926	SRR7296936	SRR7296939	SRR7296941	SRR7297019	SRR7297028	SRR7297029	SRR7297030	SRR7297031	SRR7297032	SRR7297033	SRR7297034	SRR7297035	SRR7297062	SRR7297120	SRR7297148	SRR7297180	SRR7297282	SRR7297335	SRR7297404	SRR7297609	SRR7297615	SRR7297630	SRR7297632	SRR7297637	SRR7297639	SRR7297640	SRR7297642	SRR7297643	SRR8201154	SRR8809771	SRR8810286	SRR9647357	SRR9647438	SRR9647439	SRR9647576
SRR7297180	0.00589	0.00465	0.0039	0.00293	0.00245	0.00263	0.00328	0.00347	0.00425	0.00159	0.00594	0.00229	0.00366	0.00431	0.00477	0.00328	0.00408	0.00325	0.0042	0.00482	0.0031	0.00251	0.0018	0.0	0.0026	0.00184	0.00366	0.0021	0.0039	0.00317	0.00332	0.00428	0.00377	0.00434	0.00301	0.00274	0.00202	0.00578	0.00611	0.0047	0.00612	0.00586	0.00393
SRR7297282	0.00503	0.00333	0.00257	0.00206	0.00212	0.00068	0.00383	0.00332	0.00322	0.00155	0.00561	0.0	0.00303	0.0036	0.004	0.00425	0.00318	0.00185	0.0033	0.00386	0.00361	0.0	0.0011	0.00262	0.0	0.00413	0.00501	0.00285	0.00461	0.0046	0.00396	0.00502	0.00423	0.00504	0.00385	0.00351	0.00319	0.0051	0.0056	0.0042	0.00549	0.00504	0.00254
SRR7297335	0.00551	0.00565	0.00479	0.00503	0.00504	0.00332	0.00266	0.00458	0.00417	0.00338	0.00544	0.00344	0.00381	0.0044	0.00503	0.00089	0.00413	0.00466	0.00415	0.00362	0.00342	0.0037	0.00391	0.00186	0.00414	0.0	0.00476	0.0	0.00163	0.0041	0.00212	0.00201	0.00377	0.00199	0.00048	0.0	0.00277	0.00548	0.0061	0.005	0.00585	0.00549	0.00481
SRR7297404	0.00532	0.00575	0.00487	0.00544	0.00487	0.00518	0.00044	0.00545	0.00443	0.00541	0.00692	0.00442	0.00376	0.00437	0.00474	0.00475	0.00409	0.00545	0.00403	0.00484	0.0	0.00455	0.00412	0.0037	0.00501	0.00475	0.0	0.00333	0.00268	0.00048	0.00296	0.00309	0.00495	0.00312	0.00438	0.00405	0.00203	0.00539	0.00584	0.00665	0.00578	0.00539	0.00463
SRR7297609	0.0049	0.00533	0.00468	0.00355	0.00366	0.00214	0.00169	0.00541	0.00397	0.00357	0.00514	0.00305	0.00307	0.00417	0.00454	0.00042	0.00385	0.00443	0.00406	0.00352	0.00304	0.00316	0.00373	0.00206	0.00277	0.0	0.00324	0.0	0.00145	0.00307	0.00204	0.00175	0.0047	0.00189	0.0	0.0	0.00301	0.00448	0.00465	0.00576	0.00496	0.00472	0.0048
SRR7297615	0.00573	0.00575	0.00507	0.00531	0.00535	0.00386	0.00108	0.00579	0.00501	0.00527	0.00642	0.00472	0.00422	0.00495	0.00532	0.00252	0.0049	0.00605	0.00481	0.00453	0.00235	0.00486	0.00531	0.00385	0.0045	0.00159	0.00261	0.00146	0.0	0.00248	0.00101	0.0009	0.0058	0.00097	0.0023	0.00212	0.00313	0.00549	0.00565	0.00625	0.0059	0.00564	0.00518
SRR7297630	0.00508	0.00524	0.00444	0.00484	0.00447	0.00446	0.0	0.00513	0.00413	0.00467	0.00668	0.00418	0.00343	0.00409	0.00435	0.0044	0.00386	0.0051	0.00391	0.00447	0.0	0.00432	0.00382	0.00317	0.00456	0.00405	0.00047	0.00313	0.00252	0.0	0.0028	0.00287	0.00478	0.00295	0.0041	0.00382	0.00189	0.00506	0.00537	0.00651	0.00538	0.00505	0.00448
SRR7297632	0.00518	0.00547	0.0048	0.00462	0.00469	0.00318	0.00134	0.00552	0.00457	0.0046	0.00628	0.00407	0.00326	0.00398	0.00438	0.00315	0.00395	0.00541	0.00387	0.00431	0.00261	0.00417	0.00464	0.00327	0.00386	0.00206	0.00289	0.00204	0.00101	0.00276	0.0	0.00134	0.00494	0.00146	0.00284	0.00269	0.00307	0.00485	0.00509	0.00592	0.00532	0.00508	0.00496
SRR7297637	0.00601	0.0062	0.00555	0.00587	0.00591	0.00414	0.00145	0.00626	0.00533	0.00572	0.00672	0.00507	0.0046	0.00521	0.00561	0.00281	0.00522	0.00644	0.00508	0.00484	0.00274	0.00525	0.0058	0.00423	0.0049	0.00196	0.00301	0.00176	0.0009	0.00283	0.00134	0.0	0.006	0.00113	0.00257	0.00242	0.00343	0.00581	0.00601	0.00674	0.00618	0.0059	0.00565
SRR7297639	0.00456	0.00641	0.00577	0.00521	0.0052	0.00451	0.00422	0.00531	0.00113	0.00384	0.00639	0.00426	0.00163	0.00226	0.00272	0.00575	0.00228	0.0058	0.00226	0.00201	0.00457	0.00446	0.00509	0.00372	0.00413	0.00367	0.00483	0.00472	0.0058	0.0047	0.00494	0.006	0.0	0.00608	0.0055	0.00531	0.00313	0.0043	0.00446	0.00567	0.00469	0.00448	0.00583
SRR7297640	0.00611	0.00626	0.00558	0.00583	0.00592	0.00417	0.00151	0.00629	0.00534	0.00576	0.00685	0.00515	0.00465	0.00532	0.0057	0.00287	0.00527	0.00652	0.00519	0.00492	0.00277	0.00528	0.00587	0.00428	0.00492	0.00194	0.00304	0.00189	0.00097	0.00291	0.00146	0.00113	0.00607	0.0	0.00265	0.00252	0.0035	0.00584	0.00606	0.0068	0.00628	0.00597	0.0057
SRR7297642	0.00576	0.00622	0.00559	0.00456	0.0047	0.00306	0.00268	0.00632	0.00485	0.0044	0.006	0.0039	0.00401	0.00499	0.00529	0.00119	0.00462	0.00522	0.00485	0.00433	0.00397	0.0041	0.00461	0.00297	0.00375	0.00046	0.00427	0.0	0.0023	0.00404	0.00284	0.00257	0.0055	0.00265	0.0	0.00081	0.00395	0.00553	0.00566	0.00679	0.00587	0.00563	0.00572
SRR7297643	0.00556	0.00603	0.00536	0.00421	0.00431	0.00281	0.00241	0.00606	0.00462	0.00419	0.00581	0.00368	0.00373	0.00475	0.00514	0.00101	0.00442	0.005	0.00462	0.0042	0.00375	0.00384	0.0044	0.00269	0.00341	0.0	0.00393	0.0	0.00211	0.00375	0.00269	0.00241	0.00529	0.00251	0.00081	0.0	0.0037	0.00516	0.00532	0.0065	0.0056	0.00539	0.0055
SRR8201154	0.00442	0.00452	0.00374	0.00324	0.00283	0.00329	0.00194	0.00309	0.00423	0.00205	0.00622	0.00277	0.00292	0.0038	0.00413	0.00436	0.00338	0.00363	0.00356	0.00472	0.00154	0.00294	0.00252	0.00202	0.00315	0.00274	0.00201	0.00306	0.00318	0.00188	0.00311	0.00348	0.00317	0.00355	0.004	0.00377	0.0	0.00435	0.00462	0.00413	0.00468	0.0044	0.00351
SRR8809771	0.0	0.00635	0.00553	0.00575	0.00577	0.00541	0.00413	0.00636	0.00381	0.00556	0.00697	0.00462	0.00323	0.00379	0.00406	0.00598	0.00368	0.00605	0.00354	0.00409	0.00449	0.00477	0.00538	0.00581	0.00507	0.00544	0.00536	0.00457	0.00559	0.00507	0.00494	0.00592	0.00437	0.00595	0.00564	0.00527	0.00437	0.0	0.0	0.00641	0.0	0.0	0.00557
SRR8810286	0.0	0.00666	0.00582	0.00628	0.00625	0.00577	0.00441	0.00656	0.00411	0.00596	0.00731	0.0049	0.0036	0.00405	0.00436	0.00622	0.00392	0.0063	0.00378	0.00437	0.00482	0.00511	0.0056	0.00617	0.0056	0.00608	0.00583	0.00477	0.00578	0.00541	0.00521	0.00615	0.00456	0.0062	0.00579	0.00546	0.00467	0.0	0.0	0.00693	0.0	0.0	0.00581
SRR9647357	0.00668	0.00183	0.00103	0.0035	0.00396	0.00468	0.00613	0.00056	0.00584	0.00236	0.00763	0.00394	0.00608	0.00691	0.00705	0.00688	0.00663	0.00393	0.00649	0.00632	0.00603	0.00418	0.00363	0.00468	0.00413	0.00492	0.00655	0.00583	0.00631	0.00647	0.00598	0.0068	0.00573	0.00686	0.00686	0.00658	0.00411	0.00635	0.00683	0.0	0.007	0.00635	0.00128
SRR9647438	0.0	0.00681	0.00608	0.00617	0.00614	0.00566	0.00444	0.00677	0.00427	0.00595	0.00744	0.00501	0.00365	0.00421	0.00446	0.00636	0.0041	0.00648	0.00401	0.00459	0.00499	0.00522	0.00584	0.00613	0.00544	0.00578	0.00572	0.00506	0.00599	0.00538	0.00541	0.00627	0.00476	0.00638	0.00596	0.0057	0.00469	0.0	0.0	0.00704	0.0	0.0	0.00615
SRR9647439	0.0	0.00622	0.00551	0.00539	0.0058	0.00519	0.0041	0.00612	0.00397	0.00528	0.00707	0.00469	0.00338	0.00394	0.00405	0.00604	0.00384	0.00584	0.00378	0.00429	0.00469	0.00485	0.0056	0.00586	0.00498	0.00541	0.00533	0.0048	0.00572	0.00503	0.00514	0.00598	0.00454	0.00605	0.0057	0.00548	0.0044	0.0	0.0	0.00637	0.0	0.0	0.00566
SRR9647576	0.00582	0.00038	0.0	0.00137	0.00171	0.00342	0.00458	0.0	0.00474	0.00179	0.00654	0.0027	0.00464	0.0056	0.00577	0.00595	0.00534	0.00227	0.00548	0.0052	0.0043	0.0028	0.00198	0.00387	0.00248	0.00468	0.00451	0.00481	0.00517	0.0044	0.00495	0.00564	0.00583	0.00569	0.00572	0.00552	0.00346	0.00546	0.00568	0.00127	0.00605	0.00558	0.0
