sample	moss_0.001_1x_1	moss_0.001_2x_1	moss_0.001_4x_1	moss_0.001_8x_1	moss_0.002_1x_1	moss_0.002_2x_1	moss_0.002_4x_1	moss_0.002_8x_1	moss_0.004_1x_1	moss_0.004_2x_1	moss_0.004_4x_1	moss_0.004_8x_1	moss_0.006_1x_1	moss_0.006_2x_1	moss_0.006_4x_1	moss_0.006_8x_1	moss_0.008_1x_1	moss_0.008_2x_1	moss_0.008_4x_1	moss_0.008_8x_1	moss_0.01_1x_1	moss_0.01_2x_1	moss_0.01_4x_1	moss_0.01_8x_1	moss_0.02_1x_1	moss_0.02_2x_1	moss_0.02_4x_1	moss_0.02_8x_1	moss_0.0_1x_1	moss_0.0_2x_1	moss_0.0_4x_1	moss_0.0_8x_1	
moss_0.004_4x_1	0.0260011	0.0200069	0.0187696	0.0133589	0.0268787	0.0209066	0.019725	0.0144009	0.0206646	0.0145405	0.0	0.00761898	0.0304052	0.0245817	0.0234004	0.0183197	0.0323106	0.0264682	0.0253291	0.0202041	0.0341088	0.0283243	0.0272522	0.0221139	0.0424375	0.0372021	0.0362433	0.031353	0.0250719	0.0189873	0.0177732	0.012367	
moss_0.004_8x_1	0.0187247	0.0137459	0.0133502	0.00692927	0.0195578	0.0147558	0.0144028	0.00801255	0.0133335	0.0082062	0.00761898	0.0	0.0234349	0.0186281	0.0184023	0.0122383	0.025439	0.020648	0.0203354	0.0142695	0.0273552	0.0226207	0.0224005	0.0162886	0.0360824	0.0320153	0.0318748	0.0260867	0.0177454	0.0126274	0.012307	0.00580662	
moss_0.006_1x_1	0.0294301	0.0265557	0.0274886	0.0203022	0.030217	0.0274447	0.0285024	0.0213352	0.032152	0.0294066	0.0304052	0.0234349	0.0	0.0199001	0.0205771	0.0133926	0.0354431	0.0329351	0.0340379	0.0272902	0.0375262	0.0349287	0.0359432	0.0291407	0.045848	0.0436587	0.0449628	0.0384266	0.0282737	0.0254636	0.0265566	0.0192518	
moss_0.006_2x_1	0.0268315	0.0220702	0.0217547	0.0156236	0.027607	0.0230491	0.0227951	0.0166898	0.029498	0.024959	0.0245817	0.0186281	0.0199001	0.0	0.0142829	0.00805014	0.0331018	0.0285506	0.0282874	0.0225129	0.0349813	0.0304503	0.0301862	0.0244135	0.0434907	0.0394039	0.039514	0.0338867	0.0259723	0.0209746	0.0208146	0.0145923	
moss_0.006_4x_1	0.0280831	0.0220495	0.0207732	0.0155206	0.0288202	0.0228776	0.0216718	0.0165152	0.030685	0.024813	0.0234004	0.0184023	0.0205771	0.0142829	0.0	0.00747134	0.0342462	0.0283078	0.0270908	0.0221455	0.036221	0.0302213	0.0290306	0.0240478	0.0444298	0.0390533	0.0381186	0.0333139	0.0270853	0.020978	0.0197794	0.0145062	
moss_0.006_8x_1	0.0208575	0.0158981	0.0154148	0.00912398	0.0217132	0.0168446	0.0165084	0.0101788	0.0236593	0.0188236	0.0183197	0.0122383	0.0133926	0.00805014	0.00747134	0.0	0.0274727	0.0225026	0.0221994	0.0162746	0.0294589	0.0245704	0.0242682	0.0183115	0.0380569	0.0338065	0.0336829	0.0280427	0.0198816	0.0147101	0.0144378	0.00803134	
moss_0.008_1x_1	0.0313294	0.0284582	0.0295495	0.0224493	0.0321148	0.0295413	0.030583	0.0235233	0.0340228	0.0314879	0.0323106	0.025439	0.0354431	0.0331018	0.0342462	0.0274727	0.0	0.0199237	0.0206235	0.0134854	0.0395908	0.0369253	0.0380088	0.0313003	0.0475374	0.0456136	0.046877	0.0404626	0.0302981	0.0274027	0.0286048	0.0213813	
moss_0.008_2x_1	0.0287694	0.023972	0.0237783	0.0176821	0.0295557	0.0250478	0.0246534	0.0186942	0.0313093	0.0269315	0.0264682	0.020648	0.0329351	0.0285506	0.0283078	0.0225026	0.0199237	0.0	0.0140622	0.00794103	0.0368838	0.0323411	0.0320754	0.0263988	0.0448633	0.041113	0.0410448	0.0355658	0.0278142	0.0229135	0.0227602	0.0167085	
moss_0.008_4x_1	0.0300326	0.0240399	0.022804	0.0175736	0.0307787	0.0250503	0.0236849	0.0185823	0.0325153	0.0268633	0.0253291	0.0203354	0.0340379	0.0282874	0.0270908	0.0221994	0.0206235	0.0140622	0.0	0.00733316	0.0380058	0.0321671	0.0308235	0.0259967	0.0461892	0.0407806	0.0398666	0.0351068	0.0290185	0.0229419	0.0217722	0.016618	
moss_0.008_8x_1	0.022801	0.0178739	0.0174022	0.0112359	0.0236392	0.0188905	0.0184199	0.0122976	0.0255367	0.0208032	0.0202041	0.0142695	0.0272902	0.0225129	0.0221455	0.0162746	0.0134854	0.00794103	0.00733316	0.0	0.0313194	0.0265262	0.0260867	0.0202632	0.0396824	0.0355051	0.0353867	0.0297319	0.0218711	0.0167085	0.0163968	0.0101828	
moss_0.01_1x_1	0.0334625	0.030461	0.0314113	0.0242986	0.0338993	0.0313496	0.0325271	0.0254102	0.0358623	0.0331784	0.0341088	0.0273552	0.0375262	0.0349813	0.036221	0.0294589	0.0395908	0.0368838	0.0380058	0.0313194	0.0	0.0199678	0.0207952	0.013573	0.0494291	0.0472367	0.0485577	0.0421615	0.0321288	0.0293206	0.0304589	0.023295	
moss_0.01_2x_1	0.0308137	0.0259924	0.0257215	0.0196846	0.0314496	0.026958	0.0266257	0.0207131	0.0333703	0.0288661	0.0283243	0.0226207	0.0349287	0.0304503	0.0302213	0.0245704	0.0369253	0.0323411	0.0321671	0.0265262	0.0199678	0.0	0.0140243	0.00785952	0.0467332	0.0427331	0.04247	0.0371789	0.0298153	0.0249631	0.0246297	0.0187008	
moss_0.01_4x_1	0.0320766	0.0260185	0.024695	0.0195947	0.0326361	0.0268515	0.0255061	0.0205217	0.0345946	0.0287296	0.0272522	0.0224005	0.0359432	0.0301862	0.0290306	0.0242682	0.0380088	0.0320754	0.0308235	0.0260867	0.0207952	0.0140243	0.0	0.00721406	0.0477436	0.0424321	0.0413999	0.0367483	0.03109	0.0249963	0.0236361	0.0186281	
moss_0.01_8x_1	0.0248879	0.0198168	0.0193567	0.0132594	0.0256752	0.020834	0.0202768	0.0142996	0.0276381	0.0228174	0.0221139	0.0162886	0.0291407	0.0244135	0.0240478	0.0183115	0.0313003	0.0263988	0.0259967	0.0202632	0.013573	0.00785952	0.00721406	0.0	0.0415072	0.0372151	0.0369024	0.031444	0.0239768	0.0186966	0.018263	0.0122232	
moss_0.02_1x_1	0.0419662	0.0391161	0.0399755	0.0334724	0.0427258	0.0399267	0.0410023	0.034387	0.0441463	0.0417374	0.0424375	0.0360824	0.045848	0.0434907	0.0444298	0.0380569	0.0475374	0.0448633	0.0461892	0.0396824	0.0494291	0.0467332	0.0477436	0.0415072	0.0	0.0198435	0.0201426	0.0134978	0.0409225	0.0381911	0.0390706	0.0324928	
moss_0.02_2x_1	0.0399332	0.035372	0.0348513	0.0294096	0.040865	0.0361197	0.0357653	0.0303259	0.0420441	0.0379115	0.0372021	0.0320153	0.0436587	0.0394039	0.0390533	0.0338065	0.0456136	0.041113	0.0407806	0.0355051	0.0472367	0.0427331	0.0424321	0.0372151	0.0198435	0.0	0.0135349	0.00766934	0.0390361	0.0343729	0.0339307	0.0284808	
moss_0.02_4x_1	0.0411028	0.0353011	0.0339282	0.0293114	0.0421152	0.0362238	0.0348735	0.0302362	0.0433931	0.0378369	0.0362433	0.0318748	0.0449628	0.039514	0.0381186	0.0336829	0.046877	0.0410448	0.0398666	0.0353867	0.0485577	0.04247	0.0413999	0.0369024	0.0201426	0.0135349	0.0	0.00668407	0.0404427	0.0344938	0.0330594	0.0284975	
moss_0.02_8x_1	0.034459	0.0294425	0.0289392	0.0233545	0.0354633	0.030344	0.0297944	0.0243395	0.0367582	0.0321927	0.031353	0.0260867	0.0384266	0.0338867	0.0333139	0.0280427	0.0404626	0.0355658	0.0351068	0.0297319	0.0421615	0.0371789	0.0367483	0.031444	0.0134978	0.00766934	0.00668407	0.0	0.0336892	0.0285752	0.0280273	0.0223729	
moss_0.0_1x_1	0.0238558	0.0210314	0.0221699	0.0145071	0.0246428	0.0219469	0.0231531	0.0156352	0.0264691	0.0240241	0.0250719	0.0177454	0.0282737	0.0259723	0.0270853	0.0198816	0.0302981	0.0278142	0.0290185	0.0218711	0.0321288	0.0298153	0.03109	0.0239768	0.0409225	0.0390361	0.0404427	0.0336892	0.0	0.0197383	0.0211244	0.0133786	
moss_0.0_2x_1	0.0207832	0.0162122	0.0159777	0.00940492	0.0216229	0.0172067	0.0170373	0.0105098	0.0235943	0.0191855	0.0189873	0.0126274	0.0254636	0.0209746	0.020978	0.0147101	0.0274027	0.0229135	0.0229419	0.0167085	0.0293206	0.0249631	0.0249963	0.0186966	0.0381911	0.0343729	0.0344938	0.0285752	0.0197383	0.0	0.0149185	0.00832995	
moss_0.0_4x_1	0.0220609	0.0160131	0.0149065	0.00926865	0.0229299	0.0170144	0.0159067	0.0103418	0.02474	0.0190401	0.0177732	0.012307	0.0265566	0.0208146	0.0197794	0.0144378	0.0286048	0.0227602	0.0217722	0.0163968	0.0304589	0.0246297	0.0236361	0.018263	0.0390706	0.0339307	0.0330594	0.0280273	0.0211244	0.0149185	0.0	0.00820245	
moss_0.0_8x_1	0.0143795	0.00951343	0.00928612	0.00249345	0.015235	0.0105376	0.0103584	0.0036308	0.0173678	0.0126647	0.012367	0.00580662	0.0192518	0.0145923	0.0145062	0.00803134	0.0213813	0.0167085	0.016618	0.0101828	0.023295	0.0187008	0.0186281	0.0122232	0.0324928	0.0284808	0.0284975	0.0223729	0.0133786	0.00832995	0.00820245	0.0	
