sample	rotifer_0.001_1x_1	rotifer_0.001_2x_1	rotifer_0.001_4x_1	rotifer_0.001_8x_1	rotifer_0.002_1x_1	rotifer_0.002_2x_1	rotifer_0.002_4x_1	rotifer_0.002_8x_1	rotifer_0.004_1x_1	rotifer_0.004_2x_1	rotifer_0.004_4x_1	rotifer_0.004_8x_1	rotifer_0.006_1x_1	rotifer_0.006_2x_1	rotifer_0.006_4x_1	rotifer_0.006_8x_1	rotifer_0.008_1x_1	rotifer_0.008_2x_1	rotifer_0.008_4x_1	rotifer_0.008_8x_1	rotifer_0.01_1x_1	rotifer_0.01_2x_1	rotifer_0.01_4x_1	rotifer_0.01_8x_1	rotifer_0.02_1x_1	rotifer_0.02_2x_1	rotifer_0.02_4x_1	rotifer_0.02_8x_1	rotifer_0.0_1x_1	rotifer_0.0_2x_1	rotifer_0.0_4x_1	rotifer_0.0_8x_1	
rotifer_0.004_4x_1	0.0252282	0.0180931	0.0162527	0.0113673	0.0263349	0.0191757	0.0172463	0.0123575	0.0197908	0.0126764	0.0	0.0062152	0.0299263	0.0229359	0.0211162	0.016235	0.0321881	0.0249606	0.0231766	0.0183202	0.033784	0.0269443	0.0250919	0.0202268	0.0441251	0.0370762	0.0351905	0.030359	0.024174	0.0170814	0.0152507	0.010323	
rotifer_0.004_8x_1	0.0189327	0.0125753	0.011392	0.00587833	0.0199403	0.0137213	0.0124391	0.00691191	0.0138922	0.00766604	0.0062152	0.0	0.0236376	0.017582	0.0163246	0.0108848	0.0258388	0.0196915	0.0183923	0.0130027	0.0275027	0.0215163	0.0202872	0.0148599	0.0379894	0.0317946	0.0304299	0.0251687	0.017838	0.0115963	0.0103884	0.00483278	
rotifer_0.006_1x_1	0.031363	0.0271368	0.0271276	0.0207245	0.0324905	0.028141	0.0281024	0.0217286	0.03436	0.0300052	0.0299263	0.0236376	0.0	0.0192993	0.0198619	0.0138633	0.0381382	0.0341063	0.034043	0.0278256	0.0397921	0.0357926	0.0357885	0.0294692	0.049365	0.0456422	0.0454951	0.0393912	0.030233	0.0260928	0.0261296	0.0197136	
rotifer_0.006_2x_1	0.0273106	0.0212473	0.020084	0.0146215	0.0281903	0.0223867	0.0210707	0.0156824	0.0300453	0.0242874	0.0229359	0.017582	0.0192993	0.0	0.0125698	0.00760342	0.0339988	0.0280168	0.0268851	0.0216005	0.0358172	0.0298582	0.0287674	0.0234088	0.0458253	0.0398795	0.0387836	0.0333973	0.0262995	0.0203563	0.019164	0.0136134	
rotifer_0.006_4x_1	0.0272531	0.0201795	0.0183636	0.0134594	0.0285122	0.0213166	0.019298	0.0144926	0.0301554	0.0231842	0.0211162	0.0163246	0.0198619	0.0125698	0.0	0.00625443	0.0341927	0.0269489	0.025162	0.0203773	0.0359748	0.0289622	0.0271478	0.0222715	0.0459516	0.0389438	0.0371037	0.0322428	0.0263402	0.019298	0.0173745	0.0124362	
rotifer_0.006_8x_1	0.0209274	0.0146045	0.0134133	0.00790587	0.0219526	0.0157444	0.0143995	0.00894916	0.0237137	0.017681	0.016235	0.0108848	0.0138633	0.00760342	0.00625443	0.0	0.0277819	0.0216131	0.0202911	0.0150193	0.0295939	0.023494	0.022257	0.0168786	0.0397549	0.0335873	0.032209	0.0269443	0.0198925	0.0136972	0.0124247	0.006896	
rotifer_0.008_1x_1	0.0336655	0.0293697	0.0293912	0.0229224	0.0342551	0.0302021	0.0302586	0.0238848	0.0365754	0.0321532	0.0321881	0.0258388	0.0381382	0.0339988	0.0341927	0.0277819	0.0	0.0194697	0.0199346	0.0139779	0.0421811	0.0381111	0.0380359	0.031709	0.0515131	0.0475639	0.047617	0.0413895	0.0326088	0.0282029	0.028339	0.0218824	
rotifer_0.008_2x_1	0.0294312	0.023257	0.0220374	0.0166989	0.0302319	0.0244425	0.0230822	0.0177454	0.0322487	0.0262501	0.0249606	0.0196915	0.0341063	0.0280168	0.0269489	0.0216131	0.0194697	0.0	0.012539	0.00761598	0.0378414	0.0320176	0.0308717	0.0254653	0.0476348	0.0418586	0.0406646	0.0353185	0.0282601	0.0223011	0.0211714	0.0156693	
rotifer_0.008_4x_1	0.029337	0.0222585	0.0202723	0.0154853	0.0301841	0.023311	0.0211796	0.0164841	0.0323822	0.0251361	0.0231766	0.0183923	0.034043	0.0268851	0.025162	0.0202911	0.0199346	0.012539	0.0	0.00620143	0.0378667	0.0308695	0.0290639	0.0241724	0.0477748	0.0409768	0.0389704	0.0341952	0.0283166	0.0211892	0.019337	0.0144635	
rotifer_0.008_8x_1	0.0229868	0.0167448	0.0154282	0.00999467	0.0238158	0.0178431	0.0164052	0.0110329	0.0259628	0.0197023	0.0183202	0.0130027	0.0278256	0.0216005	0.0203773	0.0150193	0.0139779	0.00761598	0.00620143	0.0	0.0316509	0.0255231	0.0242594	0.0188935	0.0416814	0.0356253	0.0342092	0.0289021	0.021954	0.0156894	0.0144659	0.00899028	
rotifer_0.01_1x_1	0.0352864	0.030931	0.0310346	0.0246134	0.0364614	0.0319979	0.0320442	0.0256469	0.0380509	0.0339068	0.033784	0.0275027	0.0397921	0.0358172	0.0359748	0.0295939	0.0421811	0.0378414	0.0378667	0.0316509	0.0	0.0194965	0.0199199	0.0139185	0.053329	0.0495219	0.0494172	0.0433239	0.03418	0.0299095	0.0301087	0.02365	
rotifer_0.01_2x_1	0.0310468	0.0251136	0.0240621	0.0186209	0.0322219	0.0261963	0.0250785	0.0196462	0.033888	0.028199	0.0269443	0.0215163	0.0357926	0.0298582	0.0289622	0.023494	0.0381111	0.0320176	0.0308695	0.0255231	0.0194965	0.0	0.0126061	0.00758849	0.0498314	0.0439386	0.0428923	0.0375276	0.0301883	0.0241501	0.0231063	0.0176432	
rotifer_0.01_4x_1	0.0312679	0.0241692	0.0222635	0.0174634	0.0322861	0.0251428	0.0233072	0.0185077	0.0340063	0.0270954	0.0250919	0.0202872	0.0357885	0.0287674	0.0271478	0.022257	0.0380359	0.0308717	0.0290639	0.0242594	0.0199199	0.0126061	0.0	0.00618552	0.0497182	0.0428391	0.040784	0.0361766	0.0302724	0.0232152	0.0212802	0.0164657	
rotifer_0.01_8x_1	0.0247736	0.01858	0.0173551	0.0119028	0.0258232	0.019633	0.0184164	0.0129651	0.0276362	0.0216033	0.0202268	0.0148599	0.0294692	0.0234088	0.0222715	0.0168786	0.031709	0.0254653	0.0241724	0.0188935	0.0139185	0.00758849	0.00618552	0.0	0.0435321	0.0374059	0.0360603	0.0308597	0.0238526	0.0175752	0.0163816	0.0108848	
rotifer_0.02_1x_1	0.0451651	0.0411028	0.0412809	0.0348932	0.0459806	0.0420903	0.042037	0.0359103	0.0480391	0.0441772	0.0441251	0.0379894	0.049365	0.0458253	0.0459516	0.0397549	0.0515131	0.0476348	0.0477748	0.0416814	0.053329	0.0498314	0.0497182	0.0435321	0.0	0.0195935	0.0199148	0.0140979	0.0441424	0.0401817	0.0403416	0.0339018	
rotifer_0.02_2x_1	0.0407385	0.0352384	0.034124	0.0288601	0.0420051	0.0362948	0.0349853	0.0298122	0.0438526	0.0384205	0.0370762	0.0317946	0.0456422	0.0398795	0.0389438	0.0335873	0.0475639	0.0418586	0.0409768	0.0356253	0.0495219	0.0439386	0.0428391	0.0374059	0.0195935	0.0	0.0124685	0.00760731	0.0402096	0.0342871	0.0332234	0.0278494	
rotifer_0.02_4x_1	0.0407637	0.0339018	0.0323153	0.0274802	0.0421241	0.0350645	0.0331796	0.0284328	0.0438583	0.0372122	0.0351905	0.0304299	0.0454951	0.0387836	0.0371037	0.032209	0.047617	0.0406646	0.0389704	0.0342092	0.0494172	0.0428923	0.040784	0.0360603	0.0199148	0.0124685	0.0	0.00603064	0.0403184	0.0331176	0.0313687	0.0264771	
rotifer_0.02_8x_1	0.0345894	0.0286939	0.0274522	0.0221311	0.0357408	0.029734	0.0282417	0.023089	0.0377225	0.0317889	0.030359	0.0251687	0.0393912	0.0333973	0.0322428	0.0269443	0.0413895	0.0353185	0.0341952	0.0289021	0.0433239	0.0375276	0.0361766	0.0308597	0.0140979	0.00760731	0.00603064	0.0	0.0340594	0.0277136	0.0265084	0.0211367	
rotifer_0.0_1x_1	0.0255708	0.0213668	0.0214435	0.0149065	0.0265084	0.0224012	0.0223671	0.0159103	0.0284602	0.0243579	0.024174	0.017838	0.030233	0.0262995	0.0263402	0.0198925	0.0326088	0.0282601	0.0283166	0.021954	0.03418	0.0301883	0.0302724	0.0238526	0.0441424	0.0402096	0.0403184	0.0340594	0.0	0.0193784	0.0200287	0.0138687	
rotifer_0.0_2x_1	0.0213848	0.0153313	0.0142774	0.00862723	0.0222448	0.0164352	0.0152782	0.00968443	0.0241676	0.01836	0.0170814	0.0115963	0.0260928	0.0203563	0.019298	0.0136972	0.0282029	0.0223011	0.0211892	0.0156894	0.0299095	0.0241501	0.0232152	0.0175752	0.0401817	0.0342871	0.0331176	0.0277136	0.0193784	0.0	0.0127142	0.00756402	
rotifer_0.0_4x_1	0.0213841	0.0142561	0.0123991	0.00741873	0.0224143	0.0154114	0.0134098	0.00845892	0.0242362	0.0172992	0.0152507	0.0103884	0.0261296	0.019164	0.0173745	0.0124247	0.028339	0.0211714	0.019337	0.0144659	0.0301087	0.0231063	0.0212802	0.0163816	0.0403416	0.0332234	0.0313687	0.0265084	0.0200287	0.0127142	0.0	0.00636404	
rotifer_0.0_8x_1	0.0149151	0.00862241	0.00739309	0.0018257	0.0159184	0.00973702	0.00841928	0.00286631	0.0178192	0.0117237	0.010323	0.00483278	0.0197136	0.0136134	0.0124362	0.006896	0.0218824	0.0156693	0.0144635	0.00899028	0.02365	0.0176432	0.0164657	0.0108848	0.0339018	0.0278494	0.0264771	0.0211367	0.0138687	0.00756402	0.00636404	0.0	
