sample	club-moss_0.001_1x_1	club-moss_0.001_2x_1	club-moss_0.001_4x_1	club-moss_0.001_8x_1	club-moss_0.002_1x_1	club-moss_0.002_2x_1	club-moss_0.002_4x_1	club-moss_0.002_8x_1	club-moss_0.004_1x_1	club-moss_0.004_2x_1	club-moss_0.004_4x_1	club-moss_0.004_8x_1	club-moss_0.006_1x_1	club-moss_0.006_2x_1	club-moss_0.006_4x_1	club-moss_0.006_8x_1	club-moss_0.008_1x_1	club-moss_0.008_2x_1	club-moss_0.008_4x_1	club-moss_0.008_8x_1	club-moss_0.01_1x_1	club-moss_0.01_2x_1	club-moss_0.01_4x_1	club-moss_0.01_8x_1	club-moss_0.02_1x_1	club-moss_0.02_2x_1	club-moss_0.02_4x_1	club-moss_0.02_8x_1	club-moss_0.0_1x_1	club-moss_0.0_2x_1	club-moss_0.0_4x_1	club-moss_0.0_8x_1	
club-moss_0.004_4x_1	0.0240036	0.0186638	0.0179144	0.0125515	0.0251152	0.0195278	0.018823	0.0134912	0.0192438	0.013365	0.0	0.00722453	0.0285221	0.0231448	0.0224085	0.0170885	0.0299431	0.0246999	0.0240502	0.0188513	0.0321264	0.026732	0.0259419	0.0207692	0.0404493	0.0353412	0.0344925	0.0295268	0.0230003	0.0177556	0.0170046	0.0116387	
club-moss_0.004_8x_1	0.0168759	0.0124565	0.012527	0.00616963	0.017903	0.0133642	0.0134537	0.00716763	0.0123284	0.00748911	0.00722453	0.0	0.0216515	0.0172342	0.0172546	0.0110574	0.0231864	0.0189533	0.0190352	0.0129536	0.0253916	0.0210294	0.0209598	0.0149243	0.0341647	0.0299778	0.0299484	0.0240747	0.015946	0.0115303	0.0115717	0.00516475	
club-moss_0.006_1x_1	0.0271782	0.0247032	0.026022	0.0188597	0.0281671	0.0253401	0.0268388	0.0197572	0.0296136	0.0272716	0.0285221	0.0216515	0.0	0.018315	0.0194697	0.0126346	0.033396	0.0308312	0.032116	0.0253772	0.0353091	0.0326932	0.0337877	0.0271865	0.0440249	0.0414517	0.0426202	0.0361558	0.0262412	0.0236609	0.0250469	0.0178186	
club-moss_0.006_2x_1	0.0245266	0.0203903	0.0205158	0.0144448	0.0255828	0.0212459	0.021411	0.0153619	0.0271349	0.0230258	0.0231448	0.0172342	0.018315	0.0	0.0134401	0.00753455	0.030685	0.0264959	0.0265781	0.0207291	0.0325815	0.0283985	0.0284161	0.0226501	0.0412002	0.0370849	0.0371774	0.0314755	0.0236252	0.0195597	0.0195941	0.0134766	
club-moss_0.006_4x_1	0.0259098	0.020527	0.019737	0.0145081	0.0269662	0.0213379	0.0206122	0.015397	0.0284887	0.0231758	0.0224085	0.0172546	0.0194697	0.0134401	0.0	0.0071465	0.0318736	0.0265531	0.0257061	0.0206646	0.0338065	0.0284671	0.0275299	0.0224756	0.0422186	0.0369769	0.0360203	0.0311354	0.0249971	0.0196588	0.0188302	0.0136121	
club-moss_0.006_8x_1	0.0188392	0.0143177	0.0143205	0.00814425	0.019853	0.0152659	0.0152576	0.00911667	0.0214504	0.0171393	0.0170885	0.0110574	0.0126346	0.00753455	0.0071465	0.0	0.0251227	0.0207852	0.0207038	0.0147796	0.0271432	0.0227099	0.0225605	0.0167074	0.0359817	0.0316112	0.031541	0.0258241	0.017867	0.013459	0.0134471	0.00716242	
club-moss_0.008_1x_1	0.0288381	0.0262051	0.0275674	0.020429	0.0300231	0.0272078	0.0283507	0.0213951	0.0312133	0.0288751	0.0299431	0.0231864	0.033396	0.030685	0.0318736	0.0251227	0.0	0.0183964	0.0195578	0.012734	0.0366815	0.0343139	0.0352931	0.0288481	0.0454849	0.0429585	0.0440576	0.0376042	0.0279411	0.0252971	0.0266698	0.0194828	
club-moss_0.008_2x_1	0.026462	0.0221325	0.0222145	0.0162319	0.0273589	0.0229329	0.0230296	0.0171272	0.0288591	0.0246485	0.0246999	0.0189533	0.0308312	0.0264959	0.0265531	0.0207852	0.0183964	0.0	0.0131878	0.00750721	0.0343973	0.0300316	0.0299968	0.024321	0.0427659	0.038717	0.0386707	0.0330667	0.0253721	0.0211646	0.021318	0.0153047	
club-moss_0.008_4x_1	0.0276654	0.0223366	0.0215066	0.016273	0.0286642	0.0230897	0.0224063	0.0172281	0.0302213	0.024836	0.0240502	0.0190352	0.032116	0.0265781	0.0257061	0.0207038	0.0195578	0.0131878	0.0	0.00695435	0.035501	0.0300759	0.0291498	0.0242234	0.0437174	0.0386091	0.0375733	0.0327995	0.0266923	0.021474	0.0206288	0.0154466	
club-moss_0.008_8x_1	0.0206593	0.0162371	0.0161392	0.010042	0.0216809	0.0170754	0.0170188	0.0109876	0.02334	0.0189055	0.0188513	0.0129536	0.0253772	0.0207291	0.0206646	0.0147796	0.012734	0.00750721	0.00695435	0.0	0.0289131	0.0243347	0.0242826	0.0184877	0.0375232	0.0332503	0.0331127	0.027441	0.0197313	0.015321	0.0152286	0.00909608	
club-moss_0.01_1x_1	0.0308575	0.0282078	0.0294795	0.0225341	0.0317637	0.0289803	0.0303676	0.0234218	0.0331796	0.030931	0.0321264	0.0253916	0.0353091	0.0325815	0.0338065	0.0271432	0.0366815	0.0343973	0.035501	0.0289131	0.0	0.0187612	0.0197161	0.0129382	0.0474669	0.0447344	0.0459536	0.0395908	0.0298844	0.0273552	0.0286602	0.0215483	
club-moss_0.01_2x_1	0.0282233	0.024116	0.0241446	0.0182403	0.0293319	0.0249267	0.024978	0.019112	0.0307133	0.0266923	0.026732	0.0210294	0.0326932	0.0283985	0.0284671	0.0227099	0.0343139	0.0300316	0.0300759	0.0243347	0.0187612	0.0	0.0133362	0.00761808	0.0447166	0.0404942	0.0407083	0.0350486	0.0272253	0.0232631	0.0232943	0.0172557	
club-moss_0.01_4x_1	0.0294558	0.0241104	0.0233453	0.0182496	0.0305441	0.0249855	0.0241828	0.019142	0.0319046	0.0267401	0.0259419	0.0209598	0.0337877	0.0284161	0.0275299	0.0225605	0.0352931	0.0299968	0.0291498	0.0242826	0.0197161	0.0133362	0.0	0.00689941	0.0456463	0.0401948	0.0393087	0.0345868	0.0285398	0.0233599	0.0225012	0.0173773	
club-moss_0.01_8x_1	0.0226111	0.0180602	0.0180067	0.0120703	0.0235564	0.0190073	0.0188989	0.0129796	0.0250944	0.0208334	0.0207692	0.0149243	0.0271865	0.0226501	0.0224756	0.0167074	0.0288481	0.024321	0.0242234	0.0184877	0.0129382	0.00761808	0.00689941	0.0	0.0393992	0.0349287	0.0350209	0.0292808	0.0216501	0.0172739	0.0171305	0.0111063	
club-moss_0.02_1x_1	0.0397098	0.0370215	0.0380449	0.0315263	0.0404809	0.0377418	0.0388768	0.0324504	0.0419644	0.0394151	0.0404493	0.0341647	0.0440249	0.0412002	0.0422186	0.0359817	0.0454849	0.0427659	0.0437174	0.0375232	0.0474669	0.0447166	0.0456463	0.0393992	0.0	0.0192956	0.0197648	0.0133812	0.0386661	0.0361267	0.0372325	0.0306014	
club-moss_0.02_2x_1	0.0373475	0.0330473	0.033028	0.0274223	0.0382805	0.0336345	0.0337303	0.0283292	0.039655	0.0353921	0.0353412	0.0299778	0.0414517	0.0370849	0.0369769	0.0316112	0.0429585	0.038717	0.0386091	0.0332503	0.0447344	0.0404942	0.0401948	0.0349287	0.0192956	0.0	0.0129912	0.00755002	0.0362948	0.0322685	0.0322452	0.0266572	
club-moss_0.02_4x_1	0.0384511	0.0332064	0.0322102	0.0275524	0.0394358	0.0337565	0.0329086	0.0284808	0.040591	0.0353532	0.0344925	0.0299484	0.0426202	0.0371774	0.0360203	0.031541	0.0440576	0.0386707	0.0375733	0.0331127	0.0459536	0.0407083	0.0393087	0.0350209	0.0197648	0.0129912	0.0	0.00647787	0.037466	0.0323599	0.0314023	0.0267536	
club-moss_0.02_8x_1	0.0318427	0.0272512	0.0270733	0.0214878	0.0328414	0.0279315	0.0279114	0.0224012	0.0340404	0.0296997	0.0295268	0.0240747	0.0361558	0.0314755	0.0311354	0.0258241	0.0376042	0.0330667	0.0327995	0.027441	0.0395908	0.0350486	0.0345868	0.0292808	0.0133812	0.00755002	0.00647787	0.0	0.0307918	0.0263553	0.0262139	0.0206659	
club-moss_0.0_1x_1	0.0212877	0.0188465	0.0202184	0.0128952	0.0221943	0.0197724	0.0211401	0.0138002	0.0241724	0.0216494	0.0230003	0.015946	0.0262412	0.0236252	0.0249971	0.017867	0.0279411	0.0253721	0.0266923	0.0197313	0.0298844	0.0272253	0.0285398	0.0216501	0.0386661	0.0362948	0.037466	0.0307918	0.0	0.0174256	0.0190219	0.0118303	
club-moss_0.0_2x_1	0.0189448	0.0147163	0.0149874	0.00854395	0.0198142	0.0156301	0.0158848	0.00951923	0.0214878	0.0176039	0.0177556	0.0115303	0.0236609	0.0195597	0.0196588	0.013459	0.0252971	0.0211646	0.021474	0.015321	0.0273552	0.0232631	0.0233599	0.0172739	0.0361267	0.0322685	0.0323599	0.0263553	0.0174256	0.0	0.0136659	0.00750929	
club-moss_0.0_4x_1	0.0203061	0.014998	0.0142829	0.00865972	0.0213986	0.0158487	0.015212	0.00965235	0.0229553	0.0177477	0.0170046	0.0115717	0.0250469	0.0195941	0.0188302	0.0134471	0.0266698	0.021318	0.0206288	0.0152286	0.0286602	0.0232943	0.0225012	0.0171305	0.0372325	0.0322452	0.0314023	0.0262139	0.0190219	0.0136659	0.0	0.00767925	
club-moss_0.0_8x_1	0.0129003	0.00852129	0.00868195	0.00201687	0.0139189	0.00947558	0.00968305	0.0030575	0.0156889	0.0114389	0.0116387	0.00516475	0.0178186	0.0134766	0.0136121	0.00716242	0.0194828	0.0153047	0.0154466	0.00909608	0.0215483	0.0172557	0.0173773	0.0111063	0.0306014	0.0266572	0.0267536	0.0206659	0.0118303	0.00750929	0.00767925	0.0	
