sample	rotifer_0.001_1x_1	rotifer_0.001_2x_1	rotifer_0.001_4x_1	rotifer_0.001_8x_1	rotifer_0.002_1x_1	rotifer_0.002_2x_1	rotifer_0.002_4x_1	rotifer_0.002_8x_1	rotifer_0.004_1x_1	rotifer_0.004_2x_1	rotifer_0.004_4x_1	rotifer_0.004_8x_1	rotifer_0.006_1x_1	rotifer_0.006_2x_1	rotifer_0.006_4x_1	rotifer_0.006_8x_1	rotifer_0.008_1x_1	rotifer_0.008_2x_1	rotifer_0.008_4x_1	rotifer_0.008_8x_1	rotifer_0.01_1x_1	rotifer_0.01_2x_1	rotifer_0.01_4x_1	rotifer_0.01_8x_1	rotifer_0.02_1x_1	rotifer_0.02_2x_1	rotifer_0.02_4x_1	rotifer_0.02_8x_1	rotifer_0.0_1x_1	rotifer_0.0_2x_1	rotifer_0.0_4x_1	rotifer_0.0_8x_1	
rotifer_0.004_4x_1	0.0251687	0.0182165	0.0162101	0.0114536	0.0261085	0.0193141	0.0173934	0.0124644	0.0204802	0.0126886	0.0	0.00626771	0.0302724	0.0231048	0.0212315	0.0163419	0.0322627	0.0251127	0.0233141	0.0183677	0.0341711	0.0270037	0.0252156	0.0203838	0.0440442	0.0370417	0.0349813	0.0302075	0.0243162	0.0172199	0.0153555	0.0103797	
rotifer_0.004_8x_1	0.0187858	0.0126924	0.0113619	0.00598304	0.01982	0.0138886	0.0125062	0.00698118	0.0140106	0.00763395	0.00626771	0.0	0.0239217	0.0176895	0.0164604	0.0109899	0.0259124	0.0197288	0.0185314	0.012998	0.0278818	0.0215831	0.0204822	0.0150048	0.0377804	0.0317774	0.0304084	0.0250386	0.0179464	0.0116375	0.0104584	0.00490177	
rotifer_0.006_1x_1	0.0314237	0.0271718	0.0272596	0.0209247	0.0324304	0.0282669	0.0282951	0.0219377	0.0344114	0.0303612	0.0302724	0.0239217	0.0	0.0194014	0.019971	0.0139031	0.0381639	0.0339609	0.0341177	0.0277108	0.0402557	0.0357381	0.0360686	0.0296447	0.050125	0.046043	0.0458171	0.0397162	0.0305787	0.0261138	0.0263447	0.0198638	
rotifer_0.006_2x_1	0.0270917	0.0213586	0.0201252	0.0147448	0.028035	0.0224668	0.0212452	0.0157363	0.030432	0.0243322	0.0231048	0.0176895	0.0194014	0.0	0.0125869	0.00750929	0.0341076	0.0282388	0.0271524	0.0216676	0.036041	0.0300242	0.0289632	0.023602	0.045815	0.0400326	0.0387542	0.0334046	0.0263393	0.0202034	0.0192894	0.0136824	
rotifer_0.006_4x_1	0.0272994	0.0202567	0.0182689	0.0135132	0.0280937	0.0213207	0.0193698	0.0145151	0.0304331	0.0232661	0.0212315	0.0164604	0.019971	0.0125869	0.0	0.00626472	0.03418	0.0271404	0.0252055	0.0204185	0.0360865	0.0289251	0.0270862	0.0222997	0.0459287	0.0388815	0.0369339	0.0321079	0.0263234	0.0191579	0.0173861	0.0124648	
rotifer_0.006_8x_1	0.020828	0.0146707	0.0133305	0.00798642	0.0217385	0.0158	0.0144659	0.00900445	0.0239981	0.017767	0.0163419	0.0109899	0.0139031	0.00750929	0.00626472	0.0	0.0278437	0.021709	0.0204598	0.0149773	0.0297538	0.0234963	0.0223084	0.0169007	0.039721	0.0335638	0.0321543	0.026807	0.0199384	0.0136147	0.0124371	0.00691988	
rotifer_0.008_1x_1	0.0334059	0.0291366	0.029233	0.0228769	0.034194	0.030313	0.0302287	0.0238855	0.0365134	0.0322417	0.0322627	0.0259124	0.0381639	0.0341076	0.03418	0.0278437	0.0	0.0194287	0.0200293	0.0140202	0.0422275	0.0379369	0.0381081	0.0317352	0.0518237	0.0474559	0.0473943	0.0411609	0.0323599	0.0281207	0.028378	0.0218025	
rotifer_0.008_2x_1	0.0291022	0.0232122	0.0221282	0.0167331	0.03002	0.0244934	0.0232433	0.0177641	0.0324363	0.026381	0.0251127	0.0197288	0.0339609	0.0282388	0.0271404	0.021709	0.0194287	0.0	0.0126681	0.00754913	0.0381247	0.0320708	0.0309817	0.025599	0.0480031	0.0419644	0.0408329	0.0354176	0.0282145	0.0223019	0.0212644	0.0156839	
rotifer_0.008_4x_1	0.0293994	0.0222166	0.0202885	0.0155756	0.0302309	0.0234096	0.0213958	0.0165761	0.0324174	0.0253181	0.0233141	0.0185314	0.0341177	0.0271524	0.0252055	0.0204598	0.0200293	0.0126681	0.0	0.0062734	0.0381805	0.0310656	0.0291761	0.0244167	0.0480616	0.0408937	0.0388799	0.0340822	0.0284132	0.0212809	0.0194281	0.0145579	
rotifer_0.008_8x_1	0.0227981	0.0165851	0.0153427	0.009976	0.0237768	0.0178351	0.0164673	0.010985	0.026036	0.0197997	0.0183677	0.012998	0.0277108	0.0216676	0.0204185	0.0149773	0.0140202	0.00754913	0.0062734	0.0	0.0317238	0.0255095	0.0243266	0.0189497	0.0417531	0.0355942	0.0341838	0.0288501	0.0218675	0.0156261	0.0144757	0.00893898	
rotifer_0.01_1x_1	0.0354257	0.031017	0.0310523	0.0248788	0.0361724	0.0321613	0.0321183	0.0257827	0.0384419	0.0342935	0.0341711	0.0278818	0.0402557	0.036041	0.0360865	0.0297538	0.0422275	0.0381247	0.0381805	0.0317238	0.0	0.0194797	0.0200415	0.014028	0.053841	0.0495338	0.0494814	0.0433351	0.0345248	0.0299884	0.0302287	0.0237799	
rotifer_0.01_2x_1	0.0310037	0.0251236	0.0239894	0.0185509	0.0319772	0.026184	0.0251261	0.0195578	0.0342309	0.0281845	0.0270037	0.0215831	0.0357381	0.0300242	0.0289251	0.0234963	0.0379369	0.0320708	0.0310656	0.0255095	0.0194797	0.0	0.0126216	0.00757386	0.0495458	0.0439367	0.0426511	0.0372224	0.0299663	0.0241152	0.0231411	0.01754	
rotifer_0.01_4x_1	0.0312489	0.0240922	0.0221785	0.0175148	0.0320905	0.0251127	0.0233164	0.0185349	0.0345403	0.0272642	0.0252156	0.0204822	0.0360686	0.0289632	0.0270862	0.0223084	0.0381081	0.0309817	0.0291761	0.0243266	0.0200415	0.0126216	0.0	0.00626852	0.0499232	0.0427221	0.0406781	0.0359432	0.0302671	0.0231834	0.021296	0.0164536	
rotifer_0.01_8x_1	0.0247916	0.0185249	0.0173086	0.0119849	0.0257026	0.0196726	0.0184411	0.0129732	0.0280668	0.0217547	0.0203838	0.0150048	0.0296447	0.023602	0.0222997	0.0169007	0.0317352	0.025599	0.0244167	0.0189497	0.014028	0.00757386	0.00626852	0.0	0.0435717	0.0375144	0.0360189	0.030806	0.0238424	0.0175713	0.0163885	0.0109324	
rotifer_0.02_1x_1	0.0451953	0.0411079	0.0410006	0.0349063	0.0461035	0.0423009	0.0420228	0.035957	0.047929	0.0440923	0.0440442	0.0377804	0.050125	0.045815	0.0459287	0.039721	0.0518237	0.0480031	0.0480616	0.0417531	0.053841	0.0495458	0.0499232	0.0435717	0.0	0.0196569	0.0199569	0.0140604	0.044385	0.0402541	0.0402195	0.0338817	
rotifer_0.02_2x_1	0.0410584	0.0352197	0.034119	0.0288491	0.0415976	0.0363716	0.0351082	0.0298739	0.0441212	0.0382941	0.0370417	0.0317774	0.046043	0.0400326	0.0388815	0.0335638	0.0474559	0.0419644	0.0408937	0.0355942	0.0495338	0.0439367	0.0427221	0.0375144	0.0196569	0.0	0.0125844	0.00765403	0.0400604	0.0342322	0.0332515	0.0278361	
rotifer_0.02_4x_1	0.0410857	0.033966	0.032087	0.0274718	0.0415941	0.0350473	0.0331164	0.028529	0.0441656	0.0370417	0.0349813	0.0304084	0.0458171	0.0387542	0.0369339	0.0321543	0.0473943	0.0408329	0.0388799	0.0341838	0.0494814	0.0426511	0.0406781	0.0360189	0.0199569	0.0125844	0.0	0.0061465	0.040026	0.0330401	0.0312579	0.0265352	
rotifer_0.02_8x_1	0.034627	0.0285447	0.0272226	0.0220331	0.0353332	0.0296872	0.0283	0.0231327	0.0377314	0.0316487	0.0302075	0.0250386	0.0397162	0.0334046	0.0321079	0.026807	0.0411609	0.0354176	0.0340822	0.0288501	0.0433351	0.0372224	0.0359432	0.030806	0.0140604	0.00765403	0.0061465	0.0	0.0337078	0.0275787	0.0263926	0.0210287	
rotifer_0.0_1x_1	0.0255794	0.0212761	0.0212871	0.0149956	0.0266644	0.0225048	0.0223105	0.015967	0.0285861	0.0242394	0.0243162	0.0179464	0.0305787	0.0263393	0.0263234	0.0199384	0.0323599	0.0282145	0.0284132	0.0218675	0.0345248	0.0299663	0.0302671	0.0238424	0.044385	0.0400604	0.040026	0.0337078	0.0	0.019366	0.0200602	0.0138651	
rotifer_0.0_2x_1	0.0211299	0.0152861	0.0141874	0.00863495	0.022091	0.0164467	0.0152571	0.00962962	0.0244135	0.0183062	0.0172199	0.0116375	0.0261138	0.0202034	0.0191579	0.0136147	0.0281207	0.0223019	0.0212809	0.0156261	0.0299884	0.0241152	0.0231834	0.0175713	0.0402541	0.0342322	0.0330401	0.0275787	0.019366	0.0	0.0126827	0.00754169	
rotifer_0.0_4x_1	0.0213455	0.0143172	0.0123296	0.00748585	0.0222563	0.0154198	0.0134273	0.00848466	0.0244893	0.0173595	0.0153555	0.0104584	0.0263447	0.0192894	0.0173861	0.0124371	0.028378	0.0212644	0.0194281	0.0144757	0.0302287	0.0231411	0.021296	0.0163885	0.0402195	0.0332515	0.0312579	0.0263926	0.0200602	0.0126827	0.0	0.00640672	
rotifer_0.0_8x_1	0.014761	0.00860572	0.00730446	0.00184699	0.015757	0.00976304	0.00843322	0.00285345	0.0179906	0.0117087	0.0103797	0.00490177	0.0198638	0.0136824	0.0124648	0.00691988	0.0218025	0.0156839	0.0145579	0.00893898	0.0237799	0.01754	0.0164536	0.0109324	0.0338817	0.0278361	0.0265352	0.0210287	0.0138651	0.00754169	0.00640672	0.0	
