sample	leech_0.001_1x_1	leech_0.001_2x_1	leech_0.001_4x_1	leech_0.001_8x_1	leech_0.002_1x_1	leech_0.002_2x_1	leech_0.002_4x_1	leech_0.002_8x_1	leech_0.004_1x_1	leech_0.004_2x_1	leech_0.004_4x_1	leech_0.004_8x_1	leech_0.006_1x_1	leech_0.006_2x_1	leech_0.006_4x_1	leech_0.006_8x_1	leech_0.008_1x_1	leech_0.008_2x_1	leech_0.008_4x_1	leech_0.008_8x_1	leech_0.01_1x_1	leech_0.01_2x_1	leech_0.01_4x_1	leech_0.01_8x_1	leech_0.02_1x_1	leech_0.02_2x_1	leech_0.02_4x_1	leech_0.02_8x_1	leech_0.0_1x_1	leech_0.0_2x_1	leech_0.0_4x_1	leech_0.0_8x_1	
leech_0.006_1x_1	0.0318301	0.0272902	0.0272438	0.0209119	0.0329833	0.02842	0.0281565	0.0219441	0.0348107	0.030328	0.0302309	0.0239862	0.0	0.0205884	0.02031	0.0140435	0.0385108	0.0344332	0.0340215	0.0279114	0.0408008	0.0363619	0.0362307	0.0299968	0.0501959	0.0460035	0.0456504	0.0397162	0.0308378	0.026281	0.0262139	0.0199588	
leech_0.006_2x_1	0.0272707	0.0211619	0.0198823	0.0144888	0.0282407	0.0222109	0.0208133	0.0154595	0.0303612	0.02417	0.0228896	0.0175876	0.0205884	0.0	0.0130263	0.00760163	0.034328	0.0283049	0.026876	0.0215657	0.0362641	0.0305452	0.0290407	0.0236694	0.0463868	0.0401587	0.0388441	0.0336208	0.0263651	0.0200936	0.0189219	0.0135207	
leech_0.006_4x_1	0.0270788	0.019932	0.017822	0.0130752	0.0281903	0.0210796	0.0188724	0.0141102	0.0303045	0.0229965	0.0208743	0.016206	0.02031	0.0130263	0.0	0.00611376	0.0339446	0.0271027	0.0247613	0.0201653	0.036001	0.0288991	0.0268206	0.0221368	0.0461285	0.0387433	0.0366306	0.0321021	0.0261621	0.0189358	0.0169456	0.0121298	
leech_0.006_8x_1	0.0208327	0.0144818	0.0130666	0.00775731	0.0219491	0.0156156	0.0140371	0.00875275	0.0240716	0.01754	0.016132	0.0108478	0.0140435	0.00760163	0.00611376	0.0	0.0277961	0.021688	0.0201084	0.0148796	0.0298655	0.0236508	0.0222203	0.0168597	0.040026	0.0334489	0.0319541	0.0269015	0.0199269	0.0134665	0.0121115	0.0067671	
leech_0.008_1x_1	0.0338478	0.0293043	0.029079	0.0228166	0.0349221	0.0303291	0.0300601	0.0238417	0.0368181	0.032272	0.0319876	0.0259315	0.0385108	0.034328	0.0339446	0.0277961	0.0	0.0203244	0.0200975	0.0139475	0.0426893	0.0380073	0.0379549	0.0317751	0.0528619	0.0479156	0.0474933	0.0415489	0.0330534	0.0282504	0.0280504	0.0218654	
leech_0.008_2x_1	0.0294712	0.0233255	0.0220781	0.0166222	0.0305031	0.0244667	0.0230732	0.0176438	0.0324516	0.0263207	0.0250677	0.0197029	0.0344332	0.0283049	0.0271027	0.021688	0.0203244	0.0	0.012899	0.00757715	0.0384939	0.0322662	0.0310734	0.0255922	0.0483221	0.0420885	0.0407267	0.0355266	0.0285122	0.022304	0.0210782	0.0156768	
leech_0.008_4x_1	0.0291073	0.0219796	0.019888	0.0151047	0.0303034	0.0231531	0.0208992	0.0161749	0.0321881	0.0249938	0.0228814	0.0182444	0.0340215	0.026876	0.0247613	0.0201084	0.0200975	0.012899	0.0	0.00603997	0.038179	0.0308959	0.0288561	0.0241414	0.0480098	0.0406027	0.0385108	0.0339483	0.028112	0.0209773	0.0189648	0.0141263	
leech_0.008_8x_1	0.0228941	0.0165888	0.0151485	0.00982985	0.024036	0.0177398	0.0161449	0.010862	0.0261024	0.0196664	0.0182258	0.0129583	0.0279114	0.0215657	0.0201653	0.0148796	0.0139475	0.00757715	0.00603997	0.0	0.0319645	0.0255384	0.0242258	0.0188278	0.041975	0.035376	0.0338528	0.0288012	0.0220388	0.0156532	0.0141823	0.00883693	
leech_0.01_1x_1	0.0360313	0.0311665	0.031191	0.0249449	0.0368295	0.0323646	0.0321218	0.0259541	0.0390439	0.0342845	0.0341889	0.0280283	0.0408008	0.0362641	0.036001	0.0298655	0.0426893	0.0384939	0.038179	0.0319645	0.0	0.0206162	0.0203276	0.0140462	0.0544232	0.0500348	0.0497422	0.0437725	0.0348342	0.0303312	0.0302447	0.0239437	
leech_0.01_2x_1	0.0314924	0.0251896	0.0240091	0.0186334	0.0324586	0.0263057	0.0250461	0.0196601	0.0345248	0.0283127	0.0270761	0.0217603	0.0363619	0.0305452	0.0288991	0.0236508	0.0380073	0.0322662	0.0308959	0.0255384	0.0206162	0.0	0.0130976	0.00764743	0.0501494	0.0440345	0.0427331	0.0376588	0.0304127	0.0243202	0.023135	0.0176787	
leech_0.01_4x_1	0.0311432	0.0240534	0.0220331	0.0172711	0.0323106	0.0251938	0.022983	0.0183115	0.0344757	0.0270871	0.0249474	0.0203381	0.0362307	0.0290407	0.0268206	0.0222203	0.0379549	0.0310734	0.0288561	0.0242258	0.0203276	0.0130976	0.0	0.00613871	0.0500567	0.0427386	0.0405392	0.0361322	0.0303419	0.0231056	0.0210945	0.0162756	
leech_0.01_8x_1	0.0249573	0.0185675	0.0171732	0.0118805	0.0259437	0.0196764	0.0181613	0.0128718	0.028199	0.0215915	0.0202482	0.0149546	0.0299968	0.0236694	0.0221368	0.0168597	0.0317751	0.0255922	0.0241414	0.0188278	0.0140462	0.00764743	0.00613871	0.0	0.0439367	0.0374498	0.0359432	0.0308904	0.0240044	0.0175882	0.0162382	0.0108784	
leech_0.02_1x_1	0.046162	0.0412174	0.041214	0.0350552	0.0471474	0.0423314	0.0421009	0.0360382	0.048749	0.0442237	0.0440672	0.0380479	0.0501959	0.0463868	0.0461285	0.040026	0.0528619	0.0483221	0.0480098	0.041975	0.0544232	0.0501494	0.0500567	0.0439367	0.0	0.0206394	0.0204369	0.0143033	0.0450548	0.0401964	0.0403085	0.0340759	
leech_0.02_2x_1	0.0413291	0.0349524	0.0339056	0.0285713	0.042165	0.0362057	0.0348277	0.0295681	0.0442217	0.0380434	0.0368152	0.0316044	0.0460035	0.0401587	0.0387433	0.0334489	0.0479156	0.0420885	0.0406027	0.035376	0.0500348	0.0440345	0.0427386	0.0374498	0.0206394	0.0	0.0128816	0.00759805	0.040335	0.0341978	0.0329267	0.0275891	
leech_0.02_4x_1	0.0410363	0.0337428	0.0318014	0.0271184	0.0421561	0.034863	0.0327708	0.028114	0.043908	0.0366164	0.0346959	0.0300886	0.0456504	0.0388441	0.0366306	0.0319541	0.0474933	0.0407267	0.0385108	0.0338528	0.0497422	0.0427331	0.0405392	0.0359432	0.0204369	0.0128816	0.0	0.00602904	0.0400751	0.0329556	0.0308838	0.0261471	
leech_0.02_8x_1	0.0351254	0.0284191	0.0272207	0.0219263	0.0360258	0.0296322	0.0281913	0.0229262	0.0379354	0.0315387	0.0301458	0.0249557	0.0397162	0.0336208	0.0321021	0.0269015	0.0415489	0.0355266	0.0339483	0.0288012	0.0437725	0.0376588	0.0361322	0.0308904	0.0143033	0.00759805	0.00602904	0.0	0.0339748	0.0277364	0.0262695	0.0209625	
leech_0.0_1x_1	0.0261007	0.0212946	0.0212302	0.0149479	0.0269708	0.0225238	0.0222022	0.0159726	0.0291265	0.0243756	0.0241764	0.0180205	0.0308378	0.0263651	0.0261621	0.0199269	0.0330534	0.0285122	0.028112	0.0220388	0.0348342	0.0304127	0.0303419	0.0240044	0.0450548	0.040335	0.0400751	0.0339748	0.0	0.0204277	0.0202339	0.0139624	
leech_0.0_2x_1	0.021209	0.0151827	0.0139593	0.00848657	0.0223091	0.0162855	0.0149522	0.00950149	0.0244393	0.0182613	0.0170112	0.0116018	0.026281	0.0200936	0.0189358	0.0134665	0.0282504	0.022304	0.0209773	0.0156532	0.0303312	0.0243202	0.0231056	0.0175882	0.0401964	0.0341978	0.0329556	0.0277364	0.0204277	0.0	0.0129446	0.00749208	
leech_0.0_4x_1	0.0211299	0.0139457	0.0119184	0.00711357	0.0222628	0.0151232	0.0129689	0.00812439	0.0243604	0.0170166	0.0149976	0.0101995	0.0262139	0.0189219	0.0169456	0.0121115	0.0280504	0.0210782	0.0189648	0.0141823	0.0302447	0.023135	0.0210945	0.0162382	0.0403085	0.0329267	0.0308838	0.0262695	0.0202339	0.0129446	0.0	0.00612904	
leech_0.0_8x_1	0.0149108	0.00849198	0.00710722	0.00173901	0.0159593	0.00961724	0.00811354	0.00277081	0.0180913	0.0115607	0.0101717	0.00486345	0.0199588	0.0135207	0.0121298	0.0067671	0.0218654	0.0156768	0.0141263	0.00883693	0.0239437	0.0176787	0.0162756	0.0108784	0.0340759	0.0275891	0.0261471	0.0209625	0.0139624	0.00749208	0.00612904	0.0	
