sample	oyster_0.001_1x_1	oyster_0.001_2x_1	oyster_0.001_4x_1	oyster_0.001_8x_1	oyster_0.002_1x_1	oyster_0.002_2x_1	oyster_0.002_4x_1	oyster_0.002_8x_1	oyster_0.004_1x_1	oyster_0.004_2x_1	oyster_0.004_4x_1	oyster_0.004_8x_1	oyster_0.006_1x_1	oyster_0.006_2x_1	oyster_0.006_4x_1	oyster_0.006_8x_1	oyster_0.008_1x_1	oyster_0.008_2x_1	oyster_0.008_4x_1	oyster_0.008_8x_1	oyster_0.01_1x_1	oyster_0.01_2x_1	oyster_0.01_4x_1	oyster_0.01_8x_1	oyster_0.02_1x_1	oyster_0.02_2x_1	oyster_0.02_4x_1	oyster_0.02_8x_1	oyster_0.0_1x_1	oyster_0.0_2x_1	oyster_0.0_4x_1	oyster_0.0_8x_1	
oyster_0.006_4x_1	0.0272281	0.0209086	0.0194094	0.0144047	0.0283029	0.0220345	0.0205421	0.0154049	0.0299389	0.0238244	0.0223729	0.0173175	0.0138137	0.00534105	0.0	0.00636896	0.0337265	0.0276136	0.0262324	0.02125	0.0354875	0.0296301	0.0281584	0.0232441	0.0448176	0.0387433	0.0372616	0.0325023	0.0262792	0.0200762	0.0185835	0.0134141	
oyster_0.006_8x_1	0.0203818	0.0149744	0.0142104	0.0084101	0.0215267	0.0160392	0.0153422	0.00943885	0.023219	0.0179917	0.0172413	0.0114017	0.0128701	0.00721115	0.00636896	0.0	0.0270596	0.0218392	0.0212206	0.0154327	0.0288401	0.0238268	0.0232213	0.0174361	0.03839	0.0332503	0.0326029	0.027044	0.019433	0.0140462	0.0133226	0.00735546	
oyster_0.008_1x_1	0.0315579	0.0281681	0.0286523	0.0221132	0.0325437	0.0291134	0.0297683	0.0231018	0.0342385	0.0309828	0.031643	0.0249598	0.0362502	0.0331249	0.0337265	0.0270596	0.0	0.00747193	0.0136601	0.0128927	0.0400146	0.0369339	0.0374777	0.0308706	0.0486982	0.0454808	0.0465223	0.039969	0.0306437	0.0271607	0.027838	0.0210484	
oyster_0.008_2x_1	0.0283751	0.023191	0.0225487	0.0168813	0.0293912	0.024182	0.0237596	0.0178853	0.0310523	0.0261226	0.0255956	0.0198009	0.033193	0.0282932	0.0276136	0.0218392	0.00747193	0.0	0.0052717	0.00714477	0.0368195	0.0319288	0.0313754	0.0257198	0.0458915	0.0408802	0.0402805	0.0349274	0.0274139	0.0221756	0.0217687	0.0158823	
oyster_0.008_4x_1	0.0290296	0.0227395	0.0211687	0.016259	0.0301533	0.0237955	0.022354	0.0172998	0.0318003	0.0257129	0.024221	0.0192371	0.0339307	0.0278151	0.0262324	0.0212206	0.0136601	0.0052717	0.0	0.00622304	0.0374308	0.031399	0.0298959	0.0250794	0.0465903	0.0402937	0.0388146	0.0341749	0.02817	0.0218414	0.0203799	0.0152954	
oyster_0.008_8x_1	0.0222541	0.0168576	0.0160557	0.0103356	0.0233354	0.0178961	0.0172689	0.0114005	0.0251553	0.0198988	0.0191977	0.0133598	0.027267	0.0220424	0.02125	0.0154327	0.0128927	0.00714477	0.00622304	0.0	0.0309178	0.0257396	0.0251344	0.0193772	0.0402326	0.0350011	0.0343652	0.0289121	0.0214207	0.0159368	0.0152424	0.00930664	
oyster_0.01_1x_1	0.0334243	0.0300664	0.030557	0.0239847	0.0343498	0.0310557	0.0317135	0.0250203	0.0359322	0.032821	0.0334231	0.0269179	0.0378757	0.0348552	0.0354875	0.0288401	0.0400146	0.0368195	0.0374308	0.0309178	0.0	0.00740546	0.013741	0.0129293	0.0501372	0.0472585	0.0479402	0.0416936	0.032507	0.0290256	0.0296986	0.0229299	
oyster_0.01_2x_1	0.0303912	0.0252039	0.0245704	0.0188784	0.0312434	0.0262633	0.0257499	0.0199014	0.0329014	0.0279746	0.0274662	0.0217892	0.0349445	0.0301777	0.0296301	0.0238268	0.0369339	0.0319288	0.031399	0.0257396	0.00740546	0.0	0.00533852	0.00713118	0.0474119	0.0426057	0.0420992	0.0367142	0.0294045	0.0242946	0.0236904	0.0178596	
oyster_0.01_4x_1	0.0310126	0.0247842	0.023194	0.0183068	0.0321904	0.0259159	0.0243234	0.0193493	0.0336568	0.0275797	0.0260823	0.0212274	0.0358541	0.0297433	0.0281584	0.0232213	0.0374777	0.0313754	0.0298959	0.0251344	0.013741	0.00533852	0.0	0.00619145	0.0484591	0.0420992	0.0405226	0.0360106	0.0300253	0.0238268	0.0223468	0.0173324	
oyster_0.01_8x_1	0.024285	0.0188374	0.0180377	0.0123913	0.0254695	0.019971	0.0192481	0.0134058	0.0269991	0.0218124	0.0210728	0.0153382	0.0291995	0.0239776	0.0232441	0.0174361	0.0308706	0.0257198	0.0250794	0.0193772	0.0129293	0.00713118	0.00619145	0.0	0.0420885	0.0368809	0.0361197	0.0307503	0.0232874	0.017919	0.0171738	0.0113496	
oyster_0.02_1x_1	0.0423835	0.039498	0.0400342	0.0336072	0.0436416	0.0403383	0.0411318	0.034592	0.0448414	0.042149	0.0428941	0.0364095	0.0473548	0.0442392	0.0448176	0.03839	0.0486982	0.0458915	0.0465903	0.0402326	0.0501372	0.0474119	0.0484591	0.0420885	0.0	0.00759834	0.0139293	0.0131775	0.0416517	0.0385016	0.0391366	0.0327254	
oyster_0.02_2x_1	0.0393547	0.034539	0.0339534	0.0285565	0.0404726	0.0354472	0.0349379	0.0294301	0.0417654	0.0372965	0.0368224	0.0312211	0.0441521	0.0393578	0.0387433	0.0332503	0.0454808	0.0408802	0.0402937	0.0350011	0.0472585	0.0426057	0.0420992	0.0368809	0.00759834	0.0	0.00528227	0.00705569	0.0386414	0.0336842	0.0330364	0.027591	
oyster_0.02_4x_1	0.0401209	0.0340771	0.0325212	0.0279286	0.0412826	0.0350962	0.033502	0.0288521	0.0428098	0.0368109	0.0353881	0.0306155	0.0449708	0.0387976	0.0372616	0.0326029	0.0465223	0.0402805	0.0388146	0.0343652	0.0479402	0.0420992	0.0405226	0.0361197	0.0139293	0.00528227	0.0	0.00589889	0.0393801	0.0333175	0.0316668	0.0270495	
oyster_0.02_8x_1	0.0336792	0.0284024	0.0276088	0.0222058	0.0347767	0.0294322	0.0286731	0.0231796	0.0362725	0.0312255	0.030474	0.0250361	0.0384939	0.0333028	0.0325023	0.027044	0.039969	0.0349274	0.0341749	0.0289121	0.0416936	0.0367142	0.0360106	0.0307503	0.0131775	0.00705569	0.00589889	0.0	0.0329134	0.0275975	0.0267645	0.0212165	
oyster_0.0_1x_1	0.0239965	0.0205197	0.0210802	0.0142293	0.0249905	0.0215323	0.0222527	0.0152321	0.02665	0.0235109	0.0241065	0.0172546	0.0288072	0.0256495	0.0262792	0.019433	0.0306437	0.0274139	0.02817	0.0214207	0.032507	0.0294045	0.0300253	0.0232874	0.0416517	0.0386414	0.0393801	0.0329134	0.0	0.00727144	0.0135943	0.0125769	
oyster_0.0_2x_1	0.0204901	0.0153817	0.0148121	0.00883334	0.0216306	0.0163947	0.0159098	0.00987211	0.0233141	0.0183882	0.0178357	0.0118542	0.0255768	0.0205666	0.0200762	0.0140462	0.0271607	0.0221756	0.0218414	0.0159368	0.0290256	0.0242946	0.0238268	0.017919	0.0385016	0.0336842	0.0333175	0.0275975	0.00727144	0.0	0.00533094	0.00723558	
oyster_0.0_4x_1	0.021151	0.0148259	0.0133554	0.00814239	0.0223185	0.0158797	0.0145043	0.00913995	0.0239602	0.0178124	0.0163492	0.0111074	0.0262607	0.020082	0.0185835	0.0133226	0.027838	0.0217687	0.0203799	0.0152424	0.0296986	0.0236904	0.0223468	0.0171738	0.0391366	0.0330364	0.0316668	0.0267645	0.0135943	0.00533094	0.0	0.00661656	
oyster_0.0_8x_1	0.014124	0.00876766	0.00804521	0.00197407	0.0152066	0.00984904	0.0092187	0.00304001	0.0169737	0.0118614	0.0111504	0.00508988	0.0193698	0.0141134	0.0134141	0.00735546	0.0210484	0.0158823	0.0152954	0.00930664	0.0229299	0.0178596	0.0173324	0.0113496	0.0327254	0.027591	0.0270495	0.0212165	0.0125769	0.00723558	0.00661656	0.0	
