sample	oyster_0.001_1x_1	oyster_0.001_2x_1	oyster_0.001_4x_1	oyster_0.001_8x_1	oyster_0.002_1x_1	oyster_0.002_2x_1	oyster_0.002_4x_1	oyster_0.002_8x_1	oyster_0.004_1x_1	oyster_0.004_2x_1	oyster_0.004_4x_1	oyster_0.004_8x_1	oyster_0.006_1x_1	oyster_0.006_2x_1	oyster_0.006_4x_1	oyster_0.006_8x_1	oyster_0.008_1x_1	oyster_0.008_2x_1	oyster_0.008_4x_1	oyster_0.008_8x_1	oyster_0.01_1x_1	oyster_0.01_2x_1	oyster_0.01_4x_1	oyster_0.01_8x_1	oyster_0.02_1x_1	oyster_0.02_2x_1	oyster_0.02_4x_1	oyster_0.02_8x_1	oyster_0.0_1x_1	oyster_0.0_2x_1	oyster_0.0_4x_1	oyster_0.0_8x_1	
oyster_0.01_1x_1	0.0333396	0.0301989	0.030817	0.024055	0.0341367	0.0310413	0.0317774	0.0250361	0.0359542	0.0328222	0.0336059	0.0269325	0.03777	0.0346868	0.0353078	0.0288971	0.0398649	0.0366759	0.0374909	0.0309894	0.0	0.00757416	0.0139293	0.0130353	0.0498314	0.0468125	0.0474977	0.041367	0.0325247	0.0291397	0.0296955	0.0230318	
oyster_0.01_2x_1	0.0303323	0.0251436	0.0245185	0.0187738	0.0310258	0.0260552	0.0255256	0.019792	0.0328102	0.0279095	0.0273384	0.0216655	0.0346335	0.0296063	0.0289713	0.0235356	0.0365726	0.0316203	0.0311988	0.0255717	0.00757416	0.0	0.00531781	0.00711819	0.0471844	0.0421454	0.0415785	0.0362558	0.0293165	0.0241223	0.0234433	0.0177948	
oyster_0.01_4x_1	0.0310501	0.0247269	0.0231539	0.0181694	0.0317546	0.0255956	0.0241509	0.0191499	0.0335564	0.0274307	0.025948	0.0210395	0.0353519	0.0290972	0.0276211	0.0228762	0.0374293	0.0311576	0.029761	0.0249036	0.0139293	0.00531781	0.0	0.00611054	0.0477302	0.0416325	0.0400718	0.0355536	0.0300527	0.023664	0.0221067	0.0171809	
oyster_0.01_8x_1	0.024499	0.0189485	0.0181012	0.0123411	0.0251821	0.019888	0.0191426	0.0133672	0.0270614	0.0217048	0.0210246	0.0152964	0.0288811	0.0235256	0.0228315	0.0172073	0.0309839	0.025605	0.0248978	0.0193104	0.0130353	0.00711819	0.00611054	0.0	0.0416499	0.0364319	0.0356823	0.030374	0.0234425	0.0178739	0.0170144	0.0113311	
oyster_0.02_1x_1	0.0425912	0.0392691	0.0398812	0.0334268	0.0434963	0.0403813	0.0408988	0.0345093	0.0451651	0.04219	0.042713	0.0363199	0.0466456	0.0436643	0.0443129	0.0381488	0.048599	0.0455318	0.0462374	0.0399608	0.0498314	0.0471844	0.0477302	0.0416499	0.0	0.00763365	0.0140608	0.0133344	0.0415489	0.0382699	0.0389204	0.032481	
oyster_0.02_2x_1	0.039423	0.0343229	0.0337665	0.0283399	0.0403499	0.0354579	0.0348748	0.0293288	0.042037	0.0371731	0.0366221	0.0310369	0.0436947	0.0387248	0.0383078	0.0328918	0.0457059	0.0406579	0.0401849	0.034795	0.0468125	0.0421454	0.0416325	0.0364319	0.00763365	0.0	0.00538791	0.00710837	0.0383504	0.0334305	0.0328654	0.0273719	
oyster_0.02_4x_1	0.040062	0.0338754	0.0322697	0.02769	0.0411147	0.0349024	0.0334637	0.028675	0.0427076	0.0367227	0.0351334	0.0304514	0.0444298	0.0382395	0.0368138	0.0321962	0.0460014	0.0400816	0.0386352	0.0341317	0.0474977	0.0415785	0.0400718	0.0356823	0.0140608	0.00538791	0.0	0.00591525	0.0391098	0.0329531	0.0314552	0.0267971	
oyster_0.02_8x_1	0.0336171	0.0282961	0.0274596	0.022006	0.0346647	0.0293666	0.0286187	0.0230664	0.0363996	0.0312066	0.0303537	0.0248879	0.0381201	0.0328606	0.0321056	0.0267726	0.0398909	0.034718	0.0340582	0.028682	0.041367	0.0362558	0.0355536	0.030374	0.0133344	0.00710837	0.00591525	0.0	0.0327099	0.0273515	0.0265432	0.0210823	
oyster_0.0_1x_1	0.0238581	0.0207431	0.0213931	0.0142889	0.0249391	0.0216313	0.0224187	0.0153274	0.0267094	0.0235556	0.0243242	0.0173479	0.0285034	0.0254695	0.0262615	0.0193995	0.0304288	0.0274755	0.0283331	0.0215114	0.0325247	0.0293165	0.0300527	0.0234425	0.0415489	0.0383504	0.0391098	0.0327099	0.0	0.00735223	0.013678	0.0126676	
oyster_0.0_2x_1	0.0206308	0.0155526	0.0149325	0.00882617	0.0214767	0.0164199	0.0159721	0.00989906	0.0233927	0.0183091	0.0179161	0.0118897	0.0251403	0.0202586	0.0198244	0.0138597	0.0273208	0.0223156	0.0219299	0.0159798	0.0291397	0.0241223	0.023664	0.0178739	0.0382699	0.0334305	0.0329531	0.0273515	0.00735223	0.0	0.00531327	0.00719228	
oyster_0.0_4x_1	0.0213104	0.0148705	0.0134357	0.00807392	0.0221447	0.0158802	0.0144963	0.00912764	0.0239839	0.0177556	0.0164126	0.0110983	0.0258872	0.0196261	0.0182858	0.0130417	0.0279679	0.021676	0.0204041	0.0151514	0.0296955	0.0234433	0.0221067	0.0170144	0.0389204	0.0328654	0.0314552	0.0265432	0.013678	0.00531327	0.0	0.00653943	
oyster_0.0_8x_1	0.014313	0.0088725	0.00813711	0.00195907	0.0151841	0.00985323	0.00924583	0.00303749	0.0170934	0.0118614	0.0112623	0.00511396	0.0190431	0.0137558	0.013171	0.00714997	0.0211414	0.0158573	0.0153471	0.00930798	0.0230318	0.0177948	0.0171809	0.0113311	0.032481	0.0273719	0.0267971	0.0210823	0.0126676	0.00719228	0.00653943	0.0	
