sample	leech_0.001_1x_1	leech_0.001_2x_1	leech_0.001_4x_1	leech_0.001_8x_1	leech_0.002_1x_1	leech_0.002_2x_1	leech_0.002_4x_1	leech_0.002_8x_1	leech_0.004_1x_1	leech_0.004_2x_1	leech_0.004_4x_1	leech_0.004_8x_1	leech_0.006_1x_1	leech_0.006_2x_1	leech_0.006_4x_1	leech_0.006_8x_1	leech_0.008_1x_1	leech_0.008_2x_1	leech_0.008_4x_1	leech_0.008_8x_1	leech_0.01_1x_1	leech_0.01_2x_1	leech_0.01_4x_1	leech_0.01_8x_1	leech_0.02_1x_1	leech_0.02_2x_1	leech_0.02_4x_1	leech_0.02_8x_1	leech_0.0_1x_1	leech_0.0_2x_1	leech_0.0_4x_1	leech_0.0_8x_1	
leech_0.006_2x_1	0.02723	0.0210565	0.0199135	0.0145344	0.0285113	0.0221074	0.0209207	0.0155616	0.0305106	0.0242154	0.023025	0.0176235	0.020448	0.0	0.0129775	0.00762736	0.0341685	0.0279181	0.0267283	0.0213104	0.03607	0.0301713	0.0286493	0.0233629	0.0459122	0.0400456	0.0386275	0.0334256	0.0264522	0.0202937	0.0189225	0.0135756	
leech_0.006_4x_1	0.027033	0.0198365	0.0178283	0.0130843	0.028088	0.0208555	0.018814	0.0140791	0.0303483	0.022903	0.0208481	0.016133	0.0202307	0.0129775	0.0	0.00610223	0.0340518	0.0266617	0.0246591	0.0199192	0.0359625	0.0289061	0.0266095	0.0219526	0.0459391	0.0387418	0.0366433	0.0319576	0.0261911	0.018986	0.0168102	0.0121022	
leech_0.006_8x_1	0.02092	0.0144472	0.0130722	0.00776486	0.0219065	0.0154391	0.0140777	0.00878844	0.0241517	0.017573	0.0161599	0.0108355	0.0140672	0.00762736	0.00610223	0.0	0.0278618	0.0213717	0.0199646	0.0146556	0.0297944	0.023531	0.0219093	0.0167122	0.0397985	0.0334921	0.0319484	0.0268088	0.0199972	0.0135451	0.0120764	0.00678878	
leech_0.008_1x_1	0.0338892	0.02934	0.0290911	0.0228382	0.0350156	0.0303141	0.0300442	0.0238174	0.0368581	0.0324692	0.0320998	0.0260281	0.0385875	0.0341685	0.0340518	0.0278618	0.0	0.0203753	0.0202171	0.0140097	0.0426639	0.0383976	0.0377166	0.031814	0.0527565	0.0482721	0.0479964	0.0419697	0.0330558	0.0282465	0.0280187	0.021876	
leech_0.008_2x_1	0.0291579	0.0229785	0.0218315	0.0164578	0.0303923	0.0240044	0.0227728	0.0173906	0.0324068	0.0260526	0.0248015	0.0194847	0.034062	0.0279181	0.0266617	0.0213717	0.0203753	0.0	0.0129578	0.00755717	0.0377715	0.0318736	0.0304385	0.0252475	0.0479559	0.0418621	0.0405226	0.0353238	0.0281768	0.022139	0.0207725	0.0154302	
leech_0.008_4x_1	0.0290346	0.0218145	0.0198276	0.0150029	0.0301458	0.0228315	0.0207618	0.0159951	0.0322791	0.0248525	0.0227877	0.0180925	0.033937	0.0267283	0.0246591	0.0199646	0.0202171	0.0129578	0.0	0.00611697	0.0377077	0.0306915	0.028529	0.0238401	0.0479223	0.0406512	0.0386722	0.0339282	0.0280168	0.0209929	0.0187211	0.0140207	
leech_0.008_8x_1	0.0227988	0.0163947	0.0149816	0.00970205	0.0239752	0.0173817	0.0159665	0.0106797	0.0260692	0.0195296	0.0180372	0.0127724	0.0277534	0.0213104	0.0199192	0.0146556	0.0140097	0.00755717	0.00611697	0.0	0.0316135	0.0253198	0.0237386	0.0185426	0.0417234	0.0353358	0.0338579	0.0286869	0.0217751	0.0154868	0.013928	0.00869582	
leech_0.01_1x_1	0.035957	0.0310789	0.0309376	0.0247769	0.0366957	0.032258	0.0320141	0.0258146	0.0389532	0.0340721	0.0340291	0.0279172	0.0407318	0.03607	0.0359625	0.0297944	0.0426639	0.0377715	0.0377077	0.0316135	0.0	0.0205362	0.0203681	0.0140915	0.0544289	0.0494886	0.0494362	0.04347	0.0348578	0.0300918	0.0300316	0.0238487	
leech_0.01_2x_1	0.031269	0.0250727	0.0238644	0.0184676	0.0323177	0.0262386	0.024892	0.0195303	0.0344345	0.0280427	0.0268515	0.0215413	0.0364951	0.0301713	0.0289061	0.023531	0.0383976	0.0318736	0.0306915	0.0253198	0.0205362	0.0	0.0129732	0.00764174	0.049788	0.0435849	0.0423943	0.0371876	0.0304288	0.0241645	0.0228404	0.0175349	
leech_0.01_4x_1	0.030953	0.0237776	0.0217027	0.0169672	0.0319795	0.0248838	0.0226487	0.0179379	0.0340645	0.0266122	0.0246591	0.0199844	0.0358883	0.0286493	0.0266095	0.0219093	0.0377166	0.0304385	0.028529	0.0237386	0.0203681	0.0129732	0.0	0.00606612	0.049639	0.0421739	0.040297	0.0355766	0.0300802	0.0228896	0.0206553	0.0159977	
leech_0.01_8x_1	0.0248541	0.0184129	0.016997	0.0117285	0.0257861	0.0194697	0.0179384	0.0127117	0.0280831	0.0214324	0.019994	0.0147882	0.029876	0.0233629	0.0219526	0.0167122	0.031814	0.0252475	0.0238401	0.0185426	0.0140915	0.00764174	0.00606612	0.0	0.0436435	0.0370316	0.0356308	0.0305473	0.0239681	0.0174846	0.0159445	0.0107296	
leech_0.02_1x_1	0.0457285	0.0412191	0.0409361	0.0348906	0.0469201	0.0421722	0.0419945	0.0359117	0.0484842	0.0440096	0.0438144	0.0378235	0.0506774	0.0459122	0.0459391	0.0397985	0.0527565	0.0479559	0.0479223	0.0417234	0.0544289	0.049788	0.049639	0.0436435	0.0	0.0206899	0.0204533	0.0142279	0.044911	0.0400947	0.0400179	0.0339282	
leech_0.02_2x_1	0.0409785	0.0350817	0.0338378	0.0284553	0.0422651	0.0361544	0.0349287	0.0295165	0.0442179	0.038087	0.0367639	0.0315783	0.0463131	0.0400456	0.0387418	0.0334921	0.0482721	0.0418621	0.0406512	0.0353358	0.0494886	0.0435849	0.0421739	0.0370316	0.0206899	0.0	0.0129899	0.00767925	0.0403465	0.0341482	0.0328678	0.027528	
leech_0.02_4x_1	0.0409106	0.0338315	0.031709	0.0270752	0.0420743	0.0348434	0.0327624	0.0280812	0.0439558	0.0367398	0.0345829	0.0300231	0.0461035	0.0386275	0.0366433	0.0319484	0.0479964	0.0405226	0.0386722	0.0338579	0.0494362	0.0423943	0.040297	0.0356308	0.0204533	0.0129899	0.0	0.00608564	0.0399397	0.0329182	0.0308476	0.0261182	
leech_0.02_8x_1	0.0347336	0.0285054	0.0270541	0.0218456	0.0359625	0.0295279	0.028112	0.0228531	0.037928	0.0314856	0.0299621	0.0248615	0.0398893	0.0334256	0.0319576	0.0268088	0.0419697	0.0353238	0.0339282	0.0286869	0.04347	0.0371876	0.0355766	0.0305473	0.0142279	0.00767925	0.00608564	0.0	0.033829	0.0275421	0.0261226	0.0208998	
leech_0.0_1x_1	0.0260989	0.0214	0.0211265	0.0149662	0.0268333	0.0223134	0.0221117	0.0159389	0.0291275	0.0244183	0.0243411	0.0180423	0.0310026	0.0264522	0.0261911	0.0199972	0.0330558	0.0281768	0.0280168	0.0217751	0.0348578	0.0304288	0.0300802	0.0239681	0.044911	0.0403465	0.0399397	0.033829	0.0	0.0204251	0.0201175	0.0139974	
leech_0.0_2x_1	0.0213951	0.0152286	0.0140316	0.00857944	0.0224056	0.0161847	0.0149922	0.00952026	0.0245079	0.0183308	0.0171294	0.011654	0.0263881	0.0202937	0.018986	0.0135451	0.0282465	0.022139	0.0209929	0.0154868	0.0300918	0.0241645	0.0228896	0.0174846	0.0400947	0.0341482	0.0329182	0.0275421	0.0204251	0.0	0.0129591	0.00756909	
leech_0.0_4x_1	0.0211135	0.0139516	0.0118777	0.0070646	0.0221835	0.0149373	0.0128553	0.00802641	0.024432	0.0169326	0.0149233	0.0101357	0.0261629	0.0189225	0.0168102	0.0120764	0.0280187	0.0207725	0.0187211	0.013928	0.0300316	0.0228404	0.0206553	0.0159445	0.0400179	0.0328678	0.0308476	0.0261226	0.0201175	0.0129591	0.0	0.00606879	
leech_0.0_8x_1	0.0149421	0.00852479	0.0070764	0.0017696	0.0159506	0.00950831	0.00805138	0.00273074	0.0181486	0.0116379	0.0101899	0.00485176	0.0199473	0.0135756	0.0121022	0.00678878	0.021876	0.0154302	0.0140207	0.00869582	0.0238487	0.0175349	0.0159977	0.0107296	0.0339282	0.027528	0.0261182	0.0208998	0.0139974	0.00756909	0.00606879	0.0	
