sample	club-moss_0.001_1x_1	club-moss_0.001_2x_1	club-moss_0.001_4x_1	club-moss_0.001_8x_1	club-moss_0.002_1x_1	club-moss_0.002_2x_1	club-moss_0.002_4x_1	club-moss_0.002_8x_1	club-moss_0.004_1x_1	club-moss_0.004_2x_1	club-moss_0.004_4x_1	club-moss_0.004_8x_1	club-moss_0.006_1x_1	club-moss_0.006_2x_1	club-moss_0.006_4x_1	club-moss_0.006_8x_1	club-moss_0.008_1x_1	club-moss_0.008_2x_1	club-moss_0.008_4x_1	club-moss_0.008_8x_1	club-moss_0.01_1x_1	club-moss_0.01_2x_1	club-moss_0.01_4x_1	club-moss_0.01_8x_1	club-moss_0.02_1x_1	club-moss_0.02_2x_1	club-moss_0.02_4x_1	club-moss_0.02_8x_1	club-moss_0.0_1x_1	club-moss_0.0_2x_1	club-moss_0.0_4x_1	club-moss_0.0_8x_1	
club-moss_0.004_4x_1	0.0241366	0.0187073	0.01804	0.0126061	0.0250835	0.0195816	0.01898	0.0135234	0.0194934	0.0135199	0.0	0.00733374	0.0285536	0.0231743	0.0225268	0.0171908	0.0302682	0.0248451	0.0242354	0.0190541	0.0318897	0.0266006	0.0257241	0.0206792	0.0409751	0.0354216	0.034735	0.0296758	0.0232867	0.0178442	0.0170579	0.0116878	
club-moss_0.004_8x_1	0.0167979	0.0123165	0.0125095	0.00604744	0.0177863	0.0132668	0.0134894	0.00706863	0.0123744	0.00750959	0.00733374	0.0	0.0215038	0.0170705	0.0172358	0.010979	0.0232722	0.018876	0.019	0.0129612	0.0250436	0.0208079	0.0207178	0.0147839	0.0343254	0.0299253	0.0299589	0.0241724	0.0159353	0.0114129	0.0114781	0.00504383	
club-moss_0.006_1x_1	0.0270587	0.0244804	0.0259419	0.0187241	0.0279191	0.0253992	0.0268951	0.019725	0.0299389	0.0272152	0.0285536	0.0215038	0.0	0.018181	0.0195478	0.0125728	0.0335081	0.0307798	0.0322288	0.025417	0.0349326	0.0326658	0.0338616	0.0271699	0.0440865	0.0416133	0.0426311	0.0362419	0.0262518	0.0235974	0.0250295	0.0177636	
club-moss_0.006_2x_1	0.0245152	0.0202281	0.0204631	0.0142603	0.0253569	0.0210931	0.0214324	0.0152429	0.0271939	0.0229508	0.0231743	0.0170705	0.018181	0.0	0.0133292	0.0074205	0.0306872	0.0264602	0.0267302	0.0208609	0.032481	0.0282116	0.0282708	0.0225231	0.0412998	0.0370791	0.0372253	0.0315127	0.0236547	0.0193129	0.0195328	0.0133366	
club-moss_0.006_4x_1	0.0259924	0.0206122	0.0198733	0.014548	0.0269452	0.0214532	0.0208193	0.0155221	0.0286513	0.0232912	0.0225268	0.0172358	0.0195478	0.0133292	0.0	0.00716792	0.0321776	0.0266563	0.0260867	0.0209658	0.0338403	0.0283663	0.0274288	0.0225553	0.0425803	0.0371861	0.0363507	0.0313877	0.0252794	0.0197616	0.0189715	0.0136958	
club-moss_0.006_8x_1	0.0188002	0.0143001	0.0144621	0.00811881	0.0197401	0.015212	0.0154034	0.00912797	0.0214996	0.017159	0.0171908	0.010979	0.0125728	0.0074205	0.00716792	0.0	0.0252256	0.0207825	0.0209092	0.0149614	0.0269243	0.0226229	0.0224865	0.0166685	0.0360631	0.031693	0.0316907	0.025961	0.0179464	0.0134229	0.0134445	0.00716821	
club-moss_0.008_1x_1	0.0289462	0.0261946	0.0277127	0.0205804	0.0298896	0.0270559	0.0286117	0.02151	0.0316452	0.0289683	0.0302682	0.0232722	0.0335081	0.0306872	0.0321776	0.0252256	0.0	0.0183806	0.0194884	0.0127226	0.0367554	0.0342169	0.0353653	0.0287624	0.0457326	0.0430064	0.0441309	0.03777	0.0282184	0.0252601	0.0267799	0.0195922	
club-moss_0.008_2x_1	0.0263314	0.021959	0.0222087	0.0162153	0.0271801	0.0229239	0.0231456	0.0171409	0.0289823	0.024704	0.0248451	0.018876	0.0307798	0.0264602	0.0266563	0.0207825	0.0183806	0.0	0.0131839	0.00744205	0.0341152	0.0298718	0.0297746	0.0242115	0.0429824	0.0384205	0.0385077	0.0329158	0.0254373	0.0211047	0.0213193	0.0152915	
club-moss_0.008_4x_1	0.0277705	0.0222932	0.0216334	0.0164625	0.0286929	0.0232054	0.022507	0.0173407	0.0303398	0.0250195	0.0242354	0.019	0.0322288	0.0267302	0.0260867	0.0209092	0.0194884	0.0131839	0.0	0.00693781	0.0354647	0.0300474	0.0290417	0.0242123	0.0441482	0.0385645	0.0377299	0.0329279	0.0270074	0.0214885	0.0207451	0.0155501	
club-moss_0.008_8x_1	0.0207765	0.0162298	0.0163413	0.0101828	0.021702	0.0171475	0.0172954	0.0111496	0.0235225	0.0190705	0.0190541	0.0129612	0.025417	0.0208609	0.0209658	0.0149614	0.0127226	0.00744205	0.00693781	0.0	0.0288441	0.024478	0.0242834	0.0186037	0.03791	0.0332539	0.0331893	0.0275966	0.0198899	0.0153782	0.0153471	0.00921837	
club-moss_0.01_1x_1	0.0305776	0.0278923	0.0293278	0.0222715	0.0316362	0.0288002	0.0303152	0.0232699	0.0332076	0.0307754	0.0318897	0.0250436	0.0349326	0.032481	0.0338403	0.0269243	0.0367554	0.0341152	0.0354647	0.0288441	0.0	0.0185722	0.0195428	0.0128714	0.046819	0.0445022	0.0455502	0.0392343	0.0298665	0.0271138	0.0284337	0.0213862	
club-moss_0.01_2x_1	0.0280745	0.0238934	0.0240146	0.0181295	0.0292228	0.0247252	0.0249375	0.0190438	0.0308432	0.0265728	0.0266006	0.0208079	0.0326658	0.0282116	0.0283663	0.0226229	0.0342169	0.0298718	0.0300474	0.024478	0.0185722	0.0	0.0131368	0.00748793	0.0447087	0.0401734	0.0402096	0.034735	0.0275703	0.0230694	0.0231146	0.0172342	
club-moss_0.01_4x_1	0.0294579	0.023976	0.0232395	0.018159	0.0304342	0.0248401	0.0240961	0.0190949	0.0320476	0.026677	0.0257241	0.0207178	0.0338616	0.0282708	0.0274288	0.0224865	0.0353653	0.0297746	0.0290417	0.0242834	0.0195428	0.0131368	0.0	0.00683479	0.0456976	0.0400685	0.039146	0.034441	0.0288331	0.023219	0.0223751	0.0173158	
club-moss_0.01_8x_1	0.0224858	0.0179768	0.0180251	0.0120211	0.023595	0.0189442	0.0190042	0.0129856	0.0253181	0.0208407	0.0206792	0.0147839	0.0271699	0.0225231	0.0225553	0.0166685	0.0287624	0.0242115	0.0242123	0.0186037	0.0128714	0.00748793	0.00683479	0.0	0.0394868	0.0348159	0.0347389	0.0291843	0.0218336	0.0171234	0.0171027	0.0110851	
club-moss_0.02_1x_1	0.0396534	0.0372093	0.0384312	0.0316498	0.0406479	0.0379879	0.0394756	0.0326849	0.0420921	0.0397743	0.0409751	0.0343254	0.0440865	0.0412998	0.0425803	0.0360631	0.0457326	0.0429824	0.0441482	0.03791	0.046819	0.0447087	0.0456976	0.0394868	0.0	0.0192045	0.0198772	0.0134656	0.0386692	0.036505	0.037588	0.0308673	
club-moss_0.02_2x_1	0.0373986	0.032887	0.0329676	0.0274475	0.0380284	0.0338027	0.0338855	0.0283692	0.0397404	0.0355078	0.0354216	0.0299253	0.0416133	0.0370791	0.0371861	0.031693	0.0430064	0.0384205	0.0385645	0.0332539	0.0445022	0.0401734	0.0400685	0.0348159	0.0192045	0.0	0.0129493	0.00750216	0.0365896	0.0322393	0.0322184	0.0266824	
club-moss_0.02_4x_1	0.0383732	0.0330691	0.0322604	0.0275524	0.039277	0.0339849	0.0330473	0.0283604	0.0409005	0.0356633	0.034735	0.0299589	0.0426311	0.0372253	0.0363507	0.0316907	0.0441309	0.0385077	0.0377299	0.0331893	0.0455502	0.0402096	0.039146	0.0347389	0.0198772	0.0129493	0.0	0.00651123	0.0376441	0.0324516	0.0314755	0.0267591	
club-moss_0.02_8x_1	0.0318897	0.0272115	0.0271239	0.0215838	0.0327504	0.0280629	0.0280745	0.0224741	0.034459	0.0299085	0.0296758	0.0241724	0.0362419	0.0315127	0.0313877	0.025961	0.03777	0.0329158	0.0329279	0.0275966	0.0392343	0.034735	0.034441	0.0291843	0.0134656	0.00750216	0.00651123	0.0	0.0311044	0.0265531	0.0262395	0.0207698	
club-moss_0.0_1x_1	0.0214407	0.0189074	0.0204395	0.0129681	0.022496	0.0197965	0.0215059	0.0140147	0.0242426	0.0217941	0.0232867	0.0159353	0.0262518	0.0236547	0.0252794	0.0179464	0.0282184	0.0254373	0.0270074	0.0198899	0.0298665	0.0275703	0.0288331	0.0218336	0.0386692	0.0365896	0.0376441	0.0311044	0.0	0.0175758	0.0192027	0.011912	
club-moss_0.0_2x_1	0.0187414	0.0146527	0.0150401	0.00850471	0.0198346	0.0155276	0.01599	0.00953769	0.0215908	0.0175237	0.0178442	0.0114129	0.0235974	0.0193129	0.0197616	0.0134229	0.0252601	0.0211047	0.0214885	0.0153782	0.0271138	0.0230694	0.023219	0.0171234	0.036505	0.0322393	0.0324516	0.0265531	0.0175758	0.0	0.0136695	0.00749712	
club-moss_0.0_4x_1	0.0203107	0.0149291	0.0143144	0.00864266	0.0213083	0.0158482	0.0152752	0.00964304	0.0230559	0.0177386	0.0170579	0.0114781	0.0250295	0.0195328	0.0189715	0.0134445	0.0267799	0.0213193	0.0207451	0.0153471	0.0284337	0.0231146	0.0223751	0.0171027	0.037588	0.0322184	0.0314755	0.0262395	0.0192027	0.0136695	0.0	0.00767745	
club-moss_0.0_8x_1	0.0128778	0.00846972	0.00875858	0.00200625	0.0138579	0.00943783	0.00978701	0.00307987	0.0156864	0.011435	0.0116878	0.00504383	0.0177636	0.0133366	0.0136958	0.00716821	0.0195922	0.0152915	0.0155501	0.00921837	0.0213862	0.0172342	0.0173158	0.0110851	0.0308673	0.0266824	0.0267591	0.0207698	0.011912	0.00749712	0.00767745	0.0	
