sample	club-moss_0.001_1x_1	club-moss_0.001_2x_1	club-moss_0.001_4x_1	club-moss_0.001_8x_1	club-moss_0.002_1x_1	club-moss_0.002_2x_1	club-moss_0.002_4x_1	club-moss_0.002_8x_1	club-moss_0.004_1x_1	club-moss_0.004_2x_1	club-moss_0.004_4x_1	club-moss_0.004_8x_1	club-moss_0.006_1x_1	club-moss_0.006_2x_1	club-moss_0.006_4x_1	club-moss_0.006_8x_1	club-moss_0.008_1x_1	club-moss_0.008_2x_1	club-moss_0.008_4x_1	club-moss_0.008_8x_1	club-moss_0.01_1x_1	club-moss_0.01_2x_1	club-moss_0.01_4x_1	club-moss_0.01_8x_1	club-moss_0.02_1x_1	club-moss_0.02_2x_1	club-moss_0.02_4x_1	club-moss_0.02_8x_1	club-moss_0.0_1x_1	club-moss_0.0_2x_1	club-moss_0.0_4x_1	club-moss_0.0_8x_1	
club-moss_0.004_8x_1	0.0168732	0.0123975	0.012416	0.00609607	0.0178556	0.01332	0.0134828	0.00712858	0.0122008	0.0075527	0.00726881	0.0	0.0215017	0.0171448	0.0171793	0.0110957	0.0234395	0.01894	0.0190645	0.0129587	0.025081	0.0208367	0.0208126	0.0148935	0.0343472	0.0301788	0.0299736	0.0242402	0.0159455	0.0114703	0.0115783	0.00513758	
club-moss_0.006_1x_1	0.0271875	0.0243026	0.0256717	0.0185717	0.0281227	0.0252567	0.0266644	0.0195816	0.029534	0.0272207	0.028469	0.0215017	0.0	0.0182706	0.0194051	0.0125928	0.0333151	0.0306915	0.0320824	0.0252307	0.0349866	0.032673	0.033804	0.0270211	0.0438678	0.0414535	0.0425477	0.0361682	0.026236	0.0234479	0.0248615	0.0176466	
club-moss_0.006_2x_1	0.0244796	0.0202996	0.0203616	0.0143126	0.0254653	0.0211203	0.0213414	0.0152738	0.0270504	0.0229785	0.0231448	0.0171448	0.0182706	0.0	0.0133218	0.00750246	0.0307929	0.0264415	0.0267663	0.0207205	0.032313	0.0282475	0.0284602	0.0225436	0.0413463	0.037069	0.0370835	0.0316169	0.023609	0.0193648	0.0195834	0.0133729	
club-moss_0.006_4x_1	0.0259089	0.0204815	0.0196544	0.0144462	0.0268243	0.0212713	0.0205758	0.0153486	0.0284465	0.0231124	0.0223918	0.0171793	0.0194051	0.0133218	0.0	0.00708762	0.0321311	0.0265988	0.0258872	0.0207491	0.033481	0.028265	0.0275336	0.0224427	0.0422114	0.0370878	0.0361239	0.0313518	0.0250935	0.0195571	0.0188639	0.013573	
club-moss_0.006_8x_1	0.0188386	0.014327	0.0143089	0.0081216	0.0198638	0.0152027	0.0153062	0.00913096	0.0214982	0.0171946	0.0172111	0.0110957	0.0125928	0.00750246	0.00708762	0.0	0.0252752	0.0207285	0.0208535	0.0148159	0.0268878	0.0226052	0.0226303	0.0167122	0.03599	0.0318037	0.0316407	0.0260543	0.0179602	0.0134242	0.0134555	0.00714882	
club-moss_0.008_1x_1	0.0289592	0.0262166	0.0275787	0.0205197	0.0299484	0.0271644	0.0286711	0.0215038	0.0315568	0.0291914	0.0304288	0.0234395	0.0333151	0.0307929	0.0321311	0.0252752	0.0	0.0184052	0.019633	0.012796	0.0366886	0.0344693	0.0357041	0.0289723	0.0457676	0.0432101	0.0443149	0.037928	0.0282864	0.0253333	0.0268116	0.0195916	
club-moss_0.008_2x_1	0.026273	0.0220602	0.0221239	0.0161816	0.0272216	0.0228397	0.0230724	0.0170645	0.0289863	0.0247777	0.0248673	0.01894	0.0306915	0.0264415	0.0265988	0.0207285	0.0184052	0.0	0.0132442	0.00748763	0.0340518	0.0299599	0.0301193	0.0242786	0.043023	0.0389454	0.0387697	0.03332	0.0255606	0.0211135	0.0213538	0.0152713	
club-moss_0.008_4x_1	0.0276994	0.0223773	0.0215462	0.0163775	0.0286137	0.0231864	0.0224427	0.0173042	0.0302906	0.0250561	0.0242666	0.0190645	0.0320824	0.0267663	0.0258872	0.0208535	0.019633	0.0132442	0.0	0.00702899	0.0352104	0.0300717	0.0292778	0.0243443	0.0440365	0.0387774	0.0376441	0.0330292	0.0270165	0.0214324	0.0207318	0.0155172	
club-moss_0.008_8x_1	0.020656	0.016208	0.0161625	0.0100576	0.0216124	0.0170639	0.0171683	0.0110272	0.0233118	0.0190425	0.0190085	0.0129587	0.0252307	0.0207205	0.0207491	0.0148159	0.012796	0.00748763	0.00702899	0.0	0.0286038	0.0242874	0.024317	0.0184599	0.0376736	0.033502	0.0331747	0.0276824	0.019918	0.0152605	0.0152757	0.00912863	
club-moss_0.01_1x_1	0.030596	0.0278771	0.0290568	0.0221828	0.0315806	0.0286988	0.0301289	0.0231804	0.0330715	0.0305971	0.031861	0.025081	0.0349866	0.032313	0.033481	0.0268878	0.0366886	0.0340518	0.0352104	0.0286038	0.0	0.0185349	0.0194007	0.0127652	0.0466265	0.0443733	0.0454808	0.0391539	0.0298435	0.0268851	0.0282621	0.0212521	
club-moss_0.01_2x_1	0.0282	0.0239342	0.0239036	0.0180792	0.0290538	0.0247269	0.0249119	0.0190389	0.0307416	0.02647	0.0266464	0.0208367	0.032673	0.0282475	0.028265	0.0226052	0.0344693	0.0299599	0.0300717	0.0242874	0.0185349	0.0	0.0131589	0.007482	0.0445316	0.0404726	0.0402326	0.034867	0.0275083	0.0228985	0.023163	0.0172084	
club-moss_0.01_4x_1	0.0295	0.0241621	0.0232395	0.0182706	0.0304363	0.0249119	0.0241295	0.0191732	0.0319795	0.0266284	0.0258025	0.0208126	0.033804	0.0284602	0.0275336	0.0226303	0.0357041	0.0301193	0.0292778	0.024317	0.0194007	0.0131589	0.0	0.00686791	0.0455849	0.0402541	0.0393293	0.0345183	0.0288601	0.0231169	0.0224792	0.0173884	
club-moss_0.01_8x_1	0.0226089	0.0180867	0.0179379	0.0120215	0.023578	0.0188742	0.018986	0.0130066	0.0252424	0.0207745	0.0207158	0.0148935	0.0270211	0.0225436	0.0224427	0.0167122	0.0289723	0.0242786	0.0243443	0.0184599	0.0127652	0.007482	0.00686791	0.0	0.0393928	0.0350077	0.0347037	0.0292829	0.0218774	0.0170509	0.0171294	0.0110855	
club-moss_0.02_1x_1	0.0398763	0.0371051	0.0381941	0.0316964	0.0407553	0.0378951	0.0390392	0.0325448	0.0420565	0.0397436	0.040752	0.0343472	0.0438678	0.0413463	0.0422114	0.03599	0.0457676	0.043023	0.0440365	0.0376736	0.0466265	0.0445316	0.0455849	0.0393928	0.0	0.019242	0.0198155	0.0134453	0.0391885	0.0362628	0.0374045	0.0308093	
club-moss_0.02_2x_1	0.037619	0.0331991	0.0330933	0.027725	0.0385445	0.0338691	0.0338553	0.0285034	0.0398261	0.0356891	0.0355199	0.0301788	0.0414535	0.037069	0.0370878	0.0318037	0.0432101	0.0389454	0.0387774	0.033502	0.0443733	0.0404726	0.0402541	0.0350077	0.019242	0.0	0.0129276	0.007553	0.0367511	0.0323013	0.032347	0.0269215	
club-moss_0.02_4x_1	0.0385737	0.0331467	0.0321172	0.0276645	0.0395348	0.0338629	0.0329134	0.0284122	0.0408362	0.0355469	0.0346517	0.0299736	0.0425477	0.0370835	0.0361239	0.0316407	0.0443149	0.0387697	0.0376441	0.0331747	0.0454808	0.0402326	0.0393293	0.0347037	0.0198155	0.0129276	0.0	0.00650019	0.0378116	0.0323083	0.0314856	0.0269079	
club-moss_0.02_8x_1	0.0320974	0.0273282	0.0271441	0.0217547	0.0330195	0.0282398	0.0280331	0.0225663	0.0343677	0.0299494	0.0296882	0.0242402	0.0361682	0.0316169	0.0313518	0.0260543	0.037928	0.03332	0.0330292	0.0276824	0.0391539	0.034867	0.0345183	0.0292829	0.0134453	0.007553	0.00650019	0.0	0.0312657	0.0265459	0.0264139	0.0209214	
club-moss_0.0_1x_1	0.0214719	0.01892	0.0203015	0.0129109	0.0225099	0.019813	0.0213482	0.0139402	0.0242138	0.0217744	0.0232023	0.0159455	0.026236	0.023609	0.0250935	0.0179602	0.0282864	0.0255606	0.0270165	0.019918	0.0298435	0.0275083	0.0288601	0.0218774	0.0391885	0.0367511	0.0378116	0.0312657	0.0	0.0179161	0.0195246	0.0118873	
club-moss_0.0_2x_1	0.0187876	0.014596	0.0147853	0.00842023	0.0197692	0.0155401	0.0158436	0.00947116	0.0215094	0.0175551	0.0177369	0.0114703	0.0234479	0.0193648	0.0195571	0.0134242	0.0253333	0.0211135	0.0214324	0.0152605	0.0268851	0.0228985	0.0231169	0.0170509	0.0362628	0.0323013	0.0323083	0.0265459	0.0179161	0.0	0.0136383	0.00739368	
club-moss_0.0_4x_1	0.0203354	0.0150208	0.0141947	0.00864684	0.02125	0.0157798	0.0152497	0.0096396	0.0229815	0.0177766	0.0170209	0.0115783	0.0248615	0.0195834	0.0188639	0.0134555	0.0268116	0.0213538	0.0207318	0.0152757	0.0282621	0.023163	0.0224792	0.0171294	0.0374045	0.032347	0.0314856	0.0264139	0.0195246	0.0136383	0.0	0.00768076	
club-moss_0.0_8x_1	0.0128358	0.00849102	0.00861343	0.00195081	0.0138656	0.0094012	0.00967407	0.00304044	0.0156271	0.0115166	0.0116859	0.00513758	0.0176466	0.0133729	0.013573	0.00714882	0.0195916	0.0152713	0.0155172	0.00912863	0.0212521	0.0172084	0.0173884	0.0110855	0.0308093	0.0269215	0.0269079	0.0209214	0.0118873	0.00739368	0.00768076	0.0	
