sample	oyster_0.001_1x_1	oyster_0.001_2x_1	oyster_0.001_4x_1	oyster_0.001_8x_1	oyster_0.002_1x_1	oyster_0.002_2x_1	oyster_0.002_4x_1	oyster_0.002_8x_1	oyster_0.004_1x_1	oyster_0.004_2x_1	oyster_0.004_4x_1	oyster_0.004_8x_1	oyster_0.006_1x_1	oyster_0.006_2x_1	oyster_0.006_4x_1	oyster_0.006_8x_1	oyster_0.008_1x_1	oyster_0.008_2x_1	oyster_0.008_4x_1	oyster_0.008_8x_1	oyster_0.01_1x_1	oyster_0.01_2x_1	oyster_0.01_4x_1	oyster_0.01_8x_1	oyster_0.02_1x_1	oyster_0.02_2x_1	oyster_0.02_4x_1	oyster_0.02_8x_1	oyster_0.0_1x_1	oyster_0.0_2x_1	oyster_0.0_4x_1	oyster_0.0_8x_1	
oyster_0.008_8x_1	0.0221577	0.0167138	0.0160819	0.0102203	0.0233141	0.0179505	0.017182	0.0112865	0.0252861	0.019742	0.0190389	0.0132821	0.0269033	0.0216641	0.0208985	0.0151739	0.0129595	0.00713089	0.00620656	0.0	0.0308564	0.0255086	0.0249325	0.0191781	0.0402392	0.0351294	0.0345868	0.0288891	0.0211435	0.0157393	0.015078	0.00921402	
oyster_0.01_1x_1	0.0334625	0.0300728	0.0308882	0.0240597	0.0344938	0.0311754	0.0318817	0.0250594	0.0363143	0.0328306	0.033678	0.0270476	0.0378205	0.0346868	0.0353292	0.0287326	0.0398747	0.0367398	0.037349	0.0308564	0.0	0.0074666	0.0138011	0.0129933	0.0507273	0.0477169	0.0484385	0.0420725	0.0325934	0.0291701	0.029855	0.0230995	
oyster_0.01_2x_1	0.0303333	0.0251052	0.0246574	0.0187768	0.0313406	0.0261884	0.0257044	0.0197844	0.0329917	0.0278447	0.0274139	0.0217132	0.0346777	0.0298184	0.0292157	0.023524	0.0366023	0.031734	0.0312066	0.0255086	0.0074666	0.0	0.00532942	0.0070715	0.0477703	0.0429806	0.0425115	0.0369497	0.0292921	0.0241112	0.0236051	0.0178283	
oyster_0.01_4x_1	0.0312088	0.0247302	0.0233301	0.0182281	0.0319979	0.0257809	0.0243531	0.0192524	0.0338466	0.0274653	0.0261972	0.0211803	0.0355118	0.0293871	0.0278981	0.022971	0.0373752	0.0313216	0.0297996	0.0249325	0.0138011	0.00532942	0.0	0.00614113	0.0485232	0.0425025	0.0409106	0.0363199	0.0301628	0.0237339	0.0222932	0.0172733	
oyster_0.01_8x_1	0.0243459	0.0188038	0.0181405	0.0123087	0.0253586	0.0199243	0.0192112	0.013348	0.0272179	0.0217772	0.0210918	0.0153866	0.0288761	0.0236733	0.0228799	0.0171897	0.0307274	0.0255725	0.0248303	0.0191781	0.0129933	0.0070715	0.00614113	0.0	0.0422615	0.0370878	0.0364825	0.0309123	0.0233065	0.0178448	0.0171054	0.0113172	
oyster_0.02_1x_1	0.0426802	0.0394772	0.0403647	0.0337915	0.0437802	0.040757	0.0413463	0.0347963	0.0454442	0.0423691	0.0431767	0.0367853	0.0467889	0.0438812	0.0447344	0.0383732	0.0485875	0.0457367	0.0463657	0.0402392	0.0507273	0.0477703	0.0485232	0.0422615	0.0	0.00754824	0.0138909	0.0131256	0.0418058	0.0387743	0.0394326	0.0328342	
oyster_0.02_2x_1	0.0396711	0.0348081	0.0343459	0.0288192	0.0407823	0.0359556	0.0353078	0.0298069	0.0425894	0.0376337	0.0371297	0.0317751	0.0440981	0.0392881	0.0387728	0.0333518	0.0459142	0.0410618	0.0405259	0.0351294	0.0477169	0.0429806	0.0425025	0.0370878	0.00754824	0.0	0.00534788	0.00709425	0.0388846	0.0340442	0.033412	0.0278647	
oyster_0.02_4x_1	0.0404095	0.0344062	0.0328558	0.0282436	0.0416063	0.0355482	0.0338742	0.0292239	0.0433987	0.0370647	0.0357449	0.0310977	0.0448235	0.0389079	0.0372398	0.0327337	0.046603	0.0406328	0.0389516	0.0345868	0.0484385	0.0425115	0.0409106	0.0364825	0.0138909	0.00534788	0.0	0.00600882	0.0397485	0.0335997	0.0320696	0.0273663	
oyster_0.02_8x_1	0.0337652	0.0285851	0.0278656	0.0223903	0.0350605	0.02976	0.0289552	0.0234318	0.0368266	0.0314192	0.0307678	0.0253857	0.0384312	0.0332295	0.0324751	0.0270926	0.0401619	0.0350605	0.0343165	0.0288891	0.0420725	0.0369497	0.0363199	0.0309123	0.0131256	0.00709425	0.00600882	0.0	0.0330219	0.0277904	0.0270229	0.02144	
oyster_0.0_1x_1	0.0238338	0.0203851	0.0212644	0.0141511	0.024916	0.0216585	0.0224173	0.0152267	0.0266671	0.0234402	0.0242474	0.0172705	0.028473	0.0253207	0.026098	0.0192069	0.0302788	0.0272105	0.0279172	0.0211435	0.0325934	0.0292921	0.0301628	0.0233065	0.0418058	0.0388846	0.0397485	0.0330219	0.0	0.00736309	0.0136557	0.0125665	
oyster_0.0_2x_1	0.0204513	0.0152861	0.0148724	0.0087385	0.0215246	0.0165438	0.0160044	0.00980928	0.0236438	0.018424	0.0179247	0.0118522	0.0251804	0.0203087	0.0197673	0.0138214	0.0270752	0.0221742	0.0216557	0.0157393	0.0291701	0.0241112	0.0237339	0.0178448	0.0387743	0.0340442	0.0335997	0.0277904	0.00736309	0.0	0.00527774	0.00713985	
oyster_0.0_4x_1	0.0212644	0.0148858	0.0134956	0.0081154	0.022291	0.0160264	0.0145748	0.00914927	0.0243186	0.0178402	0.0165068	0.0112428	0.0259193	0.0197648	0.0183074	0.0130671	0.0278361	0.0216543	0.0203002	0.015078	0.029855	0.0236051	0.0222932	0.0171054	0.0394326	0.033412	0.0320696	0.0270229	0.0136557	0.00527774	0.0	0.00655936	
oyster_0.0_8x_1	0.0141653	0.00875178	0.00814239	0.00195292	0.0152925	0.0099686	0.00930159	0.00302844	0.0172959	0.0118653	0.0112845	0.00517023	0.0189994	0.0138665	0.013155	0.00712396	0.0210592	0.0158076	0.0151724	0.00921402	0.0230995	0.0178283	0.0172733	0.0113172	0.0328342	0.0278647	0.0273663	0.02144	0.0125665	0.00713985	0.00655936	0.0	
