sample	unclassified-seq_SRR5221635	unclassified-seq_SRR5221636	unclassified-seq_SRR5221637	unclassified-seq_SRR5221638	unclassified-seq_SRR5221639	unclassified-seq_SRR5221640	unclassified-seq_SRR5221641	unclassified-seq_SRR5221642	unclassified-seq_SRR5221643	unclassified-seq_SRR5221644	unclassified-seq_SRR5221645	unclassified-seq_SRR5221646	unclassified-seq_SRR5221647	unclassified-seq_SRR5221648	unclassified-seq_SRR5221649	unclassified-seq_SRR5221650	unclassified-seq_SRR5221651	unclassified-seq_SRR5221652	unclassified-seq_SRR5221653	unclassified-seq_SRR5221654	unclassified-seq_SRR5221655	unclassified-seq_SRR5221656	unclassified-seq_SRR5221657	unclassified-seq_SRR5221658	unclassified-seq_SRR5221659	unclassified-seq_SRR5221660	unclassified-seq_SRR5221661	unclassified-seq_SRR5221662	unclassified-seq_SRR5221663	unclassified-seq_SRR5221664	unclassified-seq_SRR5221665	unclassified-seq_SRR5221666	unclassified-seq_SRR5221667	unclassified-seq_SRR5221668	unclassified-seq_SRR5221669	unclassified-seq_SRR5221670	unclassified-seq_SRR5221671	unclassified-seq_SRR5221672	unclassified-seq_SRR5221673	unclassified-seq_SRR5221674	unclassified-seq_SRR5221675	unclassified-seq_SRR5221676	unclassified-seq_SRR5221677	unclassified-seq_SRR5221678	unclassified-seq_SRR5221679	unclassified-seq_SRR5221680	unclassified-seq_SRR5221681	unclassified-seq_SRR5221683	unclassified-seq_SRR5221684	unclassified-seq_SRR5221685	unclassified-seq_SRR5221686	unclassified-seq_SRR5221687	unclassified-seq_SRR5221688	unclassified-seq_SRR5221689	unclassified-seq_SRR5221690	unclassified-seq_SRR5221691	unclassified-seq_SRR5221692	unclassified-seq_SRR5221693	unclassified-seq_SRR5221694	unclassified-seq_SRR5221695	unclassified-seq_SRR5221696	unclassified-seq_SRR5221697	unclassified-seq_SRR5221698	unclassified-seq_SRR5221700	unclassified-seq_SRR5221701	unclassified-seq_SRR5221702	unclassified-seq_SRR5221704	unclassified-seq_SRR5221705	unclassified-seq_SRR5221706	unclassified-seq_SRR5221707	unclassified-seq_SRR5221708	unclassified-seq_SRR5221709	unclassified-seq_SRR5221710	unclassified-seq_SRR5221711	unclassified-seq_SRR5221712	unclassified-seq_SRR5221713	unclassified-seq_SRR5221714	unclassified-seq_SRR5221715	unclassified-seq_SRR5221716	unclassified-seq_SRR5221717	unclassified-seq_SRR5221718	unclassified-seq_SRR5221719	unclassified-seq_SRR5221720	unclassified-seq_SRR5221721	unclassified-seq_SRR5221722	unclassified-seq_SRR5221723	unclassified-seq_SRR5221724	unclassified-seq_SRR5221725	unclassified-seq_SRR5221726	unclassified-seq_SRR5221727	unclassified-seq_SRR5221728	unclassified-seq_SRR5221729	unclassified-seq_SRR5221730	unclassified-seq_SRR5221731	unclassified-seq_SRR5221732	unclassified-seq_SRR5221733	unclassified-seq_SRR5221734	unclassified-seq_SRR5221735	unclassified-seq_SRR5221736	unclassified-seq_SRR5221737	unclassified-seq_SRR5221738	unclassified-seq_SRR5221740	unclassified-seq_SRR5221741	unclassified-seq_SRR5221742	unclassified-seq_SRR5221743	unclassified-seq_SRR5221744	unclassified-seq_SRR5221745	unclassified-seq_SRR5221746	unclassified-seq_SRR5221747	unclassified-seq_SRR5221748	unclassified-seq_SRR5221749	unclassified-seq_SRR5221750	unclassified-seq_SRR5221751	unclassified-seq_SRR5221752	unclassified-seq_SRR5221753	unclassified-seq_SRR5221754	unclassified-seq_SRR5221755	unclassified-seq_SRR5221756	unclassified-seq_SRR5221757	unclassified-seq_SRR5221758
unclassified-seq_SRR5221645	0.0417567	0.0415802	0.0429677	0.0422686	0.0429254	0.0425894	0.0421882	0.0414258	0.0419167	0.0412071	0.0	0.0428043	0.0432716	0.0424015	0.0435001	0.0431618	0.0432083	0.0421722	0.0422615	0.0424682	0.043147	0.0422168	0.0430711	0.0425296	0.0422168	0.0415976	0.041841	0.0419733	0.0433575	0.0434475	0.0420299	0.0426257	0.0417164	0.042326	0.0421918	0.0428391	0.0435415	0.0424808	0.04219	0.0428171	0.0421971	0.0422364	0.0436738	0.0425839	0.0434174	0.0420388	0.0437764	0.0432828	0.0423188	0.0431563	0.0418797	0.0422079	0.0432846	0.0429162	0.0431953	0.0430711	0.0425531	0.0423889	0.0431359	0.0418533	0.0428593	0.0428941	0.0425079	0.0435001	0.0429033	0.0423009	0.0437821	0.0417742	0.0429033	0.0421134	0.0441753	0.0424826	0.0424736	0.0428629	0.0427769	0.0421579	0.0422079	0.0425278	0.0427934	0.0435925	0.0425043	0.0424051	0.0428501	0.0423152	0.0429585	0.0429603	0.0428446	0.0433276	0.0420051	0.0444768	0.0444377	0.042069	0.0420104	0.043097	0.0425604	0.0436928	0.0428978	0.043929	0.0432716	0.043322	0.0435906	0.0433875	0.0420282	0.0430046	0.0428336	0.0442954	0.0443382	0.0433126	0.0423045	0.043047	0.0435472	0.0433369	0.0441811	0.0431488	0.041622	0.0421187	0.0427057	0.0418128	0.0434362	0.0429309
unclassified-seq_SRR5221646	0.0421081	0.0423547	0.0438965	0.0428281	0.0431044	0.0437973	0.0432287	0.042988	0.042249	0.0444631	0.0428043	0.0	0.041535	0.0403102	0.0429935	0.0424357	0.0428245	0.0415698	0.0402673	0.0408362	0.042918	0.0423386	0.0427787	0.0433463	0.0423673	0.0422293	0.0425459	0.041885	0.0442916	0.0429309	0.0425115	0.0423763	0.0419202	0.0424375	0.0418762	0.0423619	0.0431544	0.0428373	0.042249	0.042642	0.0424646	0.042564	0.0433987	0.0426148	0.0436757	0.0423601	0.0436435	0.0433164	0.0432306	0.0433612	0.0424519	0.0430101	0.0432623	0.0426966	0.0427331	0.0430526	0.0428611	0.0423117	0.0428062	0.0423134	0.0429806	0.0427696	0.0426439	0.043551	0.042885	0.042249	0.0432492	0.0423063	0.0433631	0.0422418	0.0439731	0.0426784	0.0431377	0.0431618	0.0428043	0.0420849	0.0429732	0.0422096	0.0429033	0.0434118	0.0430988	0.0424772	0.0430674	0.0419044	0.0425803	0.0430711	0.042953	0.0432325	0.0432046	0.0440634	0.0436643	0.043225	0.0421543	0.0425188	0.0424916	0.0441096	0.0429917	0.0443188	0.0430433	0.0434362	0.043744	0.0433444	0.0424159	0.0433295	0.0431284	0.0436587	0.0444123	0.0429383	0.0428685	0.0429493	0.0432362	0.043653	0.0442916	0.0431118	0.0421472	0.0424754	0.0426439	0.0421561	0.0442974	0.0427167
unclassified-seq_SRR5221647	0.0429107	0.0432046	0.0443226	0.0434306	0.0434719	0.0437231	0.0437649	0.0428923	0.0429033	0.0451772	0.0432716	0.041535	0.0	0.0410278	0.0439099	0.0434512	0.0435227	0.0420087	0.0410976	0.0415663	0.0442489	0.0431563	0.0434156	0.0440827	0.0431823	0.0430249	0.0434606	0.0425713	0.0447087	0.0436909	0.0428574	0.0427495	0.0423745	0.0431155	0.0433631	0.0433912	0.0438946	0.0431081	0.0432418	0.0437212	0.0429475	0.0436397	0.0442217	0.0433743	0.0444142	0.0432511	0.0443421	0.0439156	0.0439616	0.0439271	0.0434475	0.0436909	0.0445277	0.043322	0.0431433	0.0432567	0.0434531	0.0430859	0.0441251	0.0432287	0.0432381	0.0431099	0.043534	0.0443616	0.0435246	0.0429511	0.0442857	0.0430655	0.0438507	0.0434268	0.0446417	0.0436454	0.0435189	0.0437611	0.0431192	0.0431007	0.0432418	0.0436341	0.0433145	0.0438984	0.0436928	0.0436416	0.0437345	0.0431433	0.0438316	0.0432362	0.043763	0.0440711	0.0437364	0.0448156	0.0438278	0.0435114	0.0425749	0.0430747	0.0430452	0.0441714	0.0435283	0.0448851	0.043824	0.0443402	0.0441791	0.0438449	0.0432735	0.0436871	0.0436095	0.0446338	0.0449948	0.0440192	0.0433052	0.0437802	0.0439367	0.0442644	0.0451269	0.0433931	0.0424844	0.0431136	0.0432213	0.042755	0.044565	0.043534
unclassified-seq_SRR5221648	0.0422454	0.0426311	0.0440884	0.0432269	0.0433126	0.04347	0.0433912	0.0426966	0.0420104	0.0443694	0.0424015	0.0403102	0.0410278	0.0	0.0432828	0.042797	0.0427021	0.0413567	0.0406948	0.0408785	0.0434475	0.0423493	0.0428281	0.0433538	0.0431637	0.0422883	0.0425206	0.0417584	0.0442024	0.043084	0.0424664	0.0424393	0.0417689	0.0423655	0.0419697	0.0426057	0.0435604	0.042713	0.0424231	0.0430933	0.042133	0.0424971	0.0433351	0.0427733	0.0437061	0.0425151	0.0437364	0.0437061	0.0435076	0.043199	0.0424483	0.0427276	0.0433818	0.0422329	0.0424754	0.0427258	0.0431007	0.0424772	0.0432418	0.0423907	0.0432958	0.0427751	0.0425405	0.0439635	0.043147	0.0425206	0.0432865	0.042488	0.04338	0.0427459	0.0443557	0.0425676	0.0431007	0.0429144	0.042819	0.0421704	0.0431173	0.0423583	0.0432455	0.0434081	0.0429144	0.0432064	0.0429714	0.0423332	0.0429732	0.0429475	0.0432269	0.0436625	0.0427477	0.0443655	0.0433912	0.0430563	0.042149	0.0424375	0.0426057	0.043843	0.0431748	0.0443149	0.0432287	0.0437117	0.0435811	0.0430175	0.042918	0.04316	0.0428923	0.0438011	0.0447344	0.0430119	0.0427806	0.0433463	0.0433164	0.0437687	0.0446496	0.0427021	0.0419839	0.0422704	0.0428941	0.0423709	0.0444905	0.0428062
unclassified-seq_SRR5221649	0.0422168	0.0428611	0.0441366	0.0434757	0.0434456	0.0438202	0.0434963	0.0435133	0.0421508	0.0446121	0.0435001	0.0429935	0.0439099	0.0432828	0.0	0.0406563	0.0405576	0.0432325	0.0417181	0.042249	0.0433856	0.042896	0.0428519	0.0439348	0.0434043	0.0426711	0.0430988	0.0421936	0.0446594	0.0423889	0.0429843	0.0423781	0.0426766	0.04247	0.0423979	0.0425296	0.0431025	0.0432791	0.0426021	0.0430489	0.0418128	0.0430378	0.0433425	0.0430692	0.0441212	0.0431247	0.0434381	0.0435849	0.0436435	0.0432343	0.0432548	0.0433594	0.0441966	0.0421989	0.0401291	0.0427824	0.0435302	0.0424555	0.0433725	0.0425314	0.0439386	0.0428263	0.0428025	0.0438812	0.0435152	0.0426093	0.0428629	0.042808	0.0434719	0.0429677	0.0443207	0.0430341	0.0437269	0.0433818	0.0429033	0.0423188	0.0435359	0.0419856	0.0435906	0.0429088	0.0435265	0.0430212	0.0433257	0.042642	0.043307	0.0428978	0.0435717	0.0443188	0.043566	0.043583	0.0428905	0.0437573	0.0427586	0.0427988	0.0430119	0.0438468	0.0431841	0.045147	0.0433669	0.0438774	0.0437212	0.0434062	0.0426602	0.0432716	0.0431118	0.0434099	0.0440884	0.0428831	0.0429898	0.0430046	0.0427148	0.0434832	0.0447938	0.0429548	0.0419503	0.0422561	0.0431581	0.0425713	0.0444709	0.0430009
unclassified-seq_SRR5221650	0.0411164	0.0424213	0.0444572	0.0433126	0.0427294	0.0430119	0.0429511	0.0430914	0.0412122	0.044561	0.0431618	0.0424357	0.0434512	0.042797	0.0406563	0.0	0.0405876	0.0424195	0.0409394	0.0414621	0.0433743	0.0420565	0.0424321	0.0432567	0.0424123	0.0424628	0.0426511	0.0412895	0.0444807	0.0415872	0.0426439	0.0417935	0.0416919	0.0421561	0.0413619	0.0422901	0.0429125	0.0424682	0.0418568	0.0424609	0.0409972	0.0426529	0.0424249	0.0419591	0.0434343	0.0427641	0.0433538	0.0430415	0.0430859	0.0424015	0.0426784	0.0427915	0.0438221	0.0413929	0.0388333	0.0420246	0.042999	0.0418903	0.0423601	0.0420654	0.04367	0.0417461	0.0425387	0.0430526	0.0426112	0.0417234	0.0423242	0.0422973	0.0420494	0.0426457	0.0436719	0.0424519	0.0433725	0.0428171	0.0420104	0.0417216	0.0434137	0.0414829	0.0426166	0.0426784	0.0432772	0.0426439	0.0429419	0.0419662	0.0426402	0.0422579	0.0429199	0.0437345	0.0430046	0.0425767	0.0425803	0.0429622	0.0418339	0.0415576	0.0426511	0.0438297	0.0430322	0.0446712	0.0428226	0.0434757	0.0429327	0.0424393	0.0419044	0.0419114	0.0427094	0.0426257	0.043617	0.0422758	0.0427495	0.0425133	0.0419114	0.0430378	0.0436435	0.042633	0.0411831	0.0419644	0.0422579	0.0420672	0.0442004	0.0423457
unclassified-seq_SRR5221651	0.0417409	0.0427623	0.0441482	0.0432287	0.0430322	0.042988	0.0431136	0.0425368	0.0414951	0.0442974	0.0432083	0.0428245	0.0435227	0.0427021	0.0405576	0.0405876	0.0	0.0428153	0.0414241	0.0420849	0.0428868	0.042488	0.0426075	0.0436246	0.0431693	0.0424087	0.042724	0.0418691	0.0439329	0.0422096	0.0423673	0.0421579	0.0419768	0.0421152	0.0418216	0.0422418	0.0431934	0.0421063	0.0421312	0.042744	0.041885	0.0424249	0.0427258	0.0428666	0.0437098	0.0426184	0.0433631	0.0429364	0.0429015	0.0426257	0.0423457	0.0429346	0.0437326	0.0420299	0.0399885	0.0424123	0.0428795	0.0418023	0.042918	0.0422937	0.0437079	0.0423529	0.0421811	0.043199	0.0428648	0.0422382	0.0427714	0.0421347	0.0423799	0.0422686	0.0441733	0.0430674	0.0432474	0.0430618	0.0422543	0.0419308	0.0429714	0.0419467	0.0428428	0.0431359	0.0433182	0.0427513	0.0432176	0.0419644	0.0425549	0.0429052	0.0432958	0.0439386	0.042724	0.043566	0.0426348	0.0427039	0.0420157	0.0420583	0.0426602	0.0438316	0.0428446	0.0445198	0.0427733	0.0436189	0.0436322	0.0426802	0.0421918	0.0426857	0.0426021	0.043084	0.0436681	0.0428153	0.0423601	0.0429475	0.0432064	0.0430138	0.0442547	0.042755	0.0414673	0.041952	0.0421508	0.0418515	0.0436757	0.0427294
unclassified-seq_SRR5221652	0.0424934	0.0425622	0.0440134	0.0429622	0.0430138	0.0434757	0.0431841	0.042613	0.0423637	0.0445277	0.0421722	0.0415698	0.0420087	0.0413567	0.0432325	0.0424195	0.0428153	0.0	0.0397485	0.0404693	0.0437497	0.0428556	0.0433556	0.0436757	0.0430526	0.0428263	0.0427386	0.0425007	0.0442741	0.043307	0.0423817	0.0425731	0.0424033	0.0426475	0.0427221	0.043147	0.0432716	0.0428355	0.0426093	0.0431841	0.0424953	0.0430415	0.0437802	0.0430821	0.0436076	0.042797	0.0443149	0.0434137	0.0428795	0.0436038	0.0426966	0.0429972	0.0441193	0.0428464	0.0423997	0.0428281	0.043212	0.0425966	0.0438698	0.0424573	0.0436606	0.0429235	0.0429438	0.043908	0.043307	0.0424213	0.0436133	0.0423224	0.0436568	0.0425278	0.0443655	0.0432958	0.0430322	0.043653	0.0430747	0.042673	0.0432101	0.0427057	0.04316	0.0436151	0.043322	0.0429548	0.0430729	0.0426311	0.0432567	0.0430101	0.0435434	0.0438144	0.0429567	0.0444435	0.0434606	0.0428905	0.0424754	0.0426857	0.0431377	0.0437935	0.043173	0.0444084	0.0434156	0.044	0.0435189	0.0432194	0.0420885	0.0430766	0.0434099	0.0443421	0.0444709	0.0435981	0.0431526	0.0436227	0.0435434	0.043365	0.0442605	0.043047	0.0424465	0.0427276	0.0431804	0.0423997	0.0441135	0.0431081
unclassified-seq_SRR5221653	0.0401964	0.0414985	0.0433612	0.041892	0.0415559	0.0421882	0.0418498	0.0427167	0.0399983	0.0437916	0.0422615	0.0402673	0.0410976	0.0406948	0.0417181	0.0409394	0.0414241	0.0397485	0.0	0.0386877	0.0424285	0.0411591	0.0409411	0.0424555	0.0419291	0.0417514	0.0420565	0.0399104	0.043212	0.0403036	0.0418656	0.0403532	0.0404477	0.0410516	0.0403647	0.0417917	0.0417006	0.0421633	0.041355	0.0415107	0.0401029	0.0421045	0.0415959	0.0411062	0.0428043	0.0419715	0.0423673	0.0424573	0.0425894	0.0414189	0.0417479	0.0420814	0.0428043	0.0404327	0.0403267	0.0405793	0.0427934	0.0404145	0.0419079	0.0413395	0.0431247	0.0406311	0.0412551	0.0420494	0.0418938	0.0410908	0.0414795	0.041528	0.0413929	0.0413636	0.0425405	0.0414951	0.0425912	0.0418938	0.0409106	0.0405259	0.0426221	0.0398974	0.04224	0.0416691	0.0424646	0.0414517	0.0418973	0.0411694	0.0413274	0.0414864	0.0419573	0.043266	0.0421419	0.0413429	0.0412517	0.0420974	0.0409666	0.0403979	0.0417882	0.0423529	0.0417094	0.0443441	0.0414535	0.043134	0.0420992	0.0414085	0.0410635	0.0410431	0.0420157	0.0417304	0.043023	0.0412414	0.0419591	0.0415472	0.0410584	0.0420992	0.0428098	0.0412878	0.040373	0.0407722	0.0412861	0.041125	0.0437649	0.0416081
unclassified-seq_SRR5221654	0.041293	0.0419733	0.0434418	0.0426529	0.0419485	0.0429585	0.0423673	0.0424285	0.0410874	0.0440904	0.0424682	0.0408362	0.0415663	0.0408785	0.042249	0.0414621	0.0420849	0.0404693	0.0386877	0.0	0.0431173	0.0417496	0.0420193	0.0427477	0.0423907	0.0422669	0.0425079	0.0411934	0.0438163	0.0418234	0.042133	0.0414033	0.0415159	0.0418568	0.0412912	0.0421793	0.0425586	0.042283	0.0421954	0.0423979	0.0412672	0.0420388	0.0425079	0.0416674	0.043097	0.042014	0.0430341	0.042819	0.0426766	0.0420885	0.0421811	0.0423099	0.0430452	0.0416203	0.0410567	0.0417865	0.0427532	0.0415611	0.0426439	0.0418621	0.0434681	0.0415663	0.0419167	0.0424591	0.0421793	0.0420246	0.042274	0.0417882	0.0419856	0.0418128	0.0434869	0.0423188	0.0427313	0.0419697	0.0417689	0.0415663	0.0429769	0.0412844	0.0427294	0.0422722	0.0427696	0.0423565	0.0425767	0.0416709	0.0422347	0.0424339	0.042274	0.043199	0.0426293	0.0428336	0.0419821	0.0427769	0.0416081	0.0415142	0.0419485	0.0430914	0.042326	0.044127	0.0425549	0.0431247	0.0427021	0.0425568	0.0420921	0.0420832	0.0429107	0.0428208	0.0433388	0.0419945	0.042526	0.0424141	0.0422776	0.042896	0.0435095	0.0419786	0.0412586	0.0418656	0.0420619	0.0420211	0.0438583	0.04224
unclassified-seq_SRR5221655	0.0414847	0.042526	0.0442333	0.0433725	0.0432623	0.0435472	0.0432641	0.0429917	0.0419132	0.0444533	0.043147	0.042918	0.0442489	0.0434475	0.0433856	0.0433743	0.0428868	0.0437497	0.0424285	0.0431173	0.0	0.0395812	0.0405893	0.0439808	0.0431544	0.0428025	0.0427422	0.0418498	0.0444318	0.0426566	0.0425713	0.0425549	0.0421419	0.0423134	0.0420193	0.0428171	0.0431823	0.0431359	0.0425568	0.042918	0.0420104	0.0427313	0.0430692	0.0427915	0.0438144	0.0426021	0.0436776	0.0435208	0.0431711	0.0430175	0.0428721	0.0431192	0.0440807	0.0420672	0.0427879	0.0428923	0.0433126	0.0420548	0.043186	0.0424339	0.0437744	0.042564	0.0425025	0.043952	0.0430544	0.0427221	0.0432176	0.0426003	0.0429291	0.0427897	0.0442004	0.0429144	0.0432996	0.0428117	0.0428171	0.041975	0.0434325	0.0423871	0.0433332	0.0431637	0.0430914	0.0429272	0.0429548	0.0422776	0.0430046	0.0430618	0.0432474	0.0437345	0.0432772	0.0437155	0.0430489	0.0431655	0.0424141	0.0424573	0.0428025	0.0437687	0.0429364	0.0446594	0.043253	0.0438908	0.0434531	0.0430914	0.042693	0.0431823	0.0431359	0.0436246	0.0441714	0.0429235	0.0428611	0.043212	0.0432381	0.0436435	0.0443694	0.0426112	0.0419238	0.0426857	0.0427696	0.0422454	0.0441251	0.0426511
unclassified-seq_SRR5221656	0.0403465	0.040606	0.0433482	0.0424051	0.0420992	0.0423871	0.0425513	0.0422955	0.0410312	0.0437155	0.0422168	0.0423386	0.0431563	0.0423493	0.042896	0.0420565	0.042488	0.0428556	0.0411591	0.0417496	0.0395812	0.0	0.0396518	0.0429254	0.0421526	0.0418762	0.0417479	0.040821	0.0436114	0.0415159	0.0417321	0.0413757	0.0410465	0.0414621	0.0412466	0.0412826	0.0423925	0.0421258	0.0413722	0.0417041	0.0410397	0.0419715	0.0425169	0.0417426	0.0428135	0.0420282	0.0428336	0.0423099	0.0422937	0.0422221	0.0422329	0.0418744	0.0430433	0.0413016	0.0417426	0.0418234	0.0420388	0.0410601	0.0419255	0.041841	0.0424772	0.0413153	0.0415941	0.042841	0.0424772	0.0417111	0.0427934	0.0413515	0.0417234	0.0418832	0.0433388	0.0418269	0.0423655	0.0422239	0.0415889	0.0412603	0.0423404	0.0411335	0.0424555	0.0422615	0.0424754	0.0422043	0.0421757	0.0414344	0.0421579	0.0420423	0.0423493	0.0425188	0.0422937	0.0431655	0.0421081	0.042165	0.0410516	0.0413791	0.0417707	0.0428446	0.04219	0.0442799	0.0421989	0.0427586	0.0427623	0.0424033	0.0415124	0.0417146	0.0420903	0.0427404	0.0432157	0.0418058	0.0421241	0.0420583	0.0420388	0.0425224	0.0435095	0.0421169	0.0410023	0.0414189	0.0414899	0.0413412	0.043266	0.0413929
unclassified-seq_SRR5221657	0.0398649	0.0418093	0.0441077	0.0433369	0.0423601	0.0432027	0.0421116	0.0433126	0.0404959	0.0440557	0.0430711	0.0427787	0.0434156	0.0428281	0.0428519	0.0424321	0.0426075	0.0433556	0.0409411	0.0420193	0.0405893	0.0396518	0.0	0.0433407	0.0430009	0.0421882	0.0429603	0.0408227	0.0440788	0.0408852	0.0423493	0.0409022	0.0413067	0.0413843	0.041113	0.041945	0.0421971	0.0427769	0.0417584	0.0422293	0.0407251	0.0424339	0.0420051	0.0416238	0.043653	0.0426511	0.0429603	0.0433556	0.0432716	0.0418163	0.0422132	0.0424015	0.0439827	0.0407941	0.0415333	0.0412174	0.0430618	0.0414241	0.0420636	0.0421526	0.0434813	0.0411728	0.0418533	0.0432846	0.0424718	0.0419361	0.0419414	0.0418938	0.0418374	0.0421508	0.0430821	0.0422597	0.0428428	0.0424609	0.0418146	0.0414465	0.0434024	0.0405059	0.0426075	0.0424934	0.0428978	0.0423673	0.0426239	0.0416029	0.0421401	0.0420992	0.0419892	0.0438297	0.0426839	0.0419167	0.0422758	0.0435698	0.0415854	0.0410772	0.042673	0.0431247	0.0424303	0.0447463	0.042165	0.04344	0.0430692	0.0420885	0.0416674	0.0415959	0.0424249	0.04219	0.0430046	0.0415941	0.0427678	0.0422329	0.0412912	0.0430933	0.0432623	0.0416884	0.0409344	0.0420157	0.0418956	0.0418709	0.0440345	0.0421508
unclassified-seq_SRR5221658	0.0419945	0.0422508	0.0436397	0.0429751	0.0431581	0.0433631	0.0428721	0.042693	0.0418832	0.0441927	0.0425296	0.0433463	0.0440827	0.0433538	0.0439348	0.0432567	0.0436246	0.0436757	0.0424555	0.0427477	0.0439808	0.0429254	0.0433407	0.0	0.0403102	0.0400293	0.042786	0.0421116	0.0443382	0.0434493	0.0425224	0.0427513	0.0421187	0.0429843	0.0427934	0.0428685	0.0436662	0.0434531	0.0428997	0.0430914	0.0423691	0.0429677	0.0439597	0.0430692	0.0436852	0.043121	0.0442527	0.0437288	0.0435114	0.0435472	0.042535	0.0430452	0.0442916	0.0425513	0.043084	0.0428978	0.0429769	0.0426457	0.0436189	0.0425151	0.0434249	0.0429401	0.0430378	0.0441251	0.0434475	0.0425803	0.0437954	0.0422579	0.0432194	0.042999	0.0443596	0.0433538	0.0434156	0.0434493	0.0432567	0.0427094	0.0430175	0.0430304	0.043322	0.0434118	0.0435227	0.0428905	0.0432846	0.0426857	0.0433295	0.0434137	0.0434006	0.043689	0.0428446	0.0447918	0.0434512	0.0432176	0.0423925	0.0428978	0.0435396	0.0442547	0.0434569	0.0450507	0.043864	0.04367	0.043887	0.0437079	0.0430083	0.0435359	0.0432846	0.0440942	0.0448593	0.0438564	0.0427532	0.0433164	0.0434663	0.0437744	0.0445512	0.0433239	0.0421508	0.0427167	0.043173	0.042479	0.044127	0.0428978
unclassified-seq_SRR5221659	0.0415246	0.0414725	0.0427276	0.0420512	0.042069	0.0424682	0.0425224	0.0419662	0.041502	0.0438182	0.0422168	0.0423673	0.0431823	0.0431637	0.0434043	0.0424123	0.0431693	0.0430526	0.0419291	0.0423907	0.0431544	0.0421526	0.0430009	0.0403102	0.0	0.0392438	0.0419644	0.0416238	0.0440499	0.042808	0.0416046	0.042335	0.0416464	0.0425115	0.0420016	0.0424339	0.0435415	0.0421526	0.0418638	0.0422168	0.0418216	0.0420175	0.0431081	0.0423583	0.0429364	0.0423799	0.0437155	0.0429714	0.0426839	0.042953	0.0420423	0.0422794	0.0437878	0.0428629	0.0429475	0.0428355	0.0423691	0.0418956	0.0428226	0.041991	0.0429162	0.0424501	0.0426057	0.0433837	0.0427678	0.0423565	0.04338	0.0418374	0.0428997	0.0420885	0.0443538	0.0427076	0.0425839	0.0426875	0.0422651	0.0421294	0.042488	0.0424051	0.0427824	0.0432884	0.0430729	0.0423457	0.0424537	0.0419556	0.0427879	0.0427459	0.0427039	0.042907	0.0420175	0.0444259	0.0431155	0.0427386	0.0415142	0.0423332	0.0422186	0.043365	0.0425079	0.0440942	0.042744	0.0431081	0.0429788	0.0428428	0.0419432	0.0424609	0.0426202	0.044	0.0438889	0.043121	0.042564	0.0427057	0.0430692	0.0431044	0.0441791	0.0427386	0.0418181	0.0416919	0.0427422	0.0415541	0.0434381	0.0423997
unclassified-seq_SRR5221660	0.0406898	0.0411643	0.0425821	0.0418058	0.0418603	0.0420282	0.0418956	0.041386	0.040586	0.0433276	0.0415976	0.0422293	0.0430249	0.0422883	0.0426711	0.0424628	0.0424087	0.0428263	0.0417514	0.0422669	0.0428025	0.0418762	0.0421882	0.0400293	0.0392438	0.0	0.0414985	0.0411267	0.0429162	0.0425495	0.0416936	0.0417514	0.0411574	0.0417199	0.041528	0.0418867	0.0426039	0.0423027	0.0414189	0.0420707	0.0415715	0.0414777	0.0424826	0.0415576	0.0429217	0.0417269	0.0431953	0.0429125	0.0422329	0.0426602	0.0418111	0.0414708	0.043225	0.0417777	0.0418867	0.0422168	0.0423422	0.0415524	0.0424231	0.0417234	0.0423242	0.0419538	0.0420441	0.0426075	0.042526	0.0418251	0.0427349	0.0416116	0.0423188	0.0415576	0.0437954	0.0420104	0.0420565	0.0423583	0.0423224	0.041535	0.0419626	0.0422561	0.0419397	0.0429217	0.0424267	0.0418991	0.0423188	0.0415994	0.0422186	0.0421918	0.0423925	0.0428208	0.0416691	0.0438659	0.0428519	0.0418427	0.0411386	0.0416657	0.0421811	0.0429107	0.042326	0.0441656	0.0422615	0.0428574	0.0430489	0.0423547	0.0417076	0.0426257	0.0421561	0.043121	0.0431674	0.0425513	0.0418956	0.0423619	0.0421811	0.0425513	0.0432474	0.0421918	0.0409938	0.0414465	0.0420459	0.0413878	0.043147	0.041797
