sample	club-moss_0.001_1x_1	club-moss_0.001_2x_1	club-moss_0.001_4x_1	club-moss_0.001_8x_1	club-moss_0.002_1x_1	club-moss_0.002_2x_1	club-moss_0.002_4x_1	club-moss_0.002_8x_1	club-moss_0.004_1x_1	club-moss_0.004_2x_1	club-moss_0.004_4x_1	club-moss_0.004_8x_1	club-moss_0.006_1x_1	club-moss_0.006_2x_1	club-moss_0.006_4x_1	club-moss_0.006_8x_1	club-moss_0.008_1x_1	club-moss_0.008_2x_1	club-moss_0.008_4x_1	club-moss_0.008_8x_1	club-moss_0.01_1x_1	club-moss_0.01_2x_1	club-moss_0.01_4x_1	club-moss_0.01_8x_1	club-moss_0.02_1x_1	club-moss_0.02_2x_1	club-moss_0.02_4x_1	club-moss_0.02_8x_1	club-moss_0.0_1x_1	club-moss_0.0_2x_1	club-moss_0.0_4x_1	club-moss_0.0_8x_1	
club-moss_0.004_4x_1	0.0240257	0.0185219	0.0177738	0.0124383	0.0248294	0.0193741	0.01876	0.0134019	0.019123	0.0132525	0.0	0.00718473	0.028337	0.0229434	0.0221304	0.0169499	0.0302266	0.0248344	0.0240589	0.0188392	0.0319173	0.0264914	0.025902	0.0206845	0.0404477	0.035582	0.0345286	0.0296074	0.0231705	0.0176337	0.0169905	0.0115619	
club-moss_0.004_8x_1	0.0168382	0.0123181	0.012383	0.00608751	0.01765	0.0132342	0.0134335	0.00709511	0.0123087	0.00744353	0.00718473	0.0	0.0214844	0.0171048	0.0170247	0.0109564	0.0234295	0.0189866	0.0189642	0.012899	0.0251762	0.0207805	0.0209288	0.0149022	0.0339798	0.0301363	0.0300347	0.02417	0.0159962	0.0114327	0.0115264	0.00510998	
club-moss_0.006_1x_1	0.0270394	0.0244304	0.0256597	0.01859	0.0279937	0.025292	0.0266689	0.019611	0.0295733	0.0270083	0.028337	0.0214844	0.0	0.0181411	0.0193135	0.0124863	0.0333384	0.0308159	0.0320789	0.0252307	0.0349998	0.0325212	0.0337128	0.0271174	0.0436227	0.0412947	0.0425115	0.0359254	0.0261823	0.0235287	0.0249201	0.0176804	
club-moss_0.006_2x_1	0.0245468	0.0202944	0.0203452	0.0143219	0.0254153	0.0211803	0.0213531	0.0152811	0.0270486	0.0229247	0.0229434	0.0171048	0.0181411	0.0	0.0132264	0.00745802	0.0309817	0.0266041	0.0266536	0.0207485	0.0324834	0.028379	0.0285122	0.0227277	0.041038	0.0372021	0.0371326	0.0314507	0.0236888	0.0193698	0.0195903	0.0134141	
club-moss_0.006_4x_1	0.0258448	0.0203779	0.0195941	0.014379	0.0266581	0.0212247	0.0205976	0.0153047	0.0282407	0.0229105	0.0221304	0.0170247	0.0193135	0.0132264	0.0	0.00701953	0.0319012	0.0264967	0.0258206	0.0205514	0.0336519	0.0282874	0.0275985	0.0225194	0.0420423	0.0370388	0.0359735	0.0311654	0.0249532	0.0195234	0.0188398	0.013553	
club-moss_0.006_8x_1	0.0188026	0.014307	0.0142543	0.0080996	0.0196569	0.0152164	0.015262	0.00909641	0.021474	0.0170046	0.0169499	0.0109564	0.0124863	0.00745802	0.00701953	0.0	0.025287	0.0208053	0.0207525	0.0147768	0.0270064	0.0226501	0.0226067	0.0167663	0.035662	0.0316873	0.0315795	0.0258198	0.0178927	0.0134128	0.0134581	0.0071546	
club-moss_0.008_1x_1	0.0288641	0.0263597	0.0275994	0.0206182	0.0297204	0.0270687	0.0286196	0.0215629	0.0316135	0.0289612	0.0302266	0.0234295	0.0333384	0.0309817	0.0319012	0.025287	0.0	0.0185924	0.019564	0.012788	0.0369511	0.0342602	0.035497	0.0290367	0.0452054	0.0430581	0.0442721	0.0376825	0.0281024	0.0254678	0.0268806	0.0196468	
club-moss_0.008_2x_1	0.0263075	0.0220624	0.0222433	0.0162777	0.0273459	0.023022	0.0232479	0.017227	0.0289863	0.0248303	0.0248344	0.0189866	0.0308159	0.0266041	0.0264967	0.0208053	0.0185924	0.0	0.0133222	0.00751642	0.034185	0.0299915	0.0303376	0.0245606	0.0427148	0.0389407	0.0387402	0.0331565	0.0256187	0.0212747	0.0215128	0.0153683	
club-moss_0.008_4x_1	0.0277591	0.0223323	0.0216306	0.0163769	0.0286196	0.0231683	0.0225979	0.0173119	0.0302255	0.0247449	0.0240589	0.0189642	0.0320789	0.0266536	0.0258206	0.0207525	0.019564	0.0133222	0.0	0.00701237	0.0354257	0.0300654	0.029425	0.0243772	0.0437687	0.0388986	0.0377626	0.0330534	0.0270183	0.0215713	0.0208615	0.0155381	
club-moss_0.008_8x_1	0.0206872	0.0161687	0.0161196	0.0100895	0.021655	0.0170204	0.0171661	0.0110506	0.0233813	0.0188609	0.0188392	0.012899	0.0252307	0.0207485	0.0205514	0.0147768	0.012788	0.00751642	0.00701237	0.0	0.0286939	0.0242746	0.0243748	0.0185432	0.037422	0.0334489	0.0332588	0.0275957	0.0198988	0.015288	0.0153107	0.00914527	
club-moss_0.01_1x_1	0.0305819	0.0279784	0.0292646	0.0223446	0.0315534	0.0289091	0.0302053	0.0232958	0.033309	0.0305808	0.0319173	0.0251762	0.0349998	0.0324834	0.0336519	0.0270064	0.0369511	0.034185	0.0354257	0.0286939	0.0	0.0185083	0.0195778	0.0128299	0.0467182	0.044687	0.0456607	0.0392343	0.0297788	0.0270889	0.028525	0.0214027	
club-moss_0.01_2x_1	0.0281642	0.0238166	0.0239445	0.0180763	0.0290034	0.0248492	0.0248698	0.0190152	0.0309431	0.0264495	0.0264914	0.0207805	0.0325212	0.028379	0.0282874	0.0226501	0.0342602	0.0299915	0.0300654	0.0242746	0.0185083	0.0	0.0131239	0.00745329	0.0441927	0.0404776	0.0400702	0.0347389	0.0275027	0.0229493	0.0231986	0.0172221	
club-moss_0.01_4x_1	0.0295186	0.0242226	0.0233897	0.0183314	0.0303548	0.0250611	0.0242946	0.0192198	0.0321753	0.026677	0.025902	0.0209288	0.0337128	0.0285122	0.0275985	0.0226067	0.035497	0.0303376	0.029425	0.0243748	0.0195778	0.0131239	0.0	0.00681219	0.0453691	0.040461	0.0393261	0.0346296	0.0288911	0.0234058	0.0227291	0.0174874	
club-moss_0.01_8x_1	0.0226818	0.018089	0.0180314	0.0120925	0.0234879	0.0190578	0.0190146	0.0130207	0.0253764	0.0207631	0.0206845	0.0149022	0.0271174	0.0227277	0.0225194	0.0167663	0.0290367	0.0245606	0.0243772	0.0185432	0.0128299	0.00745329	0.00681219	0.0	0.0390863	0.0352157	0.0348355	0.0293861	0.0218994	0.0172325	0.0172987	0.0111713	
club-moss_0.02_1x_1	0.0395332	0.0368623	0.0380449	0.0313709	0.0402261	0.0375703	0.038748	0.0321578	0.041841	0.0392343	0.0404477	0.0339798	0.0436227	0.041038	0.0420423	0.035662	0.0452054	0.0427148	0.0437687	0.037422	0.0467182	0.0441927	0.0453691	0.0390863	0.0	0.0191493	0.0197383	0.0133213	0.0387573	0.0359611	0.0372514	0.0304621	
club-moss_0.02_2x_1	0.0375306	0.0332113	0.033232	0.0276957	0.0381579	0.0340063	0.0339357	0.028424	0.0396438	0.0354431	0.035582	0.0301363	0.0412947	0.0372021	0.0370388	0.0316873	0.0430581	0.0389407	0.0388986	0.0334489	0.044687	0.0404776	0.040461	0.0352157	0.0191493	0.0	0.0130151	0.00755419	0.0367142	0.0322627	0.0324421	0.0268088	
club-moss_0.02_4x_1	0.038523	0.0331991	0.0322931	0.0277108	0.0393785	0.0339106	0.0329519	0.0284288	0.0408497	0.0353479	0.0345286	0.0300347	0.0425115	0.0371326	0.0359735	0.0315795	0.0442721	0.0387402	0.0377626	0.0332588	0.0456607	0.0400702	0.0393261	0.0348355	0.0197383	0.0130151	0.0	0.00651924	0.0378638	0.0324257	0.0316191	0.0269544	
club-moss_0.02_8x_1	0.0318507	0.0273617	0.0272069	0.0216103	0.0326029	0.0281034	0.0280101	0.0223998	0.0342181	0.0297236	0.0296074	0.02417	0.0359254	0.0314507	0.0311654	0.0258198	0.0376825	0.0331565	0.0330534	0.0275957	0.0392343	0.0347389	0.0346296	0.0293861	0.0133213	0.00755419	0.00651924	0.0	0.0310822	0.0264041	0.0264522	0.0207538	
club-moss_0.0_1x_1	0.021625	0.0189654	0.020431	0.0129869	0.0223838	0.0199135	0.021456	0.0140102	0.0241915	0.0217856	0.0231705	0.0159962	0.0261823	0.0236888	0.0249532	0.0178927	0.0281024	0.0256187	0.0270183	0.0198988	0.0297788	0.0275027	0.0288911	0.0218994	0.0387573	0.0367142	0.0378638	0.0310822	0.0	0.0176123	0.0193376	0.0119661	
club-moss_0.0_2x_1	0.0189128	0.0146182	0.0149195	0.00854235	0.0196418	0.0155876	0.0159016	0.00951582	0.0215184	0.0174183	0.0176337	0.0114327	0.0235287	0.0193698	0.0195234	0.0134128	0.0254678	0.0212747	0.0215713	0.015288	0.0270889	0.0229493	0.0234058	0.0172325	0.0359611	0.0322627	0.0324257	0.0264041	0.0176123	0.0	0.0137088	0.00753068	
club-moss_0.0_4x_1	0.0204008	0.0150053	0.0143256	0.00874109	0.0212871	0.015894	0.0153392	0.0097107	0.022971	0.0176838	0.0169905	0.0115264	0.0249201	0.0195903	0.0188398	0.0134581	0.0268806	0.0215128	0.0208615	0.0153107	0.028525	0.0231986	0.0227291	0.0172987	0.0372514	0.0324421	0.0316191	0.0264522	0.0193376	0.0137088	0.0	0.00773647	
club-moss_0.0_8x_1	0.0128978	0.00849293	0.00866874	0.00204394	0.0138011	0.00947729	0.00970447	0.00308558	0.0156572	0.0113905	0.0115619	0.00510998	0.0176804	0.0134141	0.013553	0.0071546	0.0196468	0.0153683	0.0155381	0.00914527	0.0214027	0.0172221	0.0174874	0.0111713	0.0304621	0.0268088	0.0269544	0.0207538	0.0119661	0.00753068	0.00773647	0.0	
