sample	rotifer_0.001_1x_1	rotifer_0.001_2x_1	rotifer_0.001_4x_1	rotifer_0.001_8x_1	rotifer_0.002_1x_1	rotifer_0.002_2x_1	rotifer_0.002_4x_1	rotifer_0.002_8x_1	rotifer_0.004_1x_1	rotifer_0.004_2x_1	rotifer_0.004_4x_1	rotifer_0.004_8x_1	rotifer_0.006_1x_1	rotifer_0.006_2x_1	rotifer_0.006_4x_1	rotifer_0.006_8x_1	rotifer_0.008_1x_1	rotifer_0.008_2x_1	rotifer_0.008_4x_1	rotifer_0.008_8x_1	rotifer_0.01_1x_1	rotifer_0.01_2x_1	rotifer_0.01_4x_1	rotifer_0.01_8x_1	rotifer_0.02_1x_1	rotifer_0.02_2x_1	rotifer_0.02_4x_1	rotifer_0.02_8x_1	rotifer_0.0_1x_1	rotifer_0.0_2x_1	rotifer_0.0_4x_1	rotifer_0.0_8x_1	
rotifer_0.006_1x_1	0.0313967	0.0271092	0.0272115	0.020816	0.0322604	0.0280716	0.0282262	0.0218817	0.0343562	0.0304374	0.0303612	0.023913	0.0	0.0195047	0.0200402	0.0139624	0.0385246	0.0341367	0.0341571	0.0278608	0.0398763	0.0359309	0.0359762	0.0295991	0.0496846	0.0455972	0.0458274	0.0396872	0.03066	0.0261647	0.0262748	0.0198307	
rotifer_0.006_2x_1	0.0272355	0.0214393	0.0203237	0.0147691	0.0282301	0.0224479	0.0213862	0.0158152	0.0302703	0.0245704	0.0234264	0.0178397	0.0195047	0.0	0.0128095	0.00765283	0.0342003	0.028377	0.0272707	0.0218018	0.0358309	0.03025	0.0291782	0.0236686	0.0458418	0.0401603	0.0389844	0.0337852	0.0263278	0.0204526	0.0194361	0.0138354	
rotifer_0.006_4x_1	0.0272837	0.0203622	0.0184806	0.0135446	0.0283887	0.02136	0.0194312	0.0145824	0.0302767	0.0234387	0.02142	0.0166005	0.0200402	0.0128095	0.0	0.00636568	0.0342143	0.0272846	0.0252626	0.0205026	0.0361544	0.029231	0.027217	0.0223758	0.0458501	0.0388379	0.0369253	0.0322861	0.0264932	0.0194051	0.017517	0.0125778	
rotifer_0.006_8x_1	0.0207945	0.0146907	0.0134903	0.00794532	0.0219107	0.0157479	0.0144659	0.00898732	0.0238072	0.0178881	0.0165665	0.0110087	0.0139624	0.00765283	0.00636568	0.0	0.0278228	0.021716	0.0204303	0.015013	0.0297621	0.0237129	0.0223395	0.0169753	0.0395204	0.0334096	0.0321578	0.0269827	0.019964	0.013694	0.0124921	0.00694978	
rotifer_0.008_1x_1	0.0332821	0.0291316	0.029165	0.0227877	0.0341456	0.0302618	0.0301819	0.0238675	0.036615	0.0324116	0.0322452	0.0259854	0.0385246	0.0342003	0.0342143	0.0278228	0.0	0.0193815	0.0198797	0.0139058	0.0421223	0.0380179	0.0379399	0.0316896	0.0517198	0.0473833	0.0474999	0.0413999	0.0324268	0.0281024	0.0282776	0.0218647	
rotifer_0.008_2x_1	0.0290679	0.0232342	0.0221929	0.0166584	0.0301469	0.0243114	0.0231902	0.0177352	0.0323763	0.0264326	0.0252517	0.0197522	0.0341367	0.028377	0.0272846	0.021716	0.0193815	0.0	0.0126538	0.00758938	0.0379519	0.0322253	0.0310203	0.0255469	0.0473965	0.0416814	0.0404909	0.0353185	0.0284269	0.0221979	0.0212795	0.0157151	
rotifer_0.008_4x_1	0.0290962	0.0221756	0.0202794	0.0154124	0.0302096	0.0231683	0.0213379	0.0164936	0.0322674	0.0253105	0.023327	0.0184747	0.0341571	0.0272707	0.0252626	0.0204303	0.0198797	0.0126538	0.0	0.00622169	0.0379774	0.031131	0.0291245	0.024277	0.0476082	0.0406044	0.0386322	0.0340316	0.0283117	0.0212199	0.0194256	0.0144654	
rotifer_0.008_8x_1	0.0227921	0.0166254	0.0153743	0.00992256	0.0237947	0.0176872	0.0163984	0.010985	0.0259046	0.0198307	0.0184971	0.0129989	0.0278608	0.0218018	0.0205026	0.015013	0.0139058	0.00758938	0.00622169	0.0	0.0316555	0.0256246	0.024261	0.0189098	0.0413809	0.035261	0.0339496	0.0287883	0.0219377	0.0155981	0.014472	0.00896461	
rotifer_0.01_1x_1	0.0352211	0.030942	0.0310734	0.0247269	0.0362697	0.0319219	0.0320488	0.025725	0.0378831	0.0341367	0.0340822	0.0277203	0.0398763	0.0358309	0.0361544	0.0297621	0.0421223	0.0379519	0.0379774	0.0316555	0.0	0.0195903	0.0200081	0.0139262	0.0534173	0.0492846	0.0492704	0.0432585	0.0342666	0.0300179	0.0301809	0.023688	
rotifer_0.01_2x_1	0.0310844	0.0253122	0.0241629	0.0186626	0.0320234	0.0261533	0.0251319	0.0196834	0.0340455	0.028336	0.0271912	0.021761	0.0359309	0.03025	0.029231	0.0237129	0.0380179	0.0322253	0.031131	0.0256246	0.0195903	0.0	0.0126643	0.00762347	0.0493603	0.0437023	0.0426475	0.0374498	0.0302692	0.0243507	0.0232334	0.0177121	
rotifer_0.01_4x_1	0.0311543	0.024178	0.0222332	0.0173834	0.0321381	0.0251119	0.0232608	0.0184529	0.0340228	0.0272253	0.0251453	0.0203675	0.0359762	0.0291782	0.027217	0.0223395	0.0379399	0.0310203	0.0291245	0.024261	0.0200081	0.0126643	0.0	0.00625172	0.0494671	0.0424483	0.0406613	0.0359969	0.0303248	0.0232836	0.0213228	0.016422	
rotifer_0.01_8x_1	0.0247211	0.0186114	0.0173318	0.0118949	0.0257241	0.0196223	0.0183706	0.0129826	0.0276164	0.021792	0.0203648	0.0149782	0.0295991	0.0236686	0.0223758	0.0169753	0.0316896	0.0255469	0.024277	0.0189098	0.0139262	0.00762347	0.00625172	0.0	0.0433145	0.0371934	0.0359941	0.0308148	0.0239209	0.0177087	0.016367	0.0109222	
rotifer_0.02_1x_1	0.0449987	0.0409734	0.0409259	0.0346803	0.046185	0.0418586	0.0420565	0.0356592	0.0479986	0.0440115	0.0439463	0.0377358	0.0496846	0.0458418	0.0458501	0.0395204	0.0517198	0.0473965	0.0476082	0.0413809	0.0534173	0.0493603	0.0494671	0.0433145	0.0	0.0194442	0.0199576	0.0140741	0.0441444	0.0397194	0.0400931	0.0337141	
rotifer_0.02_2x_1	0.0406094	0.0350724	0.0339773	0.0286444	0.0419202	0.0361087	0.0350513	0.0296167	0.0434907	0.0381292	0.0369296	0.0316577	0.0455972	0.0401603	0.0388379	0.0334096	0.0473833	0.0416814	0.0406044	0.035261	0.0492846	0.0437023	0.0424483	0.0371934	0.0194442	0.0	0.0125336	0.00756134	0.0400081	0.0339068	0.0330861	0.0276447	
rotifer_0.02_4x_1	0.0408076	0.0340417	0.0321079	0.0274111	0.0419821	0.0350645	0.0330933	0.0283321	0.0437649	0.0369683	0.0349313	0.0303698	0.0458274	0.0389844	0.0369253	0.0321578	0.0474999	0.0404909	0.0386322	0.0339496	0.0492704	0.0426475	0.0406613	0.0359941	0.0199576	0.0125336	0.0	0.00612153	0.0400342	0.0328486	0.0311743	0.0264789	
rotifer_0.02_8x_1	0.0345222	0.0286651	0.0273673	0.0220402	0.0358651	0.0296965	0.0284005	0.0230589	0.0374909	0.0316964	0.0303152	0.0251152	0.0396872	0.0337852	0.0322861	0.0269827	0.0413999	0.0353185	0.0340316	0.0287883	0.0432585	0.0374498	0.0359969	0.0308148	0.0140741	0.00756134	0.00612153	0.0	0.0338503	0.0275458	0.0264843	0.0210646	
rotifer_0.0_1x_1	0.0256838	0.0212692	0.0213675	0.014869	0.0264914	0.0223671	0.0225172	0.0159266	0.0283702	0.024301	0.0244715	0.017923	0.03066	0.0263278	0.0264932	0.019964	0.0324268	0.0284269	0.0283117	0.0219377	0.0342666	0.0302692	0.0303248	0.0239209	0.0441444	0.0400081	0.0400342	0.0338503	0.0	0.0203139	0.0200088	0.0138556	
rotifer_0.0_2x_1	0.0211237	0.0152154	0.0142076	0.00859867	0.0222102	0.0162704	0.0152649	0.00964649	0.0241955	0.0184694	0.01741	0.0117143	0.0261647	0.0204526	0.0194051	0.013694	0.0281024	0.0221979	0.0212199	0.0155981	0.0300179	0.0243507	0.0232836	0.0177087	0.0397194	0.0339068	0.0328486	0.0275458	0.0203139	0.0	0.0132642	0.00759356	
rotifer_0.0_4x_1	0.0211714	0.0142973	0.012397	0.00738721	0.0223105	0.0153284	0.0134608	0.00843924	0.024273	0.0174406	0.0154624	0.010497	0.0262748	0.0194361	0.017517	0.0124921	0.0282776	0.0212795	0.0194256	0.014472	0.0301809	0.0232334	0.0213228	0.016367	0.0400931	0.0330861	0.0311743	0.0264843	0.0200088	0.0132642	0.0	0.00640644	
rotifer_0.0_8x_1	0.0147344	0.00858681	0.00738132	0.00180216	0.0158041	0.00965717	0.00841327	0.00285718	0.0177585	0.011816	0.0104963	0.00492648	0.0198307	0.0138354	0.0125778	0.00694978	0.0218647	0.0157151	0.0144654	0.00896461	0.023688	0.0177121	0.016422	0.0109222	0.0337141	0.0276447	0.0264789	0.0210646	0.0138556	0.00759356	0.00640644	0.0	
